阿鼻地狱,a'bi'di'yu
金陵,jin'ling
金满,jin'man
金田村,jin'tian'cun
金微,jin'wei
晋阳,jin'yang
金墉城,jin'yong'cheng
金源,jin'yuan
进展因素,jin'zhan'yin'su
晋州,jin'zhou
金州,jin'zhou
锦州,jin'zhou
景德镇,jing'de'zhen
京东,jing'dong
京都,jing'du
景观,jing'guan
景观地球化学,jing'guan'di'qiu'hua'xue
景观合成的朝圣公园,jing'guan'he'cheng'de'chao'sheng'gong'yuan
景观圈,jing'guan'quan
景观生态学,jing'guan'sheng'tai'xue
景观损害,jing'guan'sun'hai
景观学,jing'guan'xue
京畿,jing'ji
经济地理条件,jing'ji'di'li'tiao'jian
经济地理位置,jing'ji'di'li'wei'zhi
经济地理学,jing'ji'di'li'xue
经济发展战略,jing'ji'fa'zhan'zhan'lue
经济技术开发区,jing'ji'ji'shu'kai'fa'qu
经济评价,jing'ji'ping'jia
经济区,jing'ji'qu
经济区划,jing'ji'qu'hua
经济特区,jing'ji'te'qu
经济效益,jing'ji'xiao'yi
经济协作区,jing'ji'xie'zuo'qu
京江,jing'jiang
警戒水位,jing'jie'shui'wei
京口,jing'kou
竟陵,jing'ling
径流,jing'liu
径流变率,jing'liu'bian'lv
径流模数,jing'liu'mo'shu
径流系数,jing'liu'xi'shu
荆南,jing'nan
静宁,jing'ning
京西,jing'xi
荆溪,jing'xi
鲸鱼保护区,jing'yu'bao'hu'qu
鲸鱼峡谷,jing'yu'xia'gu
泾原,jing'yuan
京兆,jing'zhao
荆州,jing'zhou
旧城和旧桥地区,jiu'cheng'he'jiu'qiao'di'qu
旧港,jiu'gang
九华山,jiu'hua'shan
九江,jiu'jiang
久能山,jiu'neng'shan
酒泉,jiu'quan
旧热带界,jiu're'dai'jie
旧柔佛,jiu'rou'fo
就业结构,jiu'ye'jie'gou
九原,jiu'yuan
九寨沟,jiu'zhai'gou
九寨沟风景名胜区,jiu'zhai'gou'feng'jing'ming'sheng'qu
酒庄文化景观,jiu'zhuang'wen'hua'jing'guan
局部侵蚀基准面,ju'bu'qin'shi'ji'zhun'mian
居昌,ju'chang
巨港,ju'gang
距离衰减原则,ju'li'shuai'jian'yuan'ze
巨鹿,ju'lu
聚落,ju'luo
聚落地理学,ju'luo'di'li'xue
聚落类型,ju'luo'lei'xing
巨人之路及其海岸,ju'ren'zhi'lu'ji'qi'hai'an
拘尸那揭罗,ju'shi'na'jie'luo
巨石文化时代的神殿,ju'shi'wen'hua'shi'dai'de'shen'dian
巨石阵,ju'shi'zhen
剧县,ju'xian
句章,ju'zhang
鄄城,juan'cheng
眷属地狱,juan'shu'di'yu
军港,jun'gang
军事地理,jun'shi'di'li
浚仪,jun'yi
筠州,jun'zhou
卡俄基亚土墩群,ka'e'ji'ya'tu'dun'qun
喀尔巴阡山,ka'er'ba'qian'shan
卡尔卡松,ka'er'ka'song
喀尔库阿内,ka'er'ku'a'nei
卡尔斯克鲁纳,ka'er'si'ke'lu'na
卡尔韦列,ka'er'wei'lie
卡胡兹,ka'hu'zi
卡肯,ka'ken
卡拉特,ka'la'te
卡拉特考古遗址,ka'la'te'kao'gu'yi'zhi
卡莱纳冯,ka'lai'na'feng
卡里尔,ka'li'er
卡米遗址,ka'mi'yi'zhi
卡帕多西亚,ka'pa'duo'xi'ya
卡皮瓦拉山,ka'pi'wa'la'shan
卡萨莱,ka'sa'lai
卡塞雷斯古镇,ka'sai'lei'si'gu'zhen
卡塞塔,ka'sai'ta
喀山的城堡,ka'shan'de'cheng'bao
喀斯特,ka'si'te
喀斯特地貌,ka'si'te'di'mao
喀斯特地貌学,ka'si'te'di'mao'xue
喀斯特化,ka'si'te'hua
喀斯特平原,ka'si'te'ping'yuan
喀斯特岩洞,ka'si'te'yan'dong
卡苏比国王墓,ka'su'bi'guo'wang'mu
卡塔赫纳,ka'ta'he'na
卡瓦尼亚斯救济院,ka'wa'ni'ya'si'jiu'ji'yuan
卡赞利克,ka'zan'li'ke
开放式地理信息系统,kai'fang'shi'di'li'xin'xi'xi'tong
开封,kai'feng
开拉沙山,kai'la'sha'shan
凯鲁万,kai'lu'wan
开平,kai'ping
开平碉楼与村落,kai'ping'diao'lou'yu'cun'luo
凯旋门,kai'xuan'men
开州,kai'zhou
勘察加火,kan'cha'jia'huo
坎佩切,kan'pei'qie
坎佩切卡拉科姆鲁古老,kan'pei'qie'ka'la'ke'mu'lu'gu'lao
坎特伯雷大教堂,kan'te'bo'lei'da'jiao'tang
康国,kang'guo
康居,kang'ju
康斯坦茨,kang'si'tan'ci
康沃尔和西德文矿区景观,kang'wo'er'he'xi'de'wen'kuang'qu'jing'guan
考爱山,kao'ai'shan
考爱山森林,kao'ai'shan'sen'lin
考古地区,kao'gu'di'qu
考古公园,kao'gu'gong'yuan
考古景观岩刻,kao'gu'jing'guan'yan'ke
考古遗址,kao'gu'yi'zhi
考亭,kao'ting
科阿山谷,ke'a'shan'gu
科巴国家公园,ke'ba'guo'jia'gong'yuan
科布多,ke'bu'duo
科尔多巴耶稣会牧场和街区,ke'er'duo'ba'ye'su'hui'mu'chang'he'jie'qu
科尔多瓦,ke'er'duo'wa
科孚古城,ke'fu'gu'cheng
科鸠拉贺,ke'jiu'la'he
克久拉霍,ke'jiu'la'huo
科科斯岛国家公园,ke'ke'si'dao'guo'jia'gong'yuan
克拉科德堡,ke'la'ke'de'bao
克拉科夫,ke'la'ke'fu
克拉罗尔,ke'la'luo'er
克拉罗尔峡谷,ke'la'luo'er'xia'gu
克雷塔罗,ke'lei'ta'luo
克雷塔罗城,ke'lei'ta'luo'cheng
克里姆林宫,ke'li'mu'lin'gong
克里斯匹,ke'li'si'pi
克隆堡宫,ke'long'bao'gong
科隆大教堂,ke'long'da'jiao'tang
克卢恩,ke'lu'en
克鲁姆洛夫,ke'lu'mu'luo'fu
克罗麦里兹,ke'luo'mai'li'zi
科洛缅斯科耶,ke'luo'mian'si'ke'ye
科米原始森林,ke'mi'yuan'shi'sen'lin
刻面联合体,ke'mian'lian'he'ti
科莫埃国家公园,ke'mo'ai'guo'jia'gong'yuan
科莫多国家公园,ke'mo'duo'guo'jia'gong'yuan
科纳拉克,ke'na'la'ke
克拿维,ke'na'wei
科潘玛雅遗址,ke'pan'ma'ya'yi'zhi
克山病,ke'shan'bing
刻蚀,ke'shi
刻蚀地貌,ke'shi'di'mao
可视性分析,ke'shi'xing'fen'xi
科索沃中世纪建筑,ke'suo'wo'zhong'shi'ji'jian'zhu
科托尔,ke'tuo'er
克瓦尔肯群岛,ke'wa'er'ken'qun'dao
科学工业园,ke'xue'gong'ye'yuan
柯义巴岛,ke'yi'ba'dao
可再生资源,ke'zai'sheng'zi'yuan
肯尼亚山国家公园,ken'ni'ya'shan'guo'jia'gong'yuan
肯普夫国家公园,ken'pu'fu'guo'jia'gong'yuan
垦殖指数,ken'zhi'zhi'shu
孔多阿岩画,kong'duo'a'yan'hua
孔多阿岩画遗址,kong'duo'a'yan'hua'yi'zhi
孔府,kong'fu
孔戈尼亚斯,kong'ge'ni'ya'si
空间差距,kong'jian'cha'ju
空间分析,kong'jian'fen'xi
空间分析函数,kong'jian'fen'xi'han'shu
空间结构,kong'jian'jie'gou
空间经济,kong'jian'jing'ji
空间实体,kong'jian'shi'ti
空间数据编码,kong'jian'shu'ju'bian'ma
空间数据仓库,kong'jian'shu'ju'cang'ku
空间数据结构,kong'jian'shu'ju'jie'gou
空间数据库,kong'jian'shu'ju'ku
空间数据模型,kong'jian'shu'ju'mo'xing
空间数据内插,kong'jian'shu'ju'nei'cha
空间数据融合,kong'jian'shu'ju'rong'he
空间数据压缩,kong'jian'shu'ju'ya'suo
空间数据引擎,kong'jian'shu'ju'yin'qing
空间索引,kong'jian'suo'yin
空间体系,kong'jian'ti'xi
空间相互作用,kong'jian'xiang'hu'zuo'yong
空间信息格网,kong'jian'xin'xi'ge'wang
空间主权,kong'jian'zhu'quan
空间组织,kong'jian'zu'zhi
孔林,kong'lin
孔庙,kong'miao
空无边处天,kong'wu'bian'chu'tian
空中走廊,kong'zhong'zou'lang
库车,ku'che
库尔斯沙嘴遗址,ku'er'si'sha'zui'yi'zhi
库拉奈岛,ku'la'nai'dao
库伦,ku'lun
库尼亚,ku'ni'ya
库斯科古城,ku'si'ke'gu'cheng
库特姆,ku'te'mu
库特纳,ku'te'na
苦县,ku'xian
会稽,kuai'ji
块状崩落,kuai'zhuang'beng'luo
宽城子,kuan'cheng'zi
矿泉,kuang'quan
矿业聚落,kuang'ye'ju'luo
矿业同盟工业区,kuang'ye'tong'meng'gong'ye'qu
魁北克历史区,kui'bei'ke'li'shi'qu
奎德林堡,kui'de'lin'bao
葵丘,kui'qiu
夔州,kui'zhou
昆陵都护府,kun'ling'du'hu'fu
昆明,kun'ming
昆曲,kun'qu
昆吾,kun'wu
昆阳,kun'yang
扩散中心,kuo'san'zhong'xin
阔叶乔木群,kuo'ye'qiao'mu'qun
扩展扩散,kuo'zhan'kuo'san
廓州,kuo'zhou
拉阿米斯泰德保护区,la'a'mi'si'tai'de'bao'hu'qu
拉达克,la'da'ke
拉古纳,la'gu'na
拉合尔古堡,la'he'er'gu'bao
拉济维乌,la'ji'wei'wu
拉济维乌家族,la'ji'wei'wu'jia'zu
拉利贝拉岩石教堂,la'li'bei'la'yan'shi'jiao'tang
拉卢维耶尔,la'lu'wei'ye'er
拉米尔斯堡垒,la'mi'er'si'bao'lei
拉穆老城,la'mu'lao'cheng
拉普兰地区,la'pu'lan'di'qu
拉萨,la'sa
拉斯梅德拉斯,la'si'mei'de'la'si
拉韦纳,la'wei'na
拉沃梯田葡萄园,la'wo'ti'tian'pu'tao'yuan
莱昂,lai'ang
莱德尼采,lai'de'ni'cai
莱顿遗址,lai'dun'yi'zhi
赖谢瑙岛,lai'xie'nao'dao
莱州,lai'zhou
滥波国,lan'bo'guo
兰陵,lan'ling
兰毗尼,lan'pi'ni
蓝毗尼园,lan'pi'ni'yuan
兰斯,lan'si
琅勃拉邦,lang'bo'la'bang
朗格尔,lang'ge'er
狼居胥山,lang'ju'xu'shan
朗梅尔斯贝尔格,lang'mei'er'si'bei'er'ge
琅邪,lang'xie
朗州,lang'zhou
劳动地域分工,lao'dong'di'yu'fen'gong
劳动力,lao'dong'li
劳动市场,lao'dong'shi'chang
劳马老城,lao'ma'lao'cheng
老镇,lao'zhen
勒阿弗尔,le'a'fu'er
勒勒的四座高架桥及周围地区,le'le'de'si'zuo'gao'jia'qiao'ji'zhou'wei'di'qu
勒罗斯,le'luo'si
乐山大佛,le'shan'da'fo
雷奥普拉塔诺生物圈保留地,lei'ao'pu'la'ta'nuo'sheng'wu'quan'bao'liu'di
雷池,lei'chi
雷根斯堡,lei'gen'si'bao
雷根斯堡旧城,lei'gen'si'bao'jiu'cheng
类喀斯特,lei'ka'si'te
冷害,leng'hai
楞伽山,leng'jia'shan
冷圈,leng'quan
冷圈学,leng'quan'xue
里昂历史遗址,li'ang'li'shi'yi'zhi
里奥阿比塞奥,li'ao'a'bi'sai'ao
离堆山,li'dui'shan
丽多运河,li'duo'yun'he
理番,li'fan
栗钙土,li'gai'tu
里加历史中心,li'jia'li'shi'zhong'xin
丽江古城,li'jiang'gu'cheng
里拉修道院,li'la'xiu'dao'yuan
栗里,li'li
理论地理学,li'lun'di'li'xue
利马历史中心,li'ma'li'shi'zhong'xin
砾漠,li'mo
历史城墙要塞,li'shi'cheng'qiang'yao'sai
历史城区,li'shi'cheng'qu
历史地理学,li'shi'di'li'xue
历史地区,li'shi'di'qu
历史地图集,li'shi'di'tu'ji
历史建筑,li'shi'jian'zhu
历史名城,li'shi'ming'cheng
历史名城苏克雷,li'shi'ming'cheng'su'ke'lei
历史名城托莱多,li'shi'ming'cheng'tuo'lai'duo
历史气候,li'shi'qi'hou
历史人文地理,li'shi'ren'wen'di'li
历史要塞城镇,li'shi'yao'sai'cheng'zhen
历史中心,li'shi'zhong'xin
历史中心及其古迹群,li'shi'zhong'xin'ji'qi'gu'ji'qun
历史自然地理,li'shi'zi'ran'di'li
历史自然与文化保护区,li'shi'zi'ran'yu'wen'hua'bao'hu'qu
里特维尔德,li'te'wei'er'de
利托米什尔,li'tuo'mi'shen'er
里沃夫历史中心,li'wo'fu'li'shi'zhong'xin
利物浦海上商城,li'wu'pu'hai'shang'shang'cheng
粒雪,li'xue
粒雪化作用,li'xue'hua'zuo'yong
粒雪盆,li'xue'pen
历阳,li'yang
黎阳,li'yang
利州,li'zhou
澧州,li'zhou
连岛坝,lian'dao'ba
联合国世界遗产委员会,lian'he'guo'shi'jie'yi'chan'wei'yuan'hui
濂溪,lian'xi
廉州,lian'zhou
连州,lian'zhou
两江,liang'jiang
梁郡,liang'jun
梁门,liang'men
粮食生产基地,liang'shi'sheng'chan'ji'di
梁溪,liang'xi
凉州,liang'zhou
梁州,liang'zhou
两座老城,liang'zuo'lao'cheng
辽东,liao'dong
辽西,liao'xi
辽阳,liao'yang
辽州,liao'zhou
辽左,liao'zuo
劣地,lie'di
裂点,lie'dian
裂隙水,lie'xi'shui
临安,lin'an
临城,lin'cheng
临川,lin'chuan
林地沼泽,lin'di'zhao'ze
临汾,lin'fen
临海,lin'hai
临濠,lin'hao
临潢,lin'huang
临江,lin'jiang
临晋,lin'jin
临泾,lin'jing
邻里,lin'li
林粮间作,lin'liang'jian'zuo
临邛,lin'qiong
林区,lin'qu
临洮,lin'tao
临湘,lin'xiang
林邑,lin'yi
麟州,lin'zhou
临茁,lin'zhuo
岭北行省,ling'bei'xing'sheng
岭表,ling'biao
零点幕,ling'dian'mu
岭海,ling'hai
领海,ling'hai
令居,ling'ju
领空,ling'kong
零陵,ling'ling
岭南,ling'nan
领土,ling'tu
岭外,ling'wai
零阳,ling'yang
令支,ling'zhi
灵州,ling'zhou
柳城,liu'cheng
六大城,liu'da'cheng
流动人口,liu'dong'ren'kou
流动沙丘,liu'dong'sha'qiu
琉璜山丘,liu'huang'shan'qiu
刘家港,liu'jia'gang
流量,liu'liang
流量过程线分割,liu'liang'guo'cheng'xian'fen'ge
柳林,liu'lin
流求,liu'qiu
琉球王国,liu'qiu'wang'guo
流水地貌,liu'shui'di'mao
流水地貌学,liu'shui'di'mao'xue
流水过程,liu'shui'guo'cheng
留县,liu'xian
流域,liu'yu
流域分水线,liu'yu'fen'shui'xian
流域规划,liu'yu'gui'hua
六欲天,liu'yu'tian
流域形态,liu'yu'xing'tai
柳中,liu'zhong
柳州,liu'zhou
龙编,long'bian
龙城,long'cheng
陇川,long'chuan
龙门,long'men
龙门石窟,long'men'shi'ku
龙舌兰景观,long'she'lan'jing'guan
陇西,long'xi
隆兴,long'xing
陇右,long'you
隆中山,long'zhong'shan
楼烦,lou'fan
娄江,lou'jiang
楼兰,lou'lan
娄县,lou'xian
搂中,lou'zhong
陆冰,lu'bing
路德纪念馆建筑群,lu'de'ji'nian'guan'jian'zhu'qun
卢戈的罗马城墙,lu'ge'de'luo'ma'cheng'qiang
陆浑,lu'hun
庐江,lu'jiang
鲁郡,lu'jun
陆口,lu'kou
陆连岛,lu'lian'dao
绿林山,lu'lin'shan
庐陵,lu'ling
卢龙,lu'long
陆面蒸发,lu'mian'zheng'fa
卢嫩堡古城,lu'nen'bao'gu'cheng
卢森堡市,lu'sen'bao'shi
庐山,lu'shan
庐山风景名胜区,lu'shan'feng'jing'ming'sheng'qu
泸水,lu'shui
卢瓦尔河流域,lu'wa'er'he'liu'yu
芦苇沼泽,lu'wei'zhao'ze
鲁文佐里国家公园,lu'wen'zuo'li'guo'jia'gong'yuan
鲁阳,lu'yang
鹿野苑,lu'ye'yuan
路易斯,lu'yi'si
庐州,lu'zhou
泸州,lu'zhou
潞州,lu'zhou
滦阳,luan'yang
滦州,luan'zhou
略阳,lue'yang
伦巴第圣山,lun'ba'di'sheng'shan
伦敦基尤皇家植物园,lun'dun'ji'you'huang'jia'zhi'wu'yuan
伦敦塔,lun'dun'ta
轮台,lun'tai
罗本岛,luo'ben'dao
罗布林卡,luo'bu'lin'ka
罗得,luo'de
洛尔施,luo'er'shi
罗赫达斯,luo'he'da'si
落基山公园群,luo'ji'shan'gong'yuan'qun
罗兰城,luo'lan'cheng
罗利宫殿,luo'li'gong'dian
洛伦茨,luo'lun'ci
罗马历史中心,luo'ma'li'shi'zhong'xin
罗马式建筑,luo'ma'shi'jian'zhu
罗马式教堂建筑,luo'ma'shi'jiao'tang'jian'zhu
罗马式水渠,luo'ma'shi'shui'qu
罗慕利亚纳,luo'mu'li'ya'na
罗慕利亚纳的加莱里乌斯宫,luo'mu'li'ya'na'de'jia'lai'li'wu'si'gong
罗纳豪华府邸,luo'na'hao'hua'fu'di
洛佩,luo'pei
落水洞,luo'shui'dong
罗斯基勒,luo'si'ji'le
洛斯卡蒂奥斯,luo'si'ka'di'ao'si
洛斯马诺斯岩画,luo'si'ma'nuo'si'yan'hua
雒县,luo'xian
逻些,luo'xie
洛阳,luo'yang
落叶林,luo'ye'lin
雒邑,luo'yi
吕贝克,lv'bei'ke
绿带城市,lv'dai'cheng'shi
吕勒欧,lv'le'ou
律门,lv'men
绿色革命,lv'se'ge'ming
旅游地理,lv'you'di'li
旅游点,lv'you'dian
旅游客量,lv'you'ke'liang
旅游业,lv'you'ye
旅游资源,lv'you'zi'yuan
绿洲,lv'zhou
绿洲耕作,lv'zhou'geng'zuo
麻玻罗岛,ma'bo'luo'dao
马达腊骑士浮雕,ma'da'la'qi'shi'fu'diao
马德拉岛,ma'de'la'dao
马德留,ma'de'liu
马尔堡,ma'er'bao
马耳他,ma'er'ta
妈港,ma'gang
马拉喀什老城,ma'la'ka'shi'lao'cheng
马拉暮莱斯,ma'la'mu'lai'si
马拉维湖,ma'la'wei'hu
马陵,ma'ling
麻六甲,ma'liu'jia
马纳波尔斯,ma'na'bo'er'si
马纳斯,ma'na'si
玛努国家公园,ma'nu'guo'jia'gong'yuan
马诺沃,ma'nuo'wo
马篷古布韦,ma'peng'gu'bu'wei
马丘比丘,ma'qiu'bi'qiu
马撒达,ma'sa'da
麻沙镇,ma'sha'zhen
马斯科夫,ma'si'ke'fu
马特拉的石窟民居,ma'te'la'de'shi'ku'min'ju
马托博山区,ma'tuo'bo'shan'qu
玛雅城,ma'ya'cheng
玛雅文化遗址,ma'ya'wen'hua'yi'zhi
马邑,ma'yi
玛依谷地自然保护区,ma'yi'gu'di'zi'ran'bao'hu'qu
马扎甘葡萄牙城,ma'zha'gan'pu'tao'ya'cheng
马扎科夫斯基,ma'zha'ke'fu'si'ji
麦城,mai'cheng
迈赫迈德,mai'he'mai'de
买卖城,mai'mai'cheng
麦塞尔,mai'sai'er
迈锡尼,mai'xi'ni
满刺加,man'ci'jia
曼代奥拉,man'dai'ao'la
曼谷,man'gu
茂州,mao'zhou
梅尔夫,mei'er'fu
美稷,mei'ji
梅克内斯,mei'ke'nei'si
梅李,mei'li
梅里达考古遗迹,mei'li'da'kao'gu'yi'ji
梅萨沃德印第安遗址,mei'sa'wo'de'yin'di'an'yi'zhi
梅塞林铁路,mei'sai'lin'tie'lu
眉沙迦山,mei'sha'jia'shan
眉山,mei'shan
美山寺庙,mei'shan'si'miao
梅雨,mei'yu
门前町,men'qian'ding
蒙波斯历史中心,meng'bo'si'li'shi'zhong'xin
蒙蒂塞洛,meng'di'sai'luo
孟菲斯及其墓地金字塔,meng'fei'si'ji'qi'mu'di'jin'zi'ta
孟津,meng'jin
猛犸洞穴国家公园,meng'ma'dong'xue'guo'jia'gong'yuan
孟密,meng'mi
蒙舍城,meng'she'cheng
蒙特堡,meng'te'bao
孟养,meng'yang
孟州,meng'zhou
孟渚,meng'zhu
米迪运河,mi'di'yun'he
米尔城堡,mi'er'cheng'bao
米瓜莎公园,mi'gua'sha'gong'yuan
米国,mi'guo
米吉多,mi'ji'duo
米拉大楼,mi'la'da'lou
米兰,mi'lan
米斯泰尔,mi'si'tai'er
米斯特拉斯,mi'si'te'la'si
弥梯罗城,mi'ti'luo'cheng
密州,mi'zhou
绵山,mian'shan
沔阳,mian'yang
沔州,mian'zhou
绵州,mian'zhou
庙街,miao'jie
闽县,min'xian
闽中,min'zhong
岷州,min'zhou
民族地理学,min'zu'di'li'xue
民族志,min'zu'zhi
明清皇家陵寝,ming'qing'huang'jia'ling'qin
明清皇陵寝,ming'qing'huang'ling'qin
鸣条,ming'tiao
明州,ming'zhou
铭州,ming'zhou
摩德纳,mo'de'na
莫尔布龙,mo'er'bu'long
摩尔达维亚教堂,mo'er'da'wei'ya'jiao'tang
墨尔根,mo'er'gen
漠盖层,mo'gai'ceng
莫高窟,mo'gao'ku
默哈伯利布勒姆,mo'ha'bo'li'bu'le'mu
摩诃菩提寺,mo'he'pu'ti'si
摩亨朱达罗,mo'heng'zhu'da'luo
摩揭陀国,mo'jie'tuo'guo
摩腊婆国,mo'la'po'guo
莫雷利亚历史中心,mo'lei'li'ya'li'shi'zhong'xin
秣陵,mo'ling
摩罗国,mo'luo'guo
漠漆,mo'qi
莫桑比克岛,mo'sang'bi'ke'dao
墨山,mo'shan
莫斯科,mo'si'ke
莫斯塔尔,mo'si'ta'er
摩突罗国,mo'tu'luo'guo
莫西奥图尼亚,mo'xi'ao'tu'ni'ya
墨西哥国立自治大学大学城,mo'xi'ge'guo'li'zi'zhi'da'xue'da'xue'cheng
墨西哥国立自治大学大学城的核心校区,mo'xi'ge'guo'li'zi'zhi'da'xue'da'xue'cheng'de'he'xin'xiao'qu
墨西哥历史中心及霍奇米尔科区,mo'xi'ge'li'shi'zhong'xin'ji'huo'qi'mi'er'ke'qu
莫州,mo'zhou
木材加工造纸厂,mu'cai'jia'gong'zao'zhi'chang
木材生产基地,mu'cai'sheng'chan'ji'di
母城,mu'cheng
姆茨赫塔,mu'ci'he'ta
木构教堂,mu'gou'jiao'tang
木骨都束国,mu'gu'dou'shu'guo
木结构教堂,mu'jie'gou'jiao'tang
木卡姆,mu'ka'mu
穆鲁山,mu'lu'shan
牧野,mu'ye
牧业区,mu'ye'qu
姆扎卜山谷,mu'zha'bu'shan'gu
睦州,mu'zhou
那不勒斯,na'bu'le'si
拿贡巴东,na'gong'ba'dong
纳汉尼,na'han'ni
那揭罗曷国,na'jie'luo'he'guo
纳柔依峡湾,na'rou'yi'xia'wan
纳斯卡,na'si'ka
那托,na'tuo
那锡克,na'xi'ke
奈良,nai'liang
耐秣陀河,nai'mo'tuo'he
奈斯维市,nai'si'wei'shi
南安,nan'an
南半球,nan'ban'qiu
楠达德维,nan'da'de'wei
南都,nan'du
南厄兰岛,nan'e'lan'dao
南方的小波兰木结构教堂,nan'fang'de'xiao'bo'lan'mu'jie'gou'jiao'tang
南方喀斯特地貌,nan'fang'ka'si'te'di'mao
南海,nan'hai
南回归线,nan'hui'gui'xian
南极,nan'ji
南剑,nan'jian
南京,nan'jing
南郡,nan'jun
南康,nan'kang
南兰陵,nan'lan'ling
南笼,nan'long
南宁,nan'ning
南锡,nan'xi
南徐,nan'xu
南兖,nan'yan
南阳,nan'yang
南猿人骨化石遗迹,nan'yuan'ren'gu'hua'shi'yi'ji
南越,nan'yue
南诏,nan'zhao
内波穆克圣约翰,nei'bo'mu'ke'sheng'yue'han
内部发展理论,nei'bu'fa'zhan'li'lun
内地工业,nei'di'gong'ye
内盖夫,nei'gai'fu
内陆,nei'lu
内姆鲁特山,nei'mu'lu'te'shan
内塞巴尔,nei'sai'ba'er
能源地理学,neng'yuan'di'li'xue
尼奥科罗,ni'ao'ke'luo
尼布楚,ni'bu'chu
逆城市化,ni'cheng'shi'hua
尼连禅河,ni'lian'chan'he
泥流,ni'liu
泥漠,ni'mo
尼萨城,ni'sa'cheng
泥沙运动,ni'sha'yun'dong
泥石流,ni'shi'liu
泥炭,ni'tan
年龄性别金字塔,nian'ling'xing'bie'jin'zi'ta
年轮气候学,nian'lun'qi'hou'xue
年正常径流量,nian'zheng'chang'jing'liu'liang
涅阳,nie'yang
宁巴山自然保护区,ning'ba'shan'zi'ran'bao'hu'qu
宁波,ning'bo
宁古塔,ning'gu'ta
宁江州,ning'jiang'zhou
宁武关,ning'wu'guan
宁夏,ning'xia
宁远,ning'yuan
宁州,ning'zhou
牛轭湖,niu'e'hu
牛头山,niu'tou'shan
农牧结合,nong'mu'jie'he
农业布局,nong'ye'bu'ju
农业村镇,nong'ye'cun'zhen
农业地带,nong'ye'di'dai
农业地理学,nong'ye'di'li'xue
农业地域类型,nong'ye'di'yu'lei'xing
农业风景区,nong'ye'feng'jing'qu
农业区,nong'ye'qu
农业区划,nong'ye'qu'hua
农业区位论,nong'ye'qu'wei'lun
努比亚遗址,nu'bi'ya'yi'zhi
奴儿干,nu'er'gan
努拉格,nu'la'ge
诺夫哥罗德,nuo'fu'ge'luo'de
挪威峡湾,nuo'wei'xia'wan
欧鲁普雷图古镇,ou'lu'pu'lei'tu'gu'zhen
帕多瓦,pa'duo'wa
帕福斯,pa'fu'si
帕魁姆考古区,pa'kui'mu'kao'gu'qu
帕拉迪恩村,pa'la'di'en'cun
帕拉丁工场,pa'la'ding'gong'chang
帕拉马里博城,pa'la'ma'li'bo'cheng
帕劳音乐厅及圣保罗医院,pa'lao'yin'yue'ting'ji'sheng'bao'luo'yi'yuan
帕伦克城市与公园,pa'lun'ke'cheng'shi'yu'gong'yuan
帕梅拉尔,pa'mei'la'er
帕姆卡莱,pa'mu'ka'lai
帕萨尔加德,pa'sa'er'jia'de
帕塔达卡尔,pa'ta'da'ka'er
帕特莫斯岛,pa'te'mo'si'dao
潘诺恩哈尔姆,pan'nuo'en'ha'er'mu
潘塔立克,pan'ta'li'ke
潘塔奈尔,pan'ta'nai'er
庞贝,pang'bei
抛物线形沙丘,pao'wu'xian'xing'sha'qiu
佩德罗,pei'de'luo
沛郡,pei'jun
配拉菲塔,pei'la'fei'ta
佩奇,pei'qi
佩乔尔斯克院,pei'qiao'er'si'ke'yuan
佩斯图姆,pei'si'tu'mu
佩泰耶韦西古,pei'tai'ye'wei'xi'gu
佩特拉,pei'te'la
盆地,pen'di
喷发,pen'fa
湓口城,pen'kou'cheng
彭城,peng'cheng
棚户区,peng'hu'qu
彭郎矶,peng'lang'ji
彭蠡,peng'li
蓬州,peng'zhou
皮埃蒙特,pi'ai'meng'te
皮岛,pi'dao
皮恩扎,pi'en'zha
毗诃罗,pi'he'luo
皮克岛,pi'ke'dao
毗兰若,pi'lan're
皮林国家公园,pi'lin'guo'jia'gong'yuan
毗陵,pi'ling
毗沙,pi'sha
毗舍离,pi'she'li
邳州,pi'zhou
片蚀,pian'shi
漂砾,piao'li
贫民区,pin'min'qu
贫营养沼泽,pin'ying'yang'zhao'ze
平城,ping'cheng
平地松林,ping'di'song'lin
平顶海山,ping'ding'hai'shan
平江府,ping'jiang'fu
平凉,ping'liang
平卢,ping'lu
屏幕跟踪矢量化,ping'mu'gen'zong'shi'liang'hua
平位利尔,ping'wei'li'er
平阳,ping'yang
平遥古城,ping'yao'gu'cheng
平原,ping'yuan
平原沼泽,ping'yuan'zhao'ze
平州,ping'zhou
坡地,po'di
坡度,po'du
珀杜山,po'du'shan
坡积物,po'ji'wu
婆罗浮屠,po'luo'fu'tu
坡面流,po'mian'liu
坡水堆积物,po'shui'dui'ji'wu
坡向,po'xiang
鄱阳,po'yang
普埃布拉历史中心,pu'ai'bu'la'li'shi'zhong'xin
蒲坂,pu'ban
普遍价值,pu'bian'jia'zhi
瀑布,pu'bu
普洱,pu'er
蒲甘,pu'gan
蒲姑,pu'gu
普兰班南,pu'lan'ban'nan
蒲类,pu'lei
普林塞萨,pu'lin'sai'sa
普罗万城,pu'luo'wan'cheng
普那草原,pu'na'cao'yuan
菩萨顶,pu'sa'ding
葡萄酒产区,pu'tao'jiu'chan'qu
菩提场,pu'ti'chang
菩提伽耶,pu'ti'jia'ye
