阿斐,a'fei
今日吗哪,jin'ri'ma'na
进入黑暗里,jin'ru'hei'an'li
进入你的同在,jin'ru'ni'de'tong'zai
今生今世我不再寻找,jin'sheng'jin'shi'wo'bu'zai'xun'zhao
禁食,jin'shi
金香炉,jin'xiang'lu
浸信会,jin'xin'hui
今犹慰藉温存,jin'you'wei'jie'wen'cun
金子,jin'zi
今坐天父右边,jin'zuo'tian'fu'you'bian
敬拜,jing'bai
敬拜的秘诀,jing'bai'de'mi'jue
敬拜你让你荣耀,jing'bai'ni'rang'ni'rong'yao
敬拜我的主,jing'bai'wo'de'zhu
竟掉在自己所挖的阱里,jing'diao'zai'zi'ji'suo'wa'de'jing'li
警告,jing'gao
经过红海,jing'guo'hong'hai
经过旷野与山林,jing'guo'kuang'ye'yu'shan'lin
荆棘,jing'ji
警戒,jing'jie
旌旗,jing'qi
敬虔的操练,jing'qian'de'cao'lian
敬虔端正平安无事,jing'qian'duan'zheng'ping'an'wu'shi
敬畏,jing'wei
敬畏上帝执掌权柄,jing'wei'shang'di'zhi'zhang'quan'bing
敬畏神,jing'wei'shen
经文,jing'wen
经文汇编,jing'wen'hui'bian
经文皮盒,jing'wen'pi'he
敬献父子与圣灵,jing'xian'fu'zi'yu'sheng'ling
警醒祈祷,jing'xing'qi'dao
经院哲学,jing'yuan'zhe'xue
就丢掉弃绝他,jiu'diu'diao'qi'jue'ta
救恩,jiu'en
救恩论,jiu'en'lun
救恩属乎耶和华,jiu'en'shu'hu'ye'he'hua
就能施展大能,jiu'neng'shi'zhan'da'neng
就任凭仇敌追赶我,jiu'ren'ping'chou'di'zhui'gan'wo
救世军,jiu'shi'jun
就是能认识主耶稣,jiu'shi'neng'ren'shi'zhu'ye'su
就是能信靠主耶稣,jiu'shi'neng'xin'kao'zhu'ye'su
救赎,jiu'shu
救赎者,jiu'shu'zhe
救赎主,jiu'shu'zhu
救他的灵魂,jiu'ta'de'ling'hun
就像海边的土沙,jiu'xiang'hai'bian'de'tu'sha
旧约,jiu'yue
旧约导言,jiu'yue'dao'yan
旧约概论,jiu'yue'gai'lun
旧约历史与导论讲义,jiu'yue'li'shi'yu'dao'lun'jiang'yi
旧约神学,jiu'yue'shen'xue
纠正,jiu'zheng
酒政,jiu'zheng
救主,jiu'zhu
酒酢,jiu'zuo
居比路,ju'bi'lu
聚集,ju'ji
居间之境,ju'jian'zhi'jing
居里扭,ju'li'niu
举你歌喉弹你金琴,ju'ni'ge'hou'tan'ni'jin'qin
惧怕,ju'pa
举起敬拜的手,ju'qi'jing'bai'de'shou
举起圣洁的手随处祷告,ju'qi'sheng'jie'de'shou'sui'chu'dao'gao
居亚撒列,ju'ya'sa'lie
具争论性书卷,ju'zheng'lun'xing'shu'juan
眷顾,juan'gu
捐献,juan'xian
决心渡虔敬圣洁的生活,jue'xin'du'qian'jing'sheng'jie'de'sheng'huo
君王,jun'wang
君王不能因兵多得胜,jun'wang'bu'neng'yin'bing'duo'de'sheng
君尊家族,jun'zun'jia'zu
卡尔巴特,ka'er'ba'te
喀尔格绿洲,ka'er'ge'lv'zhou
喀尔森,ka'er'sen
卡纳克,ka'na'ke
喀塞河,ka'sai'he
卡山德,ka'shan'de
卡瓦拉,ka'wa'la
开除,kai'chu
开除教籍,kai'chu'jiao'ji
看地上一切的居民,kan'di'shang'yi'qie'de'ju'min
看顾敬畏他的人,kan'gu'jing'wei'ta'de'ren
看顾我的从来不歇息,kan'gu'wo'de'cong'lai'bu'xie'xi
看见复兴,kan'jian'fu'xing
看哪看哪一切都更新,kan'na'kan'na'yi'qie'dou'geng'xin
慷慨,kang'kai
康辛风,kang'xin'feng
靠马得救是枉然的,kao'ma'de'jiu'shi'wang'ran'de
靠耶和华欢喜快乐,kao'ye'he'hua'huan'xi'kuai'le
克敌凯旋胜世与罪,ke'di'kai'xuan'sheng'shi'yu'zui
克己,ke'ji
可拉,ke'la
可利,ke'li
克丽佩脱拉一世,ke'li'pei'tuo'la'yi'shi
可怜我软弱,ke'lian'wo'ruan'ruo
柯伦巴,ke'lun'ba
柯伦班拿,ke'lun'ban'na
克吕尼革新运动,ke'lv'ni'ge'xin'yun'dong
克吕尼修道院,ke'lv'ni'xiu'dao'yuan
科斯,ke'si
客西马尼,ke'xi'ma'ni
科学简史,ke'xue'jian'shi
科学理性与信仰,ke'xue'li'xing'yu'xin'yang
科学与信仰,ke'xue'yu'xin'yang
科学与信仰的对话,ke'xue'yu'xin'yang'de'dui'hua
科学哲理,ke'xue'zhe'li
可寻找的时候祷告你,ke'xun'zhao'de'shi'hou'dao'gao'ni
柯锥特,ke'zhui'te
恳求赐我救恩,ken'qiu'ci'wo'jiu'en
恳求祷告代求祝谢,ken'qiu'dao'gao'dai'qiu'zhu'xie
恳求你倾听我的心,ken'qiu'ni'qing'ting'wo'de'xin
恳求圣父来临,ken'qiu'sheng'fu'lai'lin
恳求圣灵来临,ken'qiu'sheng'ling'lai'lin
恳求圣子来临,ken'qiu'sheng'zi'lai'lin
恳求统治众心,ken'qiu'tong'zhi'zhong'xin
恳求造就我们,ken'qiu'zao'jiu'wo'men
恐怕他们像狮子撕裂我,kong'pa'ta'men'xiang'shi'zi'si'lie'wo
控诉者,kong'su'zhe
空虚混沌,kong'xu'hun'dun
孔亚,kong'ya
叩拜敬而恭,kou'bai'jing'er'gong
苦胆,ku'dan
苦难,ku'nan
苦难的意义,ku'nan'de'yi'yi
苦难与罪恶,ku'nan'yu'zui'e
夸夸之役的叙利亚之献,kua'kua'zhi'yi'de'xu'li'ya'zhi'xian
夸耀,kua'yao
跨越死亡,kua'yue'si'wang
款待,kuan'dai
宽墙,kuan'qiang
狂傲人不能站在你眼前,kuang'ao'ren'bu'neng'zhan'zai'ni'yan'qian
旷野,kuang'ye
亏欠的,kui'qian'de
捆绑的灵,kun'bang'de'ling
昆兰,kun'lan
拉巴,la'ba
拉巴人,la'ba'ren
拉班,la'ban
拉比,la'bi
拉丁武加大译本,la'ding'wu'jia'da'yi'ben
喇合,la'he
拉吉,la'ji
拉吉的瓦片书信,la'ji'de'wa'pian'shu'xin
拉加,la'jia
拉结,la'jie
拉玛,la'ma
拉玛琐非,la'ma'suo'fei
拉麦,la'mai
拉撒路,la'sa'lu
拉撒路的姐姐,la'sa'lu'de'jie'jie
拉沙,la'sha
拉斯珊拉文献,la'si'shan'la'wen'xian
拉吴,la'wu
拉亿,la'yi
拉伊勒,la'yi'le
来敞开胸怀赞美他,lai'chang'kai'xiong'huai'zan'mei'ta
来到主的面前,lai'dao'zhu'de'mian'qian
来高声欢呼赞美他,lai'gao'sheng'huan'hu'zan'mei'ta
来拍掌穹苍起唱和,lai'pai'zhang'qiong'cang'qi'chang'he
来日施恩如往日,lai'ri'shi'en'ru'wang'ri
来拥抱我,lai'yong'bao'wo
来预备你救恩的道路,lai'yu'bei'ni'jiu'en'de'dao'lu
赖主恩浩荡,lai'zhu'en'hao'dang
懒惰人,lan'duo'ren
兰塞,lan'sai
兰塞二世,lan'sai'er'shi
蓝天中的小鸟,lan'tian'zhong'de'xiao'niao
拦阻,lan'zu
浪子回头,lang'zi'hui'tou
老底嘉,lao'di'jia
勒海,le'hai
乐意奉献,le'yi'feng'xian
乐园,le'yuan
雷普顿,lei'pu'dun
泪水不再,lei'shui'bu'zai
累赘,lei'zhui
雷子,lei'zi
黎巴嫩,li'ba'nen
黎巴嫩的香柏树,li'ba'nen'de'xiang'bai'shu
黎巴嫩林宫,li'ba'nen'lin'gong
利拜,li'bai
利拜的儿子以太,li'bai'de'er'zi'yi'tai
利百加,li'bai'jia
历代导引众选民,li'dai'dao'yin'zhong'xuan'min
历代教会信条精选,li'dai'jiao'hui'xin'tiao'jing'xuan
历代志上,li'dai'zhi'shang
历代志下,li'dai'zhi'xia
离道,li'dao
利法,li'fa
利乏音,li'fa'yin
利乏音谷,li'fa'yin'gu
利乏音人,li'fa'yin'ren
利哈比人,li'ha'bi'ren
利河伯,li'he'bo
利宏,li'hong
离婚,li'hun
利基翁,li'ji'weng
立拿人,li'na'ren
利欧九世,li'ou'jiu'shi
离弃我的律法,li'qi'wo'de'lv'fa
离弃信仰,li'qi'xin'yang
历史的轨迹,li'shi'de'gui'ji
历史书,li'shi'shu
历史信经和信条,li'shi'xin'jing'he'xin'tiao
利斯巴,li'si'ba
利未,li'wei
利未记,li'wei'ji
利未人,li'wei'ren
李文斯敦,li'wen'si'dun
利希,li'xi
利息,li'xi
利悉,li'xi
利鲜,li'xian
礼贤会,li'xian'hui
理性的规避,li'xing'de'gui'bi
利汛,li'xun
利逊,li'xun
利亚,li'ya
礼仪,li'yi
立约,li'yue
立约的约柜,li'yue'de'yue'gui
怜悯,lian'min
连那无故与我为敌的,lian'na'wu'gu'yu'wo'wei'di'de
炼狱,lian'yu
量数,liang'shu
良心时代,liang'xin'shi'dai
良友圣经学院,liang'you'sheng'jing'xue'yuan
廖元威,liao'yuan'wei
列国记录,lie'guo'ji'lu
列人,lie'ren
列王,lie'wang
列王纪上,lie'wang'ji'shang
列王纪下,lie'wang'ji'xia
列祖,lie'zu
临门,lin'men
灵恩派,ling'en'pai
翎毛遮蔽你,ling'mao'zhe'bi'ni
灵命,ling'ming
灵命与使命,ling'ming'yu'shi'ming
聆听灵魂的呐喊,ling'ting'ling'hun'de'na'han
灵性,ling'xing
灵修神学发展史,ling'xiu'shen'xue'fa'zhan'shi
羚羊,ling'yang
流便,liu'bian
流来活力何丰盈,liu'lai'huo'li'he'feng'ying
流泪撒种必欢呼收割,liu'lei'sa'zhong'bi'huan'hu'shou'ge
留连,liu'lian
流入每个人的心间,liu'ru'mei'ge'ren'de'xin'jian
留意他们一切作为的,liu'yi'ta'men'yi'qie'zuo'wei'de
路得,lu'de
路德,lu'de
路德会,lu'de'hui
路得记,lu'de'ji
路德宗,lu'de'zong
路低人,lu'di'ren
鲁孚,lu'fu
路加,lu'jia
路加福音,lu'jia'fu'yin
炉楼,lu'lou
路求古利奈人,lu'qiu'gu'li'nai'ren
掳去,lu'qu
路司得,lu'si'de
路西弗,lu'xi'fu
路益师,lu'yi'shi
乱伦,luan'lun
论断他人,lun'duan'ta'ren
沦陷,lun'xian
罗阿米,luo'a'mi
罗波安,luo'bo'an
罗波安王,luo'bo'an'wang
罗大,luo'da
罗得,luo'de
罗的基,luo'de'ji
落的神,luo'de'shen
罗得之妻,luo'de'zhi'qi
罗底,luo'di
罗底巴,luo'di'ba
罗底巴人,luo'di'ba'ren
罗路哈玛,luo'lu'ha'ma
罗马帝王,luo'ma'di'wang
罗马和平,luo'ma'he'ping
罗马教皇制度,luo'ma'jiao'huang'zhi'du
罗马人书,luo'ma'ren'shu
罗马书圣经注释,luo'ma'shu'sheng'jing'zhu'shi
罗马书系统查经,luo'ma'shu'xi'tong'cha'jing
罗马书注释,luo'ma'shu'zhu'shi
罗马天主教,luo'ma'tian'zhu'jiao
罗藤树,luo'teng'shu
骆驼,luo'tuo
罗以,luo'yi
落在忿怒之神手中的罪人,luo'zai'fen'nu'zhi'shen'shou'zhong'de'zui'ren
吕彼亚,lv'bi'ya
吕大,lv'da
吕底亚,lv'di'ya
吕底亚妇女,lv'di'ya'fu'nv
律法,lv'fa
律法和恩典,lv'fa'he'en'dian
律法师,lv'fa'shi
律法时代,lv'fa'shi'dai
律法书,lv'fa'shu
律法主义,lv'fa'zhu'yi
吕高尼,lv'gao'ni
吕撒聂,lv'sa'nie
吕西亚,lv'xi'ya
吕振中译本,lv'zhen'zhong'yi'ben
麻布,ma'bu
马大,ma'da
玛代,ma'dai
玛代波斯,ma'dai'bo'si
玛代人,ma'dai'ren
马丁路得,ma'ding'lu'de
马丁路德,ma'ding'lu'de
马尔堡信条,ma'er'bao'xin'tiao
玛尔黛斯,ma'er'dai'si
玛尔杜克,ma'er'du'ke
麻疯,ma'feng
马盖耳斯,ma'gai'er'si
玛各,ma'ge
玛革提施,ma'ge'ti'shi
玛哈莱,ma'ha'lai
玛哈念,ma'ha'nian
玛黑珥沙拉勒哈施罢,ma'hei'er'sha'la'le'ha'shi'ba
玛吉,ma'ji
玛基大,ma'ji'da
玛基雅,ma'ji'ya
玛迦,ma'jia
马加比,ma'jia'bi
玛迦大卫之妻,ma'jia'da'wei'zhi'qi
马加丹,ma'jia'dan
玛迦人,ma'jia'ren
马可,ma'ke
马可福音,ma'ke'fu'yin
马可约翰,ma'ke'yue'han
马可约翰的母亲,ma'ke'yue'han'de'mu'qin
玛拉,ma'la
玛拉基,ma'la'ji
玛拉基书,ma'la'ji'shu
马勒古,ma'le'gu
玛勒列,ma'le'lie
马里,ma'li
玛利安妮,ma'li'an'ni
马礼逊,ma'li'xun
马利亚,ma'li'ya
马利亚的弟兄,ma'li'ya'de'di'xiong
马利亚的丈夫,ma'li'ya'de'zhang'fu
马利亚革罗罢之妻,ma'li'ya'ge'luo'ba'zhi'qi
马利亚马可之母,ma'li'ya'ma'ke'zhi'mu
马利亚耶稣之母,ma'li'ya'ye'su'zhi'mu
玛伦,ma'lun
马门,ma'men
吗哪,ma'na
玛拿西,ma'na'xi
玛拿西半支派,ma'na'xi'ban'zhi'pai
玛拿西希西家之子,ma'na'xi'xi'xi'jia'zhi'zi
玛拿西约拿单之祖父,ma'na'xi'yue'na'dan'zhi'zu'fu
玛拿西约瑟之子,ma'na'xi'yue'se'zhi'zi
玛拿西支派,ma'na'xi'zhi'pai
马念,ma'nian
马其顿,ma'qi'dun
玛撒,ma'sa
玛施,ma'shi
玛所拉经文,ma'suo'la'jing'wen
玛他提亚,ma'ta'ti'ya
马太,ma'tai
马太福音,ma'tai'fu'yin
玛探雅,ma'tan'ya
马提亚,ma'ti'ya
玛土撒拉,ma'tu'sa'la
玛土撒利,ma'tu'sa'li
马也不能因力大救人,ma'ye'bu'neng'yin'li'da'jiu'ren
马有藻,ma'you'zao
麦比拉,mai'bi'la
麦基洗德,mai'ji'xi'de
麦西,mai'xi
埋葬,mai'zang
幔利,man'li
幔利橡树,man'li'xiang'shu
满足,man'zu
昴星,mao'xing
美德,mei'de
每拉,mei'la
每日赏赐真福气,mei'ri'shang'ci'zhen'fu'qi
每西亚,mei'xi'ya
没药,mei'yao
每夜传扬你的信实,mei'ye'chuan'yang'ni'de'xin'shi
没有任何的逼迫患难,mei'you'ren'he'de'bi'po'huan'nan
没有任何的困苦愁烦,mei'you'ren'he'de'kun'ku'chou'fan
门安德,men'an'de
门诺会,men'nuo'hui
门徒,men'tu
门徒栽培训练,men'tu'zai'pei'xun'lian
们要挣开他们的捆绑,men'yao'zheng'kai'ta'men'de'kun'bang
蒙爱的门徒,meng'ai'de'men'tu
蒙恩,meng'en
蒙恩童女颂主奥妙,meng'en'tong'nv'song'zhu'ao'miao
蒙福,meng'fu
蒙福群灵皆当响应,meng'fu'qun'ling'jie'dang'xiang'ying
蒙拣选,meng'jian'xuan
蒙了怜悯,meng'le'lian'min
蒙悦纳,meng'yue'na
蒙召,meng'zhao
蒙主福佑到今,meng'zhu'fu'you'dao'jin
米本乃,mi'ben'nai
米大示,mi'da'shi
米底巴,mi'di'ba
米甸,mi'dian
米甸人,mi'dian'ren
密夺,mi'duo
米恶尼尼像树,mi'e'ni'ni'xiang'shu
米非波设,mi'fei'bo'she
米该雅,mi'gai'ya
米何拉人,mi'he'la'ren
米户雅利,mi'hu'ya'li
米户雅利生玛土撒利,mi'hu'ya'li'sheng'ma'tu'sa'li
米吉多,mi'ji'duo
密迦,mi'jia
弥迦,mi'jia
米甲,mi'jia
米迦,mi'jia
米迦勒,mi'jia'le
弥迦书,mi'jia'shu
米夸他,mi'kua'ta
米拉大翁,mi'la'da'weng
米拉利,mi'la'li
米勒力公,mi'le'li'gong
米利暗,mi'li'an
米利巴,mi'li'ba
米利巴加低斯,mi'li'ba'jia'di'si
米力巴力,mi'li'ba'li
米利大,mi'li'da
米利都,mi'li'dou
米伦,mi'lun
米罗,mi'luo
米罗大,mi'luo'da
米罗人,mi'luo'ren
米罗斯,mi'luo'si
密抹,mi'mo
弥拿,mi'na
米拿现,mi'na'xian
米匿,mi'ni
米尼老,mi'ni'lao
米萨山,mi'sa'shan
弥赛亚,mi'sai'ya
弥赛亚的救赎,mi'sai'ya'de'jiu'shu
弥赛亚之宴席,mi'sai'ya'zhi'yan'xi
米沙,mi'sha
米煞,mi'sha
米沙利,mi'sha'li
米沙石碑摩押文,mi'sha'shi'bei'mo'ya'wen
米设,mi'she
米设尼,mi'she'ni
米设雅弗之子,mi'she'ya'fu'zhi'zi
米示拿,mi'shi'na
秘书,mi'shu
米书兰比利迦之子,mi'shu'lan'bi'li'jia'zhi'zi
米书兰返回耶路撒冷之首领,mi'shu'lan'fan'hui'ye'lu'sa'leng'zhi'shou'ling
米斯巴,mi'si'ba
米所波大米,mi'suo'bo'da'mi
米提利达,mi'ti'li'da
米推利尼,mi'tui'li'ni
米乌尼人,mi'wu'ni'ren
免得你的脚碰在石头上,mian'de'ni'de'jiao'peng'zai'shi'tou'shang
灭亡,mie'wang
灭亡城,mie'wang'cheng
民数记,min'shu'ji
明亮之星,ming'liang'zhi'xing
命名,ming'ming
抹大拉,mo'da'la
抹大拉的马利亚,mo'da'la'de'ma'li'ya
末底改,mo'di'gai
魔鬼,mo'gui
魔鬼权柄尽消灭,mo'gui'quan'bing'jin'xiao'mie
摩利橡树,mo'li'xiang'shu
摩利亚,mo'li'ya
摩洛,mo'luo
摩门教,mo'men'jiao
末日,mo'ri
磨石,mo'shi
默示,mo'shi
末世论,mo'shi'lun
末世圣徒教会,mo'shi'sheng'tu'jiao'hui
摩特,mo'te
摩西,mo'xi
摩西的律法,mo'xi'de'lv'fa
摩西五经,mo'xi'wu'jing
摩西之约,mo'xi'zhi'yue
摩押,mo'ya
摩押人,mo'ya'ren
摩押人亚利伊勒,mo'ya'ren'ya'li'yi'le
慕安德烈,mu'an'de'lie
牧祷,mu'dao
慕道班,mu'dao'ban
慕迪,mu'di
目的,mu'di
慕迪神学手册,mu'di'shen'xue'shou'ce
穆勒,mu'le
母亲,mu'qin
牧师,mu'shi
牧羊,mu'yang
牧羊人,mu'yang'ren
拿八,na'ba
拿伯,na'bo
那波浪就平静,na'bo'lang'jiu'ping'jing
拿波里湾,na'bo'li'wan
拿波尼度,na'bo'ni'du
拿布波拉撒,na'bu'bo'la'sa
那慈爱双手来拥抱我,na'ci'ai'shuang'shou'lai'yong'bao'wo
那慈爱双手正等着我,na'ci'ai'shuang'shou'zheng'deng'zhe'wo
哪哒,na'da
拿答,na'da
拿单,na'dan
拿但业,na'dan'ye
拿但约,na'dan'yue
拿俄米,na'e'mi
拿弗他利,na'fu'ta'li
拿弗他利的基低斯,na'fu'ta'li'de'ji'di'si
拿弗土希人,na'fu'tu'xi'ren
那国是有福的,na'guo'shi'you'fu'de
拿哈莱,na'ha'lai
拿鹤,na'he
拿鸿,na'hong
那鸿,na'hong
那鸿书,na'hong'shu
那就是耶稣爱你,na'jiu'shi'ye'su'ai'ni
那就是主耶稣,na'jiu'shi'zhu'ye'su
那民是有福的,na'min'shi'you'fu'de
拿撒勒,na'sa'le
那时他要在怒中责备他们,na'shi'ta'yao'zai'nu'zhong'ze'bei'ta'men
那是我最虔诚最渴慕的,na'shi'wo'zui'qian'cheng'zui'ke'mu'de
拿孙,na'sun
那伟大的创造主,na'wei'da'de'chuang'zao'zhu
拿细耳人的愿,na'xi'er'ren'de'yuan
拿辖,na'xia
哪一个大能者象你,na'yi'ge'da'neng'zhe'xiang'ni
那以公义治理人民的,na'yi'gong'yi'zhi'li'ren'min'de
那用你宝血重价,na'yong'ni'bao'xue'zhong'jia
拿约,na'yue
那坐在天上的必发笑,na'zuo'zai'tian'shang'de'bi'fa'xiao
乃幔,nai'man
乃缦,nai'man
乃像糠毗被风吹散,nai'xiang'kang'pi'bei'feng'chui'san
南北为你所创造,nan'bei'wei'ni'suo'chuang'zao
难道阴魂还能起来称赞,nan'dao'yin'hun'hai'neng'qi'lai'cheng'zan
南地,nan'di
南门,nan'men
内在生活,nei'zai'sheng'huo
能够爱你赐你力量更新,neng'gou'ai'ni'ci'ni'li'liang'geng'xin
能够彰显你荣耀,neng'gou'zhang'xian'ni'rong'yao
能使我们与神的爱隔绝,neng'shi'wo'men'yu'shen'de'ai'ge'jue
能学你的样式,neng'xue'ni'de'yang'shi
你爱你手,ni'ai'ni'shou
你爱我认识我,ni'ai'wo'ren'shi'wo
尼八,ni'ba
你把我的良朋密友,ni'ba'wo'de'liang'peng'mi'you
你把我放在极深的坑里,ni'ba'wo'fang'zai'ji'shen'de'keng'li
你把我所认识的,ni'ba'wo'suo'ren'shi'de
尼拜,ni'bai
尼拜约,ni'bai'yue
你必保佑我脱离苦难,ni'bi'bao'you'wo'tuo'li'ku'nan
你必不怕黑夜的惊骇,ni'bi'bu'pa'hei'ye'de'jing'hai
你必将他们如同窑匠的瓦器摔碎,ni'bi'jiang'ta'men'ru'tong'yao'jiang'de'wa'qi'shuai'sui
你必围绕我到永远,ni'bi'wei'rao'wo'dao'yong'yuan
你必用恩惠如同盾牌四面护卫他,ni'bi'yong'en'hui'ru'tong'dun'pai'si'mian'hu'wei'ta
你必用铁杖打破他们,ni'bi'yong'tie'zhang'da'po'ta'men
尼波,ni'bo
尼布甲尼撒,ni'bu'jia'ni'sa
你不可象那无知的骡马,ni'bu'ke'xiang'na'wu'zhi'de'luo'ma
尼布撒拉旦,ni'bu'sa'la'dan
尼布沙斯班,ni'bu'sha'si'ban
你拆毁了他一切的篱笆,ni'chai'hui'le'ta'yi'qie'de'li'ba
你创造世人,ni'chuang'zao'shi'ren
你赐的福分别处找不着,ni'ci'de'fu'fen'bie'chu'zhao'bu'zhao
你赐给我智慧谋略,ni'ci'gei'wo'zhi'hui'mou'lue
你赐生命绵延命令万物,ni'ci'sheng'ming'mian'yan'ming'ling'wan'wu
尼大比雅,ni'da'bi'ya
你打碎了拉哈伯,ni'da'sui'le'la'ha'bo
你的仇敌都要灭亡,ni'de'chou'di'dou'yao'mie'wang
你的仇敌用这羞辱,ni'de'chou'di'yong'zhe'xiu'ru
你的慈悲必建立到永远,ni'de'ci'bei'bi'jian'li'dao'yong'yuan
你的恩典如晨星,ni'de'en'dian'ru'chen'xing
你的恩典深触我心,ni'de'en'dian'shen'chu'wo'xin
你的忿怒如火,ni'de'fen'nu'ru'huo
你的忿怒重压我身,ni'de'fen'nu'zhong'ya'wo'shen
你的公义岂能,ni'de'gong'yi'qi'neng
你的工作何其大,ni'de'gong'zuo'he'qi'da
你的汗你的泪你的血,ni'de'han'ni'de'lei'ni'de'xue
你的惊吓把我剪除,ni'de'jing'xia'ba'wo'jian'chu
你的烈怒漫过我身,ni'de'lie'nu'man'guo'wo'shen
你的美好,ni'de'mei'hao
你的奇事岂能,ni'de'qi'shi'qi'neng
你的手有力,ni'de'shou'you'li
你的手在我身上沉重,ni'de'shou'zai'wo'shen'shang'chen'zhong
你的信实必坚立在天上,ni'de'xin'shi'bi'jian'li'zai'tian'shang
你的心是否,ni'de'xin'shi'fou
你的信实是在你的四围,ni'de'xin'shi'shi'zai'ni'de'si'wei
你的心思极其深,ni'de'xin'si'ji'qi'shen
你的眼是否,ni'de'yan'shi'fou
你的意念高过我的思想,ni'de'yi'nian'gao'guo'wo'de'si'xiang
你的右手也高举,ni'de'you'shou'ye'gao'ju
尼珥,ni'er
尼斐,ni'fei
你高举了他敌人的右手,ni'gao'ju'le'ta'di'ren'de'you'shou
尼哥,ni'ge
尼哥波立,ni'ge'bo'li
尼哥大,ni'ge'da
尼哥底母,ni'ge'di'mu
尼哥拉,ni'ge'la
你管辖海的狂傲,ni'guan'xia'hai'de'kuang'ao
尼宏,ni'hong
尼护施他,ni'hu'shi'ta
你基路冰与西拉冰,ni'ji'lu'bing'yu'xi'la'bing
尼迦挪,ni'jia'nuo
尼迦挪门,ni'jia'nuo'men
尼甲沙利薛,ni'jia'sha'li'xue
你减少他青年的日子,ni'jian'shao'ta'qing'nian'de'ri'zi
你教导我的手争战,ni'jiao'dao'wo'de'shou'zheng'zhan
你叫他的刀剑卷刃,ni'jiao'ta'de'dao'jian'juan'ren
你叫他一切的仇敌欢喜,ni'jiao'ta'yi'qie'de'chou'di'huan'xi
尼结,ni'jie
你就赦免我的罪恶,ni'jiu'she'mian'wo'de'zui'e
你就使他平静了,ni'jiu'shi'ta'ping'jing'le
你开了我的耳我的眼,ni'kai'le'wo'de'er'wo'de'yan
尼利,ni'li
尼利亚,ni'li'ya
尼利雅,ni'li'ya
你令江河涌流群山复苏,ni'ling'jiang'he'yong'liu'qun'shan'fu'su
尼禄,ni'lu
尼罗河,ni'luo'he
你们便在道中灭亡,ni'men'bian'zai'dao'zhong'mie'wang
你们将我的尊荣变为羞辱,ni'men'jiang'wo'de'zun'rong'bian'wei'xiu'ru
你们来击鼓跳舞赞美他,ni'men'lai'ji'gu'tiao'wu'zan'mei'ta
你们世上的审判官该受管教,ni'men'shi'shang'de'shen'pan'guan'gai'shou'guan'jiao
你们心里正直的人,ni'men'xin'li'zheng'zhi'de'ren
你们要鼓瑟弹琴赞美他,ni'men'yao'gu'se'tan'qin'zan'mei'ta
你们要谨慎,ni'men'yao'jin'shen
你们要赞美耶和华,ni'men'yao'zan'mei'ye'he'hua
你们一切作孽的人,ni'men'yi'qie'zuo'nie'de'ren
你们义人应当,ni'men'yi'ren'ying'dang
你们应当靠耶和华欢乐,ni'men'ying'dang'kao'ye'he'hua'huan'le
你们应当弹琴,ni'men'ying'dang'tan'qin
你们用丝弦乐器赞美他,ni'men'yong'si'xian'yue'qi'zan'mei'ta
尼母利,ni'mu'li
尼尼微,ni'ni'wei
尼普尔,ni'pu'er
尼普心,ni'pu'xin
你岂要行奇事给死人看,ni'qi'yao'xing'qi'shi'gei'si'ren'kan
你却高举了我的角,ni'que'gao'ju'le'wo'de'jiao
你身边的人需要,ni'shen'bian'de'ren'xu'yao
你使百鸟欢唱百花盛开,ni'shi'bai'niao'huan'chang'bai'hua'sheng'kai
你是否愿意同为神的儿女,ni'shi'fou'yuan'yi'tong'wei'shen'de'er'nv
你是黑暗中的光芒,ni'shi'hei'an'zhong'de'guang'mang
你是绝望中的盼望,ni'shi'jue'wang'zhong'de'pan'wang
你使软弱转为刚强,ni'shi'ruan'ruo'zhuan'wei'gang'qiang
你使他的光辉止息,ni'shi'ta'de'guang'hui'zhi'xi
你是他们力量的荣耀,ni'shi'ta'men'li'liang'de'rong'yao
你使天空绚丽大地富足,ni'shi'tian'kong'xuan'li'da'di'fu'zu
你是我藏身之处,ni'shi'wo'cang'shen'zhi'chu
你是我的盾牌,ni'shi'wo'de'dun'pai
你是我的儿子,ni'shi'wo'de'er'zi
你是我的父是我的神,ni'shi'wo'de'fu'shi'wo'de'shen
你是我的山寨,ni'shi'wo'de'shan'zhai
你是我的神,ni'shi'wo'de'shen
你是我的神我所倚靠的,ni'shi'wo'de'shen'wo'suo'yi'kao'de
你是我的主,ni'shi'wo'de'zhu
你是我的主你是我的主,ni'shi'wo'de'zhu'ni'shi'wo'de'zhu
你是我患难中,ni'shi'wo'huan'nan'zhong
你是我你是我的主,ni'shi'wo'ni'shi'wo'de'zhu
你使我抛开一切烦恼,ni'shi'wo'pao'kai'yi'qie'fan'nao
你是我我所投靠的主,ni'shi'wo'wo'suo'tou'kao'de'zhu
你是我拯救我的神,ni'shi'wo'zheng'jiu'wo'de'shen
你说每天生活一样平静,ni'shuo'mei'tian'sheng'huo'yi'yang'ping'jing
你说阴天代表你的心情,ni'shuo'yin'tian'dai'biao'ni'de'xin'qing
尼斯洛,ni'si'luo
你虽软弱靠他胸前,ni'sui'ruan'ruo'kao'ta'xiong'qian
你所喜悦的儿女,ni'suo'xi'yue'de'er'nv
尼探雅,ni'tan'ya
