埃殆为病,ai'dai'wei'bing
上且钩乎君,shang'qie'gou'hu'jun
上如标枝,shang'ru'biao'zhi
上神乘光,shang'shen'cheng'guang
上说下教,shang'shuo'xia'jiao
商太宰荡问仁于庄子,shang'tai'zai'dang'wen'ren'yu'zhuang'zi
上忘而下畔,shang'wang'er'xia'pan
上为皇而下为王,shang'wei'huang'er'xia'wei'wang
上无为也,shang'wu'wei'ye
上无以为身,shang'wu'yi'wei'shen
上下见厌而强见也,shang'xia'jian'yan'er'qiang'jian'ye
上下囚杀,shang'xia'qiu'sha
上下有等,shang'xia'you'deng
上亦有为也,shang'yi'you'wei'ye
上以忠于世主,shang'yi'zhong'yu'shi'zhu
上有曾史,shang'you'ceng'shi
上有大役,shang'you'da'yi
上有五管,shang'you'wu'guan
上与病者粟,shang'yu'bing'zhe'su
上与下同道则不主,shang'yu'xia'tong'dao'ze'bu'zhu
上与造物者游,shang'yu'zao'wu'zhe'you
上斩颈领,shang'zhan'jing'ling
上征武士,shang'zheng'wu'shi
上治人者,shang'zhi'ren'zhe
商之所长也,shang'zhi'suo'chang'ye
商之所短也,shang'zhi'suo'duan'ye
上之质,shang'zhi'zhi
少长贵贱见而皆说之,shao'chang'gui'jian'jian'er'jie'shuo'zhi
少君之费,shao'jun'zhi'fei
少私而寡欲,shao'si'er'gua'yu
少为先生方者,shao'wei'xian'sheng'fang'zhe
少焉,shao'yan
少焉郇若,shao'yan'huan'ruo
少焉见,shao'yan'jian
少者哭之,shao'zhe'ku'zhi
烧之剔之,shao'zhi'ti'zhi
少知问于大公调曰,shao'zhi'wen'yu'da'gong'tiao'yue
少知曰,shao'zhi'yue
设采色,she'cai'se
社而稷之乎,she'er'ji'zhi'hu
舍夫种种之民,she'fu'zhong'zhong'zhi'min
社稷存焉尔,she'ji'cun'yan'er
舌举而不下,she'ju'er'bu'xia
蛇怜风,she'lian'feng
舌其叶,she'qi'ye
摄汝居,she'ru'ju
舍是与非,she'shi'yu'fei
蛇蜕也,she'tui'ye
蛇谓风曰,she'wei'feng'yue
奢闻之,she'wen'zhi
舍于故人之家,she'yu'gu'ren'zhi'jia
舍于鲁,she'yu'lu
舍于蚁丘之浆,she'yu'yi'qiu'zhi'jiang
蛇曰,she'yue
奢曰,she'yue
舍者避席,she'zhe'bi'xi
射者非前期而中谓之善射,she'zhe'fei'qian'qi'er'zhong'wei'zhi'shan'she
舍者迎将,she'zhe'ying'jiang
舍者与之争席矣,she'zhe'yu'zhi'zheng'xi'yi
舍之则悲,she'zhi'ze'bei
舍之则仰,she'zhi'ze'yang
身安厚味美服好色音声也,shen'an'hou'wei'mei'fu'hao'se'yin'sheng'ye
身必有殃,shen'bi'you'yang
身不得安逸,shen'bu'de'an'yi
身长八尺二寸,shen'chang'ba'chi'er'cun
身常无殃,shen'chang'wu'yang
慎到之道,shen'dao'zhi'dao
神动而天随,shen'dong'er'tian'sui
神动于外,shen'dong'yu'wai
神而不可不为者,shen'er'bu'ke'bu'wei'zhe
深耕而熟耨之,shen'geng'er'shu'nou'zhi
神龟能见梦于元君,shen'gui'neng'jian'meng'yu'yuan'jun
神鬼神帝,shen'gui'shen'di
神何由降,shen'he'you'jiang
深闳而肆,shen'hong'er'si
审乎无假而不与利迁,shen'hu'wu'jia'er'bu'yu'li'qian
审乎无假而不与物迁,shen'hu'wu'jia'er'bu'yu'wu'qian
神将来舍,shen'jiang'lai'she
身沮于卫东门之上,shen'ju'yu'wei'dong'men'zhi'shang
身劳于国而知尽于事,shen'lao'yu'guo'er'zhi'jin'yu'shi
神明往与,shen'ming'wang'yu
神明之位也,shen'ming'zhi'wei'ye
身乃无咎,shen'nai'wu'jiu
神农氏,shen'nong'shi
神农隐几,shen'nong'yin'ji
神农隐几拥杖而起,shen'nong'yin'ji'yong'zhang'er'qi
神农之世,shen'nong'zhi'shi
神气不变,shen'qi'bu'bian
神奇复化为臭腐,shen'qi'fu'hua'wei'chou'fu
神全者圣人之道也,shen'quan'zhe'sheng'ren'zhi'dao'ye
神人未尝过而问焉,shen'ren'wei'chang'guo'er'wen'yan
神人无功,shen'ren'wu'gong
神人以此不材,shen'ren'yi'ci'bu'cai
慎汝内,shen'ru'nei
身若槁木之枝而心若死灰,shen'ruo'gao'mu'zhi'zhi'er'xin'ruo'si'hui
甚善,shen'shan
神生不定者,shen'sheng'bu'ding'zhe
慎守其真,shen'shou'qi'zhen
慎守汝身,shen'shou'ru'shen
神虽王,shen'sui'wang
申徒狄,shen'tu'di
申徒狄谏而不听,shen'tu'di'jian'er'bu'ting
申徒狄因以仆河,shen'tu'di'yin'yi'pu'he
申徒嘉,shen'tu'jia
申徒嘉曰,shen'tu'jia'yue
身为刑戮,shen'wei'xing'lu
神无恶乎,shen'wu'e'hu
慎勿与之,shen'wu'yu'zhi
身行仁义,shen'xing'ren'yi
甚矣,shen'yi
甚矣天下之惑也,shen'yi'tian'xia'zhi'huo'ye
身亦重于两臂,shen'yi'zhong'yu'liang'bi
呻吟裘氏之地,shen'yin'qiu'shi'zhi'di
沈有履,shen'you'lv
神有所不及也,shen'you'suo'bu'ji'ye
身在江海之上,shen'zai'jiang'hai'zhi'shang
神者勿齿,shen'zhe'wu'chi
神者先受之,shen'zhe'xian'shou'zhi
神者征之,shen'zhe'zheng'zhi
神之末也,shen'zhi'mo'ye
神之又神,shen'zhi'you'shen
申子不自理,shen'zi'bu'zi'li
审自得者,shen'zi'de'zhe
身足以休食,shen'zu'yi'xiu'shi
生不布施,sheng'bu'bu'shi
生不歌,sheng'bu'ge
圣道运而无所积,sheng'dao'yun'er'wu'suo'ji
盛德若不足,sheng'de'ruo'bu'zu
生俄而死,sheng'e'er'si
生而美者,sheng'er'mei'zhe
生而长大,sheng'er'zhang'da
生非德不明,sheng'fei'de'bu'ming
生非汝有,sheng'fei'ru'you
生火甚多,sheng'huo'shen'duo
胜桀而让我,sheng'jie'er'rang'wo
声满天地,sheng'man'tian'di
绳墨杀焉,sheng'mo'sha'yan
声侔鬼神,sheng'mou'gui'shen
圣人,sheng'ren
圣人安其所安,sheng'ren'an'qi'suo'an
圣人并包天地,sheng'ren'bing'bao'tian'di
圣人不出,sheng'ren'bu'chu
圣人不从事于务,sheng'ren'bu'cong'shi'yu'wu
圣人不谋,sheng'ren'bu'mou
圣人不死,sheng'ren'bu'si
圣人不隐,sheng'ren'bu'yin
圣人不足以当之,sheng'ren'bu'zu'yi'dang'zhi
圣人藏乎是,sheng'ren'cang'hu'shi
圣人藏于天,sheng'ren'cang'yu'tian
圣人成焉,sheng'ren'cheng'yan
圣人踌躇以兴事,sheng'ren'chou'chu'yi'xing'shi
圣人处物不伤物,sheng'ren'chu'wu'bu'shang'wu
圣人存而不论,sheng'ren'cun'er'bu'lun
圣人达绸缪,sheng'ren'da'chou'mou
圣人工乎天而拙乎人,sheng'ren'gong'hu'tian'er'zhuo'hu'ren
圣人故贵一,sheng'ren'gu'gui'yi
圣人贵精,sheng'ren'gui'jing
圣人怀之,sheng'ren'huai'zhi
圣人论而不议,sheng'ren'lun'er'bu'yi
圣人生而大盗起,sheng'ren'sheng'er'da'dao'qi
圣人生焉,sheng'ren'sheng'yan
圣人未尝过而问焉,sheng'ren'wei'chang'guo'er'wen'yan
圣人无名,sheng'ren'wu'ming
圣人休,sheng'ren'xiu
圣人羞之,sheng'ren'xiu'zhi
圣人晏然体逝而终矣,sheng'ren'yan'ran'ti'shi'er'zhong'yi
圣人也,sheng'ren'ye
圣人以必不必,sheng'ren'yi'bi'bu'bi
圣人以断之矣,sheng'ren'yi'duan'zhi'yi
圣人议而不辩,sheng'ren'yi'er'bu'bian
圣人已死,sheng'ren'yi'si
圣人愚钝,sheng'ren'yu'dun
圣人在乎,sheng'ren'zai'hu
圣人遭之而不违,sheng'ren'zao'zhi'er'bu'wei
圣人则以身殉天下,sheng'ren'ze'yi'shen'xun'tian'xia
圣人者,sheng'ren'zhe
圣人之爱人也,sheng'ren'zhi'ai'ren'ye
圣人之爱人也终无已者,sheng'ren'zhi'ai'ren'ye'zhong'wu'yi'zhe
圣人之道,sheng'ren'zhi'dao
圣人之德也,sheng'ren'zhi'de'ye
圣人之过也,sheng'ren'zhi'guo'ye
圣人之静也,sheng'ren'zhi'jing'ye
圣人之生也天行,sheng'ren'zhi'sheng'ye'tian'xing
圣人之所保也,sheng'ren'zhi'suo'bao'ye
圣人之所不能胜也,sheng'ren'zhi'suo'bu'neng'sheng'ye
圣人之所图也,sheng'ren'zhi'suo'tu'ye
圣人之所以戒夭下,sheng'ren'zhi'suo'yi'jie'yao'xia
圣人之心以畜天下也,sheng'ren'zhi'xin'yi'chu'tian'xia'ye
圣人之言也,sheng'ren'zhi'yan'ye
圣人之勇也,sheng'ren'zhi'yong'ye
圣人之余事也,sheng'ren'zhi'yu'shi'ye
圣人尊之,sheng'ren'zun'zhi
声如乳虎,sheng'ru'ru'hu
生生者不生,sheng'sheng'zhe'bu'sheng
生熟不尽于前,sheng'shu'bu'jin'yu'qian
盛衰之杀,sheng'shuai'zhi'sha
生天生地,sheng'tian'sheng'de
生物哀之,sheng'wu'ai'zhi
生物之以息相吹也,sheng'wu'zhi'yi'xi'xiang'chui'ye
圣也,sheng'ye
生也死之徒,sheng'ye'si'zhi'tu
圣也者,sheng'ye'zhe
盛以荚衍,sheng'yi'jia'yan
生有所乎萌,sheng'you'suo'hu'meng
圣有所生,sheng'you'suo'sheng
生有为,sheng'you'wei
生与,sheng'yu
生于陵陂,sheng'yu'ling'bei
生于陵屯,sheng'yu'ling'tun
生于灶下,sheng'yu'zao'xia
生者,sheng'zhe
胜之恶乎在,sheng'zhi'e'hu'zai
圣治乎,sheng'zhi'hu
生之来不能却,sheng'zhi'lai'bu'neng'que
声之于响,sheng'zhi'yu'xiang
生之质也,sheng'zhi'zhi'ye
适百里者,shi'bai'li'zhe
是悖于理也,shi'bei'yu'li'ye
是必才全而德不形者也,shi'bi'cai'quan'er'de'bu'xing'zhe'ye
事必大逆,shi'bi'da'ni
舐笔和墨,shi'bi'he'mo
世必笑之,shi'bi'xiao'zhi
是必有异乎人者也,shi'bi'you'yi'hu'ren'zhe'ye
是必有以振我也,shi'bi'you'yi'zhen'wo'ye
是不材之木也,shi'bu'cai'zhi'mu'ye
食不敢先尝,shi'bu'gan'xian'chang
实不聚,shi'bu'ju
时不可止,shi'bu'ke'zhi
是不是,shi'bu'shi
是不恬也,shi'bu'tian'ye
是不愉也,shi'bu'yu'ye
食不知所味,shi'bu'zhi'suo'wei
使臣上说大王,shi'chen'shang'shuo'da'wang
始臣之解牛之时,shi'chen'zhi'jie'niu'zhi'shi
时骋而要其宿,shi'cheng'er'yao'qi'su
士城贵也,shi'cheng'gui'ye
士成绮见老子而问曰,shi'cheng'qi'jian'lao'zi'er'wen'yue
士成绮明日复见,shi'cheng'qi'ming'ri'fu'jian
士成绮雁行避影,shi'cheng'qi'yan'hang'bi'ying
使吃诟索之而不得也,shi'chi'gou'suo'zhi'er'bu'de'ye
食刍豢,shi'chu'huan
是出则存,shi'chu'ze'cun
是纯气之守也,shi'chun'qi'zhi'shou'ye
是殆见吾杜德机也,shi'dai'jian'wu'du'de'ji'ye
是殆见吾衡气机也,shi'dai'jian'wu'heng'qi'ji'ye
是殆见吾善者机也,shi'dai'jian'wu'shan'zhe'ji'ye
是旦暮遇之也,shi'dan'mu'yu'zhi'ye
适当渠公之街,shi'dang'qu'gong'zhi'jie
失道而后德,shi'dao'er'hou'de
使道而可进,shi'dao'er'ke'jin
使道而可献,shi'dao'er'ke'xian
使道而可以告人,shi'dao'er'ke'yi'gao'ren
使道而可以与人,shi'dao'er'ke'yi'yu'ren
失德而后仁,shi'de'er'hou'ren
适得而几已,shi'de'er'ji'yi
适得怪焉,shi'de'guai'yan
是得人之得,shi'dei'ren'zhi'de
使弟子并流而拯之,shi'di'zi'bing'liu'er'zheng'zhi
是遁天倍情,shi'dun'tian'bei'qing
是恶知礼意,shi'e'zhi'li'yi
使耳不聪,shi'er'bu'cong
失而不忧,shi'er'bu'you
实而不知以为忠,shi'er'bu'zhi'yi'wei'zhong
实而归,shi'er'gui
十二世有齐国,shi'er'shi'you'qi'guo
事而无传,shi'er'wu'chuan
使而子为墨者,shi'er'zi'wei'mo'zhe
是非坎井之蛙与,shi'fei'kan'jing'zhi'wa'yu
是非其梦邪,shi'fei'qi'meng'xie
是非其眯邪,shi'fei'qi'mi'xie
是非吾所谓情也,shi'fei'wu'suo'wei'qing'ye
是非先也,shi'fei'xian'ye
是非已明而赏罚次之,shi'fei'yi'ming'er'shang'fa'ci'zhi
是非以仁义易其性与,shi'fei'yi'ren'yi'yi'qi'xing'yu
是非之途,shi'fei'zhi'tu
是非之彰也,shi'fei'zhi'zhang'ye
使奉剑于殿下,shi'feng'jian'yu'dian'xia
释夫恬淡无为,shi'fu'tian'dan'wu'wei
是故安而不顺,shi'gu'an'er'bu'shun
是故大人之行,shi'gu'da'ren'zhi'xing
是故大知观于远近,shi'gu'da'zhi'guan'yu'yuan'jin
是故非以其所好笼之而可得者,shi'gu'fei'yi'qi'suo'hao'long'zhi'er'ke'de'zhe
是故凫胫虽短,shi'gu'fu'jing'sui'duan
是故高言不止于众人之心,shi'gu'gao'yan'bu'zhi'yu'zhong'ren'zhi'xin
是故古之明大道者,shi'gu'gu'zhi'ming'da'dao'zhe
是故鬼神守其幽,shi'gu'gui'shen'shou'qi'you
是故滑疑之耀,shi'gu'hua'yi'zhi'yao
是故迷乱而不能自得也,shi'gu'mi'luan'er'bu'neng'zi'de'ye
是故内圣外王之道,shi'gu'nei'sheng'wai'wang'zhi'dao
是故逆物而不习,shi'gu'ni'wu'er'bu'xi
是故骈于明者,shi'gu'pian'yu'ming'zhe
是故骈于足者,shi'gu'pian'yu'zu'zhe
是故其行列不斥,shi'gu'qi'hang'lie'bu'chi
是故禽兽可系羁而游,shi'gu'qin'shou'ke'xi'ji'er'you
是故丘山积卑而为高,shi'gu'qiu'shan'ji'bei'er'wei'gao
是故慎到弃知去己,shi'gu'shen'dao'qi'zhi'qu'ji
是故生无爵,shi'gu'sheng'wu'jue
是故顺而不一,shi'gu'shun'er'bu'yi
是故汤以庖人笼伊尹,shi'gu'tang'yi'pao'ren'long'yi'yin
是故天地者,shi'gu'tian'di'zhe
是故无责于人,shi'gu'wu'ze'yu'ren
是故行而无迹,shi'gu'xing'er'wu'ji
诗固有之曰,shi'gu'you'zhi'yue
是故至人无为,shi'gu'zhi'ren'wu'wei
是果类乎,shi'guo'lei'hu
是国马也,shi'guo'ma'ye
是好名者也,shi'hao'ming'zhe'ye
是何故,shi'he'gu
是何人也,shi'he'ren'ye
是何人者也,shi'he'ren'zhe'ye
是何言也,shi'he'yan'ye
是何也,shi'he'ye
是何罪之有哉,shi'he'zui'zhi'you'zai
是恒物之大情也,shi'heng'wu'zhi'da'qing'ye
使后世之墨者,shi'hou'shi'zhi'mo'zhe
始乎谅,shi'hu'liang
视乎冥冥,shi'hu'ming'ming
始乎适而未尝不适者,shi'hu'shi'er'wei'chang'bu'shi'zhe
始乎阳,shi'hu'yang
始乎治,shi'hu'zhi
石户之农曰,shi'hu'zhi'nong'yue
是黄帝之所听荧也,shi'huang'di'zhi'suo'ting'ying'ye
事会之适也,shi'hui'zhi'shi'ye
是稷稷何为者邪,shi'ji'ji'he'wei'zhe'xie
施及三王,shi'ji'san'wang
是祭祀之斋,shi'ji'si'zhi'zhai
使家人忘其贫,shi'jia'ren'wang'qi'pin
适见豚子食于其死母者,shi'jian'tun'zi'shi'yu'qi'si'mu'zhe
事兼于义,shi'jian'yu'yi
使匠石斫之,shi'jiang'shi'zhuo'zhi
是接而生时于心者也,shi'jie'er'sheng'shi'yu'xin'zhe'ye
是皆求名实者也,shi'jie'qiu'ming'shi'zhe'ye
是皆修其身,shi'jie'xiu'qi'shen
是今日适越而昔至也,shi'jin'ri'shi'yue'er'xi'zhi'ye
师金曰,shi'jin'yue
失精,shi'jing
十九年矣,shi'jiu'nian'yi
尸居而龙见,shi'ju'er'long'jian
尸居环堵之室,shi'ju'huan'du'zhi'shi
事君不遇世,shi'jun'bu'yu'shi
事君则忠贞,shi'jun'ze'zhong'zhen
使口厉爽,shi'kou'li'shuang
师旷之枝策也,shi'kuang'zhi'zhi'ce'ye
适来,shi'lai
使来前,shi'lai'qian
是狸德也,shi'li'de'ye
使骊龙而寤,shi'li'long'er'wu
失礼也,shi'li'ye
饰礼乐,shi'li'yue
使离朱索之而不得,shi'li'zhu'suo'zhi'er'bu'de
是两也,shi'liang'ye
豕零也,shi'ling'ye
是陆沉者也,shi'lu'chen'zhe'ye
是乱于德也,shi'luan'yu'de'ye
适莽苍者,shi'mang'cang'zhe
士民安取不伪,shi'min'an'qu'bu'wei
使民心变,shi'min'xin'bian
使民心竞,shi'min'xin'jing
使民心亲,shi'min'xin'qin
使民心一,shi'min'xin'yi
时命大谬也,shi'ming'da'miu'ye
使目不明,shi'mu'bu'ming
是乃圣人之过也,shi'nai'sheng'ren'zhi'guo'ye
是乃所谓冰解冻释者,shi'nai'suo'wei'bing'jie'dong'shi'zhe
市南宜僚见鲁侯,shi'nan'yi'liao'jian'lu'hou
市南宜僚弄丸而两家之难解,shi'nan'yi'liao'nong'wan'er'liang'jia'zhi'nan'jie
市南宜僚受酒而祭,shi'nan'yi'liao'shou'jiu'er'ji
市南子曰,shi'nan'zi'yue
十年不制衣,shi'nian'bu'zhi'yi
十年而缓自杀,shi'nian'er'huan'zi'sha
十年九潦,shi'nian'jiu'liao
是鸟也,shi'niao'ye
试齐,shi'qi
恃其便,shi'qi'bian
是其才之美者也,shi'qi'cai'zhi'mei'zhe'ye
是其尘垢秕糠,shi'qi'chen'gou'bi'kang
是欺德也,shi'qi'de'ye
使其弟墨,shi'qi'di'mo
视其后者而鞭之,shi'qi'hou'zhe'er'bian'zhi
世蕲乎乱,shi'qi'hu'luan
时其饥饱,shi'qi'ji'bao
使其君内热发于背,shi'qi'jun'nei're'fa'yu'bei
是其市南宜僚邪,shi'qi'shi'nan'yi'liao'xie
是其始死也,shi'qi'shi'si'ye
恃其所不碾而后善博也,shi'qi'suo'bu'nian'er'hou'shan'bo'ye
恃其所不知而后知天之所谓也,shi'qi'suo'bu'zhi'er'hou'zhi'tian'zhi'suo'wei'ye
是其所美者为神奇,shi'qi'suo'mei'zhe'wei'shen'qi
失其所谓,shi'qi'suo'wei
是其所以为灵公也,shi'qi'suo'yi'wei'ling'gong'ye
是其言也,shi'qi'yan'ye
识其一不知其二,shi'qi'yi'bu'zhi'qi'er
是其于辩也,shi'qi'yu'bian'ye
适千里者,shi'qian'li'zhe
使秦穆公忘其贱,shi'qin'mu'gong'wang'qi'jian
是侵其德也,shi'qin'qi'de'ye
使亲忘我难,shi'qin'wang'wo'nan
使亲忘我易,shi'qin'wang'wo'yi
事亲以适,shi'qin'yi'shi
事亲以适为主,shi'qin'yi'shi'wei'zhu
事亲则慈孝,shi'qin'ze'ci'xiao
是穷响以声,shi'qiong'xiang'yi'sheng
史鳅奉御而进,shi'qiu'feng'yu'er'jin
事求可,shi'qiu'ke
是求马于唐肆也,shi'qiu'ma'yu'tang'si'ye
是丘也,shi'qiu'ye
是丘之得也,shi'qiu'zhi'de'ye
适去,shi'qu
使人悲,shi'ren'bei
失仁而后义,shi'ren'er'hou'yi
使人乃以心服而不敢噩,shi'ren'nai'yi'xin'fu'er'bu'gan'e
使人轻乎贵老,shi'ren'qing'hu'gui'lao
使人授己国,shi'ren'shou'ji'guo
使人喜怒失位,shi'ren'xi'nu'shi'wei
是人也又请见,shi'ren'ye'you'qing'jian
使人以币先焉,shi'ren'yi'bi'xian'yan
使人以为己节,shi'ren'yi'wei'ji'jie
世人以形色名声为足以得彼之情,shi'ren'yi'xing'se'ming'sheng'wei'zu'yi'de'bi'zhi'qing
使人忧,shi'ren'you
使人占之,shi'ren'zhan'zhi
适人之适,shi'ren'zhi'shi
是人之所同知也,shi'ren'zhi'suo'tong'zhi'ye
是人之所知,shi'ren'zhi'suo'zhi
世人直为物逆旅耳,shi'ren'zhi'wei'wu'ni'lv'er
饰人之心,shi'ren'zhi'xin
使人之意也消,shi'ren'zhi'yi'ye'xiao
十日而问,shi'ri'er'wen
十日戒,shi'ri'jie
使日夜无却,shi'ri'ye'wu'que
十日又问,shi'ri'you'wen
十日自愁,shi'ri'zi'chou
是入则亡,shi'ru'ze'wang
事若不成,shi'ruo'bu'cheng
事若成,shi'ruo'cheng
是若果是也,shi'ruo'guo'shi'ye
视若营四海,shi'ruo'ying'si'hai
是三者,shi'san'zhe
是三者虽异,shi'san'zhe'sui'yi
世丧道矣,shi'sang'dao'yi
视丧其足犹遗土也,shi'sang'qi'zu'you'yi'tu'ye
实丧易以危,shi'sang'yi'yi'wei
是色而已,shi'se'er'yi
十杀一人则父子兄弟相戒也,shi'sha'yi'ren'ze'fu'zi'xiong'di'xiang'jie'ye
是尚大不惑,shi'shang'da'bu'huo
是上与下同道,shi'shang'yu'xia'tong'dao
是射之射,shi'she'zhi'she
使圣人多男子,shi'sheng'ren'duo'nan'zi
使圣人富,shi'sheng'ren'fu
是圣人仆也,shi'sheng'ren'pu'ye
使圣人寿,shi'sheng'ren'shou
适矢复沓,shi'shi'fu'ta
适适然惊,shi'shi'ran'jing
食豕如食人,shi'shi'ru'shi'ren
时势适然,shi'shi'shi'ran
豕虱是也,shi'shi'shi'ye
始时所是,shi'shi'suo'shi
是时为帝者也,shi'shi'wei'di'zhe'ye
世世以并辟光为事,shi'shi'yi'bing'pi'guang'wei'shi
是事之变,shi'shi'zhi'bian
适受与之度,shi'shou'yu'zhi'du
使叔旦往见之,shi'shu'dan'wang'jian'zhi
十数而未止也,shi'shu'er'wei'zhi'ye
食抒栗,shi'shu'li
实熟则剥,shi'shu'ze'bo
时祀尽敬而不祈喜,shi'si'jin'jing'er'bu'qi'xi
视死若生者,shi'si'ruo'sheng'zhe
使宋王而寤,shi'song'wang'er'wu
世俗之人,shi'su'zhi'ren
世俗之所谓然而然之,shi'su'zhi'suo'wei'ran'er'ran'zhi
世俗之所为也,shi'su'zhi'suo'wei'ye
世俗之所谓知者,shi'su'zhi'suo'wei'zhi'zhe
世俗之所谓至知者,shi'su'zhi'suo'wei'zhi'zhi'zhe
世虽贵之我犹不足贵也,shi'sui'gui'zhi'wo'you'bu'zu'gui'ye
是所以贵真也,shi'suo'yi'gui'zhen'ye
是所以语大义之方,shi'suo'yi'yu'da'yi'zhi'fang
使太子先,shi'tai'zi'xian
是天地之委和也,shi'tian'di'zhi'wei'he'ye
是天地之委顺也,shi'tian'di'zhi'wei'shun'ye
是天地之委蜕也,shi'tian'di'zhi'wei'tui'ye
是天地之委形也,shi'tian'di'zhi'wei'xing'ye
使天下瘁瘁焉人苦其性,shi'tian'xia'cui'cui'yan'ren'ku'qi'xing
使天下簧鼓以奉不及之法,shi'tian'xia'huang'gu'yi'feng'bu'ji'zhi'fa
使天下兼忘我难,shi'tian'xia'jian'wang'wo'nan
使天下欣欣焉人乐其性,shi'tian'xia'xin'xin'yan'ren'le'qi'xing
使天下学士不反其本,shi'tian'xia'xue'shi'bu'fan'qi'ben
使天下之惑也,shi'tian'xia'zhi'huo'ye
是天之戮民也,shi'tian'zhi'lu'min'ye
是蜩与学鸠同于同也,shi'tiao'yu'xue'jiu'tong'yu'tong'ye
使同乎若者正之,shi'tong'hu'ruo'zhe'zheng'zhi
使同乎我与若者正之,shi'tong'hu'wo'yu'ruo'zhe'zheng'zhi
使同乎我者正之,shi'tong'hu'wo'zhe'zheng'zhi
是同为淫僻也,shi'tong'wei'yin'pi'ye
是推乱以易暴也,shi'tui'luan'yi'yi'bao'ye
是万物之化也,shi'wan'wu'zhi'hua'ye
使王公忘爵禄而化卑,shi'wang'gong'wang'jue'lu'er'hua'bei
试往观焉,shi'wang'guan'yan
是谓得死,shi'wei'de'si
是谓独有,shi'wei'du'you
是谓反其真,shi'wei'fan'qi'zhen
是谓反衍,shi'wei'fan'yan
使为将军造大城数百里,shi'wei'jiang'jun'zao'da'cheng'shu'bai'li
是未明天地之理,shi'wei'ming'tian'di'zhi'li
是谓能移,shi'wei'neng'yi
是为耆艾,shi'wei'qi'ai
是谓全德之人哉,shi'wei'quan'de'zhi'ren'zai
是谓人,shi'wei'ren
是卫生之经已,shi'wei'sheng'zhi'jing'yi
是谓素朴,shi'wei'su'pu
是谓天,shi'wei'tian
是谓天均,shi'wei'tian'jun
是谓天门,shi'wei'tian'men
势为天子,shi'wei'tian'zi
是谓同德,shi'wei'tong'de
是谓为而不恃,shi'wei'wei'er'bu'shi
是谓卫生之经已,shi'wei'wei'sheng'zhi'jing'yi
是谓无方,shi'wei'wu'fang
是唯无作,shi'wei'wu'zuo
恃苇萧而食者,shi'wei'xiao'er'shi'zhe
是谓谢施,shi'wei'xie'shi
是谓玄德,shi'wei'xuan'de
是谓照旷,shi'wei'zhao'kuang
视为止,shi'wei'zhi
是谓至贵,shi'wei'zhi'gui
世谓忠臣也,shi'wei'zhong'chen'ye
是问穷也,shi'wen'qiong'ye
使我乘成以随先生邪,shi'wo'cheng'cheng'yi'sui'xian'sheng'xie
使我欣欣然而乐与,shi'wo'xin'xin'ran'er'le'yu
使物不疵厉而年谷熟,shi'wu'bu'ci'li'er'nian'gu'shu
失吾道者,shi'wu'dao'zhe
始吾弗信,shi'wu'fu'xin
使吾君说若此乎,shi'wu'jun'shuo'ruo'ci'hu
室无空虚,shi'wu'kong'xu
是无内也,shi'wu'nei'ye
使无休时,shi'wu'xiu'shi
始吾以夫子之道为至矣,shi'wu'yi'fu'zi'zhi'dao'wei'zhi'yi
始吾以圣知之言仁义之行为至矣,shi'wu'yi'sheng'zhi'zhi'yan'ren'yi'zhi'xing'wei'zhi'yi
世无以兴乎道,shi'wu'yi'xing'hu'dao
时无止,shi'wu'zhi
是物之居,shi'wu'zhi'ju
势物之徒乐变,shi'wu'zhi'tu'le'bian
使物自喜,shi'wu'zi'xi
事奚足弃而生奚足遗,shi'xi'zu'qi'er'sheng'xi'zu'yi
是下与上同德,shi'xia'yu'shang'tong'de
是相于疵也,shi'xiang'yu'ci'ye
是相于技也,shi'xiang'yu'ji'ye
是相与为春秋冬夏四时行也,shi'xiang'yu'wei'chun'qiu'dong'xia'si'shi'xing'ye
是相于艺也,shi'xiang'yu'yi'ye
是相于淫也,shi'xiang'yu'yin'ye
时相与争地而战,shi'xiang'yu'zheng'di'er'zhan
饰小说以干县令,shi'xiao'shuo'yi'gan'xian'ling
是信情乎,shi'xin'qing'hu
使性飞扬,shi'xing'fei'yang
失性于俗者,shi'xing'yu'su'zhe
是胥易技系劳形怵心者也,shi'xu'yi'ji'xi'lao'xing'chu'xin'zhe'ye
是削其性,shi'xue'qi'xing
事焉不借人,shi'yan'bu'jie'ren
失焉者,shi'yan'zhe
事也,shi'ye
时也,shi'ye
是也,shi'ye
事业不同,shi'ye'bu'tong
始也我以汝为圣人邪,shi'ye'wo'yi'ru'wei'sheng'ren'xie
始也吾以南面而君天下,shi'ye'wu'yi'nan'mian'er'jun'tian'xia
始也吾以为其人也,shi'ye'wu'yi'wei'qi'ren'ye
是以不敢,shi'yi'bu'gan
是以不过乎昆仑,shi'yi'bu'guo'hu'kun'lun
食以刍叔,shi'yi'chu'shu
是以道不渝,shi'yi'dao'bu'yu
诗以道志,shi'yi'dao'zhi
失义而后礼,shi'yi'er'hou'li
是以分已,shi'yi'fen'yi
是以夫事其亲者,shi'yi'fu'shi'qi'qin'zhe
是以贵为天子,shi'yi'gui'wei'tian'zi
世亦何由兴乎道哉,shi'yi'he'you'xing'hu'dao'zai
使异乎我与若者正之,shi'yi'hu'wo'yu'ruo'zhe'zheng'zhi
是以火救火,shi'yi'huo'jiu'huo
