爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
鸿渐于逵,hong'jian'yu'kui
鸿渐于陵,hong'jian'yu'ling
鸿渐于陆,hong'jian'yu'lu
鸿渐于木,hong'jian'yu'mu
鸿渐于磐,hong'jian'yu'pan
红鸾,hong'luan
后不省方,hou'bu'sheng'fang
后得主而有常,hou'de'zhu'er'you'chang
后庚三日,hou'geng'san'ri
后甲三日,hou'jia'san'ri
后入于地,hou'ru'yu'di
後入于地,hou'ru'yu'di
后顺得常,hou'shun'de'chang
后说之弧,hou'shuo'zhi'hu
後說之弧匪寇婚媾,hou'shuo'zhi'hu'fei'kou'hun'gou
后天八卦,hou'tian'ba'gua
后天而奉天时,hou'tian'er'feng'tian'shi
後天而奉天時,hou'tian'er'feng'tian'shi
后有则也,hou'you'ze'ye
厚之至也,hou'zhi'zhi'ye
互宫,hu'gong
互卦,hu'gua
互换贵禄,hu'huan'gui'lu
虎牛奔巳,hu'niu'ben'si
虎视,hu'shi
虎视眈眈,hu'shi'dan'dan
虎視眈眈其欲逐逐无咎,hu'shi'dan'dan'qi'yu'zhu'zhu'wu'jiu
胡适批判,hu'shi'pi'pan
胡适文存,hu'shi'wen'cun
弧矢之利,hu'shi'zhi'li
虎午奔巳,hu'wu'ben'si
互刑,hu'xing
胡子衡齐,hu'zi'heng'qi
化绊,hua'ban
化冲,hua'chong
化而裁之,hua'er'cai'zhi
华盖,hua'gai
华盖悖师,hua'gai'bei'shi
华盖地户,hua'gai'di'hu
华盖逢星,hua'gai'feng'xing
化合,hua'he
化回头克,hua'hui'tou'ke
化回头生,hua'hui'tou'sheng
化忌,hua'ji
化进,hua'jin
化克,hua'ke
化科,hua'ke
化空,hua'kong
化禄,hua'lu
化墓,hua'mu
化破,hua'po
化权,hua'quan
化散,hua'san
化生,hua'sheng
化书,hua'shu
化退,hua'tui
华严乘教义分齐章,hua'yan'cheng'jiao'yi'fen'qi'zhang
华严金师子章,hua'yan'jin'shi'zi'zhang
华严经疏,hua'yan'jing'shu
华严经探玄记,hua'yan'jing'tan'xuan'ji
华严五教止观,hua'yan'wu'jiao'zhi'guan
淮南鸿烈,huai'nan'hong'lie
怀万邦也,huai'wan'bang'ye
涣奔其机,huan'ben'qi'ji
涣卦,huan'gua
涣者离也,huan'zhe'li'ye
患至掇也,huan'zhi'duo'ye
黄帝,huang'di
黄帝内经,huang'di'nei'jing
黄帝内经素问,huang'di'nei'jing'su'wen
皇极经世,huang'ji'jing'shi
皇极经世指要,huang'ji'jing'shi'zhi'yao
黄老帛书,huang'lao'bo'shu
黄离,huang'li
黃離元吉,huang'li'yuan'ji
黄离元吉,huang'li'yuan'ji
黃離元吉得中道也,huang'li'yuan'ji'de'zhong'dao'ye
皇清经解,huang'qing'jing'jie
黄裳,huang'shang
黄裳元吉,huang'shang'yuan'ji
黄氏日钞,huang'shi'ri'chao
黄书,huang'shu
黄锺,huang'zhong
会合,hui'he
会盟,hui'meng
晦其明也,hui'qi'ming'ye
撝谦,hui'qian
悔亡,hui'wang
悔亡能久中也,hui'wang'neng'jiu'zhong'ye
悔亡喪馬勿逐自復,hui'wang'sang'ma'wu'zhu'zi'fu
悔亡失得勿恤,hui'wang'shi'de'wu'xu
会照,hui'zhao
惠子,hui'zi
婚媾有言,hun'gou'you'yan
婚神,hun'shen
婚神白羊,hun'shen'bai'yang
婚神处女,hun'shen'chu'nv
婚神金牛,hun'shen'jin'niu
婚神巨蟹,hun'shen'ju'xie
婚神摩羯,hun'shen'mo'jie
婚神射手,hun'shen'she'shou
婚神狮子,hun'shen'shi'zi
婚神双鱼,hun'shen'shuang'yu
婚神双子,hun'shen'shuang'zi
婚神水瓶,hun'shen'shui'ping
婚神天枰,hun'shen'tian'ping
婚神天蝎,hun'shen'tian'xie
浑天甲子,hun'tian'jia'zi
婚姻,hun'yin
火悖地户,huo'bei'di'hu
火悖入刑,huo'bei'ru'xing
或承之羞,huo'cheng'zhi'xiu
或出或处,huo'chu'huo'chu
或从王事,huo'cong'wang'shi
或得其桷,huo'dei'qi'jue
火动而上,huo'dong'er'shang
火多木焚,huo'duo'mu'fen
火多土焦,huo'duo'tu'jiao
获匪其丑,huo'fei'qi'chou
獲匪其醜无咎,huo'fei'qi'chou'wu'jiu
或鼓或罢,huo'gu'huo'ba
火局,huo'ju
火空,huo'kong
火库,huo'ku
火赖木生,huo'lai'mu'sheng
火雷噬嗑,huo'lei'shi'ke
火铃,huo'ling
或默或语,huo'mo'huo'yu
火能克金,huo'neng'ke'jin
火能生土,huo'neng'sheng'tu
获其匪丑,huo'qi'fei'chou
或泣或歌,huo'qi'huo'ge
火入勾陈,huo'ru'gou'chen
火入天罗,huo'ru'tian'luo
火弱逢水,huo'ruo'feng'shui
火水未济,huo'shui'wei'ji
火天大有,huo'tian'da'you
火陀,huo'tuo
火旺得水,huo'wang'de'shui
或系之牛,huo'xi'zhi'niu
获心意也,huo'xin'yi'ye
火星,huo'xing
火炎水热,huo'yan'shui're
火爻,huo'yao
或与或求,huo'yu'huo'qiu
或跃在渊,huo'yue'zai'yuan
或躍在淵,huo'yue'zai'yuan
或躍在淵進无咎也,huo'yue'zai'yuan'jin'wu'jiu'ye
或躍在淵无咎,huo'yue'zai'yuan'wu'jiu
火灾,huo'zai
火在水上,huo'zai'shui'shang
火在天上,huo'zai'tian'shang
火在天上大有,huo'zai'tian'shang'da'you
获之,huo'zhi
或之者疑之也,huo'zhi'zhe'yi'zhi'ye
疾病,ji'bing
忌冲,ji'chong
己丑,ji'chou
吉大来也,ji'da'lai'ye
疾厄,ji'e
吉格,ji'ge
己亥,ji'hai
吉亨,ji'heng
吉化,ji'hua
吉会,ji'hui
既济,ji'ji
既济定也,ji'ji'ding'ye
既济卦终,ji'ji'gua'zhong
机巨,ji'ju
机梁,ji'liang
即鹿无虞,ji'lu'wu'yu
既鹿无虞,ji'lu'wu'yu
己卯,ji'mao
击蒙,ji'meng
己年,ji'nian
寂然不动,ji'ran'bu'dong
己人,ji'ren
己日革之,ji'ri'ge'zhi
己日乃孚,ji'ri'nai'fu
忌入,ji'ru
既辱且危,ji'ru'qie'wei
积善之家,ji'shan'zhi'jia
吉神,ji'shen
忌神,ji'shen
几事不密,ji'shi'bu'mi
吉事有祥,ji'shi'you'xiang
己巳,ji'si
吉宿,ji'su
极天下之赜者,ji'tian'xia'zhi'ze'zhe
己土,ji'tu
即为,ji'wei
己未,ji'wei
吉无不利,ji'wu'bu'li
击刑,ji'xing
吉凶,ji'xiong
吉凶生矣,ji'xiong'sheng'yi
吉凶与民同患,ji'xiong'yu'min'tong'huan
吉耀,ji'yao
吉也,ji'ye
己易,ji'yi
己阴,ji'yin
机阴,ji'yin
藉用白茅,ji'yong'bai'mao
藉用白茅柔在下也,ji'yong'bai'mao'rou'zai'xia'ye
藉用白茅无咎,ji'yong'bai'mao'wu'jiu
己酉,ji'you
既有曲常,ji'you'qu'chang
系于包桑,ji'yu'bao'sang
系于苞桑,ji'yu'bao'sang
既雨既处,ji'yu'ji'chu
系于金柅,ji'yu'jin'ni
跻于九陵,ji'yu'jiu'ling
机月同梁,ji'yue'tong'liang
忌之,ji'zhi
嵇中散集,ji'zhong'san'ji
齎咨涕洟,ji'zi'ti'ti
箕子以之,ji'zi'yi'zhi
箕子之贞,ji'zi'zhi'zhen
甲丙庚壬,jia'bing'geng'ren
甲病在巳,jia'bing'zai'si
甲辰,jia'chen
嘉遁,jia'dun
嘉遯,jia'dun
嘉遯貞吉,jia'dun'zhen'ji
嘉遯贞吉,jia'dun'zhen'ji
嘉遯貞吉以正志也,jia'dun'zhen'ji'yi'zheng'zhi'ye
甲庚丙壬,jia'geng'bing'ren
夹宫,jia'gong
嘉会,jia'hui
甲己,jia'ji
甲己合化戊土,jia'ji'he'hua'wu'tu
甲绝在申,jia'jue'zai'shen
嘉會足以合禮,jia'kuai'zu'yi'he'li
假令,jia'ling
甲禄在寅,jia'lu'zai'yin
夹命,jia'ming
甲木,jia'mu
甲墓在未,jia'mu'zai'wei
甲年,jia'nian
家人,jia'ren
甲人,jia'ren
家人卦终,jia'ren'gua'zhong
家人嗃嗃,jia'ren'hu'hu
家人内也,jia'ren'nei'ye
家人有严君焉,jia'ren'you'yan'jun'yan
家人有嚴君焉,jia'ren'you'yan'jun'yan
甲刃在卯,jia'ren'zai'mao
甲申,jia'shen
甲衰在辰,jia'shuai'zai'chen
甲死在午,jia'si'zai'wu
甲胎在酉,jia'tai'zai'you
甲午,jia'wu
甲戌,jia'xu
甲阳,jia'yang
甲养在戌,jia'yang'zai'xu
甲乙,jia'yi
甲乙丙丁戊己庚辛壬癸,jia'yi'bing'ding'wu'ji'geng'xin'ren'gui
甲寅,jia'yin
嘉之会也,jia'zhi'hui'ye
价值哲学,jia'zhi'zhe'xue
夹锺,jia'zhong
甲子,jia'zi
兼爱,jian'ai
建除,jian'chu
建德,jian'de
渐卦,jian'gua
蹇卦,jian'gua
建国方略,jian'guo'fang'lue
见机,jian'ji
洊雷,jian'lei
蹇利西南,jian'li'xi'nan
蹇利西南不利東北,jian'li'xi'nan'bu'li'dong'bei
蹇利西南往得中也,jian'li'xi'nan'wang'de'zhong'ye
见龙再田,jian'long'zai'tian
见龙在田,jian'long'zai'tian
检论,jian'lun
兼三才而两之,jian'san'cai'er'liang'zhi
兼山,jian'shan
见豕负涂,jian'shi'fu'tu
见凶,jian'xiong
健也,jian'ye
艰则无咎,jian'ze'wu'jiu
简则易从,jian'ze'yi'cong
渐者进也,jian'zhe'jin'ye
蹇者难也,jian'zhe'nan'ye
艰贞,jian'zhen
艰贞无咎,jian'zhen'wu'jiu
渐之进也,jian'zhi'jin'ye
将星,jiang'xing
交驰,jiao'chi
交孚,jiao'fu
交孚无咎,jiao'fu'wu'jiu
交神,jiao'shen
交相爱也,jiao'xiang'ai'ye
交易而退,jiao'yi'er'tui
交友,jiao'you
解蔽,jie'bi
劫财,jie'cai
节而信之,jie'er'xin'zhi
节卦,jie'gua
解卦,jie'gua
介疾有喜,jie'ji'you'xi
截空,jie'kong
解老,jie'lao
解利西南,jie'li'xi'nan
截路,jie'lu
截路空亡,jie'lu'kong'wang
姐妹,jie'mei
接气,jie'qi
嗟如,jie'ru
劫杀,jie'sha
劫煞,jie'sha
介绍我自己的思想,jie'shao'wo'zi'ji'de'si'xiang
皆失实也,jie'shi'shi'ye
节以制度,jie'yi'zhi'du
介于石不終日貞吉,jie'yu'shi'bu'zhong'ri'zhen'ji
解者缓也,jie'zhe'huan'ye
晋庵论性臆言,jin'an'lun'xing'yi'yan
金白水清,jin'bai'shui'qing
近代哲学批判,jin'dai'zhe'xue'pi'pan
金多火熄,jin'duo'huo'xi
金多水浊,jin'duo'shui'zhuo
金多土变,jin'duo'tu'bian
浸而长也,jin'er'chang'ye
今古学考,jin'gu'xue'kao
晋卦,jin'gua
金海六合,jin'hai'lu'he
金海三合,jin'hai'san'he
金火六合,jin'huo'lu'he
金火三合,jin'huo'san'he
金局,jin'ju
晉康侯用錫馬蕃庶,jin'kang'hou'yong'xi'ma'fan'shu
金空,jin'kong
金库,jin'ku
金赖土生,jin'lai'tu'sheng
禁民为非曰义,jin'min'wei'fei'yue'yi
金冥六合,jin'ming'lu'he
金冥三合,jin'ming'san'he
金木间隔,jin'mu'jian'ge
金木六合,jin'mu'lu'he
金木三合,jin'mu'san'he
金能克木,jin'neng'ke'mu
金能生水,jin'neng'sheng'shui
近取诸身,jin'qu'zhu'shen
晋如,jin'ru
晋如愁如,jin'ru'chou'ru
晉如愁如貞吉,jin'ru'chou'ru'zhen'ji
晋如摧如,jin'ru'cui'ru
晉如摧如獨行正也,jin'ru'cui'ru'du'xing'zheng'ye
晉如摧如貞吉罔孚,jin'ru'cui'ru'zhen'ji'wang'fu
晋如鼫鼠,jin'ru'shi'shu
晉如鼫鼠貞厲,jin'ru'shi'shu'zhen'li
晋如硕鼠,jin'ru'shuo'shu
进神,jin'shen
金书命诀,jin'shu'ming'jue
金衰遇火,jin'shuai'yu'huo
金水六合,jin'shui'lu'he
金水三合,jin'shui'san'he
金天六合,jin'tian'lu'he
金天三合,jin'tian'san'he
金土六合,jin'tu'lu'he
金土三合,jin'tu'san'he
进退,jin'tui
进退无恒,jin'tui'wu'heng
進退无恆非離羣也,jin'tui'wu'heng'fei'li'qun'ye
金旺得火,jin'wang'de'huo
今文尚书,jin'wen'shang'shu
进无咎也,jin'wu'jiu'ye
近溪子集,jin'xi'zi'ji
尽心,jin'xin
金铉,jin'xuan
金爻,jin'yao
近也,jin'ye
进也,jin'ye
金舆,jin'yu
晋者进也,jin'zhe'jin'ye
京报副刊,jing'bao'fu'kan
井道不可不革,jing'dao'bu'ke'bu'ge
经典释文,jing'dian'shi'wen
经法,jing'fa
京房,jing'fang
敬告青年,jing'gao'qing'nian
井谷射鲋,jing'gu'she'fu
井卦,jing'gua
静卦,jing'gua
經綸,jing'guan
经籍纂诂,jing'ji'zuan'gu
井栏叉格,jing'lan'cha'ge
井冽,jing'lie
井洌,jing'lie
惊门,jing'men
景门,jing'men
井泥不食,jing'ni'bu'shi
精气为物,jing'qi'wei'wu
京氏易传,jing'shi'yi'zhuan
井收勿幕,jing'shou'wu'mu
井通,jing'tong
井渫不食,jing'xie'bu'shi
经学理窟,jing'xue'li'ku
经学历史,jing'xue'li'shi
经学通论,jing'xue'tong'lun
井养而不穷也,jing'yang'er'bu'qiong'ye
静爻,jing'yao
精义入神,jing'yi'ru'shen
惊远而惧迩也,jing'yuan'er'ju'er'ye
敬之,jing'zhi
敬之无咎,jing'zhi'wu'jiu
敬之终吉,jing'zhi'zhong'ji
井甃,jing'zhou
井甃无咎,jing'zhou'wu'jiu
咎不长也,jiu'bu'chang'ye
九醜,jiu'chou
臼杵之利,jiu'chu'zhi'li
九地,jiu'di
九二,jiu'er
九二悔亡,jiu'er'hui'wang
九二利贞,jiu'er'li'zhen
九二見龍在田利見大人,jiu'er'xian'long'zai'tian'li'xian'da'ren
九二贞吉,jiu'er'zhen'ji
九二之孚,jiu'er'zhi'fu
久非其位,jiu'fei'qi'wei
久非其位安得禽也,jiu'fei'qi'wei'an'de'qin'ye
九宫,jiu'gong
九宫宫头,jiu'gong'gong'tou
旧井无禽,jiu'jing'wu'qin
九三,jiu'san
九三君子終日乾乾,jiu'san'jun'zi'zhong'ri'qian'qian
酒食贞吉,jiu'shi'zhen'ji
酒食貞吉以中正也,jiu'shi'zhen'ji'yi'zhong'zheng'ye
九四,jiu'si
九四或躍在淵无咎,jiu'si'huo'yue'zai'yuan'wu'jiu
九四之喜,jiu'si'zhi'xi
九天,jiu'tian
救亡决论,jiu'wang'jue'lun
九五,jiu'wu
九五飛龍在天利見大人,jiu'wu'fei'long'zai'tian'li'xian'da'ren
九五含章,jiu'wu'han'zhang
九五之吉,jiu'wu'zhi'ji
久也,jiu'ye
咎也,jiu'ye
九一,jiu'yi
居德则忌,ju'de'ze'ji
举而错之天下之民,ju'er'cuo'zhi'tian'xia'zhi'min
聚而上者,ju'er'shang'zhe
居吉,ju'ji
巨门,ju'men
居上位而不驕,ju'shang'wei'er'bu'jiao
居上位而不骄,ju'shang'wei'er'bu'jiao
居位中也,ju'wei'zhong'ye
拘係之上窮也,ju'xi'zhi'shang'qiong'ye
屦校灭趾,ju'xiao'mie'zhi
屨校滅趾无咎,ju'xiao'mie'zhi'wu'jiu
聚也,ju'ye
聚以正也,ju'yi'zheng'ye
惧以终始,ju'yi'zhong'shi
据于蒺藜,ju'yu'ji'li
居贞之吉,ju'zhen'zhi'ji
掘地为臼,jue'di'wei'jiu
厥孚交如,jue'fu'jiao'ru
夬卦,jue'gua
绝类上也,jue'lei'shang'ye
夬履,jue'lv
夬履贞厉,jue'lv'zhen'li
觉悟,jue'wu
决也,jue'ye
绝于,jue'yu
夬者决也,jue'zhe'jue'ye
厥宗噬肤,jue'zong'shi'fu
厥宗噬膚往有慶也,jue'zong'shi'fu'wang'you'qing'ye
浚恒,jun'heng
浚恒之凶,jun'heng'zhi'xiong
浚恆之凶始求深也,jun'heng'zhi'xiong'shi'qiu'shen'ye
军人精神教育,jun'ren'jing'shen'jiao'yu
菌说,jun'shuo
君爻,jun'yao
君子,jun'zi
君子安其身而后动,jun'zi'an'qi'shen'er'hou'dong
君子豹变,jun'zi'bao'bian
君子藏器於身,jun'zi'cang'qi'yu'shen
君子道长,jun'zi'dao'zhang
君子得舆,jun'zi'de'yu
君子得輿,jun'zi'de'yu
君子得輿民所載也,jun'zi'de'yu'min'suo'zai'ye
君子好遯,jun'zi'hao'dun
君子好遯小人否也,jun'zi'hao'dun'xiao'ren'fou'ye
君子黄中通理,jun'zi'huang'zhong'tong'li
君子几不如舍,jun'zi'ji'bu'ru'she
君子进德修业,jun'zi'jin'de'xiu'ye
君子進德脩業,jun'zi'jin'de'xiu'ye
君子進德脩業忠信,jun'zi'jin'de'xiu'ye'zhong'xin
君子敬以直内,jun'zi'jing'yi'zhi'nei
君子夬夬,jun'zi'jue'jue
君子尚消息盈虛天行也,jun'zi'shang'xiao'xi'ying'xu'tian'xing'ye
君子舍之,jun'zi'she'zhi
君子体仁,jun'zi'ti'ren
君子體仁足以長人,jun'zi'ti'ren'zu'yi'chang'ren
君子罔也,jun'zi'wang'ye
君子无咎,jun'zi'wu'jiu
君子行此四者,jun'zi'xing'ci'si'zhe
君子修此三者,jun'zi'xiu'ci'san'zhe
君子学以聚之,jun'zi'xue'yi'ju'zhi
君子以辨上下,jun'zi'yi'bian'shang'xia
君子以常德行,jun'zi'yi'chang'de'xing
君子以除戎器,jun'zi'yi'chu'rong'qi
君子以居贤德,jun'zi'yi'ju'xian'de
君子以明庶政,jun'zi'yi'ming'shu'zheng
君子以明庶政无敢折獄,jun'zi'yi'ming'shu'zheng'wu'gan'zhe'yu
君子以慎辨物居方,jun'zi'yi'shen'bian'wu'ju'fang
君子以慎言语,jun'zi'yi'shen'yan'yu
君子以思不出其位,jun'zi'yi'si'bu'chu'qi'wei
君子以同而异,jun'zi'yi'tong'er'yi
君子以同而異,jun'zi'yi'tong'er'yi
君子以嚮晦入宴息,jun'zi'yi'xiang'hui'ru'yan'xi
君子以虚受人,jun'zi'yi'xu'shou'ren
君子以虛受人,jun'zi'yi'xu'shou'ren
君子以言有物,jun'zi'yi'yan'you'wu
君子以懿文德,jun'zi'yi'yi'wen'de
君子以远小人,jun'zi'yi'yuan'xiao'ren
君子以制数度,jun'zi'yi'zhi'shu'du
君子用罔,jun'zi'yong'wang
君子有解,jun'zi'you'jie
君子攸行,jun'zi'you'xing
君子有终,jun'zi'you'zhong
君子于行,jun'zi'yu'xing
君子于行三日不食,jun'zi'yu'xing'san'ri'bu'shi
君子于行義不食也,jun'zi'yu'xing'yi'bu'shi'ye
君子征凶,jun'zi'zheng'xiong
君子正也,jun'zi'zheng'ye
君子之道,jun'zi'zhi'dao
君子之光,jun'zi'zhi'guang
君子终日乾乾,jun'zi'zhong'ri'qian'qian
君子終日乾乾夕惕若厲,jun'zi'zhong'ri'qian'qian'xi'ti'ruo'li
开而当名,kai'er'dang'ming
开国承家,kai'guo'cheng'jia
凯龙,kai'long
凯龙白羊,kai'long'bai'yang
凯龙处女,kai'long'chu'nv
凯龙金牛,kai'long'jin'niu
凯龙巨蟹,kai'long'ju'xie
凯龙摩羯,kai'long'mo'jie
凯龙射手,kai'long'she'shou
凯龙狮子,kai'long'shi'zi
凯龙双鱼,kai'long'shuang'yu
凯龙双子,kai'long'shuang'zi
凯龙水瓶,kai'long'shui'ping
凯龙天枰,kai'long'tian'ping
凯龙天蝎,kai'long'tian'xie
开门,kai'men
开塞,kai'sai
坎不盈祗既平无咎,kan'bu'ying'zhi'ji'ping'wu'jiu
坎宫,kan'gong
坎宫八卦,kan'gong'ba'gua
坎卦,kan'gua
坎六,kan'liu
坎上,kan'shang
坎上兑下,kan'shang'dui'xia
坎上艮下,kan'shang'gen'xia
坎上坎下,kan'shang'kan'xia
坎上坤下,kan'shang'kun'xia
坎上离下,kan'shang'li'xia
坎上乾下,kan'shang'qian'xia
坎上下坤,kan'shang'xia'kun
坎上巽下,kan'shang'xun'xia
坎上震下,kan'shang'zhen'xia
坎下,kan'xia
坎下兑上,kan'xia'dui'shang
坎下艮上,kan'xia'gen'shang
坎下坎上,kan'xia'kan'shang
坎下坤上,kan'xia'kun'shang
坎下离上,kan'xia'li'shang
坎下乾上,kan'xia'qian'shang
坎下巽上,kan'xia'xun'shang
坎下震上,kan'xia'zhen'shang
坎有險求小得,kan'you'xian'qiu'xiao'de
坎者水也,kan'zhe'shui'ye
坎者陷也,kan'zhe'xian'ye
康德学述,kang'de'xue'shu
亢龍有悔,kang'long'you'hui
亢龙有悔,kang'long'you'hui
亢龍有悔窮之災也,kang'long'you'hui'qiong'zhi'zai'ye
康斋文集,kang'zhai'wen'ji
抗战以来几种重要哲学思想评述,kang'zhan'yi'lai'ji'zhong'zhong'yao'zhe'xue'si'xiang'ping'shu
考原,kao'yuan
可不慎乎,ke'bu'shen'hu
可鼓或罢,ke'gu'huo'ba
克洛诺斯,ke'luo'nuo'si
科入,ke'ru
克身,ke'shen
克泄,ke'xie
科学概论,ke'xue'gai'lun
科学与人生观,ke'xue'yu'ren'sheng'guan
科学与人生观陈序,ke'xue'yu'ren'sheng'guan'chen'xu
可以王矣,ke'yi'wang'yi
可用行师,ke'yong'xing'shi
可用行師征邑國也,ke'yong'xing'shi'zheng'yi'guo'ye
可与几也,ke'yu'ji'ye
嗑者合也,ke'zhe'he'ye
可贞,ke'zhen
可貞无咎,ke'zhen'wu'jiu
可贞无咎,ke'zhen'wu'jiu
可貞无咎固有之也,ke'zhen'wu'jiu'gu'you'zhi'ye
空劫,kong'jie
孔经哲学发微,kong'jing'zhe'xue'fa'wei
空破墓绝,kong'po'mu'jue
空亡,kong'wang
孔学杂著,kong'xue'za'zhu
恐致福也,kong'zhi'fu'ye
孔子集语,kong'zi'ji'yu
孔子家语,kong'zi'jia'yu
苦节,ku'jie
苦节贞凶,ku'jie'zhen'xiong
库禄,ku'lu
刳木为舟,ku'mu'wei'zhou
枯杨生华,ku'yang'sheng'hua
枯楊生華何可久也,ku'yang'sheng'hua'he'ke'jiu'ye
枯楊生華老婦得其士夫,ku'yang'sheng'hua'lao'fu'de'qi'shi'fu
枯杨生稊,ku'yang'sheng'ti
枯楊生稊,ku'yang'sheng'ti
宽以居之,kuan'yi'ju'zhi
寬以居之仁以行之,kuan'yi'ju'zhi'ren'yi'xing'zhi
况其迩乎言出乎身,kuang'qi'er'hu'yan'chu'hu'shen
况其迩者乎居其室,kuang'qi'er'zhe'hu'ju'qi'shi
魁罡,kui'gang
睽孤,kui'gu
睽孤見豕負塗,kui'gu'xian'shi'fu'tu
睽孤遇元夫交孚厲无咎,kui'gu'yu'yuan'fu'jiao'fu'li'wu'jiu
睽卦,kui'gua
窥观,kui'guan
窥观女贞,kui'guan'nv'zhen
闚觀女貞亦可醜也,kui'guan'nv'zhen'yi'ke'chou'ye
聩然示人简矣,kui'ran'shi'ren'jian'yi
睽小事吉,kui'xiao'shi'ji
魁钺,kui'yue
睽者乖也,kui'zhe'guai'ye
坤八,kun'ba
坤道成女,kun'dao'cheng'nv
困敦,kun'dun
困而不失其所,kun'er'bu'shi'qi'suo
坤宫,kun'gong
坤宫八卦,kun'gong'ba'gua
困卦,kun'gua
坤卦,kun'gua
坤厚载物,kun'hou'zai'wu
困乎上者,kun'hu'shang'zhe
困龙被伤,kun'long'bei'shang
困蒙,kun'meng
困蒙之吝,kun'meng'zhi'lin
困蒙之吝獨遠實也,kun'meng'zhi'lin'du'yuan'shi'ye
坤柔,kun'rou
坤上,kun'shang
坤上兑下,kun'shang'dui'xia
坤上艮下,kun'shang'gen'xia
坤上坎下,kun'shang'kan'xia
坤上坤下,kun'shang'kun'xia
坤上离下,kun'shang'li'xia
坤上乾下,kun'shang'qian'xia
坤上巽下,kun'shang'xun'xia
坤上震下,kun'shang'zhen'xia
坤下,kun'xia
坤下兑上,kun'xia'dui'shang
坤下艮上,kun'xia'gen'shang
坤下坎上,kun'xia'kan'shang
坤下坤上,kun'xia'kun'shang
坤下离上,kun'xia'li'shang
坤下乾上,kun'xia'qian'shang
坤下巽上,kun'xia'xun'shang
坤下震上,kun'xia'zhen'shang
困学记闻,kun'xue'ji'wen
坤以藏之,kun'yi'cang'zhi
坤以简能,kun'yi'jian'neng
坤阴物也,kun'yin'wu'ye
困于赤绂,kun'yu'chi'fu
困于葛藟,kun'yu'ge'lei
困于金车,kun'yu'jin'che
困于酒食,kun'yu'jiu'shi
坤作成物,kun'zuo'cheng'wu
括囊,kuo'nang
括囊无咎,kuo'nang'wu'jiu
括囊无誉,kuo'nang'wu'yu
来兑,lai'dui
来兑之凶,lai'dui'zhi'xiong
来誉,lai'yu
来章,lai'zhang
来者信也,lai'zhe'xin'ye
来之坎坎,lai'zhi'kan'kan
來之坎坎終无功也,lai'zhi'kan'kan'zhong'wu'gong'ye
蘭臺妙選,lan'tai'miao'xuan
老聃非大贤论,lao'dan'fei'da'xian'lun
劳而不伐,lao'er'bu'fa
老夫得其女妻,lao'fu'de'qi'nv'qi
老妇得其士夫,lao'fu'de'qi'shi'fu
老夫女妻,lao'fu'nv'qi
老妇士夫,lao'fu'shi'fu
老婦士夫亦可醜也,lao'fu'shi'fu'yi'ke'chou'ye
老君音诵诫经,lao'jun'yin'song'jie'jing
老年,lao'nian
劳谦君子,lao'qian'jun'zi
勞謙君子萬民服也,lao'qian'jun'zi'wan'min'fu'ye
老僧托钵,lao'seng'tuo'bo
老阳,lao'yang
老阴,lao'yin
老子,lao'zi
老子本义,lao'zi'ben'yi
老子指归,lao'zi'zhi'gui
老子指略,lao'zi'zhi'lue
乐记,le'ji
乐经,le'jing
乐论,le'lun
乐天知命,le'tian'zhi'ming
乐则行之,le'ze'xing'zhi
雷出地奋,lei'chu'di'fen
雷电皆至,lei'dian'jie'zhi
雷电噬嗑,lei'dian'shi'ke
雷電噬嗑,lei'dian'shi'ke
雷风,lei'feng
雷风相薄,lei'feng'xiang'bo
雷风相与,lei'feng'xiang'yu
雷卦,lei'gua
耒耨之利,lei'nou'zhi'li
雷山小过,lei'shan'xiao'guo
羸豕踟躅,lei'shi'chi'zhu
雷天大壮,lei'tian'da'zhuang
雷以动之,lei'yi'dong'zhi
雷雨之动满盈,lei'yu'zhi'dong'man'ying
雷雨之動滿盈,lei'yu'zhi'dong'man'ying
雷在地中,lei'zai'di'zhong
雷在天上,lei'zai'tian'shang
雷在天上大壯,lei'zai'tian'shang'da'zhuang
雷泽归妹,lei'ze'gui'mei
理财正辞,li'cai'zheng'ci
立成器以为天下利,li'cheng'qi'yi'wei'tian'xia'li
立地之道,li'di'zhi'dao
离宫,li'gong
离宫八卦,li'gong'ba'gua
离卦,li'gua
立国之道,li'guo'zhi'dao
历纪,li'ji
厉吉,li'ji
礼记,li'ji
厉吉无咎,li'ji'wu'jiu
厲吉无咎貞吝,li'ji'wu'jiu'zhen'lin
厉吉贞吝,li'ji'zhen'lin
李家,li'jia
利见大人,li'jian'da'ren
利艰贞吉,li'jian'zhen'ji
礼经,li'jing
利君子貞,li'jun'zi'zhen
利君子贞,li'jun'zi'zhen
历例,li'li
離利貞亨畜牝牛吉,li'li'zhen'heng'chu'pin'niu'ji
离明,li'ming
离群丑也,li'qun'chou'ye
立人之道,li'ren'zhi'dao
离三,li'san
离上,li'shang
离上兑下,li'shang'dui'xia
离上艮下,li'shang'gen'xia
离上坎下,li'shang'kan'xia
离上坤下,li'shang'kun'xia
离上离下,li'shang'li'xia
离上乾下,li'shang'qian'xia
离上巽下,li'shang'xun'xia
离上震下,li'shang'zhen'xia
利涉大川,li'she'da'chuan
