曾几何时,ceng'ji'he'shi
朱陈之睦,zhu'chen'zhi'mu
铢称寸量,zhu'cheng'cun'liang
铢穪寸量,zhu'cheng'cun'liang
铸成大错,zhu'cheng'da'cuo
逐臭之夫,zhu'chou'zhi'fu
诛锄异己,zhu'chu'yi'ji
珠窗网户,zhu'chuang'wang'hu
朱唇粉面,zhu'chun'fen'mian
朱脣粉面,zhu'chun'fen'mian
朱唇皓齿,zhu'chun'hao'chi
朱脣皓齿,zhu'chun'hao'chi
朱唇榴齿,zhu'chun'liu'chi
朱唇玉面,zhu'chun'yu'mian
朱脣玉面,zhu'chun'yu'mian
属词比事,zhu'ci'bi'shi
属辞比事,zhu'ci'bi'shi
主次不分,zhu'ci'bu'fen
铸此大错,zhu'ci'da'cuo
珠翠罗绮,zhu'cui'luo'qi
珠翠之珍,zhu'cui'zhi'zhen
铢寸累积,zhu'cun'lei'ji
朱丹其毂,zhu'dan'qi'gu
逐宕失返,zhu'dang'shi'fan
逐电追风,zhu'dian'zhui'feng
竹钉木屑,zhu'ding'mu'xie
铸鼎象物,zhu'ding'xiang'wu
煮豆燃箕,zhu'dou'ran'ji
煮豆燃萁,zhu'dou'ran'qi
逐队成羣,zhu'dui'cheng'qun
逐队成群,zhu'dui'cheng'qun
诸恶莫作,zhu'e'mo'zuo
祝发空门,zhu'fa'kong'men
祝发披缁,zhu'fa'pi'zi
诸法实相,zhu'fa'shi'xiang
祝发文身,zhu'fa'wen'shen
诸凡百事,zhu'fan'bai'shi
朱轓皁盖,zhu'fan'zao'gai
朱轓皂盖,zhu'fan'zao'gai
著粪佛头,zhu'fen'fo'tou
铢分毫析,zhu'fen'hao'xi
翥凤翔鸾,zhu'feng'xiang'luan
逐风追电,zhu'feng'zhui'dian
朱干玉戚,zhu'gan'yu'qi
珠歌翠舞,zhu'ge'cui'wu
朱阁青楼,zhu'ge'qing'lou
诸葛铜鼓,zhu'ge'tong'gu
祝哽在前祝噎在后,zhu'geng'zai'qian'zhu'ye'zai'hou
祝哽祝噎,zhu'geng'zhu'ye
祝鲠祝噎,zhu'geng'zhu'ye
祝鲠祝饐,zhu'geng'zhu'yi
珠宫贝阙,zhu'gong'bei'que
猪狗不如,zhu'gou'bu'ru
诛故贳误,zhu'gu'shi'wu
主观臆断,zhu'guan'yi'duan
主观主义,zhu'guan'zhu'yi
珠光宝气,zhu'guang'bao'qi
珠光寳气,zhu'guang'bao'qi
珠光剑气,zhu'guang'jian'qi
珠规玉矩,zhu'gui'yu'ju
煮海金丹,zhu'hai'jin'dan
煮鹤焚琴,zhu'he'fen'qin
煮鹤烧琴,zhu'he'shao'qin
硃红标判,zhu'hong'biao'pan
驻红却白,zhu'hong'que'bai
柱后惠文,zhu'hou'hui'wen
伫候佳音,zhu'hou'jia'yin
拄笏看山,zhu'hu'kan'shan
拄笏西山,zhu'hu'xi'shan
著乎竹帛,zhu'hu'zhu'bo
助画方略,zhu'hua'fang'lue
珠还合浦,zhu'huan'he'pu
珠辉玉丽,zhu'hui'yu'li
珠辉玉映,zhu'hui'yu'ying
铢积寸累,zhu'ji'cun'lei
朱姬大仙,zhu'ji'da'xian
珠玑咳唾,zhu'ji'ke'tuo
珠玑满腹,zhu'ji'man'fu
铢积丝累,zhu'ji'si'lei
铢积丝纍,zhu'ji'si'lei
逐机应变,zhu'ji'ying'bian
铢积锱累,zhu'ji'zi'lei
拄颊看山,zhu'jia'kan'shan
铸甲销戈,zhu'jia'xiao'ge
铸剑为犁,zhu'jian'wei'li
铸剑爲犁,zhu'jian'wei'li
助桀为暴,zhu'jie'wei'bao
助桀为恶,zhu'jie'wei'e
助桀为虐,zhu'jie'wei'nue
伫结之情,zhu'jie'zhi'qing
烛尽光穷,zhu'jin'guang'qiong
逐近弃远,zhu'jin'qi'yuan
诛尽杀絶,zhu'jin'sha'jue
诛尽杀绝,zhu'jin'sha'jue
主敬存诚,zhu'jing'cun'cheng
驻景挥戈,zhu'jing'hui'ge
杼井易水,zhu'jing'yi'shui
逐句逐字,zhu'ju'zhu'zi
主客颠倒,zhu'ke'dian'dao
逐客令,zhu'ke'ling
逐客之令,zhu'ke'zhi'ling
朱口皓齿,zhu'kou'hao'chi
竹篮打水,zhu'lan'da'shui
竹篮打水一场空,zhu'lan'da'shui'yi'chang'kong
逐浪随波,zhu'lang'sui'bo
铢累寸积,zhu'lei'cun'ji
珠泪偷弹,zhu'lei'tou'tan
竹篱茅舍,zhu'li'mao'she
逐利争名,zhu'li'zheng'ming
珠联璧合,zhu'lian'bi'he
珠连璧合,zhu'lian'bi'he
株连蔓引,zhu'lian'man'yin
珠联玉映,zhu'lian'yu'ying
铢量寸度,zhu'liang'cun'duo
铢两分寸,zhu'liang'fen'cun
铢两悉称,zhu'liang'xi'chen
铢两相称,zhu'liang'xiang'chen
铢两之奸,zhu'liang'zhi'jian
竹林精舍,zhu'lin'jing'she
竹林名士,zhu'lin'ming'shi
竹林七贤,zhu'lin'qi'xian
竹林之游,zhu'lin'zhi'you
珠零锦粲,zhu'ling'jin'can
珠零玉落,zhu'ling'yu'luo
珠流璧转,zhu'liu'bi'zhuan
逐流忘返,zhu'liu'wang'fan
朱楼碧瓦,zhu'lou'bi'wa
朱楼翠阁,zhu'lou'cui'ge
朱楼绮户,zhu'lou'qi'hu
舳舻千里,zhu'lu'qian'li
舳舻相继,zhu'lu'xiang'ji
舳舻相接,zhu'lu'xiang'jie
逐鹿中原,zhu'lu'zhong'yuan
祝僇祝鲠,zhu'lu'zhu'geng
朱轮华毂,zhu'lun'hua'gu
珠落玉盘,zhu'luo'yu'pan
珠履三千,zhu'lv'san'qian
竹马之好,zhu'ma'zhi'hao
竹马之交,zhu'ma'zhi'jiao
竹马之友,zhu'ma'zhi'you
属毛离里,zhu'mao'li'li
朱门绣户,zhu'men'xiu'hu
朱甍碧瓦,zhu'meng'bi'wa
主明臣直,zhu'ming'chen'zhi
逐名趋势,zhu'ming'qu'shi
朱墨烂然,zhu'mo'lan'ran
逐末弃本,zhu'mo'qi'ben
逐末舍本,zhu'mo'she'ben
逐末忘本,zhu'mo'wang'ben
铸木镂冰,zhu'mu'lou'bing
煮弩为粮,zhu'nu'wei'liang
朱槃玉敦,zhu'pan'yu'dui
朱盘玉敦,zhu'pan'yu'dui
珠槃玉敦,zhu'pan'yu'dun
珠盘玉敦,zhu'pan'yu'dun
猪朋狗友,zhu'peng'gou'you
竹皮电壶,zhu'pi'dian'hu
竹批双耳,zhu'pi'shuang'er
朱批谕旨,zhu'pi'yu'zhi
硃批谕旨,zhu'pi'yu'zhi
诸亲好友,zhu'qin'hao'you
诸亲六眷,zhu'qin'liu'juan
祝禽疏网,zhu'qin'shu'wang
竹罄南山,zhu'qing'nan'shan
竹清松瘦,zhu'qing'song'shou
主情造意,zhu'qing'zao'yi
诛求不已,zhu'qiu'bu'yi
诛求无度,zhu'qiu'wu'du
诛求无时,zhu'qiu'wu'shi
诛求无厌,zhu'qiu'wu'yan
诛求无已,zhu'qiu'wu'yi
朱雀玄武,zhu'que'xuan'wu
祝染梦榜,zhu'ran'meng'bang
珠绕翠围,zhu'rao'cui'wei
属人耳目,zhu'ren'er'mu
助人为乐,zhu'ren'wei'le
主人翁,zhu'ren'weng
助人下石,zhu'ren'xia'shi
逐日千里,zhu'ri'qian'li
逐日追风,zhu'ri'zhui'feng
主辱臣死,zhu'ru'chen'si
诸如此比,zhu'ru'ci'bi
诸如此类,zhu'ru'ci'lei
诸如此例,zhu'ru'ci'li
侏儒观戏,zhu'ru'guan'xi
侏儒一节,zhu'ru'yi'jie
珠襦玉匣,zhu'ru'yu'xia
珠襦玉柙,zhu'ru'yu'xia
诸若此类,zhu'ruo'ci'lei
诸色人等,zhu'se'ren'deng
朱砂海棠,zhu'sha'hai'tang
劚山觅玉,zhu'shan'mi'yu
铸山煑海,zhu'shan'zhu'hai
铸山煮海,zhu'shan'zhu'hai
主少国疑,zhu'shao'guo'yi
筑舍道傍,zhu'she'dao'bang
主圣臣良,zhu'sheng'chen'liang
主圣臣直,zhu'sheng'chen'zhi
筑室道谋,zhu'shi'dao'mou
筑室反耕,zhu'shi'fan'geng
铢施两较,zhu'shi'liang'jiao
筑室谋道,zhu'shi'mou'dao
诸事麇集,zhu'shi'qun'ji
柱石之臣,zhu'shi'zhi'chen
柱石之寄,zhu'shi'zhi'ji
柱石之坚,zhu'shi'zhi'jian
柱石之士,zhu'shi'zhi'shi
著手成春,zhu'shou'cheng'chun
祝寿延年,zhu'shou'yan'nian
朱寿之器,zhu'shou'zhi'qi
主守自盗,zhu'shou'zi'dao
著书等身,zhu'shu'deng'shen
著述等身,zhu'shu'deng'shen
著书立论,zhu'shu'li'lun
著书立说,zhu'shu'li'shuo
著书立言,zhu'shu'li'yan
蛛丝卜巧,zhu'si'bu'qiao
蛛丝尘网,zhu'si'chen'wang
蛛丝虫迹,zhu'si'chong'ji
朱丝练弦,zhu'si'lian'xian
朱丝练絃,zhu'si'lian'xian
蛛丝马迹,zhu'si'ma'ji
蛛丝煤尾,zhu'si'mei'wei
蛛丝鼠迹,zhu'si'shu'ji
朱丝萦社,zhu'si'ying'she
筑台募士,zhu'tai'mu'shi
筑坛拜将,zhu'tan'bai'jiang
柱天踏地,zhu'tian'ta'di
助天为虐,zhu'tian'wei'nue
珠投璧抵,zhu'tou'bi'di
竹头木屑,zhu'tou'mu'xie
猪头三牲,zhu'tou'san'sheng
箸土傅籍,zhu'tu'fu'ji
猪突豨勇,zhu'tu'xi'yong
逐兔先得,zhu'tu'xian'de
祝鮀之佞,zhu'tuo'zhi'ning
蛛网尘埃,zhu'wang'chen'ai
蛛网尘封,zhu'wang'chen'feng
珠围翠绕,zhu'wei'cui'rao
珠围翠拥,zhu'wei'cui'yong
麈尾之诲,zhu'wei'zhi'hui
主文谲谏,zhu'wen'jue'jian
朱文之轸,zhu'wen'zhi'zhen
助我张目,zhu'wo'zhang'mu
逐物不还,zhu'wu'bu'huan
竹溪六逸,zhu'xi'liu'yi
珠徙珠还,zhu'xi'zhu'huan
主贤臣良,zhu'xian'chen'liang
朱弦三叹,zhu'xian'san'tan
朱絃三叹,zhu'xian'san'tan
朱弦疏越,zhu'xian'shu'yue
朱弦玉磬,zhu'xian'yu'qing
祝孝嘏慈,zhu'xiao'gu'ci
柱小倾大,zhu'xiao'qing'da
朱销文簿,zhu'xiao'wen'bu
朱榭雕阑,zhu'xie'diao'lan
主心骨,zhu'xin'gu
主心馄饨,zhu'xin'hun'tun
逐新趋异,zhu'xin'qu'yi
逐新趣异,zhu'xin'qu'yi
铸新淘旧,zhu'xin'tao'jiu
诛心之论,zhu'xin'zhi'lun
诛心之律,zhu'xin'zhi'lv
诸行无常,zhu'xing'wu'chang
诛凶讨逆,zhu'xiong'tao'ni
诛凶殄逆,zhu'xiong'tian'ni
注玄尚白,zhu'xuan'shang'bai
竹烟波月,zhu'yan'bo'yue
朱颜翠发,zhu'yan'cui'fa
筑岩钓渭,zhu'yan'diao'wei
朱颜粉面,zhu'yan'fen'mian
朱颜鹤发,zhu'yan'he'fa
朱颜绿鬓,zhu'yan'lv'bin
朱颜绿发,zhu'yan'lv'fa
驻顔益寿,zhu'yan'yi'shou
驻颜益寿,zhu'yan'yi'shou
驻颜有术,zhu'yan'you'shu
祝咽祝哽,zhu'yan'zhu'geng
朱衣点额,zhu'yi'dian'e
朱衣点头,zhu'yi'dian'tou
诛一警百,zhu'yi'jing'bai
朱衣使者,zhu'yi'shi'zhe
主一无适,zhu'yi'wu'shi
朱衣象笏,zhu'yi'xiang'hu
诛意之法,zhu'yi'zhi'fa
逐影吠声,zhu'ying'fei'sheng
烛影斧声,zhu'ying'fu'sheng
逐影随波,zhu'ying'sui'bo
祝英台近,zhu'ying'tai'jin
注萤沃雪,zhu'ying'wo'xue
逐影寻声,zhu'ying'xun'sheng
烛影摇红,zhu'ying'yao'hong
主忧臣劳,zhu'you'chen'lao
主忧臣辱,zhu'you'chen'ru
著有成效,zhu'you'cheng'xiao
诸有此类,zhu'you'ci'lei
朱游和药,zhu'you'he'yao
杼柚空虚,zhu'you'kong'xu
杼柚其空,zhu'you'qi'kong
蛛游蜩化,zhu'you'tiao'hua
杼柚之空,zhu'you'zhi'kong
劚玉如泥,zhu'yu'ru'ni
珠玉在傍,zhu'yu'zai'bang
珠玉在侧,zhu'yu'zai'ce
珠玉之论,zhu'yu'zhi'lun
著于竹帛,zhu'yu'zhu'bo
竹园精舍,zhu'yuan'jing'she
属垣有耳,zhu'yuan'you'er
珠圆玉洁,zhu'yuan'yu'jie
珠圆玉润,zhu'yuan'yu'run
贮云含雾,zhu'yun'han'wu
朱云折槛,zhu'yun'she'jian
猪仔国会,zhu'zai'guo'hui
猪仔议员,zhu'zai'yi'yuan
竹杖成龙,zhu'zhang'cheng'long
竹杖化龙,zhu'zhang'hua'long
竹杖芒鞋,zhu'zhang'mang'xie
竹杖芒鞵,zhu'zhang'mang'xie
烛照数计,zhu'zhao'shu'ji
主者施行,zhu'zhe'shi'xing
诛榛薙梗,zhu'zhen'ti'geng
著之竹帛,zhu'zhi'zhu'bo
竹中高士,zhu'zhong'gao'shi
煮粥焚须,zhu'zhou'fen'xu
助纣为虐,zhu'zhou'wei'nue
朱朱白白,zhu'zhu'bai'bai
逐逐眈眈,zhu'zhu'dan'dan
朱朱粉粉,zhu'zhu'fen'fen
铢铢较量,zhu'zhu'jiao'liang
铢铢校量,zhu'zhu'xiao'liang
诸子百家,zhu'zi'bai'jia
朱紫交竞,zhu'zi'jiao'jing
朱紫难别,zhu'zi'nan'bie
朱紫相夺,zhu'zi'xiang'duo
逐字逐句,zhu'zi'zhu'ju
著作等身,zhu'zuo'deng'shen
著作权法,zhu'zuo'quan'fa
抓耳挠腮,zhua'er'nao'sai
抓耳揉腮,zhua'er'rou'sai
抓耳搔腮,zhua'er'sao'sai
抓纲带目,zhua'gang'dai'mu
抓乖卖俏,zhua'guai'mai'qiao
抓乖弄俏,zhua'guai'nong'qiao
抓尖卖乖,zhua'jian'mai'guai
抓尖要强,zhua'jian'yao'qiang
髽麻戴絰,zhua'ma'dai'die
髽麻戴绖,zhua'ma'dai'die
抓拿骗吃,zhua'na'pian'chi
抓牛鼻子,zhua'niu'bi'zi
抓破脸皮,zhua'po'lian'pi
抓破脸子,zhua'po'lian'zi
抓破面皮,zhua'po'mian'pi
抓腮挖耳,zhua'sai'wa'er
抓头挖耳,zhua'tou'wa'er
抓小辫子,zhua'xiao'bian'zi
抓心挠肝,zhua'xin'nao'gan
拽欛扶犁,zhuai'ba'fu'li
拽欛扶犂,zhuai'ba'fu'li
拽布披麻,zhuai'bu'pi'ma
拽布拖麻,zhuai'bu'tuo'ma
拽耙扶犁,zhuai'pa'fu'li
拽拳丢跌,zhuai'quan'diu'die
拽巷啰街,zhuai'xiang'luo'jie
拽巷攞街,zhuai'xiang'luo'jie
拽巷逻街,zhuai'xiang'luo'jie
拽象拖犀,zhuai'xiang'tuo'xi
转败为成,zhuan'bai'wei'cheng
转败为功,zhuan'bai'wei'gong
转败爲功,zhuan'bai'wei'gong
转败为胜,zhuan'bai'wei'sheng
转悲为喜,zhuan'bei'wei'xi
转侧不安,zhuan'ce'bu'an
转嗔为喜,zhuan'chen'wei'xi
转愁为喜,zhuan'chou'wei'xi
转东过西,zhuan'dong'guo'xi
转斗千里,zhuan'dou'qian'li
转鬭千里,zhuan'dou'qian'li
转凡为圣,zhuan'fan'wei'sheng
专房之宠,zhuan'fang'zhi'chong
转关六幺,zhuan'guan'liu'yao
转海回天,zhuan'hai'hui'tian
专横跋扈,zhuan'heng'ba'hu
转喉触讳,zhuan'hou'chu'hui
转祸为福,zhuan'huo'wei'fu
转祸爲福,zhuan'huo'wei'fu
专己守残,zhuan'ji'shou'can
专精覃思,zhuan'jing'qin'si
篆刻虫雕,zhuan'ke'chong'diao
专科辞典,zhuan'ke'ci'dian
专款专用,zhuan'kuan'zhuan'yong
转来转去,zhuan'lai'zhuan'qu
转轮圣王,zhuan'lun'sheng'wang
专美于前,zhuan'mei'yu'qian
专门名家,zhuan'men'ming'jia
专门学校,zhuan'men'xue'xiao
转眄流精,zhuan'mian'liu'jing
转面无情,zhuan'mian'wu'qing
转念之间,zhuan'nian'zhi'jian
转盼流光,zhuan'pan'liu'guang
专气致柔,zhuan'qi'zhi'rou
专权跋扈,zhuan'quan'ba'hu
专权擅势,zhuan'quan'shan'shi
专权误国,zhuan'quan'wu'guo
专权恣肆,zhuan'quan'zi'si
转日回天,zhuan'ri'hui'tian
专擅跋扈,zhuan'shan'ba'hu
转瞬即逝,zhuan'shun'ji'shi
转瞬之间,zhuan'shun'zhi'jian
转死沟壑,zhuan'si'gou'he
转死沟渠,zhuan'si'gou'qu
转疃寻村,zhuan'tuan'xun'cun
转弯抹角,zhuan'wan'mo'jiao
转弯磨角,zhuan'wan'mo'jiao
转湾抹角,zhuan'wan'mo'jiao
转危为安,zhuan'wei'wei'an
转危爲安,zhuan'wei'wei'an
转徙无常,zhuan'xi'wu'chang
专心向公,zhuan'xin'xiang'gong
专心一意,zhuan'xin'yi'yi
专心一志,zhuan'xin'yi'zhi
专心一致,zhuan'xin'yi'zhi
专心致志,zhuan'xin'zhi'zhi
颛顼之虚,zhuan'xu'zhi'xu
转眼即逝,zhuan'yan'ji'shi
转眼之间,zhuan'yan'zhi'jian
专一不移,zhuan'yi'bu'yi
转益多师,zhuan'yi'duo'shi
转忧为喜,zhuan'you'wei'xi
馔玉炊金,zhuan'yu'chui'jin
馔玉炊珠,zhuan'yu'chui'zhu
转于沟壑,zhuan'yu'gou'he
专欲难成,zhuan'yu'nan'cheng
转灾为福,zhuan'zai'wei'fu
转辗反侧,zhuan'zhan'fan'ce
转战千里,zhuan'zhan'qian'li
撰杖捧屦,zhuan'zhang'peng'ju
转转宛宛,zhuan'zhuan'wan'wan
转转相因,zhuan'zhuan'xiang'yin
专恣跋扈,zhuan'zi'ba'hu
装痴卖傻,zhuang'chi'mai'sha
装痴做疯,zhuang'chi'zuo'feng
装痴作傻,zhuang'chi'zuo'sha
装痴作态,zhuang'chi'zuo'tai
装葱卖蒜,zhuang'cong'mai'suan
妆呆妆婪,zhuang'dai'zhuang'lan
撞倒南墙,zhuang'dao'nan'qiang
装点门面,zhuang'dian'men'mian
妆点一新,zhuang'dian'yi'xin
装点一新,zhuang'dian'yi'xin
壮发冲冠,zhuang'fa'chong'guan
装疯卖俏,zhuang'feng'mai'qiao
装疯卖傻,zhuang'feng'mai'sha
装疯作痴,zhuang'feng'zuo'chi
装疯作傻,zhuang'feng'zuo'sha
壮夫不为,zhuang'fu'bu'wei
撞府冲州,zhuang'fu'chong'zhou
撞府穿州,zhuang'fu'chuan'zhou
装潢门面,zhuang'huang'men'mian
妆啉妆呆,zhuang'lin'zhuang'dai
装聋卖傻,zhuang'long'mai'sha
装聋装哑,zhuang'long'zhuang'ya
装聋作痴,zhuang'long'zuo'chi
妆聋作哑,zhuang'long'zuo'ya
妆聋做哑,zhuang'long'zuo'ya
装聋作哑,zhuang'long'zuo'ya
装聋做哑,zhuang'long'zuo'ya
装蟒吃象,zhuang'mang'chi'xiang
状貌不及中人,zhuang'mao'bu'ji'zhong'ren
装门面,zhuang'men'mian
妆嫫费黛,zhuang'mo'fei'dai
装模装样,zhuang'mo'zhuang'yang
装麽做大,zhuang'mo'zuo'da
妆模作样,zhuang'mo'zuo'yang
装模做样,zhuang'mo'zuo'yang
装模作样,zhuang'mu'zuo'yang
撞破烟楼,zhuang'po'yan'lou
壮气凌云,zhuang'qi'ling'yun
壮气吞牛,zhuang'qi'tun'niu
装腔作势,zhuang'qiang'zuo'shi
装腔做势,zhuang'qiang'zuo'shi
装腔作态,zhuang'qiang'zuo'tai
装怯作勇,zhuang'qie'zuo'yong
装穷叫苦,zhuang'qiong'jiao'ku
装傻充愣,zhuang'sha'chong'leng
装神扮鬼,zhuang'shen'ban'gui
装神弄鬼,zhuang'shen'nong'gui
装神做鬼,zhuang'shen'zuo'gui
庄生梦蝶,zhuang'sheng'meng'die
壮士断臂,zhuang'shi'duan'bi
壮士断腕,zhuang'shi'duan'wan
壮士解腕,zhuang'shi'jie'wan
撞尸游魂,zhuang'shi'you'hun
装死卖活,zhuang'si'mai'huo
装孙子,zhuang'sun'zi
撞头搕脑,zhuang'tou'ke'nao
撞头磕脑,zhuang'tou'ke'nao
撞头撞脑,zhuang'tou'zhuang'nao
庄舄思归,zhuang'xi'si'gui
庄舄吟,zhuang'xi'yin
庄舄越吟,zhuang'xi'yue'yin
壮心不已,zhuang'xin'bu'yi
装虚作假,zhuang'xu'zuo'jia
庄严宝相,zhuang'yan'bao'xiang
装洋吃相,zhuang'yang'chi'xiang
装洋蒜,zhuang'yang'suan
装妖作怪,zhuang'yao'zuo'guai
装一佛像一佛,zhuang'yi'fo'xiang'yi'fo
状元及第,zhuang'yuan'ji'di
撞阵冲军,zhuang'zhen'chong'jun
壮志凌云,zhuang'zhi'ling'yun
壮志难酬,zhuang'zhi'nan'chou
壮志未酬,zhuang'zhi'wei'chou
撞钟吹螺,zhuang'zhong'chui'luo
撞钟伐鼓,zhuang'zhong'fa'gu
撞钟击鼓,zhuang'zhong'ji'gu
撞钟舞女,zhuang'zhong'wu'nv
庄周梦蝶,zhuang'zhou'meng'die
庄庄其士,zhuang'zhuang'qi'shi
追本穷源,zhui'ben'qiong'yuan
追本求源,zhui'ben'qiu'yuan
追本溯源,zhui'ben'su'yuan
追奔逐北,zhui'ben'zhu'bei
锥出囊中,zhui'chu'nang'zhong
锥处囊中,zhui'chu'nang'zhong
缀辞之士,zhui'ci'zhi'shi
锥刀之利,zhui'dao'zhi'li
锥刀之末,zhui'dao'zhi'mo
锥刀之用,zhui'dao'zhi'yong
追风捕影,zhui'feng'bu'ying
追风掣电,zhui'feng'che'dian
追风觅影,zhui'feng'mi'ying
追风摄景,zhui'feng'nie'jing
追风蹑景,zhui'feng'nie'jing
追风蹑影,zhui'feng'nie'ying
追风逐电,zhui'feng'zhu'dian
追风逐日,zhui'feng'zhu'ri
追风逐影,zhui'feng'zhu'ying
追根刨底,zhui'gen'bao'di
追根查源,zhui'gen'cha'yuan
追根究底,zhui'gen'jiu'di
追根究蒂,zhui'gen'jiu'di
追根穷源,zhui'gen'qiong'yuan
追根求源,zhui'gen'qiu'yuan
追根溯源,zhui'gen'su'yuan
追根问底,zhui'gen'wen'di
追根寻底,zhui'gen'xun'di
追官勒停,zhui'guan'le'ting
坠欢可拾,zhui'huan'ke'shi
追欢买笑,zhui'huan'mai'xiao
追欢卖笑,zhui'huan'mai'xiao
追欢取乐,zhui'huan'qu'le
追欢作乐,zhui'huan'zuo'le
追悔不及,zhui'hui'bu'ji
追悔何及,zhui'hui'he'ji
追悔莫及,zhui'hui'mo'ji
追悔无及,zhui'hui'wu'ji
追魂夺命,zhui'hun'duo'ming
追魂夺魄,zhui'hun'duo'po
坠溷飘茵,zhui'hun'piao'yin
追魂摄魄,zhui'hun'she'po
椎髻布衣,zhui'ji'bu'yi
椎髻卉裳,zhui'ji'hui'shang
椎髻箕坐,zhui'ji'ji'zuo
椎髻髽首,zhui'ji'zhua'shou
椎髻左言,zhui'ji'zuo'yan
椎结左袵,zhui'jie'zuo'ren
坠屦遗簪,zhui'ju'yi'zan
椎鲁敦朴,zhui'lu'dun'pu
椎鲁朴钝,zhui'lu'pu'dun
椎轮大辂,zhui'lun'da'lu
追名逐利,zhui'ming'zhu'li
椎拍輐断,zhui'pai'wan'duan
椎拍宛转,zhui'pai'wan'zhuan
追趋逐耆,zhui'qu'zhu'shi
赘食太仓,zhui'shi'tai'cang
追驷不及,zhui'si'bu'ji
椎天抢地,zhui'tian'qiang'di
坠兔收光,zhui'tu'shou'guang
追亡逐北,zhui'wang'zhu'bei
追亡逐遁,zhui'wang'zhu'dun
缀文之士,zhui'wen'zhi'shi
锥心刺骨,zhui'xin'ci'gu
锥行之陈,zhui'xing'zhi'chen
赘壻得牛,zhui'xu'de'niu
赘婿得牛,zhui'xu'de'niu
赘阉遗丑,zhui'yan'yi'chou
坠茵落混,zhui'yin'luo'hun
坠茵落溷,zhui'yin'luo'hun
缀玉联珠,zhui'yu'lian'zhu
追远慎终,zhui'yuan'shen'zhong
追云逐电,zhui'yun'zhu'dian
惴惴不安,zhui'zhui'bu'an
追踪觅影,zhui'zong'mi'ying
追踪问迹,zhui'zong'wen'ji
准情酌理,zhun'qing'zhuo'li
迍邅之世,zhun'zhan'zhi'shi
谆谆不倦,zhun'zhun'bu'juan
谆谆告戒,zhun'zhun'gao'jie
谆谆告诫,zhun'zhun'gao'jie
谆谆诰诫,zhun'zhun'gao'jie
谆谆教导,zhun'zhun'jiao'dao
谆谆教诲,zhun'zhun'jiao'hui
谆谆善诱,zhun'zhun'shan'you
谆谆翕翕,zhun'zhun'xi'xi
肫肫煦煦,zhun'zhun'xu'xu
灼艾分痛,zhuo'ai'fen'tong
捉班做势,zhuo'ban'zuo'shi
拙贝罗香,zhuo'bei'luo'xiang
灼背烧顶,zhuo'bei'shao'ding
灼背烧项,zhuo'bei'shao'xiang
灼臂落发,zhuo'bi'luo'fa
捉刀代笔,zhuo'dao'dai'bi
捉刀人,zhuo'dao'ren
斫琱为朴,zhuo'diao'wei'pu
斫雕为朴,zhuo'diao'wei'pu
斲雕为朴,zhuo'diao'wei'pu
卓尔不羣,zhuo'er'bu'qun
卓尔不群,zhuo'er'bu'qun
卓尔出群,zhuo'er'chu'qun
卓而出群,zhuo'er'chu'qun
卓尔独行,zhuo'er'du'xing
擢发抽肠,zhuo'fa'chou'chang
擢发莫数,zhuo'fa'mo'shu
擢发难数,zhuo'fa'nan'shu
斫方为圆,zhuo'fang'wei'yuan
捉风捕影,zhuo'feng'bu'ying
捉风捕月,zhuo'feng'bu'yue
酌古参今,zhuo'gu'can'jin
浊骨凡胎,zhuo'gu'fan'tai
酌古沿今,zhuo'gu'yan'jin
酌古御今,zhuo'gu'yu'jin
酌古斟今,zhuo'gu'zhen'jin
酌古准今,zhuo'gu'zhun'jin
卓诡变幻,zhuo'gui'bian'huan
卓诡不伦,zhuo'gui'bu'lun
捉鬼放鬼,zhuo'gui'fang'gui
捉鬼卖钱,zhuo'gui'mai'qian
卓乎不羣,zhuo'hu'bu'qun
卓乎不群,zhuo'hu'bu'qun
捉虎擒蛟,zhuo'hu'qin'jiao
捉鸡駡狗,zhuo'ji'ma'gou
捉鸡骂狗,zhuo'ji'ma'gou
捉奸见床,zhuo'jian'jian'chuang
捉奸见双拿贼要赃,zhuo'jian'jian'shuang'na'zei'yao'zang
捉奸见双抓贼见赃,zhuo'jian'jian'shuang'zhua'zei'jian'zang
捉奸见双捉贼见赃,zhuo'jian'jian'shuang'zhuo'zei'jian'zang
捉奸要双抓贼要赃,zhuo'jian'yao'shuang'zhua'zei'yao'zang
灼见真知,zhuo'jian'zhen'zhi
捉奸捉双,zhuo'jian'zhuo'shuang
捉将官里去,zhuo'jiang'guan'li'qu
捉将挟人,zhuo'jiang'xie'ren
擢筋剥肤,zhuo'jin'bo'fu
擢筋割骨,zhuo'jin'ge'gu
捉衿见肘,zhuo'jin'jian'zhou
捉襟见肘,zhuo'jin'jian'zhou
捉衿露肘,zhuo'jin'lu'zhou
捉襟露肘,zhuo'jin'lu'zhou
捉衿肘见,zhuo'jin'zhou'jian
捉襟肘见,zhuo'jin'zhou'jian
酌金馔玉,zhuo'jin'zhuan'yu
浊泾清渭,zhuo'jing'qing'wei
浊酒菲肴,zhuo'jiu'fei'yao
浊酒一杯,zhuo'jiu'yi'bei
卓绝千古,zhuo'jue'qian'gu
拙口笨腮,zhuo'kou'ben'sai
拙口钝辞,zhuo'kou'dun'ci
拙口钝腮,zhuo'kou'dun'sai
