阿巴嘎旗,a'ba'ga'qi
正睡呀,zheng'shui'ya
正镶白旗,zheng'xiang'bai'qi
正走呀,zheng'zou'ya
知道就是,zhi'dao'jiu'shi
知道了哇,zhi'dao'le'wa
知道你就,zhi'dao'ni'jiu
知道也是,zhi'dao'ye'shi
中户,zhong'hu
中蒙医院,zhong'meng'yi'yuan
中午吃啥呀,zhong'wu'chi'sha'ya
中心支行,zhong'xin'zhi'hang
中指出,zhong'zhi'chu
中专路,zhong'zhuan'lu
主编的,zhu'bian'de
住的了,zhu'de'le
住的呢,zhu'de'ne
朱日和,zhu'ri'he
住哇,zhu'wa
砖茶,zhuan'cha
装修家,zhuang'xiu'jia
准备睡呀,zhun'bei'shui'ya
准备走呀,zhun'bei'zou'ya
准格尔,zhun'ge'er
准格尔旗,zhun'ge'er'qi
准旗,zhun'qi
卓拉,zhuo'la
卓娜,zhuo'na
卓资,zhuo'zi
卓资山,zhuo'zi'shan
卓资县,zhuo'zi'xian
自己看哇,zi'ji'kan'wa
自治区,zi'zhi'qu
走的了,zou'de'le
走的呢,zou'de'ne
走几天,zou'ji'tian
走开么,zou'kai'me
走开没,zou'kai'mei
走了哇,zou'le'wa
走哪儿了,zou'na'er'le
走哪啦,zou'na'la
走哪了,zou'na'le
走思,zou'si
走呀,zou'ya
走呀不,zou'ya'bu
最亲了,zui'qin'le
坐的了,zuo'de'le
坐的呢,zuo'de'ne
左旗,zuo'qi
作甚得了,zuo'shen'de'le
作甚呀,zuo'shen'ya
做营生,zuo'ying'sheng
