哀而不伤,ai'er'bu'shang
为臣不易,wei'chen'bu'yi
未成一篑,wei'cheng'yi'kui
唯赤非邦也与,wei'chi'fei'bang'ye'yu
威而不猛,wei'er'bu'meng
微管仲,wei'guan'zhong
为国以礼,wei'guo'yi'li
唯何,wei'he
未何远之有,wei'he'yuan'zhi'you
唯谨尔,wei'jin'er
未尽善也,wei'jin'shan'ye
唯酒无量,wei'jiu'wu'liang
为君,wei'jun
卫君待子而为政,wei'jun'dai'zi'er'wei'zheng
为君难,wei'jun'nan
未可也,wei'ke'ye
未可与,wei'ke'yu
未可与立,wei'ke'yu'li
未可与适道,wei'ke'yu'shi'dao
唯恐有闻,wei'kong'you'wen
为礼不敬,wei'li'bu'jing
为力不同科,wei'li'bu'tong'ke
卫灵公第十五,wei'ling'gong'di'shi'wu
卫灵公问陈於孔子,wei'ling'gong'wen'chen'yu'kong'zi
谓门弟子曰,wei'men'di'zi'yue
为命,wei'ming
未能事人,wei'neng'shi'ren
为佞也,wei'ning'ye
为其然也,wei'qi'ran'ye
唯其言而莫予违也,wei'qi'yan'er'mo'yu'wei'ye
唯求则非邦也与,wei'qiu'ze'fei'bang'ye'yu
为仁,wei'ren
未仁乎,wei'ren'hu
唯仁者能好人,wei'ren'zhe'neng'hao'ren
未入於室也,wei'ru'yu'shi'ye
未若贫而乐,wei'ruo'pin'er'le
微生亩谓孔子曰,wei'sheng'mu'wei'kong'zi'yue
唯天为大,wei'tian'wei'da
为同姓,wei'tong'xing
巍巍乎,wei'wei'hu
未闻好学者也,wei'wen'hao'xue'zhe'ye
惟我与尔有是夫,wei'wo'yu'er'you'shi'fu
谓武,wei'wu
为孝乎,wei'xiao'hu
危行,wei'xing
危言,wei'yan
唯尧则之,wei'yao'ze'zhi
未有小人而仁者也,wei'you'xiao'ren'er'ren'zhe'ye
为赵魏老则优,wei'zhao'wei'lao'ze'you
为政第二,wei'zheng'di'er
为政以德,wei'zheng'yi'de
未之,wei'zhi
未知,wei'zhi
违之,wei'zhi
为之难,wei'zhi'nan
未之能行,wei'zhi'neng'xing
谓之仁矣乎,wei'zhi'ren'yi'hu
未之思也,wei'zhi'si'ye
谓之吴孟子,wei'zhi'wu'meng'zi
未之有也,wei'zhi'you'ye
卫之政,wei'zhi'zheng
未足与议也,wei'zu'yu'yi'ye
文,wen
问,wen
文不在兹乎,wen'bu'zai'zi'hu
温故而知新,wen'gu'er'zhi'xin
问仁,wen'ren
问人於他邦,wen'ren'yu'ta'bang
文胜质则史,wen'sheng'zhi'ze'shi
闻斯行之,wen'si'xing'zhi
闻斯行诸,wen'si'xing'zhu
文王既没,wen'wang'ji'mei
文献不足故也,wen'xian'bu'zu'gu'ye
文学,wen'xue
闻义不能从,wen'yi'bu'neng'cong
文犹质也,wen'you'zhi'ye
问於孔子,wen'yu'kong'zi
问政,wen'zheng
文质彬彬,wen'zhi'bin'bin
文致出版社,wen'zhi'chu'ban'she
文之以礼乐,wen'zhi'yi'li'le
我爱其礼,wo'ai'qi'li
我不欲人之加诸我也,wo'bu'yu'ren'zhi'jia'zhu'wo'ye
我待贾者也,wo'dai'jia'zhe'ye
我独亡,wo'du'wang
我对曰,wo'dui'yue
我非生而知之者,wo'fei'sheng'er'zhi'zhi'zhe
我叩其两端而,wo'kou'qi'liang'duan'er
我如浮云,wo'ru'fu'yun
我未见好仁者,wo'wei'jian'hao'ren'zhe
我未见力不足者,wo'wei'jian'li'bu'zu'zhe
我未见也,wo'wei'jian'ye
我无能焉,wo'wu'neng'yan
我无是也,wo'wu'shi'ye
我欲仁,wo'yu'ren
五,wu
毋,wu
毋必,wu'bi
吾必谓之学矣,wu'bi'wei'zhi'xue'yi
吾不得而见之矣,wu'bu'de'er'jian'zhi'yi
吾不得静之矣,wu'bu'de'jing'zhi'yi
吾不如老农,wu'bu'ru'lao'nong
吾不如老圃,wu'bu'ru'lao'pu
吾不试,wu'bu'shi
吾不徒行,wu'bu'tu'xing
吾不信也,wu'bu'xin'ye
吾不欲观之矣,wu'bu'yu'guan'zhi'yi
吾不与祭,wu'bu'yu'ji
吾不与也,wu'bu'yu'ye
吾不知之矣,wu'bu'zhi'zhi'yi
无臣而为有臣,wu'chen'er'wei'you'chen
吾从下,wu'cong'xia
吾从众,wu'cong'zhong
吾从周,wu'cong'zhou
勿惮改,wu'dan'gai
吾党,wu'dang
吾党有直躬者,wu'dang'you'zhi'gong'zhe
吾党之小子狂简,wu'dang'zhi'xiao'zi'kuang'jian
吾道一以贯之,wu'dao'yi'yi'guan'zhi
无道则隐,wu'dao'ze'yin
吾得而食诸,wu'de'er'shi'zhu
无恶也,wu'e'ye
无攻人之恶,wu'gong'ren'zhi'e
毋固,wu'gu
吾何以观之哉,wu'he'yi'guan'zhi'zai
吾何执,wu'he'zhi
呜呼,wu'hu
吾见其进也,wu'jian'qi'jin'ye
吾见其居於位也,wu'jian'qi'ju'yu'wei'ye
无见小利,wu'jian'xiao'li
吾见於夫子,wu'jian'yu'fu'zi
吾将问之,wu'jiang'wen'zhi
无倦,wu'juan
无乐乎,wu'le'hu
吾力犹能肆诸市朝,wu'li'you'neng'si'zhu'shi'chao
巫马期以告,wu'ma'qi'yi'gao
务民之义,wu'min'zhi'yi
吾末如之何也已矣,wu'mo'ru'zhi'he'ye'yi'yi
无莫也,wu'mo'ye
无乃大简,wu'nai'da'jian
无乃为佞乎,wu'nai'wei'ning'hu
吾能言之,wu'neng'yan'zhi
无甯死於二三子之手乎,wu'ning'si'yu'er'san'zi'zhi'shou'hu
勿欺也,wu'qi'ye
吾其与闻之,wu'qi'yu'wen'zhi
吾日三省吾身为人谋而不忠乎,wu'ri'san'xing'wu'shen'wei'ren'mou'er'bu'zhong'hu
吾少也贱,wu'shao'ye'jian
五十而知天命,wu'shi'er'zhi'tian'ming
无施劳,wu'shi'lao
无适也,wu'shi'ye
五十以学易,wu'shi'yi'xue'yi
吾十有五而志于学,wu'shi'you'wu'er'zhi'yu'xue
勿施於,wu'shi'yu
吾谁欺,wu'shui'qi
吾斯之未能信,wu'si'zhi'wei'neng'xin
无所不说,wu'suo'bu'shuo
无所归,wu'suo'gui
无所取材,wu'suo'qu'cai
吾所寿也,wu'suo'shou'ye
吾往也,wu'wang'ye
武王曰,wu'wang'yue
无违,wu'wei
吾未尝不得见也,wu'wei'chang'bu'de'jian'ye
吾未尝无诲焉,wu'wei'chang'wu'hui'yan
吾未见刚者,wu'wei'jian'gang'zhe
吾未见好德,wu'wei'jian'hao'de
吾未见能见其过而自讼者也,wu'wei'jian'neng'jian'qi'guo'er'zi'song'zhe'ye
吾未见其止也,wu'wei'jian'qi'zhi'ye
无为小人儒,wu'wei'xiao'ren'ru
吾闻君子不党,wu'wen'jun'zi'bu'dang
吾闻之也,wu'wen'zhi'ye
毋我,wu'wo
吾无行而不与二三子者,wu'wu'xing'er'bu'yu'er'san'zi'zhe
毋吾以,wu'wu'yi
吾无隐乎尔,wu'wu'yin'hu'er
无喜色,wu'xi'se
勿言,wu'yan
毋意,wu'yi
吾以女为死矣,wu'yi'nv'wei'si'yi
无以尚之,wu'yi'shang'zhi
吾亦为之,wu'yi'wei'zhi
吾已矣乎,wu'yi'yi'hu
吾亦欲无加诸人,wu'yi'yu'wu'jia'zhu'ren
吾以子为异之问,wu'yi'zi'wei'yi'zhi'wen
无勇也,wu'yong'ye
无友不如己者,wu'you'bu'ru'ji'zhe
毋友不如己者,wu'you'bu'ru'ji'zhe
吾犹不足,wu'you'bu'zu
吾犹人也,wu'you'ren'ye
吾有知乎哉,wu'you'zhi'hu'zai
吾与点也,wu'yu'dian'ye
吾与回言终日,wu'yu'hui'yan'zhong'ri
吾与女弗如也,wu'yu'nv'fu'ru'ye
无欲速,wu'yu'su
无怨言,wu'yuan'yan
无愠色,wu'yun'se
吾知免夫,wu'zhi'mian'fu
吾止也,wu'zhi'ye
无知也,wu'zhi'ye
吾执御矣,wu'zhi'yu'yi
毋自辱焉,wu'zi'ru'yan
吾自卫反鲁,wu'zi'wei'fan'lu
希,xi
席不正不坐,xi'bu'zheng'bu'zuo
奚而不丧,xi'er'bu'sang
习乎,xi'hu
惜乎,xi'hu
奚其丧,xi'qi'sang
奚其为为政,xi'qi'wei'wei'zheng
奚其正,xi'qi'zheng
奚取於三家之堂,xi'qu'yu'san'jia'zhi'tang
翕如也,xi'ru'ye
奚为於丘之门,xi'wei'yu'qiu'zhi'men
夕夕死可矣,xi'xi'si'ke'yi
昔者吾友,xi'zhe'wu'you
奚自,xi'zi
下而饮,xia'er'yin
夏后氏以松,xia'hou'shi'yi'song
夏礼,xia'li
下如授,xia'ru'shou
下学而上达,xia'xue'er'shang'da
先饭,xian'fan
贤乎哉,xian'hu'zai
先进第十一,xian'jin'di'shi'yi
先进於礼乐,xian'jin'yu'li'yue
先生馔,xian'sheng'zhuan
先事後得,xian'shi'hou'de
先王之道,xian'wang'zhi'dao
宪问,xian'wen
宪问第十四,xian'wen'di'shi'si
贤贤易色,xian'xian'yi'se
先行其言而后从之,xian'xing'qi'yan'er'hou'cong'zhi
鲜矣,xian'yi
鲜矣仁,xian'yi'ren
先有司,xian'you'si
贤哉,xian'zai
贤者辟世,xian'zhe'pi'shi
先之,xian'zhi
乡党称弟焉,xiang'dang'cheng'di'yan
乡党第十,xiang'dang'di'shi
翔而後集,xiang'er'hou'ji
享礼,xiang'li
乡人皆恶之,xiang'ren'jie'e'zhi
乡人皆好之,xiang'ren'jie'hao'zhi
乡人傩,xiang'ren'nuo
乡人饮酒,xiang'ren'yin'jiu
相维辟公,xiang'wei'pi'gong
乡也,xiang'ye
孝慈,xiao'ci
小大由之,xiao'da'you'zhi
孝弟也者,xiao'di'ye'zhe
孝乎惟孝,xiao'hu'wei'xiao
小人比而不周,xiao'ren'bi'er'bu'zhou
小人长戚戚,xiao'ren'chang'qi'qi
小人反是,xiao'ren'fan'shi
小人怀惠,xiao'ren'huai'hui
小人怀土,xiao'ren'huai'tu
小人骄而不泰,xiao'ren'jiao'er'bu'tai
小人难事而易说也,xiao'ren'nan'shi'er'yi'shuo'ye
小人斯滥矣,xiao'ren'si'lan'yi
小人同而不和,xiao'ren'tong'er'bu'he
小人下达,xiao'ren'xia'da
小人喻於利,xiao'ren'yu'yu'li
小人哉,xiao'ren'zai
孝哉闵子骞,xiao'zai'min'zi'qian
小子,xiao'zi
小子鸣鼓,xiao'zi'ming'gu
亵裘长,xie'qiu'chang
信,xin
信而好古,xin'er'hao'gu
信乎,xin'hu
信近於义,xin'jin'yu'yi
信如君不君,xin'ru'jun'bu'jun
行,xing
行必果,xing'bi'guo
行不,xing'bu
行不履阈,xing'bu'lv'yu
刑罚不中,xing'fa'bu'zhong
行寡悔,xing'gua'hui
行己有耻,xing'ji'you'chi
行人子羽修饰之,xing'ren'zi'yu'xiu'shi'zhi
行行如也,xing'xing'ru'ye
行也,xing'ye
行有余力,xing'you'yu'li
兴於诗,xing'yu'shi
行之以忠,xing'zhi'yi'zhong
兄,xiong
兄弟也,xiong'di'ye
兄弟怡怡,xiong'di'yi'yi
凶服者式之,xiong'fu'zhe'shi'zhi
秀而不实者,xiu'er'bu'shi'zhe
朽木不可雕也,xiu'mu'bu'ke'diao'ye
虚而为,xu'er'wei
选於众,xuan'yu'zhong
学而不思则罔,xue'er'bu'si'ze'wang
学而不厌,xue'er'bu'yan
学而第一,xue'er'di'yi
学而时习之,xue'er'shi'xi'zhi
学如不及,xue'ru'bu'ji
学也,xue'ye
学则不固,xue'ze'bu'gu
学之不讲,xue'zhi'bu'jiang
迅雷,xun'lei
恂恂如也,xun'xun'ru'ye
巽与之言,xun'yu'zhi'yan
雅颂,ya'song
焉,yan
言必信,yan'bi'xin
言必有中,yan'bi'you'zhong
言不可以若是其几也,yan'bu'ke'yi'ruo'shi'qi'ji'ye
言不训,yan'bu'xun
焉得刚,yan'de'gang
焉得俭,yan'de'jian
焉得仁,yan'de'ren
焉得知,yan'de'zhi
言而有信,yan'er'you'xin
言寡尤,yan'gua'you
言可复也,yan'ke'fu'ye
颜路请子之车以为之椁,yan'lu'qing'zi'zhi'che'yi'wei'zhi'guo
焉能事鬼,yan'neng'shi'gui
晏平仲善与人交,yan'ping'zhong'shan'yu'ren'jiao
檐如也,yan'ru'ye
言孙,yan'sun
焉用稼,yan'yong'jia
焉用佞,yan'yong'ning
言语,yan'yu
颜渊,yan'yuan
颜渊第十二,yan'yuan'di'shi'er
颜渊後,yan'yuan'hou
颜渊季路侍,yan'yuan'ji'lu'shi
颜渊喟然叹曰,yan'yuan'kui'ran'tan'yue
颜渊死,yan'yuan'si
颜渊问,yan'yuan'wen
颜渊曰,yan'yuan'yue
言之必可行也,yan'zhi'bi'ke'xing'ye
焉知来者之不如今也,yan'zhi'lai'zhe'zhi'bu'ru'jin'ye
焉知死,yan'zhi'si
洋洋乎盈耳哉,yang'yang'hu'ying'er'zai
仰之弥高,yang'zhi'mi'gao
尧舜其犹病诸,yao'shun'qi'you'bing'zhu
夭夭如也,yao'yao'ru'ye
也,ye
叶公问孔子於子路,ye'gong'wen'kong'zi'yu'zi'lu
叶公问政,ye'gong'wen'zheng
叶公语孔子曰,ye'gong'yu'kong'zi'yue
野人也,ye'ren'ye
野哉,ye'zai
义,yi
以,yi
噫,yi
易,yi
毅,yi
疑,yi
矣,yi
以安百姓,yi'an'bai'xing
衣敝,yi'bi
亦不从也,yi'bu'cong'ye
以不教民战,yi'bu'jiao'min'zhan
亦不可行也,yi'bu'ke'xing'ye
亦不入於室,yi'bu'ru'yu'shi
以成,yi'cheng
一箪食,yi'dan'shi
以道事君,yi'dao'shi'jun
以德报德,yi'de'bao'de
以德报怨,yi'de'bao'yuan
夷狄之有君,yi'di'zhi'you'jun
衣帝自既灌而往者,yi'di'zi'ji'guan'er'wang'zhe
以多问於寡,yi'duo'wen'yu'gua
仪封人请见,yi'feng'ren'qing'jian
以服事殷,yi'fu'shi'yin
以告者过也,yi'gao'zhe'guo'ye
亦各言其志也已矣,yi'ge'yan'qi'zhi'ye'yi'yi
亦各言其子也,yi'ge'yan'qi'zi'ye
矣乎,yi'hu
异乎三子者之撰,yi'hu'san'zi'zhe'zhi'zhuan
亦可以弗畔矣夫,yi'ke'yi'fu'pan'yi'fu
亦可以即戎矣,yi'ke'yi'ji'rong'yi
亦可以为成人矣,yi'ke'yi'wei'cheng'ren'yi
亦可以媵残去杀矣,yi'ke'yi'ying'can'qu'sha'yi
亦可宗也,yi'ke'zong'ye
一匡天下,yi'kuang'tian'xia
以临其民,yi'lin'qi'min
以能问於不能,yi'neng'wen'yu'bu'neng
一瓢饮,yi'piao'yin
以其兄之子妻之,yi'qi'xiong'zhi'zi'qi'zhi
以其子,yi'qi'zi
衣前後,yi'qian'hou
衣轻裘,yi'qing'qiu
揖让而升,yi'rang'er'sheng
一日克己复礼,yi'ri'ke'ji'fu'li
绎如也,yi'ru'ye
翼如也,yi'ru'ye
羿善射,yi'shan'she
以俟君子,yi'si'jun'zi
揖所与立,yi'suo'yu'li
抑为之不厌,yi'wei'zhi'bu'yan
以为之椁,yi'wei'zhi'guo
以吾从大夫子後,yi'wu'cong'da'fu'zi'hou
以吾从大夫,yi'wu'cong'dai'fu
揖巫马期进之,yi'wu'ma'qi'jin'zhi
以吾一日长乎尔,yi'wu'yi'ri'zhang'hu'er
亦奚以,yi'xi'yi
一言而可以兴邦,yi'yan'er'ke'yi'xing'bang
一言而丧邦,yi'yan'er'sang'bang
一言以蔽之,yi'yan'yi'bi'zhi
以异,yi'yi
已矣乎,yi'yi'hu
抑亦可以为次,yi'yi'ke'yi'wei'ci
怡怡如也,yi'yi'ru'ye
抑亦先觉者,yi'yi'xian'jue'zhe
以友辅仁,yi'you'fu'ren
以与尔邻里乡党乎,yi'yu'er'lin'li'xiang'dang'hu
依於仁,yi'yu'ren
抑与之与,yi'yu'zhi'yu
以约失之者鲜矣,yi'yue'shi'zhi'zhe'xian'yi
亿则屡中,yi'ze'lv'zhong
一则以惧,yi'ze'yi'ju
一则以喜,yi'ze'yi'xi
一朝之忿,yi'zhao'zhi'fen
益者与,yi'zhe'yu
以直报怨,yi'zhi'bao'yuan
绎之为贵,yi'zhi'wei'gui
义之於比,yi'zhi'yu'bi
亦足以发,yi'zu'yi'fa
因不失其亲,yin'bu'shi'qi'qin
殷礼,yin'li
殷人以柏,yin'ren'yi'bai
殷因於夏礼,yin'yin'yu'xia'li
因於殷礼,yin'yu'yin'li
因之以饥馑,yin'zhi'yi'ji'jin
盈,ying
咏,yong
用不足,yong'bu'zu
勇而无礼则乱,yong'er'wu'li'ze'luan
雍虽不敏,yong'sui'bu'min
甬五子,yong'wu'zi
雍也第六,yong'ye'di'liu
雍也可使南面,yong'ye'ke'shi'nan'mian
雍也仁而不佞,yong'ye'ren'er'bu'ning
勇者,yong'zhe
勇者不惧,yong'zhe'bu'ju
雍之言然,yong'zhi'yan'ran
用之则行,yong'zhi'ze'xing
友,you
由,you
有半,you'ban
有鄙夫问於我,you'bi'fu'wen'yu'wo
游必有方,you'bi'you'fang
有耻,you'chi
有德者,you'de'zhe
又多能也,you'duo'neng'ye
幼而不孙弟,you'er'bu'sun'di
有反坫,you'fan'dian
有妇人焉,you'fu'ren'yan
有父兄在,you'fu'xiong'zai
有棺而无椁,you'guan'er'wu'guo
又何加焉,you'he'jia'yan
有荷蒉而过孔氏之门者,you'he'kuai'er'guo'kong'shi'zhi'men'zhe
又何怨,you'he'yuan
由己,you'ji
又尽善也,you'jin'shan'ye
由径,you'jing
又敬不违,you'jing'bu'wei
有酒食,you'jiu'shi
有君子之道四焉,you'jun'zi'zhi'dao'si'yan
犹恐失之,you'kong'shi'zhi
有美玉於斯,you'mei'yu'yu'si
有民人焉,you'min'ren'yan
有能一日用其力於仁矣乎,you'neng'yi'ri'yong'qi'li'yu'ren'yi'hu
有朋自远方来,you'peng'zi'yuan'fang'lai
有仁,you'ren
有容色,you'rong'se
有若对曰,you'ruo'dui'yue
有若无,you'ruo'wu
有社,you'she
有盛馔,you'sheng'zhuan
有事,you'shi
有是哉,you'shi'zai
有所不行,you'suo'bu'xing
有天下,you'tian'xia
有恸乎,you'tong'hu
又问,you'wen
犹吾大崔子,you'wu'da'cui'zi
犹吾大夫崔子也,you'wu'dai'fu'cui'zi'ye
又相之,you'xiang'zhi
有心哉,you'xin'zai
有颜回者好学,you'yan'hui'zhe'hao'xue
有言者,you'yan'zhe
由也,you'ye
由也果,you'ye'guo
由也好勇过我,you'ye'hao'yong'guo'wo
由也兼人,you'ye'jian'ren
由也升堂矣,you'ye'sheng'tang'yi
由也为之,you'ye'wei'zhi
由也问,you'ye'wen
有矣夫,you'yi'fu
友于兄弟,you'yu'xiong'di
游於艺,you'yu'yi
有詹台灭明者,you'zhan'tai'mie'ming'zhe
有政,you'zheng
有之,you'zhi
由之瑟,you'zhi'se
由之行诈也,you'zhi'xing'zha'ye
有诸,you'zhu
有子曰,you'zi'yue
予,yu
於,yu
欲,yu
欲罢不能,yu'ba'bu'neng
予不得视犹子也,yu'bu'de'shi'you'zi'ye
於从政乎何有,yu'cong'zheng'hu'he'you
於公明贾,yu'gong'ming'jia
与瞽者,yu'gu'zhe
浴乎沂,yu'hu'yi
禹稷躬稼,yu'ji'gong'jia
於礼乐,yu'li'yue
与命,yu'ming
于朋友交,yu'peng'you'jiao
于朋友交而不信乎,yu'peng'you'jiao'er'bu'xin'hu
与其不孙也,yu'qi'bu'sun'ye
与其洁也,yu'qi'jie'ye
与其进也,yu'qi'jin'ye
与其媚於奥,yu'qi'mei'yu'ao
与齐奢也,yu'qi'she'ye
欲其死,yu'qi'si
与齐易也,yu'qi'yi'ye
与求之问,yu'qiu'zhi'wen
与仁,yu'ren
於仁,yu'ren
与人恭而有礼,yu'ren'gong'er'you'li
御人以口给,yu'ren'yi'kou'gei
与人忠,yu'ren'zhong
与上大夫言,yu'shang'da'fu'yan
於斯二者何先,yu'si'er'zhe'he'xian
於斯三者何先,yu'si'san'zhe'he'xian
於斯为盛,yu'si'wei'sheng
予死於道路乎,yu'si'yu'dao'lu'hu
欲速成者也,yu'su'cheng'zhe'ye
欲速则不达,yu'su'ze'bu'da
予所否者,yu'suo'fou'zhe
与文子同升诸公,yu'wen'zi'tong'sheng'zhu'gong
於我殡,yu'wo'bin
禹吾无间然矣,yu'wu'wu'jian'ran'yi
於吾言,yu'wu'yan
於舞雩之下,yu'wu'yu'zhi'xia
与衣孤貉者立,yu'yi'gu'hao'zhe'li
予有乱臣十人,yu'you'luan'chen'shi'ren
愈与,yu'yu
郁郁乎文哉,yu'yu'hu'wen'zai
与与如也,yu'yu'ru'ye
愉愉如也,yu'yu'ru'ye
於予与,yu'yu'yu
於予与改是,yu'yu'yu'gai'shi
圉治宾客,yu'zhi'bin'ke
语之而不惰者,yu'zhi'er'bu'duo'zhe
与之釜,yu'zhi'fu
与之栗九百,yu'zhi'li'jiu'bai
与之庾,yu'zhi'yu
与足,yu'zu
怨,yuan
渊,yuan
原本,yuan'ben
愿车马衣轻裘与朋友共蔽之而无憾,yuan'che'ma'yi'qing'qiu'yu'peng'you'gong'bi'zhi'er'wu'han
远耻辱也,yuan'chi'ru'ye
怨乎,yuan'hu
原壤夷俟,yuan'rang'yi'si
怨是用希,yuan'shi'yong'xi
原思为之宰,yuan'si'wei'zhi'zai
愿为小相焉,yuan'wei'xiao'xiang'yan
愿闻子之志,yuan'wen'zi'zhi'zhi
愿无伐善,yuan'wu'fa'shan
愿学焉,yuan'xue'yan
远矣,yuan'yi
远者来,yuan'zhe'lai
曰,yue
约而为泰,yue'er'wei'tai
月而已可也,yue'er'yi'ke'ye
约我以礼,yue'wo'yi'li
约之以礼,yue'zhi'yi'li
愠,yun
再,zai
哉,zai
宰,zai
再拜而送之,zai'bai'er'song'zhi
在邦必达,zai'bang'bi'da
在邦必闻,zai'bang'bi'wen
在邦无怨,zai'bang'wu'yuan
在陈绝粮,zai'chen'jue'liang
在家必达,zai'jia'bi'da
在家必闻,zai'jia'bi'wen
在家无怨,zai'jia'wu'yuan
在陋巷,zai'lou'xiang
宰我,zai'wo
宰我对曰,zai'wo'dui'yue
宰我问曰,zai'wo'wen'yue
宰予昼寝,zai'yu'zhou'qin
藏文仲居蔡,zang'wen'zhong'ju'cai
臧武仲以防,zang'wu'zhong'yi'fang
葬之以礼,zang'zhi'yi'li
造次必於是,zao'ci'bi'yu'shi
则,ze
则必在汶,ze'bi'zai'wen
择不处仁,ze'bu'chu'ren
则不复也,ze'bu'fu'ye
则不歌,ze'bu'ge
则不威,ze'bu'wei
则尝闻之矣,ze'chang'wen'zhi'yi
则大事不成,ze'da'shi'bu'cheng
则寡悔,ze'gua'hui
则寡尤,ze'gua'you
则何以哉,ze'he'yi'zai
则敬,ze'jing
则可谓云尔已,ze'ke'wei'yun'er'yi
则礼乐不兴,ze'li'yue'bu'xing
则民不服,ze'min'bu'fu
则民不偷,ze'min'bu'tou
则民服,ze'min'fu
则民莫敢不服,ze'min'mo'gan'bu'fu
则民莫敢不敬,ze'min'mo'gan'bu'jing
则民莫敢不用情,ze'min'mo'gan'bu'yong'qing
则民无所措手足,ze'min'wu'suo'cuo'shou'zu
则民兴於仁,ze'min'xing'yu'ren
则民易使也,ze'min'yi'shi'ye
择其善者而从之,ze'qi'shan'zhe'er'cong'zhi
则勤,ze'qin
则谁与,ze'shei'yu
则事不成,ze'shi'bu'cheng
则四方之民,ze'si'fang'zhi'min
则为之也难,ze'wei'zhi'ye'nan
则吾从先进,ze'wu'cong'xian'jin
则勿惮改,ze'wu'dan'gai
则吾能征之矣,ze'wu'neng'zheng'zhi'yi
则吾岂敢,ze'wu'qi'gan
则吾未之有得,ze'wu'wei'zhi'you'de
则刑罚,ze'xing'fa
则言不训,ze'yan'bu'xun
则以学文,ze'yi'xue'wen
则有司存,ze'you'si'cun
则又曰,ze'you'yue
则愚,ze'yu
则曰,ze'yue
则知,ze'zhi
则忠,ze'zhong
贼夫人之子,zei'fu'ren'zhi'zi
曾子言曰,zeng'zi'yan'yue
曾子有疾,zeng'zi'you'ji
曾子曰,zeng'zi'yue
诈,zha
战,zhan
战战兢兢,zhan'zhan'jing'jing
瞻之在前,zhan'zhi'zai'qian
杖叩其胫,zhang'kou'qi'jing
杖者出,zhang'zhe'chu
召忽死之,zhao'hu'si'zhi
召门弟子曰,zhao'men'di'zi'yue
朝闻道,zhao'wen'dao
者,zhe
政,zheng
政事,zheng'shi
正唯弟子不能学也,zheng'wei'di'zi'bu'neng'xue'ye
正颜色,zheng'yan'se
正也,zheng'ye
政者,zheng'zhe
之,zhi
止,zhi
知,zhi
直而无礼则绞,zhi'er'wu'li'ze'jiao
执圭,zhi'gui
之好,zhi'hao
知和而和,zhi'he'er'he
执礼,zhi'li
知礼,zhi'li
知其仁,zhi'qi'ren
知其说者之於天下也,zhi'qi'shuo'zhe'zhi'yu'tian'xia'ye
指其掌,zhi'qi'zhang
知人,zhi'ren
之三子告,zhi'san'zi'gao
执射乎,zhi'she'hu
质胜文则野,zhi'sheng'wen'ze'ye
执事敬,zhi'shi'jing
执绥,zhi'sui
知我者,zhi'wo'zhe
知贤才而举之,zhi'xian'cai'er'ju'zhi
之一邦,zhi'yi'bang
质犹文也,zhi'you'wen'ye
志於道,zhi'yu'dao
至於道,zhi'yu'dao
执御乎,zhi'yu'hu
至於鲁,zhi'yu'lu
至於犬马,zhi'yu'quan'ma
至於他邦,zhi'yu'ta'bang
直在其中矣,zhi'zai'qi'zhong'yi
知者不惑,zhi'zhe'bu'huo
知者动,zhi'zhe'dong
知者乐,zhi'zhe'le
知者乐水,zhi'zhe'le'shui
知者利仁,zhi'zhe'li'ren
之政,zhi'zheng
知之次也,zhi'zhi'ci'ye
质直而好,zhi'zhi'er'hao
知之为知之,zhi'zhi'wei'zhi'zhi
知之者不如好之者,zhi'zhi'zhe'bu'ru'hao'zhi'zhe
之直者异於是,zhi'zhi'zhe'yi'yu'shi
之中,zhi'zhong
治宗庙,zhi'zong'miao
忠,zhong
中道而废,zhong'dao'er'fei
忠告而善道之,zhong'gao'er'shan'dao'zhi
仲弓,zhong'gong
仲弓为李氏宰,zhong'gong'wei'li'shi'zai
仲弓问,zhong'gong'wen
仲弓问子桑伯子,zhong'gong'wen'zi'sang'bo'zi
仲弓曰,zhong'gong'yue
中国书店,zhong'guo'shu'dian
中人以上,zhong'ren'yi'shang
中人以下,zhong'ren'yi'xia
仲叔,zhong'shu
忠恕而已矣,zhong'shu'er'yi'yi
忠焉,zhong'yan
忠矣,zhong'yi
忠以勤,zhong'yi'qin
中庸之为德也,zhong'yong'zhi'wei'de'ye
仲由,zhong'you
仲由可使从政也与,zhong'you'ke'shi'cong'zheng'ye'yu
周,zhou
舟,zhou
周监於二代,zhou'jian'yu'er'dai
周人以栗,zhou'ren'yi'li
周之德,zhou'zhi'de
主忠信,zhu'zhong'xin
追远,zhui'yuan
卓尔,zhuo'er
子,zi
子不语怪,zi'bu'yu'guai
子产,zi'chan
子出,zi'chu
子钓而不纲,zi'diao'er'bu'gang
子不子,zi'dun'zi
子服景伯以告,zi'fu'jing'bo'yi'gao
子告之曰,zi'gao'zhi'yue
子贡,zi'gong
子贡方人,zi'gong'fang'ren
子贡问,zi'gong'wen
子贡问君子,zi'gong'wen'jun'zi
子贡问曰,zi'gong'wen'yue
子贡欲去告之饩羊,zi'gong'yu'qu'gao'zhi'xi'yang
子贡曰,zi'gong'yue
自古皆有死,zi'gu'jie'you'si
子固穷,zi'gu'qiong
子罕第九,zi'han'di'jiu
子罕言,zi'han'yan
子华使於齐,zi'hua'shi'yu'qi
子疾病,zi'ji'bing
子击磬於卫,zi'ji'qing'yu'wei
子见南子,zi'jian'nan'zi
子见齐衰者,zi'jian'qi'shuai'zhe
