阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
南华寺,nan'hua'si
南怀瑾,nan'huai'jin
南京,nan'jing
南京方山定林寺,nan'jing'fang'shan'ding'lin'si
南普陀寺,nan'pu'tuo'si
南泉救鹅,nan'quan'jiu'e
南三北七,nan'san'bei'qi
南山念佛门禅宗,nan'shan'nian'fo'men'chan'zong
南山三观,nan'shan'san'guan
南山寺,nan'shan'si
南宋元明禅林僧宝传,nan'song'yuan'ming'chan'lin'seng'bao'chuan
南台寺,nan'tai'si
南条文雄,nan'tiao'wen'xiong
南亭,nan'ting
南通太平禅寺,nan'tong'tai'ping'chan'si
难陀,nan'tuo
难陀龙王,nan'tuo'long'wang
难行道,nan'xing'dao
南阳慧忠,nan'yang'hui'zhong
南岳单传记,nan'yue'dan'zhuan'ji
南岳思大禅师立誓愿文,nan'yue'si'da'chan'shi'li'shi'yuan'wen
南诏,nan'zhao
恼,nao
内藏寺,nei'cang'si
内道,nei'dao
内道场,nei'dao'chang
内典,nei'dian
内典尘露章,nei'dian'chen'lu'zhang
内凡,nei'fan
内供奉,nei'gong'feng
内蒙古包头市普渡寺,nei'meng'gu'bao'tou'shi'pu'du'si
内明,nei'ming
内四供养,nei'si'gong'yang
内学年刊,nei'xue'nian'kan
内证佛法相承血脉谱,nei'zheng'fo'fa'xiang'cheng'xue'mai'pu
能,neng
能别不极成过,neng'bie'bu'ji'cheng'guo
能大能小,neng'da'neng'xiao
能立,neng'li
能立不遣,neng'li'bu'qian
能立法不成,neng'li'fa'bu'cheng
能仁寺,neng'ren'si
能显中边慧日论,neng'xian'zhong'bian'hui'ri'lun
能学,neng'xue
尼泊尔佛教,ni'bo'er'fo'jiao
你点的是哪个心,ni'dian'de'shi'na'ge'xin
尼姑原是女人做,ni'gu'yuan'shi'nv'ren'zuo
你好吗,ni'hao'ma
你还抱着吗,ni'huan'bao'zhe'ma
你就是佛,ni'jiu'shi'fo
尼拘律树,ni'ju'lv'shu
尼拘陀梵志,ni'ju'tuo'fan'zhi
尼连禅河,ni'lian'chan'he
泥泞路上,ni'ning'lu'shang
尼萨耆波逸提,ni'sa'qi'bo'yi'ti
尼师坛,ni'shi'tan
尼寺,ni'si
尼寺五山,ni'si'wu'shan
尼陀那,ni'tuo'na
你无怫性,ni'wu'fu'xing
尼耶那第洛卡,ni'ye'na'di'luo'ka
逆缘,ni'yuan
念,nian
念常,nian'chang
念持佛,nian'chi'fo
年分度者,nian'fen'du'zhe
念佛,nian'fo
念佛宝号,nian'fo'bao'hao
念佛禅,nian'fo'chan
念佛镜,nian'fo'jing
念佛三昧宝王论,nian'fo'san'mei'bao'wang'lun
念佛图,nian'fo'tu
拈古,nian'gu
拈花微笑,nian'hua'wei'xiao
拈华微笑,nian'hua'wei'xiao
念劫融即,nian'jie'rong'ji
念经与成佛,nian'jing'yu'cheng'fo
念诵,nian'song
念智称,nian'zhi'cheng
涅槃,nie'pan
涅槃会,nie'pan'hui
涅槃师,nie'pan'shi
涅槃智,nie'pan'zhi
涅槃宗,nie'pan'zong
宁城法轮寺,ning'cheng'fa'lun'si
宁静夜,ning'jing'ye
宁玛派,ning'ma'pai
凝然,ning'ran
牛头马头,niu'tou'ma'tou
牛头山,niu'tou'shan
牛头旃檀,niu'tou'zhan'tan
农禅寺,nong'chan'si
诺健那,nuo'jian'na
诺那呼图克图,nuo'na'hu'tu'ke'tu
女犯,nv'fan
女人成佛,nv'ren'cheng'fo
女子出定,nv'zi'chu'ding
欧波僧正,ou'bo'seng'zheng
欧丹多富梨寺,ou'dan'duo'fu'li'si
欧登柏格,ou'deng'bai'ge
欧登贝格,ou'deng'bei'ge
欧尔卡特,ou'er'ka'te
沤和俱舍罗,ou'he'ju'she'luo
欧阳渐,ou'yang'jian
欧阳无畏,ou'yang'wu'wei
欧洲佛教,ou'zhou'fo'jiao
爬山,pa'shan
帕竹噶举,pa'zhu'ga'ju
盘珪禅师语录,pan'gui'chan'shi'yu'lu
判教,pan'jiao
攀缘,pan'yuan
庞蕴,pang'yun
裴休,pei'xiu
毗佛略,pi'fo'lue
毗伽罗论,pi'ga'luo'lun
毗诃罗,pi'he'luo
被甲护身,pi'jia'hu'shen
毗兰若,pi'lan're
毗琉璃王,pi'liu'li'wang
毗卢七支坐,pi'lu'qi'zhi'zuo
毗卢遮那,pi'lu'zhe'na
毗卢遮那佛咒,pi'lu'zhe'na'fo'zhou
毗尼多流支,pi'ni'duo'liu'zhi
毗尼母经,pi'ni'mu'jing
毗婆沙,pi'po'sha
毗婆尸佛,pi'po'shi'fo
毗沙门天,pi'sha'men'tian
毗舍闍,pi'she'du
毗舍浮佛,pi'she'fu'fo
毗舍离,pi'she'li
毗湿奴天,pi'shi'nu'tian
毗首羯摩天,pi'shou'jie'mo'tian
毗昙师,pi'tan'shi
譬喻,pi'yu
譬喻师,pi'yu'shi
品类足论,pin'lei'zu'lun
贫女施灯,pin'nv'shi'deng
频婆娑罗王,pin'po'suo'luo'wang
贫人本生身布施的例子,pin'ren'ben'sheng'shen'bu'shi'de'li'zi
贫者一灯,pin'zhe'yi'deng
瓶,ping
平常心,ping'chang'xin
平常心是道,ping'chang'xin'shi'dao
平川彰,ping'chuan'zhang
平等,ping'deng
平等性智,ping'deng'xing'zhi
平间寺,ping'jian'si
平平淡淡才是真,ping'ping'dan'dan'cai'shi'zhen
瓶塔,ping'ta
平乡县观音寺,ping'xiang'xian'guan'yin'si
平兴寺,ping'xing'si
破布裹真珠,po'bu'guo'zhen'zhu
破戒,po'jie
婆罗门,po'luo'men
颇瓦法,po'wa'fa
破邪,po'xie
普巴金剛,pu'ba'jin'gang
普巴金刚祈請文,pu'ba'jin'gang'qi'qing'wen
普巴金剛心咒,pu'ba'jin'gang'xin'zhou
普巴金刚心咒梵唱,pu'ba'jin'gang'xin'zhou'fan'chang
普法,pu'fa
蒲甘,pu'gan
普光王寺,pu'guang'wang'si
朴汉永,pu'han'yong
普化摇铃,pu'hua'yao'ling
普化宗,pu'hua'zong
普慧大藏经,pu'hui'da'zang'jing
普济禅寺,pu'ji'chan'si
普救寺,pu'jiu'si
普拉克利特语,pu'la'ke'li'te'yu
普乐寺,pu'le'si
普门,pu'men
普门寺,pu'men'si
菩妙,pu'miao
普明寺,pu'ming'si
普宁藏,pu'ning'cang
普宁寺,pu'ning'si
普请,pu'qing
朴秋潭,pu'qiu'tan
普劝坐禅仪,pu'quan'zuo'chan'yi
溥仁寺,pu'ren'si
菩萨,pu'sa
菩萨本生鬘论,pu'sa'ben'sheng'man'lun
菩萨处胎经,pu'sa'chu'tai'jing
菩萨的脚印,pu'sa'de'jiao'yin
菩萨地持经,pu'sa'di'chi'jing
菩萨顶,pu'sa'ding
菩萨戒,pu'sa'jie
菩萨戒本,pu'sa'jie'ben
菩萨僧,pu'sa'seng
菩萨善戒经,pu'sa'shan'jie'jing
菩萨璎珞本业经,pu'sa'ying'luo'ben'ye'jing
朴上月,pu'shang'yue
普说,pu'shuo
菩提,pu'ti
菩提场,pu'ti'chang
菩提道次第传灯法师列传,pu'ti'dao'ci'di'chuan'deng'fa'shi'lie'zhuan
菩提道次第诀要,pu'ti'dao'ci'di'jue'yao
菩提道次第论,pu'ti'dao'ci'di'lun
菩提道灯论,pu'ti'dao'deng'lun
菩提树,pu'ti'shu
菩提寺,pu'ti'si
菩提心,pu'ti'xin
菩提心论,pu'ti'xin'lun
菩提行经,pu'ti'xing'jing
菩提吟,pu'ti'yin
菩提资粮论,pu'ti'zi'liang'lun
普通院,pu'tong'yuan
普陀山,pu'tuo'shan
普陀宗乘之庙,pu'tuo'zong'cheng'zhi'miao
普贤菩萨,pu'xian'pu'sa
普贤寺,pu'xian'si
普贤行愿品,pu'xian'xing'yuan'pin
普贤延命法,pu'xian'yan'ming'fa
七宝,qi'bao
七宝教寺,qi'bao'jiao'si
七不可避,qi'bu'ke'bi
七财,qi'cai
岂曾混淆,qi'ceng'hun'xiao
七层轮灯,qi'ceng'lun'deng
七常住果,qi'chang'zhu'guo
七处八会,qi'chu'ba'hui
七处善,qi'chu'shan
契此,qi'ci
七大,qi'da
七大寺,qi'da'si
七代记,qi'dai'ji
契丹藏,qi'dan'cang
祈祷,qi'dao
七谛,qi'di
七地,qi'di
七地沈空难,qi'di'shen'kong'nan
耆闍崛山,qi'du'jue'shan
七法,qi'fa
七番共解,qi'fan'gong'jie
七分别,qi'fen'bie
七分获一,qi'fen'huo'yi
七佛,qi'fo
七佛八菩萨所说大陀罗尼神咒经,qi'fo'ba'pu'sa'suo'shuo'da'tuo'luo'ni'shen'zhou'jing
七佛偈碑亭,qi'fo'ji'bei'ting
七佛灭罪真言,qi'fo'mie'zui'zhen'yan
七佛通戒偈,qi'fo'tong'jie'ji
七佛药师,qi'fo'yao'shi
七佛药师法,qi'fo'yao'shi'fa
七佛赞呗伽陀,qi'fo'zan'bai'ga'tuo
祈福,qi'fu
七福神,qi'fu'shen
乞丐与禅,qi'gai'yu'chan
七供,qi'gong
七归依,qi'gui'yi
七海,qi'hai
七黑山,qi'hei'shan
齐己,qi'ji
七见,qi'jian
七金山,qi'jin'shan
七净华,qi'jing'hua
七境界,qi'jing'jie
七聚,qi'ju
七句答,qi'ju'da
七俱胝独部法,qi'ju'zhi'du'bu'fa
七俱胝佛母所说准提陀罗尼经,qi'ju'zhi'fo'mu'suo'shuo'zhun'ti'tuo'luo'ni'jing
七觉士,qi'jue'shi
七觉支,qi'jue'zhi
七空,qi'kong
弃老国,qi'lao'guo
七流,qi'liu
七漏,qi'lou
七灭诤,qi'mie'zheng
七母天,qi'mu'tian
七难,qi'nan
骑牛觅牛,qi'niu'mi'niu
耆婆耆婆,qi'po'qi'po
齐齐哈尔大乘寺,qi'qi'ha'er'da'cheng'si
七七斋,qi'qi'zhai
祈请文,qi'qing'wen
七劝,qi'quan
七日作坛法,qi'ri'zuo'tan'fa
碛砂版大藏经,qi'sha'ban'da'cang'jing
七善,qi'shan
七善法,qi'shan'fa
七善律仪,qi'shan'lv'yi
七善士趣,qi'shan'shi'qu
旗山万佛寺,qi'shan'wan'fo'si
七圣,qi'sheng
七胜事,qi'sheng'shi
器世间,qi'shi'jian
起世经,qi'shi'jing
七十空性论,qi'shi'kong'xing'lun
七十五法,qi'shi'wu'fa
七识住,qi'shi'zhu
齐思贻,qi'si'yi
契嵩,qi'song
七塔寺,qi'ta'si
七塔寺志,qi'ta'si'zhi
七堂伽蓝,qi'tang'qie'lan
七条衣,qi'tiao'yi
七系付法传,qi'xi'fu'fa'chuan
栖霞寺,qi'xia'si
七贤,qi'xian
起行,qi'xing
七星如意轮,qi'xing'ru'yi'lun
奇央缄来,qi'yang'jian'lai
七曜,qi'yao
七曜星辰别行法,qi'yao'xing'chen'bie'xing'fa
七夜待,qi'ye'dai
七叶窟,qi'ye'ku
七叶树,qi'ye'shu
七因明,qi'yin'ming
七有,qi'you
七喻,qi'yu
祈雨,qi'yu
绮语,qi'yu
祈愿往生净土陀罗尼,qi'yuan'wang'sheng'jing'tu'tuo'luo'ni
七真如,qi'zhen'ru
七支结护,qi'zhi'jie'hu
七众,qi'zhong
七种净,qi'zhong'jing
七种立题,qi'zhong'li'ti
七种人,qi'zhong'ren
七种生死,qi'zhong'sheng'si
七转第八互为因果,qi'zhuan'di'ba'hu'wei'yin'guo
七转识,qi'zhuan'shi
恰巴,qia'ba
千钵经,qian'bo'jing
千部会,qian'bu'hui
浅草寺,qian'cao'si
虔诚的心,qian'cheng'de'xin
虔诚献香花,qian'cheng'xian'xiang'hua
千佛山,qian'fo'shan
千佛因缘经,qian'fo'yin'yuan'jing
千福寺,qian'fu'si
千古楷模,qian'gu'kai'mo
千光派,qian'guang'pai
钱弘俶,qian'hong'chu
千华派,qian'hua'pai
銭皇寺,qian'huang'si
黔南会灯录,qian'nan'hui'deng'lu
千崎如幻,qian'qi'ru'huan
千日诣,qian'ri'yi
前三三后三三,qian'san'san'hou'san'san
千僧斋,qian'seng'zhai
千山,qian'shan
前世今生,qian'shi'jin'sheng
前世今生真人真事,qian'shi'jin'sheng'zhen'ren'zhen'shi
千手观音,qian'shou'guan'yin
千手千眼大悲心咒行法,qian'shou'qian'yan'da'bei'xin'zhou'xing'fa
千手千眼觀音大悲咒,qian'shou'qian'yan'guan'yin'da'bei'zhou
千松笔记,qian'song'bi'ji
前堂,qian'tang
前田惠学,qian'tian'hui'xue
前田慧云,qian'tian'hui'yun
千熙,qian'xi
前正觉山,qian'zheng'jue'shan
钱智敏,qian'zhi'min
抢不走,qiang'bu'zou
强盗弟子,qiang'dao'di'zi
伽蓝,qie'lan
伽蓝神,qie'lan'shen
伽蓝尊者咒,qie'lan'zun'zhe'zhou
朅盘陀国,qie'pan'tuo'guo
秦皇岛市地藏寺,qin'huang'dao'shi'di'zang'si
亲鸾,qin'luan
亲情反目为哪般,qin'qing'fan'mu'wei'na'ban
勤行,qin'xing
亲与子,qin'yu'zi
磬,qing
轻安,qing'an
清代佛教,qing'dai'fo'jiao
请观世音消伏毒害陀罗尼经,qing'guan'shi'yin'xiao'fu'du'hai'tuo'luo'ni'jing
清规,qing'gui
清净庵,qing'jing'an
清净本然,qing'jing'ben'ran
清净道论,qing'jing'dao'lun
清静法身佛,qing'jing'fa'shen'fo
清觉寺,qing'jue'si
清利寺,qing'li'si
清凉寺,qing'liang'si
青龙寺,qing'long'si
青龙寺仪轨,qing'long'si'yi'gui
青梅子,qing'mei'zi
青苗会,qing'miao'hui
青目,qing'mu
庆宁寺,qing'ning'si
清僧与美女,qing'seng'yu'mei'nv
青史,qing'shi
清水寺,qing'shui'si
晴虚,qing'xu
清严,qing'yan
请益录,qing'yi'lu
请雨经法,qing'yu'jing'fa
情与无情,qing'yu'wu'qing
情缘,qing'yuan
青原下,qing'yuan'xia
庆云寺,qing'yun'si
庆昭,qing'zhao
庆诸,qing'zhu
穷生死蕴,qiong'sheng'si'yun
笻竹寺,qiong'zhu'si
求不得苦,qiu'bu'de'ku
求不死之火,qiu'bu'si'zhi'huo
丘处机,qiu'chu'ji
龟兹,qiu'ci
求法,qiu'fa
求那跋摩,qiu'na'ba'mo
求那跋陀罗,qiu'na'ba'tuo'luo
求那毗地,qiu'na'pi'di
求人不如求己,qiu'ren'bu'ru'qiu'ji
求闻持法,qiu'wen'chi'fa
秋野孝道,qiu'ye'xiao'dao
取,qu
瞿波罗龙王,qu'bo'luo'long'wang
曲肱斋全集,qu'gong'zhai'quan'ji
屈浪拏国,qu'lang'na'guo
佉梨,qu'li
佉留文,qu'liu'wen
曲彔,qu'lu
佉卢虱咤,qu'lu'shi'zha
瞿摩夷,qu'mo'yi
瞿毗霜那国,qu'pi'shuang'na'guo
瞿汝稷,qu'ru'ji
瞿师罗园,qu'shi'luo'yuan
屈眴布,qu'shun'bu
瞿昙,qu'tan
瞿昙弥,qu'tan'mi
瞿昙寺,qu'tan'si
瞿昙仙,qu'tan'xian
佉陀罗山,qu'tuo'luo'shan
去问他,qu'wen'ta
瞿夷,qu'yi
屈映光,qu'ying'guang
取蕴,qu'yun
劝发菩提心集,quan'fa'pu'ti'xin'ji
全分,quan'fen
全国各省寺院,quan'guo'ge'sheng'si'yuan
泉华严禅寺,quan'hua'yan'chan'si
劝人戒杀歌,quan'ren'jie'sha'ge
权实,quan'shi
劝世佛歌,quan'shi'fo'ge
劝修寺,quan'xiu'si
全哲学纲要,quan'zhe'xue'gang'yao
泉州天莲寺,quan'zhou'tian'lian'si
雀离浮图,que'li'fu'tu
燃灯佛,ran'deng'fo
燃灯会,ran'deng'hui
燃灯之歌,ran'deng'zhi'ge
染法,ran'fa
染净二法,ran'jing'er'fa
然妙,ran'miao
染污,ran'wu
染污无知,ran'wu'wu'zhi
染心,ran'xin
冉云华,ran'yun'hua
燃指供养,ran'zhi'gong'yang
让爱起飞,rang'ai'qi'fei
热巴巾,re'ba'jin
热穷巴,re'qiong'ba
热振寺,re'zhen'si
忍,ren
人本欲生经,ren'ben'yu'sheng'jing
仁达哇,ren'da'wa
仁恭,ren'gong
仁海,ren'hai
仁和寺,ren'he'si
任继愈,ren'ji'yu
人间,ren'jian
仁宽,ren'kuan
人面疮,ren'mian'chuang
仁钦桑布,ren'qin'sang'bu
忍辱,ren'ru
人生实相,ren'sheng'shi'xiang
壬生寺,ren'sheng'si
壬生台舜,ren'sheng'tai'shun
人生无乞丐,ren'sheng'wu'qi'gai
人施设论,ren'shi'she'lun
人天宝鉴,ren'tian'bao'jian
人天眼目,ren'tian'yan'mu
仁王护国般若波罗蜜经,ren'wang'hu'guo'bo're'bo'luo'mi'jing
仁王会,ren'wang'hui
人我法我,ren'wo'fa'wo
人亦当如莲,ren'yi'dang'ru'lian
仁勇,ren'yong
仁馀古寺,ren'yu'gu'si
人子,ren'zi
日奥,ri'ao
日本大藏经,ri'ben'da'zang'jing
日本佛教,ri'ben'fo'jiao
日本高僧传要文抄,ri'ben'gao'seng'chuan'yao'wen'chao
日本寺,ri'ben'si
日本往生极乐记,ri'ben'wang'sheng'ji'yue'ji
日本印度学佛教学会,ri'ben'yin'du'xue'fo'jiao'xue'hui
日本宗教法人法,ri'ben'zong'jiao'fa'ren'fa
日波益西仁波切祈请文,ri'bo'yi'xi'ren'bo'qie'qi'qing'wen
日称,ri'cheng
日光菩萨,ri'guang'pu'sa
日光山,ri'guang'shan
日讲,ri'jiang
日静,ri'jing
日莲,ri'lian
日莲正宗,ri'lian'zheng'zong
日莲宗,ri'lian'zong
日隆,ri'long
日罗,ri'luo
日没,ri'mei
日日是好日,ri'ri'shi'hao'ri
日什,ri'shen
日天,ri'tian
日想观,ri'xiang'guan
日印,ri'yin
日月灯明佛,ri'yue'deng'ming'fo
日照,ri'zhao
日真,ri'zhen
日置默仙,ri'zhi'mo'xian
日中,ri'zhong
荣枯一如,rong'ku'yi'ru
融通念佛宗,rong'tong'nian'fo'zong
荣西,rong'xi
肉髻相,rou'ji'xiang
肉身不坏,rou'shen'bu'huai
肉食妻带,rou'shi'qi'dai
入阿毗达磨论,ru'a'pi'da'mo'lun
入不二法门,ru'bu'er'fa'men
如虫御木,ru'chong'yu'mu
如此一棒,ru'ci'yi'bang
入大乘论,ru'da'cheng'lun
如道,ru'dao
入定,ru'ding
如果没有那只鸟,ru'guo'mei'you'na'zhi'niao
如何见道,ru'he'jian'dao
如何作人,ru'he'zuo'ren
如幻三昧,ru'huan'san'mei
如幻三摩地无量印法门经,ru'huan'san'mo'di'wu'liang'yin'fa'men'jing
如净,ru'jing
入就瑞白禅师语录,ru'jiu'rui'bai'chan'shi'yu'lu
如空,ru'kong
如来藏,ru'lai'cang
如来禅,ru'lai'chan
如来十恩,ru'lai'shi'en
如来十号,ru'lai'shi'hao
入菩萨行论,ru'pu'sa'xing'lun
如实观,ru'shi'guan
如实论,ru'shi'lun
如是我闻,ru'shi'wo'wen
如是语经,ru'shi'yu'jing
入唐求法巡礼行记,ru'tang'qiu'fa'xun'li'xing'ji
入我我入,ru'wo'wo'ru
如悟,ru'wu
如馨,ru'xin
如学,ru'xue
如一,ru'yi
如意宝轮王陀罗尼,ru'yi'bao'lun'wang'tuo'luo'ni
如意宝树史,ru'yi'bao'shu'shi
如意轮观音,ru'yi'lun'guan'yin
如意轮寺,ru'yi'lun'si
如意轮咒,ru'yi'lun'zhou
如意通,ru'yi'tong
入藏,ru'zang
入中论,ru'zhong'lun
入众日用清规,ru'zhong'ri'yong'qing'gui
瑞大光塔,rui'da'guang'ta
叡福寺,rui'fu'si
瑞光塔,rui'guang'ta
瑞景派,rui'jing'pai
瑞丽姐勒金塔,rui'li'jie'le'jin'ta
叡山学院,rui'shan'xue'yuan
瑞巖寺,rui'yan'si
蕤耶经,rui'ye'jing
叡尊,rui'zun
若芬,ruo'fen
若那毗沙陀闍,ruo'na'pi'sha'tuo'du
萨埵,sa'duo
萨迦班禅,sa'jia'ban'chan
萨迦格言,sa'jia'ge'yan
萨迦派,sa'jia'pai
萨迦寺,sa'jia'si
萨迦耶见,sa'jia'ye'jian
洒净,sa'jing
萨婆若,sa'po'ruo
萨他泥湿伐罗国,sa'ta'ni'shi'fa'luo'guo
萨陀波伦菩萨,sa'tuo'bo'lun'pu'sa
三拜,san'bai
三宝,san'bao
三宝感通录,san'bao'gan'tong'lu
三宝感应要略录,san'bao'gan'ying'yao'lue'lu
三宝歌,san'bao'ge
三宝物,san'bao'wu
三宝院,san'bao'yuan
三钵罗佉多,san'bo'luo'qu'duo
三部,san'bu
三部大法,san'bu'da'fa
三车四车,san'che'si'che
三乘,san'cheng
三乘方便,san'cheng'fang'bian
三祇百劫,san'chi'bai'jie
三大,san'da
三大阿僧祇劫,san'da'a'seng'chi'jie
三大部,san'da'bu
三大祕法,san'da'mi'fa
三大祕法禀承事,san'da'mi'fa'bing'cheng'shi
三道宝阶,san'dao'bao'jie
三德,san'de
三谛,san'di
三毒,san'du
三法度论,san'fa'du'lun
三法印,san'fa'yin
三分科经,san'fen'ke'jing
三峰藏和尚语录,san'feng'cang'he'shang'yu'lu
三峰派,san'feng'pai
三佛寺,san'fo'si
三福,san'fu
三纲,san'gang
三根,san'gen
三钴钩,san'gu'gou
三观,san'guan
三关,san'guan
三光天子,san'guang'tian'zi
三归依,san'gui'yi
三皈依,san'gui'yi
三国佛法传通缘起,san'guo'fo'fa'chuan'tong'yuan'qi
三国佛教,san'guo'fo'jiao
三国遗事,san'guo'yi'shi
三慧,san'hui
三际时,san'ji'shi
三迦叶,san'jia'ye
三件古董,san'jian'gu'dong
三教合一论,san'jiao'he'yi'lun
三教论衡,san'jiao'lun'heng
三教平心论,san'jiao'ping'xin'lun
三教指归,san'jiao'zhi'gui
三界,san'jie
三结,san'jie
三阶教,san'jie'jiao
三阶教研究,san'jie'jiao'yan'jiu
三界论,san'jie'lun
三解脱门,san'jie'tuo'men
三界唯心,san'jie'wei'xin
三经一论,san'jing'yi'lun
三经义疏,san'jing'yi'shu
三聚净戒,san'ju'jing'jie
三康文化研究所,san'kang'wen'hua'yan'jiu'suo
三科,san'ke
三科拣境,san'ke'jian'jing
三类境,san'lei'jing
三量,san'liang
三漏,san'lou
散乱,san'luan
三论,san'lun
三轮身,san'lun'shen
三轮体空,san'lun'ti'kong
三论玄义,san'lun'xuan'yi
三论宗,san'lun'zong
三脉七轮,san'mai'qi'lun
三昧,san'mei
三昧耶戒,san'mei'ye'jie
三昧耶曼荼罗,san'mei'ye'man'tu'luo
三昧耶形,san'mei'ye'xing
三门徒,san'men'tu
三密,san'mi
三弥底部论,san'mi'di'bu'lun
三密加持,san'mi'jia'chi
三祕密身,san'mi'mi'shen
三明,san'ming
三摩钵底,san'mo'bo'di
三摩多,san'mo'duo
三默堂,san'mo'tang
三能变,san'neng'bian
三平等观,san'ping'deng'guan
三平寺,san'ping'si
三菩提,san'pu'ti
三千大千世界,san'qian'da'qian'shi'jie
三千威仪,san'qian'wei'yi
三千院,san'qian'yuan
三三昧,san'san'mei
三三昧耶,san'san'mei'ye
三身,san'shen
三身成道,san'shen'cheng'dao
三圣禅寺,san'sheng'chan'si
三生成佛,san'sheng'cheng'fo
三圣圆融观,san'sheng'yuan'rong'guan
三圣圆融观门,san'sheng'yuan'rong'guan'men
三识,san'shi
三世,san'shi
三时,san'shi
三士道,san'shi'dao
三十二相,san'shi'er'xiang
三时教,san'shi'jiao
三十六部神王,san'shi'liu'bu'shen'wang
三十七菩提分法,san'shi'qi'pu'ti'fen'fa
三师七证,san'shi'qi'zheng
三十日佛名,san'shi'ri'fo'ming
三十三过,san'shi'san'guo
三十三间堂,san'shi'san'jian'tang
三世实有,san'shi'shi'you
三十帖策子,san'shi'tie'ce'zi
三十五佛,san'shi'wu'fo
三时系念仪范,san'shi'xi'nian'yi'fan
三时学会,san'shi'xue'hui
三世因果,san'shi'yin'guo
三世因果歌,san'shi'yin'guo'ge
三世因果经,san'shi'yin'guo'jing
三时知恩寺,san'shi'zhi'en'si
三世诸佛,san'shi'zhu'fo
三素尔,san'su'er
三坛传戒正范,san'tan'chuan'jie'zheng'fan
三土,san'tu
三涂,san'tu
三途河,san'tu'he
三无性,san'wu'xing
三无性论,san'wu'xing'lun
三武一宗法难,san'wu'yi'zong'fa'nan
三细六粗,san'xi'liu'cu
三贤十圣,san'xian'shi'sheng
三心不可得,san'xin'bu'ke'de
三性,san'xing
三性对望中道,san'xing'dui'wang'zhong'dao
三学,san'xue
三验,san'yan
三业,san'ye
三业惑乱,san'ye'huo'luan
三衣,san'yi
三衣一钵,san'yi'yi'bo
三有,san'you
三缘山轮藏目录,san'yuan'shan'lun'cang'mu'lu
三灾,san'zai
三藏,san'zang
三斋,san'zhai
三障,san'zhang
三智,san'zhi
三枝充德,san'zhi'chong'de
三支作法,san'zhi'zuo'fa
三种人,san'zhong'ren
三转读文,san'zhuan'du'wen
三转法轮,san'zhuan'fa'lun
三转法轮经,san'zhuan'fa'lun'jing
三转十二行相,san'zhuan'shi'er'xing'xiang
三自性论,san'zi'xing'lun
三宗,san'zong
三尊佛,san'zun'fo
桑浦寺,sang'pu'si
桑耶寺,sang'ye'si
桑耶宗论,sang'ye'zong'lun
扫树叶的小和尚,sao'shu'ye'de'xiao'he'shang
色,se
色即是空,se'ji'shi'kong
色界,se'jie
色究竟天,se'jiu'jing'tian
色具三千,se'ju'san'qian
色拉寺,se'la'si
色量,se'liang
色身,se'shen
色蕴,se'yun
森林书,sen'lin'shu
僧兵,seng'bing
僧残,seng'can
僧璨,seng'can
僧祇户,seng'chi'hu
僧祇支,seng'chi'zhi
僧稠,seng'chou
僧传,seng'chuan
僧导,seng'dao
僧伽,seng'ga
僧伽跋澄,seng'ga'ba'cheng
僧伽跋摩,seng'ga'ba'mo
僧伽跋陀罗,seng'ga'ba'tuo'luo
僧伽梨,seng'ga'li
僧伽罗剎,seng'ga'luo'cha
僧伽罗剎所集经,seng'ga'luo'cha'suo'ji'jing
僧伽蜜多,seng'ga'mi'duo
僧伽婆罗,seng'ga'po'luo
僧伽提婆,seng'ga'ti'po
僧官制度,seng'guan'zhi'du
僧籍,seng'ji
僧濬,seng'jun
僧科,seng'ke
僧朗,seng'lang
僧旻,seng'min
僧诠,seng'quan
僧人与虱子,seng'ren'yu'shi'zi
僧叡,seng'rui
僧物,seng'wu
僧祐,seng'you
僧肇,seng'zhao
莎车国,sha'che'guo
莎昆妲罗,sha'kun'da'luo
沙门不敬王者论,sha'men'bu'jing'wang'zhe'lun
沙门果经,sha'men'guo'jing
沙弥,sha'mi
沙弥戒,sha'mi'jie
沙弥尼,sha'mi'ni
沙弥问答,sha'mi'wen'da
沙摩吠陀,sha'mo'fei'tuo
杀生戒,sha'sheng'jie
晒海苔,shai'hai'tai
善,shan
山边习学,shan'bian'xi'xue
善导寺,shan'dao'si
山迪阿输克运动,shan'di'a'shu'ke'yun'dong
山顶大笑,shan'ding'da'xiao
删定四分僧戒本,shan'ding'si'fen'seng'jie'ben
删定止观,shan'ding'zhi'guan
善恶相知,shan'e'xiang'zhi
山芳卡玛哈耶尼康,shan'fang'ka'ma'ha'ye'ni'kang
山伏,shan'fu
善福寺,shan'fu'si
山冈铁舟,shan'gang'tie'zhou
善根,shan'gen
山谷寺,shan'gu'si
山海关地藏寺,shan'hai'guan'di'zang'si
山号,shan'hao
善化寺,shan'hua'si
善慧,shan'hui
山家,shan'jia
山家学生式,shan'jia'xue'sheng'shi
山家义苑,shan'jia'yi'yuan
善见城,shan'jian'cheng
善见律毗婆沙,shan'jian'lv'pi'po'sha
山口瑞凤,shan'kou'rui'feng
山口益,shan'kou'yi
善来,shan'lai
善良中的自私,shan'liang'zhong'de'zi'si
山门,shan'men
善女人传,shan'nv'ren'chuan
善女天咒,shan'nv'tian'zhou
山崎,shan'qi
山崎闇斋,shan'qi'an'zhai
山崎宏,shan'qi'hong
