爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
君子以申命行事,jun'zi'yi'shen'ming'xing'shi
君子以慎言语,jun'zi'yi'shen'yan'yu
君子以施禄及下,jun'zi'yi'shi'lu'ji'xia
君子以顺德,jun'zi'yi'shun'de
君子以思不出其位,jun'zi'yi'si'bu'chu'qi'wei
君子以思患而预防之,jun'zi'yi'si'huan'er'yu'fang'zhi
君子以同而异,jun'zi'yi'tong'er'yi
君子以虚受人,jun'zi'yi'xu'shou'ren
君子以言有物,jun'zi'yi'yan'you'wu
君子以懿文德,jun'zi'yi'yi'wen'de
君子以议狱缓死,jun'zi'yi'yi'yu'huan'si
君子以饮食宴乐,jun'zi'yi'yin'shi'yan'le
君子以永终知敝,jun'zi'yi'yong'zhong'zhi'bi
君子以远小人,jun'zi'yi'yuan'xiao'ren
君子以折狱致刑,jun'zi'yi'zhe'yu'zhi'xing
君子以振民育德,jun'zi'yi'zhen'min'yu'de
君子以正位凝命,jun'zi'yi'zheng'wei'ning'ming
君子以治历明时,jun'zi'yi'zhi'li'ming'shi
君子以致命遂志,jun'zi'yi'zhi'ming'sui'zhi
君子以制数度,jun'zi'yi'zhi'shu'du
君子以自强不息,jun'zi'yi'zi'qiang'bu'xi
君子以自昭明德,jun'zi'yi'zi'zhao'ming'de
君子以作事谋始,jun'zi'yi'zuo'shi'mou'shi
君子用罔,jun'zi'yong'wang
君子有解,jun'zi'you'jie
君子攸行,jun'zi'you'xing
君子有攸往,jun'zi'you'you'wang
君子有终,jun'zi'you'zhong
君子于行,jun'zi'yu'xing
君子征凶,jun'zi'zheng'xiong
君子正也,jun'zi'zheng'ye
君子之道,jun'zi'zhi'dao
君子之道也,jun'zi'zhi'dao'ye
君子之光,jun'zi'zhi'guang
君子之所以动天地也,jun'zi'zhi'suo'yi'dong'tian'di'ye
君子之终也,jun'zi'zhi'zhong'ye
君子终日乾乾,jun'zi'zhong'ri'qian'qian
开而当名,kai'er'dang'ming
开国承家,kai'guo'cheng'jia
坎不盈,kan'bu'ying
坎卦终,kan'gua'zhong
坎上兑下,kan'shang'dui'xia
坎上艮下,kan'shang'gen'xia
坎上坎下,kan'shang'kan'xia
坎上离下,kan'shang'li'xia
坎上乾下,kan'shang'qian'xia
坎上下坤,kan'shang'xia'kun
坎上巽下,kan'shang'xun'xia
坎上震下,kan'shang'zhen'xia
坎为耳,kan'wei'er
坎为豕,kan'wei'shi
坎为水,kan'wei'shui
坎有险,kan'you'xian
坎再索而男,kan'zai'suo'er'nan
坎者水也,kan'zhe'shui'ye
坎者陷也,kan'zhe'xian'ye
坎之时用大矣哉,kan'zhi'shi'yong'da'yi'zai
康侯用锡马蕃庶,kang'hou'yong'xi'ma'fan'shu
亢龙有悔,kang'long'you'hui
亢之为言也,kang'zhi'wei'yan'ye
考无咎,kao'wu'jiu
可不慎乎,ke'bu'shen'hu
可大则贤人之业,ke'da'ze'xian'ren'zhi'ye
可鼓或罢,ke'gu'huo'ba
可观而后有所合,ke'guan'er'hou'you'suo'he
可久则贤人之德,ke'jiu'ze'xian'ren'zhi'de
可小事,ke'xiao'shi
可以王矣,ke'yi'wang'yi
可以正邦也,ke'yi'zheng'bang'ye
可用汲,ke'yong'ji
可用行师,ke'yong'xing'shi
可与存义也,ke'yu'cun'yi'ye
可与几也,ke'yu'ji'ye
可与佑神矣,ke'yu'you'shen'yi
嗑者合也,ke'zhe'he'ye
可贞,ke'zhen
可贞无咎,ke'zhen'wu'jiu
恐致福也,kong'zhi'fu'ye
苦节,ku'jie
苦节不可贞,ku'jie'bu'ke'zhen
苦节贞凶,ku'jie'zhen'xiong
刳木为舟,ku'mu'wei'zhou
枯杨生华,ku'yang'sheng'hua
枯杨生稊,ku'yang'sheng'ti
宽以居之,kuan'yi'ju'zhi
况其迩乎言出乎身,kuang'qi'er'hu'yan'chu'hu'shen
况其迩者乎居其室,kuang'qi'er'zhe'hu'ju'qi'shi
况於鬼神乎,kuang'yu'gui'shen'hu
睽孤,kui'gu
睽卦终,kui'gua'zhong
窥观,kui'guan
窥观女贞,kui'guan'nv'zhen
窥其户,kui'qi'hu
聩然示人简矣,kui'ran'shi'ren'jian'yi
睽外也,kui'wai'ye
睽者乖也,kui'zhe'guai'ye
睽之时用大矣哉,kui'zhi'shi'yong'da'yi'zai
坤道成女,kun'dao'cheng'nv
坤地也,kun'di'ye
困而不失其所,kun'er'bu'shi'qi'suo
困卦终,kun'gua'zhong
坤卦终,kun'gua'zhong
坤厚载物,kun'hou'zai'wu
困乎上者,kun'hu'shang'zhe
困蒙,kun'meng
困蒙之吝,kun'meng'zhi'lin
坤其道顺乎,kun'qi'dao'shun'hu
坤柔,kun'rou
坤上兑下,kun'shang'dui'xia
坤上艮下,kun'shang'gen'xia
坤上坎下,kun'shang'kan'xia
坤上坤下,kun'shang'kun'xia
坤上离下,kun'shang'li'xia
坤上乾下,kun'shang'qian'xia
坤上巽下,kun'shang'xun'xia
坤上震下,kun'shang'zhen'xia
坤为地,kun'wei'di
坤为腹,kun'wei'fu
坤为牛,kun'wei'niu
坤也者地也,kun'ye'zhe'di'ye
坤以藏之,kun'yi'cang'zhi
坤以简能,kun'yi'jian'neng
坤阴物也,kun'yin'wu'ye
困于赤绂,kun'yu'chi'fu
困于葛藟,kun'yu'ge'lei
困于金车,kun'yu'jin'che
困于酒食,kun'yu'jiu'shi
困于石,kun'yu'shi
坤之策,kun'zhi'ce
坤至柔,kun'zhi'rou
坤作成物,kun'zuo'cheng'wu
括囊,kuo'nang
括囊无咎,kuo'nang'wu'jiu
来兑,lai'dui
来兑之凶,lai'dui'zhi'xiong
来徐徐,lai'xu'xu
来誉,lai'yu
来章,lai'zhang
来者信也,lai'zhe'xin'ye
来之坎坎,lai'zhi'kan'kan
劳而不伐,lao'er'bu'fa
老夫得其女妻,lao'fu'de'qi'nv'qi
老妇得士夫,lao'fu'de'shi'fu
老夫女妻,lao'fu'nv'qi
老妇士夫,lao'fu'shi'fu
劳卦也,lao'gua'ye
劳乎坎,lao'hu'kan
劳谦君子,lao'qian'jun'zi
乐天知命,le'tian'zhi'ming
乐则行之,le'ze'xing'zhi
雷出地奋,lei'chu'di'fen
雷地豫,lei'di'yu
雷电合而章,lei'dian'he'er'zhang
雷电皆至,lei'dian'jie'zhi
雷电噬嗑,lei'dian'shi'ke
雷风,lei'feng
雷风不相悖,lei'feng'bu'xiang'bei
雷风恒,lei'feng'heng
雷风相薄,lei'feng'xiang'bo
雷风相与,lei'feng'xiang'yu
雷火丰,lei'huo'feng
耒耨之利,lei'nou'zhi'li
羸其角,lei'qi'jiao
羸其瓶,lei'qi'ping
雷山小过,lei'shan'xiao'guo
羸豕踟躅,lei'shi'chi'zhu
雷水解,lei'shui'jie
雷天大壮,lei'tian'da'zhuang
雷以动之,lei'yi'dong'zhi
雷雨之动满盈,lei'yu'zhi'dong'man'ying
雷雨作,lei'yu'zuo
雷在地中,lei'zai'di'zhong
雷在天上,lei'zai'tian'shang
雷泽归妹,lei'ze'gui'mei
理财正辞,li'cai'zheng'ci
立成器以为天下利,li'cheng'qi'yi'wei'tian'xia'li
利出否,li'chu'fou
立地之道,li'di'zhi'dao
离卦终,li'gua'zhong
厉吉,li'ji
厉吉无咎,li'ji'wu'jiu
利见大人,li'jian'da'ren
利见大人亨,li'jian'da'ren'heng
利建侯,li'jian'hou
利建侯行师,li'jian'hou'xing'shi
利艰贞,li'jian'zhen
利艰贞吉,li'jian'zhen'ji
利居贞,li'ju'zhen
利君子贞,li'jun'zi'zhen
利女贞,li'nv'zhen
利牝马之贞,li'pin'ma'zhi'zhen
离群丑也,li'qun'chou'ye
立人之道,li'ren'zhi'dao
离上,li'shang
离上兑下,li'shang'dui'xia
离上艮下,li'shang'gen'xia
离上坎下,li'shang'kan'xia
离上坤下,li'shang'kun'xia
离上离下,li'shang'li'xia
离上乾下,li'shang'qian'xia
离上巽下,li'shang'xun'xia
离上震下,li'shang'zhen'xia
利涉大川,li'she'da'chuan
离王公也,li'wang'gong'ye
离为火,li'wei'huo
离为目,li'wei'mu
离为雉,li'wei'zhi
利物,li'wu
厉无咎,li'wu'jiu
利武人之贞,li'wu'ren'zhi'zhen
利西南,li'xi'nan
利西南得朋,li'xi'nan'de'peng
立心勿恒,li'xin'wu'heng
厉薰心,li'xun'xin
礼言恭,li'yan'gong
丽也,li'ye
离也者,li'ye'zhe
利用安身,li'yong'an'shen
利用宾于王,li'yong'bin'yu'wang
利用出入,li'yong'chu'ru
利用恒,li'yong'heng
利用亨祀,li'yong'heng'si
利用祭祀,li'yong'ji'si
利用侵伐,li'yong'qin'fa
利用为大作,li'yong'wei'da'zuo
利用为依迁国,li'yong'wei'yi'qian'guo
利用刑人,li'yong'xing'ren
利用行师,li'yong'xing'shi
利用狱,li'yong'yu
利用御寇,li'yong'yu'kou
利用狱也,li'yong'yu'ye
利永贞,li'yong'zhen
利幽人之贞,li'you'ren'zhi'zhen
利攸往,li'you'wang
利有攸往,li'you'you'wang
利于不息之贞,li'yu'bu'xi'zhi'zhen
利御寇,li'yu'kou
离再索而得女,li'zai'suo'er'de'nv
丽泽,li'ze
利者,li'zhe
离者丽也,li'zhe'li'ye
利贞,li'zhen
利贞者,li'zhen'zhe
利执言,li'zhi'yan
厉终吉,li'zhong'ji
良马逐,liang'ma'zhu
两仪生四象,liang'yi'sheng'si'xiang
列贵贱者,lie'gui'jian'zhe
列其夤,lie'qi'yin
吝道也,lin'dao'ye
临卦终,lin'gua'zhong
临者大也,lin'zhe'da'ye
六二,liu'er
六二征凶,liu'er'zheng'xiong
六二之动,liu'er'zhi'dong
六二之吉,liu'er'zhi'ji
六二之难,liu'er'zhi'nan
六三,liu'san
六四,liu'si
六四元吉,liu'si'yuan'ji
六位时成,liu'wei'shi'cheng
六五,liu'wu
六五元吉,liu'wu'yuan'ji
六五贞疾,liu'wu'zhen'ji
六五之吉,liu'wu'zhi'ji
六爻发挥,liu'yao'fa'hui
六爻相杂,liu'yao'xiang'za
六爻之动,liu'yao'zhi'dong
六爻之义,liu'yao'zhi'yi
六者非它也,liu'zhe'fei'ta'ye
龙德而隐者也,long'de'er'yin'zhe'ye
龙德而正中者也,long'de'er'zheng'zhong'zhe'ye
龙蛇之蛰,long'she'zhi'zhe
乱者,luan'zhe
乱之所生也,luan'zhi'suo'sheng'ye
洛出书,luo'chu'shu
履不处也,lv'bu'chu'ye
履错然,lv'cuo'ran
履错之敬,lv'cuo'zhi'jing
履道坦坦,lv'dao'tan'tan
履帝位而不疚,lv'di'wei'er'bu'jiu
履而泰,lv'er'tai
旅而无所容,lv'er'wu'suo'rong
旅焚其次,lv'fen'qi'ci
履卦终,lv'gua'zhong
旅卦终,lv'gua'zhong
履虎尾,lv'hu'wei
旅即次,lv'ji'ci
屡迁,lv'qian
旅人先笑后号啕,lv'ren'xian'xiao'hou'hao'tao
履霜,lv'shuang
履霜坚冰,lv'shuang'jian'bing
履霜坚冰至,lv'shuang'jian'bing'zhi
旅琐琐,lv'suo'suo
履校灭耳,lv'xiao'mie'er
履校灭趾,lv'xiao'mie'zhi
履信思乎顺,lv'xin'si'hu'shun
旅于处,lv'yu'chu
旅贞吉,lv'zhen'ji
旅贞吉也,lv'zhen'ji'ye
旅之时义大矣哉,lv'zhi'shi'yi'da'yi'zai
马匹亡,ma'pi'wang
慢藏诲盗,man'cang'hui'dao
冒天下之道,mao'tian'xia'zhi'dao
美在其中,mei'zai'qi'zhong
美之至也,mei'zhi'zhi'ye
蒙卦终,meng'gua'zhong
蒙亨,meng'heng
蒙以养正,meng'yi'yang'zheng
蒙杂而著,meng'za'er'zhu
蒙者蒙也,meng'zhe'meng'ye
迷复,mi'fu
迷复之凶,mi'fu'zhi'xiong
密云不雨,mi'yun'bu'yu
眇能视,miao'neng'shi
妙万物而为言者也,miao'wan'wu'er'wei'yan'zhe'ye
蔑贞凶,mie'zhen'xiong
民劝矣哉,min'quan'yi'zai
民说无疆,min'shuo'wu'jiang
民所载也,min'suo'zai'ye
民忘其劳,min'wang'qi'lao
民忘其死,min'wang'qi'si
民咸用之,min'xian'yong'zhi
名必辱,ming'bi'ru
明辨晰也,ming'bian'xi'ye
明不可息也,ming'bu'ke'xi'ye
明出地上,ming'chu'di'shang
明功也,ming'gong'ye
鸣鹤在阴,ming'he'zai'yin
明两作离,ming'liang'zuo'li
鸣谦,ming'qian
鸣谦贞吉,ming'qian'zhen'ji
明入地中,ming'ru'di'zhong
冥升,ming'sheng
冥升在上,ming'sheng'zai'shang
明也,ming'ye
明夷,ming'yi
明以动,ming'yi'dong
明夷卦终,ming'yi'gua'zhong
明夷于飞,ming'yi'yu'fei
明夷于南狩,ming'yi'yu'nan'shou
明夷诛也,ming'yi'zhu'ye
冥豫,ming'yu
鸣豫,ming'yu
明於天之道,ming'yu'tian'zhi'dao
冥豫在上,ming'yu'zai'shang
莫大乎圣人,mo'da'hu'sheng'ren
莫大乎蓍龟,mo'da'hu'shi'gui
默而成之,mo'er'cheng'zhi
莫熯乎火,mo'han'hu'huo
莫疾乎风,mo'ji'hu'feng
莫疾乎雷,mo'ji'hu'lei
莫润乎水,mo'run'hu'shui
莫盛乎艮,mo'sheng'hu'gen
莫说乎泽,mo'shuo'hu'ze
莫夜有戎,mo'ye'you'rong
莫益之,mo'yi'zhi
莫之胜说,mo'zhi'sheng'shuo
莫之与,mo'zhi'yu
木道乃行,mu'dao'nai'xing
木上有火,mu'shang'you'huo
木上有水,mu'shang'you'shui
纳妇吉,na'fu'ji
纳约自牖,na'yue'zi'you
乃从维之,nai'cong'wei'zhi
乃大得也,nai'da'de'ye
乃得中也,nai'de'zhong'ye
乃亨,nai'heng
乃化邦也,nai'hua'bang'ye
乃化成天下,nai'hua'cheng'tian'xia
乃见天则,nai'jian'tian'ze
乃利贞,nai'li'zhen
乃乱乃萃,nai'luan'nai'cui
乃顺承天,nai'shun'cheng'tian
乃统天,nai'tong'tian
乃位乎天德,nai'wei'hu'tian'de
乃徐有说,nai'xu'you'shuo
乃以刚中也,nai'yi'gang'zhong'ye
乃应乎天也,nai'ying'hu'tian'ye
乃与类行,nai'yu'lei'xing
乃终有庆,nai'zhong'you'qing
南方之卦也,nan'fang'zhi'gua'ye
男女构精,nan'nv'gou'jing
男女睽,nan'nv'kui
男女正,nan'nv'zheng
南狩之志,nan'shou'zhi'zhi
男下女,nan'xia'nv
难也,nan'ye
南征吉,nan'zheng'ji
男正位乎外,nan'zheng'wei'hu'wai
内健而外顺,nei'jian'er'wai'shun
内君子而外小人,nei'jun'zi'er'wai'xiao'ren
内难而能正其志,nei'nan'er'neng'zheng'qi'zhi
内柔而外刚,nei'rou'er'wai'gang
内文明而外柔顺,nei'wen'ming'er'wai'rou'shun
内喜之也,nei'xi'zhi'ye
内小人而外君子,nei'xiao'ren'er'wai'jun'zi
内阳而外阴,nei'yang'er'wai'yin
内阴而外阳,nei'yin'er'wai'yang
能久中也,neng'jiu'zhong'ye
能说诸心,neng'shuo'zhu'xin
能研诸侯之虑,neng'yan'zhu'hou'zhi'lv
能以众正,neng'yi'zhong'zheng
能止健,neng'zhi'jian
拟议以成其变化,ni'yi'yi'cheng'qi'bian'hua
拟之而后言,ni'zhi'er'hou'yan
鸟焚其巢,niao'fen'qi'chao
女承筐无实,nv'cheng'kuang'wu'shi
女归吉,nv'gui'ji
女归吉也,nv'gui'ji'ye
女正位乎内,nv'zheng'wei'hu'nei
女壮,nv'zhuang
女子贞不字,nv'zi'zhen'bu'zi
磐桓,pan'huan
旁通情也,pang'tong'qing'ye
旁行而不流,pang'xing'er'bu'liu
朋从尔思,peng'cong'er'si
朋盍簪,peng'he'zan
朋来无咎,peng'lai'wu'jiu
朋亡,peng'wang
朋至斯孚,peng'zhi'si'fu
辟户谓之乾,pi'hu'wei'zhi'qian
否泰反其类也,pi'tai'fan'qi'lei'ye
偏辞也,pian'ci'ye
翩翩不富,pian'pian'bu'fu
频复,pin'fu
频复之厉,pin'fu'zhi'li
牝马地类,pin'ma'di'lei
品物流形,pin'wu'liu'xing
品物咸亨,pin'wu'xian'heng
品物咸章也,pin'wu'xian'zhang'ye
频巽,pin'xun
频巽之吝,pin'xun'zhi'lin
其辩明也,qi'bian'ming'ye
其不可见乎,qi'bu'ke'jian'hu
其称名也,qi'cheng'ming'ye
其称名也小,qi'cheng'ming'ye'xiao
其臭如兰,qi'chou'ru'lan
其初难知,qi'chu'nan'zhi
其出入以度,qi'chu'ru'yi'du
其辞慙,qi'ci'can
其辞文,qi'ci'wen
其当殷之末世,qi'dang'yin'zhi'mo'shi
其道大光,qi'dao'da'guang
其道光明,qi'dao'guang'ming
其道穷也,qi'dao'qiong'ye
其道上行,qi'dao'shang'xing
其道甚大,qi'dao'shen'da
妻道也,qi'dao'ye
其德刚健而文明,qi'de'gang'jian'er'wen'ming
其德行何也,qi'de'xing'he'ye
其动也辟,qi'dong'ye'pi
其动也直,qi'dong'ye'zhi
其匪正有眚,qi'fei'zheng'you'sheng
其孚穷也,qi'fu'qiong'ye
其刚胜邪,qi'gang'sheng'xie
其故何也,qi'gu'he'ye
齐乎巽,qi'hu'xun
其晖吉也,qi'hui'ji'ye
其悔乃亡,qi'hui'nai'wang
其吉,qi'ji
戚嗟若,qi'jie'ruo
其静也翕,qi'jing'ye'xi
其静也专,qi'jing'ye'zhuan
其究为健,qi'jiu'wei'jian
其究为躁卦,qi'jiu'wei'zao'gua
其君之袂,qi'jun'zhi'mei
其来复吉,qi'lai'fu'ji
其利断金,qi'li'duan'jin
其命乱也,qi'ming'luan'ye
其牛掣,qi'niu'che
妻其可得见邪,qi'qi'ke'de'jian'xie
其取类也大,qi'qu'lei'ye'da
其人天且劓,qi'ren'tian'qie'yi
七日得,qi'ri'de
七日来复,qi'ri'lai'fu
其柔危,qi'rou'wei
弃如,qi'ru
其善不同,qi'shan'bu'tong
其上易知,qi'shang'yi'zhi
其事肆而隐,qi'shi'si'er'yin
其事在中,qi'shi'zai'zhong
其受命也如向,qi'shou'ming'ye'ru'xiang
其孰能与於此,qi'shu'neng'yu'yu'ci
其孰能与於此哉,qi'shu'neng'yu'yu'ci'zai
其衰世之意邪,qi'shuai'shi'zhi'yi'xie
其所由来者渐矣,qi'suo'you'lai'zhe'jian'yi
其亡其亡,qi'wang'qi'wang
其位刚,qi'wei'gang
其唯君子乎,qi'wei'jun'zi'hu
其危乃光也,qi'wei'nai'guang'ye
其为圣人乎,qi'wei'sheng'ren'hu
其唯圣人乎,qi'wei'sheng'ren'hu
其位在中,qi'wei'zai'zhong
其文炳也,qi'wen'bing'ye
其文蔚也,qi'wen'wei'ye
其无所失矣,qi'wu'suo'shi'yi
齐小大者,qi'xiao'da'zhe
其心不快,qi'xin'bu'kuai
其行次且,qi'xing'ci'qie
其行塞,qi'xing'sai
其形渥,qi'xing'wo
起凶,qi'xiong
其旋元吉,qi'xuan'yuan'ji
泣血涟如,qi'xue'lian'ru
其血玄黄,qi'xue'xuan'huang
其言曲而中,qi'yan'qu'er'zhong
其要无咎,qi'yao'wu'jiu
齐也者,qi'ye'zhe
其义不困穷矣,qi'yi'bu'kun'qiong'yi
其义焚也,qi'yi'fen'ye
其义吉也,qi'yi'ji'ye
其邑人三百户,qi'yi'ren'san'bai'hu
其义丧也,qi'yi'sang'ye
其益无方,qi'yi'wu'fang
其义凶也,qi'yi'xiong'ye
其用柔中也,qi'yong'rou'zhong'ye
其用四十有九,qi'yong'si'shi'you'jiu
其有忧患乎,qi'you'you'huan'hu
其於地也,qi'yu'di'ye
其於地也为黑,qi'yu'di'ye'wei'hei
其於稼也,qi'yu'jia'ye
其羽可用为仪,qi'yu'ke'yong'wei'yi
其於马也,qi'yu'ma'ye
其於木也,qi'yu'mu'ye
其於人也,qi'yu'ren'ye
其於舆也,qi'yu'yu'ye
其於中古乎,qi'yu'zhong'gu'hu
其欲逐逐,qi'yu'zhu'zhu
汔至,qi'zhi
其志不同行,qi'zhi'bu'tong'hang
其志不相得,qi'zhi'bu'xiang'de
其志乱也,qi'zhi'luan'ye
其知神之所为乎,qi'zhi'shen'zhi'suo'wei'hu
汔至亦未繘井,qi'zhi'yi'wei'jue'jing
其旨远,qi'zhi'yuan
其子和之,qi'zi'he'zhi
乾道变化,qian'dao'bian'hua
乾道成男,qian'dao'cheng'nan
乾道乃革,qian'dao'nai'ge
牵复,qian'fu
牵复在中,qian'fu'zai'zhong
乾刚,qian'gang
乾卦终,qian'gua'zhong
谦卦终,qian'gua'zhong
乾坤成列,qian'kun'cheng'lie
乾坤定矣,qian'kun'ding'yi
乾坤毁,qian'kun'hui
乾坤其易之门邪,qian'kun'qi'yi'zhi'men'xie
乾坤其易之緼邪,qian'kun'qi'yi'zhi'yun'xie
潜龙,qian'long
乾龙勿用,qian'long'wu'yong
潜龙勿用,qian'long'wu'yong
乾龙也,qian'long'ye
愆期之志,qian'qi'zhi'zhi
谦谦君子,qian'qian'jun'zi
乾乾为天,qian'qian'wei'tian
谦轻,qian'qing
乾上兑下,qian'shang'dui'xia
乾上艮下,qian'shang'gen'xia
乾上坎下,qian'shang'kan'xia
乾上坤下,qian'shang'kun'xia
乾上离下,qian'shang'li'xia
乾上乾下,qian'shang'qian'xia
乾上巽下,qian'shang'xun'xia
乾上震下,qian'shang'zhen'xia
乾始能以美利利天下,qian'shi'neng'yi'mei'li'li'tian'xia
乾天也,qian'tian'ye
乾为马,qian'wei'ma
乾为首,qian'wei'shou
乾为天,qian'wei'tian
乾西北之卦也,qian'xi'bei'zhi'gua'ye
乾行也,qian'xing'ye
牵羊悔亡,qian'yang'hui'wang
乾阳物也,qian'yang'wu'ye
谦也者,qian'ye'zhe
乾以君之,qian'yi'jun'zhi
乾以易知,qian'yi'yi'zhi
乾元用九,qian'yuan'yong'jiu
乾元者,qian'yuan'zhe
乾之策,qian'zhi'ce
乾知大始,qian'zhi'da'shi
潜之为言也,qian'zhi'wei'yan'ye
谦尊而光,qian'zun'er'guang
切近灾也,qie'jin'zai'ye
亲寡旅也,qin'gua'lv'ye
亲诸侯,qin'zhu'hou
倾否,qing'fou
情伪相感而利害生,qing'wei'xiang'gan'er'li'hai'sheng
穷大者必失其居,qiong'da'zhe'bi'shi'qi'ju
穷而通,qiong'er'tong
穷理尽性,qiong'li'jin'xing
穷神知化,qiong'shen'zhi'hua
穷之灾也,qiong'zhi'zai'ye
求而往,qiu'er'wang
求婚媾,qiu'hun'gou
求王明,qiu'wang'ming
求小得,qiu'xiao'de
曲成万物而不遗,qu'cheng'wan'wu'er'bu'yi
取女吉,qu'nv'ji
取女吉也,qu'nv'ji'ye
阒其无人,qu'qi'wu'ren
去逖出,qu'ti'chu
屈信相感而利生焉,qu'xin'xiang'gan'er'li'sheng'yan
确乎其不可拔,que'hu'qi'bu'ke'ba
确然示人易矣,que'ran'shi'ren'yi'yi
群疑亡也,qun'yi'wang'ye
然后安,ran'hou'an
然后礼仪有所错,ran'hou'li'yi'you'suo'cuo
然后能变化,ran'hou'neng'bian'hua
然后万物生焉,ran'hou'wan'wu'sheng'yan
然后有夫妇,ran'hou'you'fu'fu
然后有父子,ran'hou'you'fu'zi
然后有男女,ran'hou'you'nan'nv
然后有上下,ran'hou'you'shang'xia
然后有万物,ran'hou'you'wan'wu
然则圣人之意,ran'ze'sheng'ren'zhi'yi
桡万物者,rao'wan'wu'zhe
人道恶盈而好谦,ren'dao'e'ying'er'hao'qian
人谋鬼谋,ren'mou'gui'mou
人文也,ren'wen'ye
仁以行之,ren'yi'xing'zhi
仁者见之谓之仁,ren'zhe'jian'zhi'wei'zhi'ren
人之所助者,ren'zhi'suo'zhu'zhe
日进无疆,ri'jin'wu'jiang
日可见之行也,ri'ke'jian'zhi'xing'ye
日往则月来,ri'wang'ze'yue'lai
日新其德,ri'xin'qi'de
日新之谓盛德,ri'xin'zhi'wei'sheng'de
日以晅之,ri'yi'xuan'zhi
日月得天,ri'yue'de'tian
日月丽乎天,ri'yue'li'hu'tian
日月相推而明生焉,ri'yue'xiang'tui'er'ming'sheng'yan
日月运行,ri'yue'yun'xing
日月之道,ri'yue'zhi'dao
日昃之离,ri'ze'zhi'li
日中见斗,ri'zhong'jian'dou
日中见昧,ri'zhong'jian'mei
日中为市,ri'zhong'wei'shi
日中则昃,ri'zhong'ze'ze
容保民无疆,rong'bao'min'wu'jiang
荣辱之主也,rong'ru'zhi'zhu'ye
柔变刚也,rou'bian'gang'ye
柔乘刚也,rou'cheng'gang'ye
柔乘五刚也,rou'cheng'wu'gang'ye
柔道牵也,rou'dao'qian'ye
柔得位,rou'de'wei
柔得位得中,rou'de'wei'de'zhong
柔得位乎外而上同,rou'de'wei'hu'wai'er'shang'tong
柔得中,rou'de'zhong
柔得中而上行,rou'de'zhong'er'shang'xing
柔得中乎外,rou'de'zhong'hu'wai
柔得中也,rou'de'zhong'ye
柔得尊位,rou'de'zun'wei
柔皆顺乎刚,rou'jie'shun'hu'gang
柔进而上行,rou'jin'er'shang'xing
柔来而文刚,rou'lai'er'wen'gang
柔丽乎中正,rou'li'hu'zhong'zheng
柔履刚也,rou'lv'gang'ye
揉木为耒,rou'mu'wei'lei
柔上而刚下,rou'shang'er'gang'xia
柔顺利贞,rou'shun'li'zhen
柔以时升,rou'yi'shi'sheng
柔遇刚也,rou'yu'gang'ye
柔在内而刚得中,rou'zai'nei'er'gang'de'zhong
柔在下也,rou'zai'xia'ye
柔之为道,rou'zhi'wei'dao
入而后说之,ru'er'hou'shuo'zhi
如临父母,ru'lin'fu'mu
濡其首,ru'qi'shou
濡其首厉,ru'qi'shou'li
濡其尾,ru'qi'wei
如斯而已者也,ru'si'er'yi'zhe'ye
入也,ru'ye
繻有衣袽,ru'you'yi'ru
入于坎窞,ru'yu'kan'dan
入于其宫,ru'yu'qi'gong
入于穴,ru'yu'xue
入于幽谷,ru'yu'you'gu
入于渊也,ru'yu'yuan'ye
入于左腹,ru'yu'zuo'fu
润万物者,run'wan'wu'zhe
润之以风雨,run'zhi'yi'feng'yu
若夫杂物撰德,ruo'fu'za'wu'zhuan'de
若号一握为笑,ruo'hao'yi'wo'wei'xiao
若濡有愠,ruo'ru'you'yun
三才之道也,san'cai'zhi'dao'ye
三多凶,san'duo'xiong
三极之道也,san'ji'zhi'dao'ye
三年克之,san'nian'ke'zhi
三年有赏于大国,san'nian'you'shang'yu'da'guo
三人行,san'ren'xing
三日不食,san'ri'bu'shi
三岁不得,san'sui'bu'de
三岁不见,san'sui'bu'jian
三岁不兴,san'sui'bu'xing
三与五,san'yu'wu
三则疑也,san'ze'yi'ye
丧过乎哀,sang'guo'hu'ai
丧马勿逐,sang'ma'wu'zhu
丧牛于易,sang'niu'yu'yi
丧其童仆,sang'qi'tong'pu
丧期无数,sang'qi'wu'shu
丧其资斧,sang'qi'zi'fu
丧羊于易,sang'yang'yu'yi
善补过也,shan'bu'guo'ye
善不积,shan'bu'ji
山地剥,shan'di'bo
山风蛊,shan'feng'gu
山附地上,shan'fu'di'shang
山火贲,shan'huo'ben
山雷颐,shan'lei'yi
剡木为楫,shan'mu'wei'ji
剡木为矢,shan'mu'wei'shi
山上有火,shan'shang'you'huo
山上有雷,shan'shang'you'lei
山上有木,shan'shang'you'mu
山上有水,shan'shang'you'shui
山上有泽,shan'shang'you'ze
善世而不伐,shan'shi'er'bu'fa
山水蒙,shan'shui'meng
善俗,shan'su
山天大畜,shan'tian'da'chu
山下出泉,shan'xia'chu'quan
山下有风,shan'xia'you'feng
山下有火,shan'xia'you'huo
山下有雷,shan'xia'you'lei
山下有险,shan'xia'you'xian
山下有泽,shan'xia'you'ze
善则千里之外应之,shan'ze'qian'li'zhi'wai'ying'zhi
山泽损,shan'ze'sun
山泽通气,shan'ze'tong'qi
善之长也,shan'zhi'chang'ye
