哀而不伤,ai'er'bu'shang
丘陵,qiu'ling
求其志,qiu'qi'zhi
求仁而得仁,qiu'ren'er'de'ren
求善贾而沽诸,qiu'shan'jia'er'gu'zhu
丘未达,qiu'wei'da
求为可知也,qiu'wei'ke'zhi'ye
求无乃尔是过与,qiu'wu'nai'er'shi'guo'yu
求也可使从政也与,qiu'ye'ke'shi'cong'zheng'ye'yu
求也退,qiu'ye'tui
求也为之,qiu'ye'wei'zhi
求也问闻斯行诸,qiu'ye'wen'wen'si'xing'zhu
丘也闻有国有家者,qiu'ye'wen'you'guo'you'jia'zhe
丘也幸,qiu'ye'xing
求也艺,qiu'ye'yi
丘之祷久矣,qiu'zhi'dao'jiu'yi
求之与,qiu'zhi'yu
去兵,qu'bing
蘧伯玉使人于孔子,qu'bo'yu'shi'ren'yu'kong'zi
趋而辟之,qu'er'pi'zhi
曲肱而枕之,qu'gong'er'zhen'zhi
趋进,qu'jin
去丧,qu'sang
取瑟而歌,qu'se'er'ge
去食,qu'shi
区以别矣,qu'yi'bie'yi
阙党童子将命,que'dang'tong'zi'jiang'ming
群而不党,qun'er'bu'dang
群居终日,qun'ju'zhong'ri
然而未仁,ran'er'wei'ren
然非与,ran'fei'yu
然后君子,ran'hou'jun'zi
然后免于父母之怀,ran'hou'mian'yu'fu'mu'zhi'huai
然后为学,ran'hou'wei'xue
然后乐正,ran'hou'yue'zheng
然乎,ran'hu
冉求曰,ran'qiu'yue
冉求之艺,ran'qiu'zhi'yi
冉有季,ran'you'ji
冉有季路见于孔子曰,ran'you'ji'lu'jian'yu'kong'zi'yue
冉有仆,ran'you'pu
冉有问,ran'you'wen
冉有曰,ran'you'yue
冉有子贡侃侃如也,ran'you'zi'gong'kan'kan'ru'ye
然则从之者与,ran'ze'cong'zhi'zhe'yu
然则管,ran'ze'guan
然则师愈与,ran'ze'shi'yu'yu
冉子退朝,ran'zi'tui'chao
冉子为其母请粟,ran'zi'wei'qi'mu'qing'su
冉子与之粟五秉,ran'zi'yu'zhi'su'wu'bing
人必知之,ren'bi'zhi'zhi
人不,ren'bu
人不间于其父母昆弟之言,ren'bu'jian'yu'qi'fu'mu'kun'di'zhi'yan
人不堪其忧,ren'bu'kan'qi'you
仁不能守之,ren'bu'neng'shou'zhi
人不厌其取,ren'bu'yan'qi'qu
人不厌其言,ren'bu'yan'qi'yan
人不知,ren'bu'zhi
人而不仁,ren'er'bu'ren
人而不为周南召南,ren'er'bu'wei'zhou'nan'zhao'nan
人而无恒,ren'er'wu'heng
人而无信,ren'er'wu'xin
人将拒我,ren'jiang'ju'wo
人洁己以进,ren'jie'ji'yi'jin
人皆有兄弟,ren'jie'you'xiong'di
人能弘道,ren'neng'hong'dao
仁能守之,ren'neng'shou'zhi
人其舍诸,ren'qi'she'zhu
人虽欲自绝,ren'sui'yu'zi'jue
人未有自致者也,ren'wei'you'zi'zhi'zhe'ye
人无远虑,ren'wu'yuan'lv
人焉廋哉,ren'yan'sou'zai
人也,ren'ye
人以为谄也,ren'yi'wei'chan'ye
仁以为己任,ren'yi'wei'ji'ren
仁远乎哉,ren'yuan'hu'zai
人曰,ren'yue
仁在其中矣,ren'zai'qi'zhong'yi
仁则吾不,ren'ze'wu'bu
仁者,ren'zhe
仁者安仁,ren'zhe'an'ren
仁者必有勇,ren'zhe'bi'you'yong
仁者不忧,ren'zhe'bu'you
仁者静,ren'zhe'jing
仁者乐山,ren'zhe'le'shan
仁者寿,ren'zhe'shou
仁者先难而后获,ren'zhe'xian'nan'er'hou'huo
人之过也,ren'zhi'guo'ye
人之将死,ren'zhi'jiang'si
人之生也直,ren'zhi'sheng'ye'zhi
人之言曰,ren'zhi'yan'yue
任重而道远,ren'zhong'er'dao'yuan
仍旧贯,reng'jiu'guan
日月逝矣,ri'yue'shi'yi
日月也,ri'yue'ye
日知其所亡,ri'zhi'qi'suo'wang
肉虽多,rou'sui'duo
孺悲欲见孔子,ru'bei'yu'jian'kong'zi
如不祭,ru'bu'ji
如不可求,ru'bu'ke'qiu
如不容,ru'bu'rong
如不如乡人之善者好之,ru'bu'ru'xiang'ren'zhi'shan'zhe'hao'zhi
如不善而莫之违也,ru'bu'shan'er'mo'zhi'wei'ye
如不胜,ru'bu'sheng
如得其情,ru'de'qi'qing
如浮云,ru'fu'yun
入公门,ru'gong'men
如会同,ru'hui'tong
如乐何,ru'le'he
如礼何,ru'li'he
如临,ru'lin
如履薄冰,ru'lv'bo'bing
如其礼乐,ru'qi'li'yue
如其仁,ru'qi'ren
如其善而莫之违也,ru'qi'shan'er'mo'zhi'wei'ye
如日月之食焉,ru'ri'yue'zhi'shi'yan
如杀无道,ru'sha'wu'dao
如斯而已乎,ru'si'er'yi'hu
入太庙,ru'tai'miao
如五六十,ru'wu'liu'shi
如也,ru'ye
如用之,ru'yong'zhi
如有博施于民而能济众,ru'you'bo'shi'yu'min'er'neng'ji'zhong
如有所立卓尔,ru'you'suo'li'zhuo'er
如有所誉者,ru'you'suo'yu'zhe
如有王者,ru'you'wang'zhe
如有用我者,ru'you'yong'wo'zhe
如有政,ru'you'zheng
如有周公之才之美,ru'you'zhou'gong'zhi'cai'zhi'mei
如愚,ru'yu
入曰,ru'yue
入则事父兄,ru'ze'shi'fu'xiong
如正人何,ru'zheng'ren'he
如之何,ru'zhi'he
如之何其彻也,ru'zhi'he'qi'che'ye
如之何其废之,ru'zhi'he'qi'fei'zhi
如之何其拒人也,ru'zhi'he'qi'ju'ren'ye
如之何其可及也,ru'zhi'he'qi'ke'ji'ye
如之何其闻斯行之,ru'zhi'he'qi'wen'si'xing'zhi
如之何者,ru'zhi'he'zhe
如知为君之难也,ru'zhi'wei'jun'zhi'nan'ye
如琢如磨,ru'zhuo'ru'mo
若季氏则吾不能,ruo'ji'shi'ze'wu'bu'neng
若圣与仁,ruo'sheng'yu'ren
若由也,ruo'you'ye
若臧武仲之知,ruo'zang'wu'zhong'zhi'zhi
三黜,san'chu
三代,san'dai
三饭缭适蔡,san'fan'liao'shi'cai
三分天下有其二,san'fen'tian'xia'you'qi'er
三家者,san'jia'zhe
三军可夺帅也,san'jun'ke'duo'shuai'ye
三年,san'nian
三年不为乐,san'nian'bu'wei'le
三年不言,san'nian'bu'yan
三年无改于父之道,san'nian'wu'gai'yu'fu'zhi'dao
三年学,san'nian'xue
三年有成,san'nian'you'cheng
三年之丧,san'nian'zhi'sang
三人行,san'ren'xing
三日不朝,san'ri'bu'chao
三世,san'shi
三十而立,san'shi'er'li
三嗅而作,san'xiu'er'zuo
三以天下让,san'yi'tian'xia'rang
三月不知肉味,san'yue'bu'zhi'rou'wei
三子者出,san'zi'zhe'chu
丧邦乎,sang'bang'hu
丧事不敢不勉,sang'shi'bu'gan'bu'mian
丧思哀,sang'si'ai
丧与其易也,sang'yu'qi'yi'ye
丧致乎哀而止,sang'zhi'hu'ai'er'zhi
色勃如也,se'bo'ru'ye
色恶,se'e
色厉而内荏,se'li'er'nei'ren
色难,se'nan
色取仁,se'qu'ren
色斯举矣,se'si'ju'yi
色思温,se'si'wen
色庄者乎,se'zhuang'zhe'hu
杀鸡为黍而食之,sha'ji'wei'shu'er'shi'zhi
山川其舍诸,shan'chuan'qi'she'zhu
善夫,shan'fu
善居室,shan'ju'shi
山梁雌雉,shan'liang'ci'zhi
善人教民七年,shan'ren'jiao'min'qi'nian
善人是富,shan'ren'shi'fu
善人为邦百年,shan'ren'wei'bang'bai'nian
善人吾不得而见之矣,shan'ren'wu'bu'de'er'jian'zhi'yi
善为我辞焉如有复我者,shan'wei'wo'ci'yan'ru'you'fu'wo'zhe
善诱人,shan'you'ren
善哉,shan'zai
善哉问,shan'zai'wen
尚德哉若人,shang'de'zai'ruo'ren
上好礼,shang'hao'li
上好信,shang'hao'xin
上好义,shang'hao'yi
伤人乎,shang'ren'hu
上如揖,shang'ru'yi
上失其道,shang'shi'qi'dao
商闻之矣,shang'wen'zhi'yi
上下神只,shang'xia'shen'zhi
商也不及,shang'ye'bu'ji
上矣,shang'yi
上者,shang'zhe
少师阳击磬襄入于海,shao'shi'yang'ji'qing'xiang'ru'yu'hai
少有,shao'you
少之时,shao'zhi'shi
射不主皮,she'bu'zhu'pi
摄乎大国之间,she'hu'da'guo'zhi'jian
摄齐升堂,she'qi'sheng'tang
舍瑟而作,she'se'er'zuo
赦小过,she'xiao'guo
奢则不孙,she'ze'bu'sun
舍之则藏,she'zhi'ze'cang
慎而无礼则葸,shen'er'wu'li'ze'xi
审法度,shen'fa'du
申申如也,shen'shen'ru'ye
慎行其余,shen'xing'qi'yu
慎言其余,shen'yan'qi'yu
甚矣吾衰也,shen'yi'wu'shuai'ye
甚于水火,shen'yu'shui'huo
深渊,shen'yuan
深则厉,shen'ze'li
身中清,shen'zhong'qing
慎终追远,shen'zhong'zhui'yuan
升车,sheng'che
生而知之者上也,sheng'er'zhi'zhi'zhe'shang'ye
圣人吾不得而见之矣,sheng'ren'wu'bu'de'er'jian'zhi'yi
事不成,shi'bu'cheng
士不可以不弘毅,shi'bu'ke'yi'bu'hong'yi
食不厌精,shi'bu'yan'jing
食不语,shi'bu'yu
是道也,shi'dao'ye
士而怀居,shi'er'huai'ju
仕而优则学,shi'er'you'ze'xue
式负,shi'fu
食夫稻,shi'fu'dao
事父母,shi'fu'mu
事父母几谏,shi'fu'mu'ji'jian
弑父与君,shi'fu'yu'jun
是故恶夫佞者,shi'gu'e'fu'ning'zhe
是故哂之,shi'gu'shen'zhi
士何如斯可谓之达矣,shi'he'ru'si'ke'wei'zhi'da'yi
使乎,shi'hu
是惑也,shi'huo'ye
士见危致命,shi'jian'wei'zhi'ming
使骄且吝,shi'jiao'qie'lin
事君,shi'jun
事君尽礼,shi'jun'jin'li
事君敬其事,shi'jun'jing'qi'shi
事君数,shi'jun'shu
是可忍也,shi'ke'ren'ye
诗可以兴,shi'ke'yi'xing
始可与言诗已矣,shi'ke'yu'yan'shi'yi'yi
是礼也,shi'li'ye
是鲁孔丘与,shi'lu'kong'qiu'yu
是鲁孔丘之徒与,shi'lu'kong'qiu'zhi'tu'yu
师冕出,shi'mian'chu
师冕见,shi'mian'jian
使民敬忠以劝,shi'min'jing'zhong'yi'quan
使民如承大祭,shi'min'ru'cheng'da'ji
使民以时,shi'min'yi'shi
使民战栗,shi'min'zhan'li
是难能也,shi'nan'neng'ye
事其大夫之贤者,shi'qi'dai'fu'zhi'xian'zhe
视其所以,shi'qi'suo'yi
是丘也,shi'qiu'ye
失饪,shi'ren
失人,shi'ren
是人之,shi'ren'zhi
是人之所欲也,shi'ren'zhi'suo'yu'ye
实若虚,shi'ruo'xu
诗三百,shi'san'bai
是社稷之臣也,shi'she'ji'zhi'chen'ye
十世可知也,shi'shi'ke'zhi'ye
侍食于君,shi'shi'yu'jun
室是远而,shi'shi'yuan'er
世叔讨论之,shi'shu'tao'lun'zhi
诗书执礼,shi'shu'zhi'li
是谁之过与,shi'shui'zhi'guo'yu
事思,shi'si
视思明,shi'si'ming
是谓过矣,shi'wei'guo'yi
是谓能养,shi'wei'neng'yang
是谓弃之,shi'wei'qi'zhi
是为贼,shi'wei'zei
是闻也,shi'wen'ye
是吾忧也,shi'wu'you'ye
是贤乎,shi'xian'hu
失言,shi'yan
是也,shi'ye
师也过,shi'ye'guo
师也辟,shi'ye'pi
食饐而餲,shi'yi'er'ai
是以君子不为也,shi'yi'jun'zi'bu'wei'ye
是以君子恶居下流,shi'yi'jun'zi'wu'ju'xia'liu
是亦为政,shi'yi'wei'zheng
氏亦有反坫,shi'yi'you'fan'dian
始有,shi'you
侍于君子有三愆,shi'yu'jun'zi'you'san'qian
师与商也孰贤,shi'yu'shang'ye'shu'xian
使于四方,shi'yu'si'fang
施于有政,shi'yu'you'zheng
诗云,shi'yun
诗云如切如磋,shi'yun'ru'qie'ru'cuo
时哉时哉,shi'zai'shi'zai
使者出,shi'zhe'chu
逝者如斯夫,shi'zhe'ru'si'fu
食旨不甘,shi'zhi'bu'gan
是知津,shi'zhi'jin
是知其不,shi'zhi'qi'bu
使之闻之,shi'zhi'wen'zhi
是知也,shi'zhi'ye
事之以礼,shi'zhi'yi'li
士志于道,shi'zhi'yu'dao
师挚之始,shi'zhi'zhi'shi
使子路反见之,shi'zi'lu'fan'jian'zhi
使子路问津焉,shi'zi'lu'wen'jin'yan
始作,shi'zuo
守死善道,shou'si'shan'dao
授之以政,shou'zhi'yi'zheng
孰不可忍也,shu'bu'ke'ren'ye
孰不知礼,shu'bu'zhi'li
述而不作,shu'er'bu'zuo
述而第七,shu'er'di'qi
孰敢不正,shu'gan'bu'zheng
孰后倦焉,shu'hou'juan'yan
孰能为之大,shu'neng'wei'zhi'da
叔孙武叔毁仲尼,shu'sun'wu'shu'hui'zhong'ni
叔孙武叔语大夫于朝,shu'sun'wu'shu'yu'dai'fu'yu'chao
孰为夫子,shu'wei'fu'zi
孰谓鄹人之子知礼乎,shu'wei'zou'ren'zhi'zi'zhi'li'hu
孰先传焉,shu'xian'chuan'yan
庶矣哉,shu'yi'zai
书云,shu'yun
谁毁谁誉,shui'hui'shui'yu
水火,shui'huo
谁能出不由户,shui'neng'chu'bu'you'hu
谁为,shui'wei
舜亦以命禹,shun'yi'yi'ming'yu
舜有臣五人而天下治,shun'you'chen'wu'ren'er'tian'xia'zhi
舜有天下,shun'you'tian'xia
舜禹之有天下也而不与焉,shun'yu'zhi'you'tian'xia'ye'er'bu'yu'yan
说而不绎,shuo'er'bu'yi
说也,shuo'ye
说之不以道,shuo'zhi'bu'yi'dao
说之虽不以道,shuo'zhi'sui'bu'yi'dao
驷不及舌,si'bu'ji'she
似不能言者,si'bu'neng'yan'zhe
斯不亦惠而不费乎,si'bu'yi'hui'er'bu'fei'hu
斯不亦泰而不骄乎,si'bu'yi'tai'er'bu'jiao'hu
斯不亦威而不猛乎,si'bu'yi'wei'er'bu'meng'hu
斯出矣,si'chu'yi
私觌,si'di
思而不学,si'er'bu'xue
死而后已,si'er'hou'yi
死而无悔者,si'er'wu'hui'zhe
四饭缺适秦,si'fan'que'shi'qin
四方之政行焉,si'fang'zhi'zheng'xing'yan
四海困穷,si'hai'kun'qiong
斯害也已,si'hai'ye'yi
四海之内皆兄弟也,si'hai'zhi'nei'jie'xiong'di'ye
斯己而已矣,si'ji'er'yi'yi
斯近信矣,si'jin'xin'yi
斯可矣,si'ke'yi
斯可以从政矣,si'ke'yi'cong'zheng'yi
司马牛问君子,si'ma'niu'wen'jun'zi
司马牛问仁,si'ma'niu'wen'ren
司马牛忧曰,si'ma'niu'you'yue
斯民也,si'min'ye
斯人也而有斯疾也,si'ren'ye'er'you'si'ji'ye
斯仁至矣,si'ren'zhi'yi
斯辱矣,si'ru'yi
死生有命,si'sheng'you'ming
四十而不惑,si'shi'er'bu'huo
四十五十而无闻焉,si'shi'wu'shi'er'wu'wen'yan
四时行焉,si'shi'xing'yan
斯疏矣,si'shu'yi
四体不勤,si'ti'bu'qin
斯谓之君子已乎,si'wei'zhi'jun'zi'yi'hu
斯谓之仁已乎,si'wei'zhi'ren'yi'hu
思无邪,si'wu'xie
斯亦不足,si'yi'bu'zu
斯远暴慢矣,si'yuan'bao'man'yi
斯远鄙倍矣,si'yuan'bi'bei'yi
斯知仁矣,si'zhi'ren'yi
死之日,si'zhi'ri
宋不足征也,song'bu'zu'zheng'ye
诵诗三百,song'shi'san'bai
素衣,su'yi
素以为绚兮,su'yi'wei'xuan'xi
虽百世,sui'bai'shi
岁不我与,sui'bu'wo'yu
虽不吾以,sui'bu'wu'yi
虽车马,sui'che'ma
虽得之,sui'de'zhi
虽多,sui'duo
虽覆一篑,sui'fu'yi'kui
虽告之曰,sui'gao'zhi'yue
岁寒然后知松柏之后凋也,sui'han'ran'hou'zhi'song'bai'zhi'hou'diao'ye
虽令不从,sui'ling'bu'cong
虽蛮貊之邦行矣,sui'man'mo'zhi'bang'xing'yi
虽赏之不窃,sui'shang'zhi'bu'qie
虽少,sui'shao
遂事不谏,sui'shi'bu'jian
虽疏食菜羹,sui'shu'shi'cai'geng
虽违众,sui'wei'zhong
虽狎,sui'xia
虽小道,sui'xiao'dao
虽亵,sui'xie
虽有粟,sui'you'su
虽有周亲,sui'you'zhou'qin
虽欲从之,sui'yu'cong'zhi
虽欲勿用,sui'yu'wu'yong
虽曰不要君,sui'yue'bu'yao'jun
虽曰未学,sui'yue'wei'xue
虽执鞭之士,sui'zhi'bian'zhi'shi
绥之斯来,sui'zhi'si'lai
虽之夷狄,sui'zhi'yi'di
损矣,sun'yi
孙以出之,sun'yi'chu'zhi
损者三乐,sun'zhe'san'le
损者三友,sun'zhe'san'you
所恶也,suo'e'ye
所损益,suo'sun'yi
所谓大臣者,suo'wei'da'chen'zhe
所谓立之斯立,suo'wei'li'zhi'si'li
所重,suo'zhong
他人之贤者,ta'ren'zhi'xian'zhe
他日又独立,ta'ri'you'du'li
泰伯,tai'bo
泰伯第八,tai'bo'di'ba
泰而不骄,tai'er'bu'jiao
泰也,tai'ye
太宰问于子贡曰,tai'zai'wen'yu'zi'gong'yue
太宰知我乎,tai'zai'zhi'wo'hu
唐棣之华,tang'di'zhi'hua
堂堂乎张也,tang'tang'hu'zhang'ye
汤有天下,tang'you'tian'xia
唐虞之际,tang'yu'zhi'ji
滔滔者,tao'tao'zhe
天何言哉,tian'he'yan'zai
天将以夫子为木铎,tian'jiang'yi'fu'zi'wei'mu'duo
天禄永终,tian'lu'yong'zhong
天丧予,tian'sang'yu
天生德于予,tian'sheng'de'yu'yu
天下,tian'xia
天下归仁焉,tian'xia'gui'ren'yan
天下皆是也,tian'xia'jie'shi'ye
天下无道,tian'xia'wu'dao
天下有道,tian'xia'you'dao
天下有道则见,tian'xia'you'dao'ze'jian
天下之恶皆归焉,tian'xia'zhi'e'jie'gui'yan
天下之通丧也,tian'xia'zhi'tong'sang'ye
天下之无道也久矣,tian'xia'zhi'wu'dao'ye'jiu'yi
天厌之,tian'yan'zhi
天之将丧斯文也,tian'zhi'jiang'sang'si'wen'ye
天之历数在尔躬,tian'zhi'li'shu'zai'er'gong
天之未丧斯文也,tian'zhi'wei'sang'si'wen'ye
天子穆穆,tian'zi'mu'mu
听其言也厉,ting'qi'yan'ye'li
听思聪,ting'si'cong
听讼,ting'song
童子见,tong'zi'jian
童子六七人,tong'zi'liu'qi'ren
退而省其私,tui'er'sheng'qi'si
拖绅,tuo'shen
万方有罪,wan'fang'you'zui
枉道而事人,wang'dao'er'shi'ren
亡而为有,wang'er'wei'you
忘其身以及,wang'qi'shen'yi'ji
王孙贾问曰,wang'sun'jia'wen'yue
王孙贾治军旅,wang'sun'jia'zhi'jun'lv
往也,wang'ye
往者不可谏,wang'zhe'bu'ke'jian
枉者直,wang'zhe'zhi
亡之,wang'zhi
罔之生也幸而免,wang'zhi'sheng'ye'xing'er'mian
望之俨然,wang'zhi'yan'ran
危邦不入,wei'bang'bu'ru
未尝饱也,wei'chang'bao'ye
未尝至于偃之室也,wei'chang'zhi'yu'yan'zhi'shi'ye
为臣不易,wei'chen'bu'yi
未成一篑,wei'cheng'yi'kui
唯赤则非邦也与,wei'chi'ze'fei'bang'ye'yu
畏大人,wei'da'ren
危而不持,wei'er'bu'chi
威而不猛,wei'er'bu'meng
卫公孙朝问于子贡曰,wei'gong'sun'chao'wen'yu'zi'gong'yue
微管仲,wei'guan'zhong
为国以礼,wei'guo'yi'li
唯何甚,wei'he'shen
未见蹈仁而死者也,wei'jian'dao'ren'er'si'zhe'ye
未见其人也,wei'jian'qi'ren'ye
未见其止也,wei'jian'qi'zhi'ye
未见颜色而言谓之瞽,wei'jian'yan'shai'er'yan'wei'zhi'gu
唯谨尔,wei'jin'er
未尽善也,wei'jin'shan'ye
唯酒无量,wei'jiu'wu'liang
卫君待子而为政,wei'jun'dai'zi'er'wei'zheng
为君难,wei'jun'nan
未可也,wei'ke'ye
未可与,wei'ke'yu
未可与立,wei'ke'yu'li
未可与适道,wei'ke'yu'shi'dao
为孔丘,wei'kong'qiu
谓孔子曰,wei'kong'zi'yue
为礼不敬,wei'li'bu'jing
为力不同科,wei'li'bu'tong'ke
卫灵公第十五,wei'ling'gong'di'shi'wu
卫灵公问陈于孔子,wei'ling'gong'wen'chen'yu'kong'zi
谓柳下惠少连,wei'liu'xia'hui'shao'lian
谓门弟子曰,wei'men'di'zi'yue
为命,wei'ming
为难能也,wei'nan'neng'ye
未能事人,wei'neng'shi'ren
唯女子与小人为难养也,wei'nv'zi'yu'xiao'ren'wei'nan'yang'ye
唯其言而,wei'qi'yan'er
唯求则非邦也与,wei'qiu'ze'fei'bang'ye'yu
未仁乎,wei'ren'hu
为人谋而不忠乎,wei'ren'mou'er'bu'zhong'hu
为仁由己,wei'ren'you'ji
唯仁者能好人,wei'ren'zhe'neng'hao'ren
未入于室也,wei'ru'yu'shi'ye
未若贫而乐,wei'ruo'pin'er'le
未善也,wei'shan'ye
唯上知与下愚不移,wei'shang'zhi'yu'xia'yu'bu'yi
微生亩谓孔子曰,wei'sheng'mu'wei'kong'zi'yue
畏圣人之言,wei'sheng'ren'zhi'yan
畏天命,wei'tian'ming
唯天为大,wei'tian'wei'da
为同姓,wei'tong'xing
巍巍乎,wei'wei'hu
巍巍乎其有成功也,wei'wei'hu'qi'you'cheng'gong'ye
未闻好学者也,wei'wen'hao'xue'zhe'ye
唯我与尔有是夫,wei'wo'yu'er'you'shi'fu
谓武,wei'wu
未信,wei'xin
危行言孙,wei'xing'yan'sun
危言危行,wei'yan'wei'xing
唯尧则之,wei'yao'ze'zhi
谓也,wei'ye
未也,wei'ye
畏也已,wei'ye'yi
未有小人而仁者也,wei'you'xiao'ren'er'ren'zhe'ye
谓虞仲夷逸,wei'yu'zhong'yi'yi
为政第二,wei'zheng'di'er
为政以德,wei'zheng'yi'de
为之,wei'zhi
未之,wei'zhi
为之难,wei'zhi'nan
未知生,wei'zhi'sheng
未之思也,wei'zhi'si'ye
谓之吴孟子,wei'zhi'wu'meng'zi
谓之有司,wei'zhi'you'si
未之有也,wei'zhi'you'ye
为仲由,wei'zhong'you
未坠于地,wei'zhui'yu'di
唯子出,wei'zi'chu
微子第十八,wei'zi'di'shi'ba
微子去之,wei'zi'qu'zhi
未足与议也,wei'zu'yu'yi'ye
文不在兹乎,wen'bu'zai'zi'hu
温故而知新,wen'gu'er'zhi'xin
问管仲,wen'guan'zhong
闻乐不乐,wen'le'bu'le
闻礼,wen'li
问仁,wen'ren
问人于他邦,wen'ren'yu'ta'bang
闻韶,wen'shao
文胜质则史,wen'sheng'zhi'ze'shi
闻诗,wen'shi
闻斯二者,wen'si'er'zhe
闻斯行之,wen'si'xing'zhi
闻斯行诸,wen'si'xing'zhu
文王既没,wen'wang'ji'mei
文武之道,wen'wu'zhi'dao
文献不足故也,wen'xian'bu'zu'gu'ye
闻弦歌之声,wen'xian'ge'zhi'sheng
文行忠信,wen'xing'zhong'xin
闻义不能徙,wen'yi'bu'neng'xi
问一得三,wen'yi'de'san
文犹质也,wen'you'zhi'ye
问于桀溺,wen'yu'jie'ni
问于孔子,wen'yu'kong'zi
问于曾子,wen'yu'zeng'zi
问政,wen'zheng
问知,wen'zhi
文质彬彬,wen'zhi'bin'bin
文之以礼乐,wen'zhi'yi'li'yue
问子西,wen'zi'xi
我爱其礼,wo'ai'qi'li
我待贾者也,wo'dai'jia'zhe'ye
我独亡,wo'du'wang
我对曰,wo'dui'yue
我非生而知之者,wo'fei'sheng'er'zhi'zhi'zhe
我叩其两端而竭,wo'kou'qi'liang'duan'er'jie
我未见好仁者,wo'wei'jian'hao'ren'zhe
我未见力不足者,wo'wei'jian'li'bu'zu'zhe
我未之见也,wo'wei'zhi'jian'ye
我无能焉,wo'wu'neng'yan
我无是也,wo'wu'shi'ye
我欲仁,wo'yu'ren
我则异于是,wo'ze'yi'yu'shi
我之不贤与,wo'zhi'bu'xian'yu
我之大贤与,wo'zhi'da'xian'yu
毋必,wu'bi
吾必谓之学矣,wu'bi'wei'zhi'xue'yi
吾不如老农,wu'bu'ru'lao'nong
吾不如老圃,wu'bu'ru'lao'pu
吾不试,wu'bu'shi
吾不徒行以为之椁,wu'bu'tu'xing'yi'wei'zhi'guo
吾不信也,wu'bu'xin'ye
吾不欲观之矣,wu'bu'yu'guan'zhi'yi
吾不与祭,wu'bu'yu'ji
吾不与也,wu'bu'yu'ye
吾不知之矣,wu'bu'zhi'zhi'yi
吾尝终日不食,wu'chang'zhong'ri'bu'shi
无臣而为有,wu'chen'er'wei'you
吾从下,wu'cong'xia
吾从众,wu'cong'zhong
吾从周,wu'cong'zhou
吾党,wu'dang
吾党有直躬者,wu'dang'you'zhi'gong'zhe
无道,wu'dao
吾道一以贯之,wu'dao'yi'yi'guan'zhi
吾得而食,wu'de'er'shi
无得而逾焉,wu'de'er'yu'yan
无恶也,wu'e'ye
吾二臣者皆不欲也,wu'er'chen'zhe'jie'bu'yu'ye
舞放郑声,wu'fang'zheng'sheng
吾非斯人之徒与而谁与,wu'fei'si'ren'zhi'tu'yu'er'shui'yu
无敢慢,wu'gan'man
勿攻人之恶,wu'gong'ren'zhi'e
毋固,wu'gu
五谷不分,wu'gu'bu'fen
吾何以观之哉,wu'he'yi'guan'zhi'zai
吾何执,wu'he'zhi
呜呼,wu'hu
吾见蹈而死者矣,wu'jian'dao'er'si'zhe'yi
吾见其进也,wu'jian'qi'jin'ye
吾见其居于位也,wu'jian'qi'ju'yu'wei'ye
吾见其人矣,wu'jian'qi'ren'yi
无见小利,wu'jian'xiao'li
吾将仕矣,wu'jiang'shi'yi
吾将问之,wu'jiang'wen'zhi
恶居下流而讪,wu'ju'xia'liu'er'shan
无倦,wu'juan
无可无不可,wu'ke'wu'bu'ke
吾恐季孙之忧,wu'kong'ji'sun'zhi'you
吾老矣,wu'lao'yi
吾力,wu'li
巫马期以告,wu'ma'qi'yi'gao
务民之义,wu'min'zhi'yi
吾末如之何也已矣,wu'mo'ru'zhi'he'ye'yi'yi
无莫也,wu'mo'ye
无乃大简乎,wu'nai'da'jian'hu
无乃为佞乎,wu'nai'wei'ning'hu
吾能言之,wu'neng'yan'zhi
无宁死于二三子之手乎,wu'ning'si'yu'er'san'zi'zhi'shou'hu
吾岂,wu'qi
吾其被发左衽矣,wu'qi'pi'fa'zuo'ren'yi
吾其为东周乎,wu'qi'wei'dong'zhou'hu
勿欺也,wu'qi'ye
吾其与闻之,wu'qi'yu'wen'zhi
无求备于一人,wu'qiu'bei'yu'yi'ren
无求生以害仁,wu'qiu'sheng'yi'hai'ren
吾日三省吾身,wu'ri'san'xing'wu'shen
武入于汉,wu'ru'yu'han
吾少也贱,wu'shao'ye'jian
侮圣人之言,wu'sheng'ren'zhi'yan
五十而知天命,wu'shi'er'zhi'tian'ming
五世希不失矣,wu'shi'xi'bu'shi'yi
无适也,wu'shi'ye
五十以学易,wu'shi'yi'xue'yi
吾十有五而志于学,wu'shi'you'wu'er'zhi'yu'xue
勿施于人,wu'shi'yu'ren
吾谁欺,wu'shui'qi
无所不佩,wu'suo'bu'pei
无所祷也,wu'suo'dao'ye
无所苟而已,wu'suo'gou'er'yi
无所归,wu'suo'gui
无所用心,wu'suo'yong'xin
武王曰,wu'wang'yue
无违,wu'wei
吾未尝不得见也,wu'wei'chang'bu'de'jian'ye
吾未尝无诲焉,wu'wei'chang'wu'hui'yan
无为而治者,wu'wei'er'zhi'zhe
吾未见好德如好色者也,wu'wei'jian'hao'de'ru'hao'se'zhe'ye
无为小人儒,wu'wei'xiao'ren'ru
吾闻君子不党,wu'wen'jun'zi'bu'dang
吾闻其语矣,wu'wen'qi'yu'yi
吾闻之也,wu'wen'zhi'ye
吾闻诸夫子,wu'wen'zhu'fu'zi
毋我,wu'wo
吾无间然矣,wu'wu'jian'ran'yi
