阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
莲华戒,lian'hua'jie
莲华精进,lian'hua'jing'jin
莲花净土,lian'hua'jing'tu
莲华念诵,lian'hua'nian'song
莲华三喻,lian'hua'san'yu
莲华色,lian'hua'se
莲华色女的故事,lian'hua'se'nv'de'gu'shi
莲华生,lian'hua'sheng
莲花生大士,lian'hua'sheng'da'shi
莲花生大师,lian'hua'sheng'da'shi
莲华生大士,lian'hua'sheng'da'shi
莲花生大师心咒,lian'hua'sheng'da'shi'xin'zhou
莲华胜会,lian'hua'sheng'hui
莲华衣,lian'hua'yi
莲华子,lian'hua'zi
莲华坐,lian'hua'zuo
莲如,lian'ru
莲刹,lian'sha
莲社三祖承远,lian'she'san'zu'cheng'yuan
莲师二十五弟子序,lian'shi'er'shi'wu'di'zi'xu
莲师心咒,lian'shi'xin'zhou
莲胎,lian'tai
鎌田茂雄,lian'tian'mao'xiong
莲香飘渺,lian'xiang'piao'miao
莲心洁净,lian'xin'jie'jing
莲眼,lian'yan
莲宗,lian'zong
莲宗八祖袾宏,lian'zong'ba'zu'zhu'hong
莲宗初祖慧远,lian'zong'chu'zu'hui'yuan
莲宗二祖善导,lian'zong'er'zu'shan'dao
莲宗六祖延寿,lian'zong'liu'zu'yan'shou
莲宗七祖省常,lian'zong'qi'zu'sheng'chang
莲宗三祖承远,lian'zong'san'zu'cheng'yuan
莲宗十三祖,lian'zong'shi'san'zu
莲宗四祖法照,lian'zong'si'zu'fa'zhao
莲宗五祖少康,lian'zong'wu'zu'shao'kang
莲座,lian'zuo
良贲,liang'ben
两部大法相承师资付法记,liang'bu'da'fa'xiang'cheng'shi'zi'fu'fa'ji
两部曼荼罗,liang'bu'man'tu'luo
梁道珍,liang'dao'zhen
梁丁贵嫔,liang'ding'gui'pin
梁高浩象,liang'gao'hao'xiang
梁高祖萧衍,liang'gao'zu'xiao'yan
两个国王,liang'ge'guo'wang
两个争强好斗者,liang'ge'zheng'qiang'hao'dou'zhe
两垢,liang'gou
两河,liang'he
梁皇忏,liang'huang'chan
良价,liang'jia
良价禅师,liang'jia'chan'shi
良价法师,liang'jia'fa'shi
两界,liang'jie
两界曼荼罗,liang'jie'man'tu'luo
梁敬之,liang'jing'zhi
梁敬之居士,liang'jing'zhi'ju'shi
两俱不成过,liang'ju'bu'cheng'guo
良亮,liang'liang
量论,liang'lun
良卿法师,liang'qing'fa'shi
两舌,liang'she
凉释智猛,liang'shi'zhi'meng
梁氏之乳媪崔婆,liang'shi'zhi'ru'ao'cui'po
两鼠,liang'shu
良书记,liang'shu'ji
梁肃,liang'su
梁肃居士修天台止观论成,liang'su'ju'shi'xiu'tian'tai'zhi'guan'lun'cheng
凉无谶,liang'wu'chen
梁武帝萧衍,liang'wu'di'xiao'yan
梁孝志居士,liang'xiao'zhi'ju'shi
良秀,liang'xiu
两序,liang'xu
良玉法师,liang'yu'fa'shi
梁庾诜,liang'yu'shen
凉主蒙逊,liang'zhu'meng'xun
良准大师,liang'zhun'da'shi
两宗禅宗公案,liang'zong'chan'zong'gong'an
两足尊,liang'zu'zun
两座庙善用别人的智慧,liang'zuo'miao'shan'yong'bie'ren'de'zhi'hui
亮座主,liang'zuo'zhu
辽代佛教,liao'dai'fo'jiao
寮国佛教,liao'guo'fo'jiao
料简,liao'jian
辽宁阜新龙海禅寺,liao'ning'fu'xin'long'hai'chan'si
辽宁盘锦祗园寺,liao'ning'pan'jin'zhi'yuan'si
辽宁省盘锦市高升念佛堂,liao'ning'sheng'pan'jin'shi'gao'sheng'nian'fo'tang
辽宁绥中文殊院,liao'ning'sui'zhong'wen'shu'yuan
了然,liao'ran
了然法师,liao'ran'fa'shi
了然关主,liao'ran'guan'zhu
了然元聪,liao'ran'yuan'cong
了悟,liao'wu
了无功德,liao'wu'gong'de
劣应身,lie'ying'shen
劣智,lie'zhi
邻阿伽色,lin'a'ga'se
临安南荡崇觉空禅师,lin'an'nan'dang'chong'jue'kong'chan'shi
林保尧,lin'bao'yao
林崇安,lin'chong'an
林传芳,lin'chuan'fang
临川化度淳藏主,lin'chuan'hua'du'chun'cang'zhu
临海龙兴古寺,lin'hai'long'xing'gu'si
临海市场增福堂,lin'hai'shi'chang'zeng'fu'tang
临济,lin'ji
临济禅师法语,lin'ji'chan'shi'fa'yu
临济金刚王,lin'ji'jin'gang'wang
临济录,lin'ji'lu
临济寺,lin'ji'si
临济义玄禅师,lin'ji'yi'xuan'chan'shi
临济宗,lin'ji'zong
林间录,lin'jian'lu
林锦东,lin'jin'dong
林看治居士,lin'kan'zhi'ju'shi
林楞真居士,lin'leng'zhen'ju'shi
林藜光,lin'li'guang
林清玄,lin'qing'xuan
临邛复首座,lin'qiong'fu'shou'zuo
林秋梧,lin'qiu'wu
林蓉芝,lin'rong'zhi
临坛大德惠汶,lin'tan'da'de'hui'wen
临坛大德律师汶公,lin'tan'da'de'lv'shi'wen'gong
临西月洼寺,lin'xi'yue'wa'si
林彦明,lin'yan'ming
林阳端禅师,lin'yang'duan'chan'shi
林云禅寺,lin'yun'chan'si
临斋婆,lin'zhai'po
林镇国,lin'zhen'guo
临终业成,lin'zhong'ye'cheng
临终正念,lin'zhong'zheng'nian
灵辨法师,ling'bian'fa'shi
灵辩法师,ling'bian'fa'shi
令参,ling'can
灵璨,ling'can
灵藏,ling'cang
灵澈,ling'che
灵达,ling'da
灵干,ling'gan
灵感,ling'gan
灵骨,ling'gu
灵谷寺,ling'gu'si
令观,ling'guan
灵光,ling'guang
灵光寺,ling'guang'si
灵鹫山,ling'jiu'shan
灵鹫山般若文教基金会,ling'jiu'shan'bo're'wen'jiao'ji'jin'hui
灵利道人,ling'li'dao'ren
灵默,ling'mo
灵默禅师,ling'mo'chan'shi
铃木大拙,ling'mu'da'zhuo
铃木正三,ling'mu'zheng'san
岭南崇六,ling'nan'chong'liu
灵泉禅寺,ling'quan'chan'si
灵泉寺,ling'quan'si
岭热白玛多杰,ling're'bai'ma'duo'jie
铃仁波切,ling'ren'bo'qie
灵睿,ling'rui
灵润,ling'run
灵山,ling'shan
灵山庵,ling'shan'an
灵山道隐,ling'shan'dao'yin
灵山咢四,ling'shan'e'si
灵山会上,ling'shan'hui'shang
灵山寺,ling'shan'si
凌善益,ling'shan'yi
灵树,ling'shu
灵坦,ling'tan
灵彖,ling'tuan
凌行婆,ling'xing'po
灵询,ling'xun
灵岩,ling'yan
灵巖寺,ling'yan'si
灵一,ling'yi
令諲,ling'yin
灵隐清耸,ling'yin'qing'song
灵隐寺,ling'yin'si
灵隐松源禅师,ling'yin'song'yuan'chan'shi
灵隐松源岳禅师,ling'yin'song'yuan'yue'chan'shi
灵隐瞎堂惠远禅师,ling'yin'xia'tang'hui'yuan'chan'shi
灵隐性原明禅师,ling'yin'xing'yuan'ming'chan'shi
灵隐之善禅师,ling'yin'zhi'shan'chan'shi
灵幽,ling'you
灵祐,ling'you
灵祐禅师,ling'you'chan'shi
灵祐法师,ling'you'fa'shi
令玉,ling'yu
灵裕,ling'yu
灵源禅师,ling'yuan'chan'shi
灵源法师,ling'yuan'fa'shi
灵运,ling'yun
灵云,ling'yun
凌云禅寺,ling'yun'chan'si
灵云勤禅师,ling'yun'qin'chan'shi
灵云铁牛定禅师,ling'yun'tie'niu'ding'chan'shi
灵照,ling'zhao
灵照女,ling'zhao'nv
灵真法师,ling'zhen'fa'shi
灵芝,ling'zhi
令知会,ling'zhi'hui
灵著,ling'zhu
令宗,ling'zong
六八弘誓,liu'ba'hong'shi
六本宗书,liu'ben'zong'shu
柳本尊,liu'ben'zun
六蔽,liu'bi
六臂祜主,liu'bi'hu'zhu
六波罗蜜,liu'bo'luo'mi
六波罗密,liu'bo'luo'mi
六不定过,liu'bu'ding'guo
刘常净先生,liu'chang'jing'xian'sheng
刘长倩,liu'chang'qian
六尘,liu'chen
六成就,liu'cheng'jiu
刘程之,liu'cheng'zhi
六触,liu'chu
六处,liu'chu
六大,liu'da
六大城,liu'da'cheng
六大观,liu'da'guan
六大缘起,liu'da'yuan'qi
六道,liu'dao
六道金刚咒,liu'dao'jin'gang'zhou
刘道隆之母李氏,liu'dao'long'zhi'mu'li'shi
六道轮回,liu'dao'lun'hui
六道四生,liu'dao'si'sheng
六度,liu'du
六度集经,liu'du'ji'jing
六度万行,liu'du'wan'hang
六恶,liu'e
六法,liu'fa
六法戒,liu'fa'jie
六凡,liu'fan
六方,liu'fang
六方护念,liu'fang'hu'nian
六方证明,liu'fang'zheng'ming
刘溉,liu'gai
六根,liu'gen
六根本烦恼,liu'gen'ben'fan'nao
六根忏悔,liu'gen'chan'hui
六根互用,liu'gen'hu'yong
六根清净,liu'gen'qing'jing
刘更生,liu'geng'sheng
六垢,liu'gou
六垢法,liu'gou'fa
六观法,liu'guan'fa
六观音,liu'guan'yin
刘贵杰,liu'gui'jie
刘国香,liu'guo'xiang
六行观,liu'hang'guan
六和,liu'he
六和合众,liu'he'he'zhong
六和敬,liu'he'jing
六和塔,liu'he'ta
刘后村,liu'hou'cun
六慧,liu'hui
刘慧斐,liu'hui'fei
六即,liu'ji
六家七宗,liu'jia'qi'zong
六界,liu'jie
六境,liu'jing
刘经臣,liu'jing'chen
六经十一论,liu'jing'shi'yi'lun
六聚,liu'ju
六决定,liu'jue'ding
琉璃,liu'li
琉璃宫大史,liu'li'gong'da'shi
琉璃王,liu'li'wang
刘灵预,liu'ling'yu
柳柳州,liu'liu'zhou
柳律师,liu'lv'shi
六门,liu'men
六门教授习定论,liu'men'jiao'shou'xi'ding'lun
刘梦得,liu'meng'de
六妙法门,liu'miao'fa'men
六妙门,liu'miao'men
六难,liu'nan
六念,liu'nian
六念处,liu'nian'chu
刘谦之,liu'qian'zhi
刘虬,liu'qiu
琉球佛教,liu'qiu'fo'jiao
六趣,liu'qu
六趣轮转,liu'qu'lun'zhuan
六群比丘,liu'qun'bi'qiu
六忍,liu'ren
六榕寺,liu'rong'si
六入,liu'ru
六如,liu'ru
六瑞,liu'rui
刘锐之,liu'rui'zhi
刘萨何,liu'sa'he
六识,liu'shi
六时,liu'shi
六十二见,liu'shi'er'jian
刘士光,liu'shi'guang
刘士深,liu'shi'shen
六十四梵音,liu'shi'si'fan'yin
六事体功法,liu'shi'ti'gong'fa
六十心,liu'shi'xin
刘士烜,liu'shi'xuan
刘士湮,liu'shi'yan
刘式之,liu'shi'zhi
刘淑,liu'shu
六衰,liu'shuai
刘宋法盛,liu'song'fa'sheng
刘宋慧木,liu'song'hui'mu
六随眠,liu'sui'mian
柳塘外集,liu'tang'wai'ji
柳田圣山,liu'tian'sheng'shan
六通,liu'tong
刘通志,liu'tong'zhi
六妄,liu'wang
六味,liu'wei
刘文贞,liu'wen'zhen
六物,liu'wu
六相,liu'xiang
六相圆融,liu'xiang'yuan'rong
刘勰,liu'xie
刘兴朝,liu'xing'chao
刘煦,liu'xu
刘宣文,liu'xuan'wen
六学僧传,liu'xue'seng'chuan
刘彦和,liu'yan'he
刘彦和居士,liu'yan'he'ju'shi
刘彦修,liu'yan'xiu
刘遗民,liu'yi'min
刘遗民居士,liu'yi'min'ju'shi
六因,liu'yin
六喻,liu'yu
六欲,liu'yu
六喻般若,liu'yu'bo're
刘玉受,liu'yu'shou
六欲四禅,liu'yu'si'chan
六欲天,liu'yu'tian
刘禹锡居士,liu'yu'xi'ju'shi
刘元城,liu'yuan'cheng
六月会,liu'yue'hui
六贼,liu'zei
六斋日,liu'zhai'ri
刘真常,liu'zhen'chang
六重本迹,liu'zhong'ben'ji
六种供养,liu'zhong'gong'yang
六种俱生惑,liu'zhong'ju'sheng'huo
六种决定,liu'zhong'jue'ding
六种罗汉,liu'zhong'luo'han
刘中明,liu'zhong'ming
六种巧方便,liu'zhong'qiao'fang'bian
六种拳印,liu'zhong'quan'yin
六种印,liu'zhong'yin
六种震动,liu'zhong'zhen'dong
六种住,liu'zhong'zhu
六舟,liu'zhou
六著心,liu'zhu'xin
流转,liu'zhuan
流转还灭,liu'zhuan'hai'mie
流转门,liu'zhuan'men
六字大明咒,liu'zi'da'ming'zhou
柳子厚,liu'zi'hou
刘子翚,liu'zi'hui
六字经法,liu'zi'jing'fa
六字弥陀,liu'zi'mi'tuo
六字文殊菩萨,liu'zi'wen'shu'pu'sa
六宗,liu'zong
柳宗元,liu'zong'yuan
柳宗元居士,liu'zong'yuan'ju'shi
六祖,liu'zu
六祖大师,liu'zu'da'shi
六祖法华尊者智威,liu'zu'fa'hua'zun'zhe'zhi'wei
六祖惠能,liu'zu'hui'neng
六祖慧能,liu'zu'hui'neng
六祖慧能传,liu'zu'hui'neng'chuan
六祖慧能大士尊者,liu'zu'hui'neng'da'shi'zun'zhe
六足论,liu'zu'lun
六祖弥遮迦传法婆须蜜,liu'zu'mi'zhe'jia'chuan'fa'po'xu'mi
六祖弥遮迦尊者,liu'zu'mi'zhe'jia'zun'zhe
六祖坛经,liu'zu'tan'jing
刘祖庭,liu'zu'ting
六座瑜伽,liu'zuo'yu'jia
龙藏,long'cang
龙池宁禅师,long'chi'ning'chan'shi
隆道,long'dao
龙多丹毕尼玛尊者,long'duo'dan'bi'ni'ma'zun'zhe
隆朵嘉措,long'duo'jia'cuo
隆多嘉措佛爷坐床仪式,long'duo'jia'cuo'fo'ye'zuo'chuang'yi'shi
隆多嘉措活佛,long'duo'jia'cuo'huo'fo
隆多喇嘛阿旺罗桑,long'duo'la'ma'a'wang'luo'sang
隆法师,long'fa'shi
龙岗寺,long'gang'si
隆根法师,long'gen'fa'shi
龙宫,long'gong
龙宫山庆华寺,long'gong'shan'qing'hua'si
龙谷大学,long'gu'da'xue
龙光,long'guang
龙光寺,long'guang'si
龙国庵念佛堂,long'guo'an'nian'fo'tang
龙海禅寺,long'hai'chan'si
龙河,long'he
龙湖普门禅师,long'hu'pu'men'chan'shi
龙湖普闻禅师,long'hu'pu'wen'chan'shi
龙湖巖,long'hu'yan
龙湖圆觉禅师,long'hu'yuan'jue'chan'shi
龙华,long'hua
龙华会,long'hua'hui
龙华三会,long'hua'san'hui
龙华树,long'hua'shu
龙华寺,long'hua'si
龙回,long'hui
龙济宗鍪禅师,long'ji'zong'mou'chan'shi
龙龛手鉴,long'kan'shou'jian
隆莲法师,long'lian'fa'shi
龙门石窟,long'men'shi'ku
龙门寺,long'men'si
龙门远禅师,long'men'yuan'chan'shi
龙猛,long'meng
龙女成佛,long'nv'cheng'fo
龙派禅珠,long'pai'chan'zhu
龙盘寺,long'pan'si
龙钦饶降巴尊者,long'qin'rao'jiang'ba'zun'zhe
隆钦饶绛次臣罗哲,long'qin'rao'jiang'ci'chen'luo'zhe
龙清巴,long'qing'ba
隆庆闲禅师,long'qing'xian'chan'shi
隆泉法师,long'quan'fa'shi
龙泉古寺,long'quan'gu'si
龙泉寺,long'quan'si
泷泉寺,long'quan'si
龙萨宁波,long'sa'ning'bo
龙山寺,long'shan'si
龙神,long'shen
龙神八部,long'shen'ba'bu
龙胜,long'sheng
隆寿,long'shou
龙树,long'shu
龙舒净土文,long'shu'jing'tu'wen
龙舒居士王日休,long'shu'ju'shi'wang'ri'xiu
龙树菩萨,long'shu'pu'sa
龙树菩萨劝诫王颂,long'shu'pu'sa'quan'jie'wang'song
龙树山,long'shu'shan
龙树宗,long'shu'zong
龙树尊者,long'shu'zun'zhe
龙潭,long'tan
龙潭崇信禅师,long'tan'chong'xin'chan'shi
龙天,long'tian
龙王,long'wang
龙喜记,long'xi'ji
龙象,long'xiang
龙翔竹庵士圭禅师,long'xiang'zhu'an'shi'gui'chan'shi
隆兴佛教编年通论,long'xing'fo'jiao'bian'nian'tong'lun
隆兴牧庵禅师,long'xing'mu'an'chan'shi
隆兴寺,long'xing'si
龙兴寺,long'xing'si
龙兴寺尼真如恍,long'xing'si'ni'zhen'ru'huang
龙牙,long'ya
龙牙才禅师,long'ya'cai'chan'shi
龙牙禅师,long'ya'chan'shi
龙牙居遁禅师,long'ya'ju'dun'chan'shi
龙牙智才禅师,long'ya'zhi'cai'chan'shi
隆尧开化寺,long'yao'kai'hua'si
龙智,long'zhi
龙珠寺,long'zhu'si
龙子,long'zi
漏缚,lou'fu
楼慧静,lou'hui'jing
漏戒,lou'jie
漏尽,lou'jin
漏尽阿罗汉,lou'jin'a'luo'han
漏尽比丘,lou'jin'bi'qiu
漏尽力,lou'jin'li
漏尽明,lou'jin'ming
漏尽通,lou'jin'tong
漏尽无所畏,lou'jin'wu'suo'wei
漏尽无畏,lou'jin'wu'wei
漏尽意解,lou'jin'yi'jie
漏尽智,lou'jin'zhi
漏尽智证明,lou'jin'zhi'zheng'ming
漏尽智证通,lou'jin'zhi'zheng'tong
楼兰,lou'lan
漏业,lou'ye
漏质,lou'zhi
鲁本堪钦喜饶嘉措,lu'ben'kan'qin'xi'rao'jia'cuo
鲁冰花,lu'bing'hua
鹿车,lu'che
露地坐,lu'di'zuo
陆法和,lu'fa'he
陆法和居士,lu'fa'he'ju'shi
陆放翁,lu'fang'weng
卢福智,lu'fu'zhi
陆亘,lu'gen
卢航,lu'hang
六合释,lu'he'shi
陆鸿渐,lu'hong'jian
鲁吉卡,lu'ji'ka
路迦祇夜,lu'jia'chi'ye
路迦那他,lu'jia'na'ta
庐江冶父山寺,lu'jiang'ye'fu'shan'si
陆九渊,lu'jiu'yuan
陆浚,lu'jun
陆康成,lu'kang'cheng
鲁梅楚臣喜饶,lu'mei'chu'chen'xi'rao
鲁梅楚臣喜绕,lu'mei'chu'chen'xi'rao
卢梅楚臣喜饶,lu'mei'chu'chen'xi'rao
鹿门,lu'men
露盘,lu'pan
颅器,lu'qi
庐山,lu'shan
庐山东林律大德熙怡,lu'shan'dong'lin'lv'da'de'xi'yi
庐山慧日雅禅师,lu'shan'hui'ri'ya'chan'shi
庐山慧远法师,lu'shan'hui'yuan'fa'shi
庐山莲花峰祥庵主,lu'shan'lian'hua'feng'xiang'an'zhu
庐山莲宗宝鉴,lu'shan'lian'zong'bao'jian
鲁山令元德秀,lu'shan'ling'yuan'de'xiu
庐山罗汉小南禅师,lu'shan'luo'han'xiao'nan'chan'shi
庐山释慧永,lu'shan'shi'hui'yong
麓山寺,lu'shan'si
庐山圆通禅寺居讷禅师,lu'shan'yuan'tong'chan'si'ju'ne'chan'shi
鲁山琢宗,lu'shan'zuo'zong
陆省庵,lu'sheng'an
陆氏,lu'shi
卢士衍,lu'shi'yan
漉水囊,lu'shui'nang
漉水襄,lu'shui'xiang
麓亭法师,lu'ting'fa'shi
陆希声,lu'xi'sheng
炉香赞,lu'xiang'zan
芦墟泗洲禅寺,lu'xu'si'zhou'chan'si
鹿野苑,lu'ye'yuan
卢伊巴,lu'yi'ba
卢伊波,lu'yi'bo
陆羽煎茶,lu'yu'jian'cha
陆与绳,lu'yu'sheng
露源,lu'yuan
鹿苑,lu'yuan
鹿苑时,lu'yuan'shi
卢源一,lu'yuan'yi
陆子元,lu'zi'yuan
鲁祖,lu'zu
陆佐公,lu'zuo'gong
乱善,luan'shan
卵生,luan'sheng
乱心,luan'xin
略轨,lue'gui
略论安乐净土义,lue'lun'an'le'jing'tu'yi
略释新华严经修行次第决疑论,lue'shi'xin'hua'yan'jing'xiu'xing'ci'di'jue'yi'lun
轮宝,lun'bao
轮波迦罗,lun'bo'jia'luo
论部,lun'bu
论藏,lun'cang
轮藏,lun'cang
轮回,lun'hui
论家,lun'jia
论事,lun'shi
论师,lun'shi
轮王,lun'wang
轮王七珍,lun'wang'qi'zhen
论主,lun'zhu
轮转,lun'zhuan
骆宾王,luo'bin'wang
罗布林卡,luo'bu'lin'ka
洛叉,luo'cha
罗刹,luo'cha
罗剎,luo'cha
罗刹鬼,luo'cha'gui
罗刹国,luo'cha'guo
啰底崛多,luo'di'jue'duo
罗浮山显如,luo'fu'shan'xian'ru
罗汉,luo'han
罗汉供,luo'han'gong
罗汉南禅师,luo'han'nan'chan'shi
罗侯罗,luo'hou'luo
罗睺罗,luo'hou'luo
罗侯罗跋陀罗,luo'hou'luo'ba'tuo'luo
啰睺罗金刚,luo'hou'luo'jin'gang
罗怙罗尊者,luo'hu'luo'zun'zhe
罗湖野录,luo'hu'ye'lu
罗迦陵,luo'jia'ling
骆见于,luo'jian'yu
罗君章,luo'jun'zhang
罗摩功行录,luo'mo'gong'xing'lu
罗摩克里希纳,luo'mo'ke'li'xi'na
罗摩难陀,luo'mo'nan'tuo
罗摩奴闍,luo'mo'nu'du
罗摩衍那,luo'mo'yan'na
罗姆摩罕罗易,luo'mu'mo'han'luo'yi
落魄僧,luo'po'seng
落浦,luo'pu
洛浦安禅师,luo'pu'an'chan'shi
罗晴湖,luo'qing'hu
洛热巴旺秀尊哲,luo're'ba'wang'xiu'zun'zhe
洛桑丹白旺秀次成彭措,luo'sang'dan'bai'wang'xiu'ci'cheng'peng'cuo
罗桑丹贝坚赞,luo'sang'dan'bei'jian'zan
洛桑丹增嘉措,luo'sang'dan'zeng'jia'cuo
洛桑丹增札巴,luo'sang'dan'zeng'zha'ba
罗桑华丹益希,luo'sang'hua'dan'yi'xi
罗桑嘉措,luo'sang'jia'cuo
罗桑却吉坚赞,luo'sang'que'ji'jian'zan
罗桑确吉坚赞,luo'sang'que'ji'jian'zan
洛桑却吉尼玛,luo'sang'que'ji'ni'ma
洛桑益西,luo'sang'yi'xi
洛桑扎巴,luo'sang'zha'ba
罗僧,luo'seng
罗山,luo'shan
罗山道闲,luo'shan'dao'xian
罗山闲,luo'shan'xian
罗山元磨,luo'shan'yuan'mo
洛阳白马寺沙门惠藏,luo'yang'bai'ma'si'sha'men'hui'cang
洛阳伽蓝记,luo'yang'qie'lan'ji
罗玙妻费氏,luo'yu'qi'fei'shi
罗云,luo'yun
绿财神心咒,lv'cai'shen'xin'zhou
律藏,lv'cang
律忏,lv'chan
律乘,lv'cheng
吕澄先生,lv'cheng'xian'sheng
绿度母,lv'du'mu
绿度母心咒,lv'du'mu'xin'zhou
律二十二明了论,lv'er'shi'er'ming'liao'lun
吕佛庭居士,lv'fo'ting'ju'shi
律航法师,lv'hang'fa'shi
律航上人,lv'hang'shang'ren
吕宏妻吴氏,lv'hong'qi'wu'shi
吕晦叔,lv'hui'shu
律经,lv'jing
吕居仁,lv'ju'ren
律师,lv'shi
律师法砺,lv'shi'fa'li
律师法愿,lv'shi'fa'yuan
律师法证,lv'shi'fa'zheng
律师惠琏,lv'shi'hui'lian
律师慧满,lv'shi'hui'man
律师灵藏,lv'shi'ling'cang
律师灵彻,lv'shi'ling'che
律师灵澈,lv'shi'ling'che
律师上弘,lv'shi'shang'hong
律师元照,lv'shi'yuan'zhao
律师允堪,lv'shi'yun'kan
律师智首,lv'shi'zhi'shou
吕铁船,lv'tie'chuan
吕童女,lv'tong'nv
律相,lv'xiang
律行,lv'xing
吕许公,lv'xu'gong
吕岩真人,lv'yan'zhen'ren
律仪,lv'yi
律仪戒,lv'yi'jie
律院,lv'yuan
吕正己,lv'zheng'ji
律宗,lv'zong
马邦良,ma'bang'liang
玛尔巴曲吉洛哲,ma'er'ba'qu'ji'luo'zhe
麻谷,ma'gu
麻谷寺,ma'gu'si
玛哈嘎那,ma'ha'ga'na
马哈希西亚多,ma'ha'xi'xi'ya'duo
马迹和尚,ma'ji'he'shang
马拉拉西迦拉博士,ma'la'la'xi'jia'la'bo'shi
马来西亚佛教,ma'lai'xi'ya'fo'jiao
马郎妇,ma'lang'fu
马鸣,ma'ming
马鸣菩萨,ma'ming'pu'sa
马鸣尊者,ma'ming'zun'zhe
玛瑙颠,ma'nao'dian
玛尼巴札,ma'ni'ba'zha
玛宁青楚,ma'ning'qing'chu
马秋儿,ma'qiu'er
玛却吉喜饶,ma'que'ji'xi'rao
玛饶却吉喜,ma'rao'que'ji'xi
麻三斤,ma'san'jin
马蹄寺石窟,ma'ti'si'shi'ku
马头观音,ma'tou'guan'yin
玛维僧格,ma'wei'seng'ge
马希巴,ma'xi'ba
麻衣和尚,ma'yi'he'shang
马阴藏相,ma'yin'cang'xiang
马永逸之妻王氏,ma'yong'yi'zhi'qi'wang'shi
马仲玉,ma'zhong'yu
马子云,ma'zi'yun
马祖,ma'zu
马祖禅师法语,ma'zu'chan'shi'fa'yu
马祖道一,ma'zu'dao'yi
卖饼婆,mai'bing'po
麦积山石窟,mai'ji'shan'shi'ku
买来的智慧,mai'lai'de'zhi'hui
麦协饶桑布,mai'xie'rao'sang'bu
卖油翁,mai'you'weng
曼慈法师,man'ci'fa'shi
曼怛罗,man'da'luo
满分戒,man'fen'jie
曼谷,man'gu
慢见,man'jian
慢结,man'jie
满了吗,man'le'ma
满起真参,man'qi'zhen'can
慢使,man'shi
曼殊,man'shu
曼殊迦佉耶颂,man'shu'jia'qu'ye'song
曼殊师利,man'shu'shi'li
曼荼罗,man'tu'luo
曼荼罗教,man'tu'luo'jiao
曼陀罗,man'tuo'luo
曼陀罗华,man'tuo'luo'hua
满贤,man'xian
满业,man'ye
满意,man'yi
缦衣,man'yi
满意四,man'yi'si
满月,man'yue
满州语译大藏经,man'zhou'yu'yi'da'zang'jing
慢幢,man'zhuang
满字教,man'zi'jiao
芒嘎那姑汝,mang'ga'na'gu'ru
莽会首,mang'hui'shou
忙莽鸡菩萨,mang'mang'ji'pu'sa
盲人点灯,mang'ren'dian'deng
盲人摸象,mang'ren'mo'xiang
毛道,mao'dao
茂峰法师,mao'feng'fa'shi
毛凌云居士,mao'ling'yun'ju'shi
茂蕊法师,mao'rui'fa'shi
毛头,mao'tou
毛钰龙,mao'yu'long
么洗,me'xi
梅帝尼,mei'di'ni
梅果巴,mei'guo'ba
美国佛教,mei'guo'fo'jiao
眉间白毫相,mei'jian'bai'hao'xiang
眉间光,mei'jian'guang
梅卡拉,mei'ka'la
眉沙迦山,mei'sha'jia'shan
没时间老,mei'shi'jian'lao
梅松,mei'song
每天吃什么,mei'tian'chi'shen'me
梅屋禅师念常,mei'wu'chan'shi'nian'chang
门迹,men'ji
门明雅,men'ming'ya
门前町,men'qian'ding
门叶记,men'ye'ji
梦笔和尚,meng'bi'he'shang
梦参老和尚,meng'can'lao'he'shang
梦窗禅师智曤,meng'chuang'chan'shi'zhi'huo
梦窗敕石,meng'chuang'chi'shi
梦窗嗣清禅师,meng'chuang'si'qing'chan'shi
蒙古佛教,meng'gu'fo'jiao
蒙古源流,meng'gu'yuan'liu
梦幻人世间,meng'huan'ren'shi'jian
孟加拉佛教,meng'jia'la'fo'jiao
蒙羯国王居士,meng'jie'guo'wang'ju'shi
梦居禅师,meng'ju'chan'shi
蒙润,meng'run
蒙润法师,meng'run'fa'shi
蒙山智明,meng'shan'zhi'ming
梦堂噩公,meng'tang'e'gong
孟顗,meng'yi
密庵禅师,mi'an'chan'shi
密庵杰禅师,mi'an'jie'chan'shi
密庵咸杰,mi'an'xian'jie
密庵咸杰禅师,mi'an'xian'jie'chan'shi
密藏,mi'cang
祕藏宝钥,mi'cang'bao'yao
密法,mi'fa
秘法,mi'fa
弥光,mi'guang
米和尚,mi'he'shang
迷惑,mi'huo
密集金刚,mi'ji'jin'gang
密迹力士,mi'ji'li'shi
密教,mi'jiao
秘教,mi'jiao
迷界,mi'jie
迷津,mi'jin
密经,mi'jing
秘经,mi'jing
米拉日巴,mi'la'ri'ba
米兰,mi'lan
弥兰王,mi'lan'wang
弥勒,mi'le
弥勒出世,mi'le'chu'shi
弥勒净土,mi'le'jing'tu
弥勒净土变,mi'le'jing'tu'bian
弥勒论师,mi'le'lun'shi
弥勒内院,mi'le'nei'yuan
弥勒菩萨,mi'le'pu'sa
弥勒菩萨所问本愿经,mi'le'pu'sa'suo'wen'ben'yuan'jing
密勒日巴尊者,mi'le'ri'ba'zun'zhe
弥勒三部,mi'le'san'bu
弥勒三经,mi'le'san'jing
弥勒三尊,mi'le'san'zun
弥勒寺,mi'le'si
