阿比可糖,a'bi'ke'tang
劳伯氏细胞,lao'bo'shi'xi'bao
酪蛋白,lao'dan'bai
酪蛋白氨基酸,lao'dan'bai'an'ji'suan
酪蛋白钙,lao'dan'bai'gai
酪蛋白酶,lao'dan'bai'mei
酪蛋白原,lao'dan'bai'yuan
劳丹碱,lao'dan'jian
劳丹素,lao'dan'su
酪胨,lao'dong
老化皮肤,lao'hua'pi'fu
老茎开花现象,lao'jing'kai'hua'xian'xiang
老年病学,lao'nian'bing'xue
老年口腔医学,lao'nian'kou'qiang'yi'xue
老年色素剂,lao'nian'se'su'ji
老年神经外科,lao'nian'shen'jing'wai'ke
老年性痴呆,lao'nian'xing'chi'dai
老年性睑外翻,lao'nian'xing'jian'wai'fan
老年性静脉扩张,lao'nian'xing'jing'mai'kuo'zhang
老年性雀斑样痣,lao'nian'xing'que'ban'yang'zhi
老年性上睑松垂,lao'nian'xing'shang'jian'song'chui
老年性萎缩,lao'nian'xing'wei'suo
老年性血管瘤,lao'nian'xing'xue'guan'liu
老年性紫癜,lao'nian'xing'zi'dian
老年医学,lao'nian'yi'xue
老人学,lao'ren'xue
劳舍尔白血病病毒,lao'she'er'bai'xue'bing'bing'du
老视,lao'shi
劳氏肉瘤病毒,lao'shi'rou'liu'bing'du
老视眼,lao'shi'yan
劳斯氏肉瘤,lao'si'shi'rou'liu
劳亚古陆,lao'ya'gu'lu
醪液,lao'ye
酪脂,lao'zhi
酪脂酶,lao'zhi'mei
老种广布学说,lao'zhong'guang'bu'xue'shuo
勒党碱,le'dang'jian
勒欓碱,le'dang'jian
勒菲弗综合征,le'fei'fu'zong'he'zheng
勒氏降解,le'shi'jiang'jie
类癌综合征,lei'ai'zong'he'zheng
肋凹,lei'ao
泪白蛋白,lei'bai'dan'bai
类瘢痕,lei'ban'hen
类孢子虫,lei'bao'zi'chong
类变应原,lei'bian'ying'yuan
类别转换,lei'bie'zhuan'huan
类病毒,lei'bing'du
类病毒体,lei'bing'du'ti
类补体,lei'bu'ti
类蛋白,lei'dan'bai
类蛋白微球体,lei'dan'bai'wei'qiu'ti
类蛋白质,lei'dan'bai'zhi
类丹毒,lei'dan'du
类胆红素,lei'dan'hong'su
类单萜,lei'dan'tie
类毒素,lei'du'su
肋盾,lei'dun
类二十碳四烯酸,lei'er'shi'tan'si'xi'suan
类放射药物,lei'fang'she'yao'wu
类分化,lei'fen'hua
类分泌素,lei'fen'mi'su
类风湿结节,lei'feng'shi'jie'jie
类风湿性关节炎试验,lei'feng'shi'xing'guan'jie'yan'shi'yan
类风湿因子,lei'feng'shi'yin'zi
类副交感神经功能药物,lei'fu'jiao'gan'shen'jing'gong'neng'yao'wu
类辐射作用物质,lei'fu'she'zuo'yong'wu'zhi
雷富孙氏病,lei'fu'sun'shi'bing
雷夫叙姆综合征,lei'fu'xu'mu'zong'he'zheng
类肝素,lei'gan'su
类肝素酶,lei'gan'su'mei
雷公藤碱,lei'gong'teng'jian
类固醇,lei'gu'chun
类固醇后脂膜类,lei'gu'chun'hou'zhi'mo'lei
类固醇化合物,lei'gu'chun'hua'he'wu
类固醇激素,lei'gu'chun'ji'su
类固醇静脉麻醉药,lei'gu'chun'jing'mai'ma'zui'yao
类固醇生成,lei'gu'chun'sheng'cheng
类固醇糖苷,lei'gu'chun'tang'gan
肋骨分叉,lei'gu'fen'cha
肋骨骨膜剥脱术,lei'gu'gu'mo'bo'tuo'shu
肋骨横突切除术,lei'gu'heng'tu'qie'chu'shu
类咕啉,lei'gu'lin
肋骨劈裂移植术,lei'gu'pi'lie'yi'zhi'shu
肋骨切迹,lei'gu'qie'ji
肋骨纤维性发育不良,lei'gu'xian'wei'xing'fa'yu'bu'liang
类骨质,lei'gu'zhi
类过敏性反应,lei'guo'min'xing'fan'ying
类核,lei'he
类核拟核,lei'he'ni'he
类核染色体,lei'he'ran'se'ti
类胡萝卜素,lei'hu'luo'bo'su
类化合物,lei'hua'he'wu
类花生四烯酸,lei'hua'sheng'si'xi'suan
类环丙烷酸,lei'huan'bing'wan'suan
类环丙烯酸,lei'huan'bing'xi'suan
类黄酮,lei'huang'tong
类激动素,lei'ji'dong'su
累积频率分布曲线,lei'ji'pin'lv'fen'bu'qu'xian
累积器,lei'ji'qi
类激素,lei'ji'su
类基因,lei'ji'yin
肋间背,lei'jian'bei
肋间背侧静脉,lei'jian'bei'ce'jing'mai
肋间臂神经,lei'jian'bi'shen'jing
类碱基,lei'jian'ji
肋间静脉,lei'jian'jing'mai
肋间神经阻滞术,lei'jian'shen'jing'zu'zhi'shu
肋间引流术,lei'jian'yin'liu'shu
类交感,lei'jiao'gan
类结核,lei'jie'he
肋颈静脉,lei'jing'jing'mai
类菌体,lei'jun'ti
类菌质体,lei'jun'zhi'ti
雷利诺龙,lei'li'nuo'long
雷马克氏纤维,lei'ma'ke'shi'xian'wei
肋麦角碱,lei'mai'jiao'jian
雷米封,lei'mi'feng
泪囊,lei'nang
泪囊鼻腔造口术,lei'nang'bi'qiang'zao'kou'shu
类囊体,lei'nang'ti
类囊肿,lei'nang'zhong
类内毒素,lei'nei'du'su
类内毒索,lei'nei'du'suo
类凝集素,lei'ning'ji'su
类皮质激素,lei'pi'zhi'ji'su
类群,lei'qun
类群特异抗原基因,lei'qun'te'yi'kang'yuan'ji'yin
类肉瘤,lei'rou'liu
肋软骨发育不全,lei'ruan'gu'fa'yu'bu'quan
肋软骨切断术,lei'ruan'gu'qie'duan'shu
肋软骨炎,lei'ruan'gu'yan
镭射气,lei'she'qi
类噬菌体质粒,lei'shi'jun'ti'zhi'li
类视色素,lei'shi'se'su
类属凝集,lei'shu'ning'ji
类水母体,lei'shui'mu'ti
类似蛋白质,lei'si'dan'bai'zhi
类似顶生分生孢子,lei'si'ding'sheng'fen'sheng'bao'zi
雷司马因子,lei'si'ma'yin'zi
类似物,lei'si'wu
肋锁综合征,lei'suo'zong'he'zheng
类肽,lei'tai
肋体,lei'ti
类调理素,lei'tiao'li'su
类萜,lei'tie
肋纹,lei'wen
类细胞色素,lei'xi'bao'se'su
类细菌,lei'xi'jun
肋下肌,lei'xia'ji
泪腺酶,lei'xian'mei
类显性,lei'xian'xing
类信使,lei'xin'shi
类猩猩耳,lei'xing'xing'er
类胸膜肺炎,lei'xiong'mo'fei'yan
类胸膜肺炎生物,lei'xiong'mo'fei'yan'sheng'wu
类胸膜肺炎微生物,lei'xiong'mo'fei'yan'wei'sheng'wu
类血纤维蛋白,lei'xue'xian'wei'dan'bai
类牙骨质,lei'ya'gu'zhi
肋腰角,lei'yao'jiao
类药性,lei'yao'xing
泪溢,lei'yi
类胰蛋白酶,lei'yi'dan'bai'mei
类异戊二烯,lei'yi'wu'er'xi
类乙酰胆碱,lei'yi'xian'dan'jian
类乙酰胆碱功能药物,lei'yi'xian'dan'jian'gong'neng'yao'wu
类银屑病,lei'yin'xie'bing
雷蚴,lei'you
类粘蛋白,lei'zhan'dan'bai
类脂,lei'zhi
类脂蛋白沉积症,lei'zhi'dan'bai'chen'ji'zheng
类脂化合物,lei'zhi'hua'he'wu
类脂噬菌体,lei'zhi'shi'jun'ti
类脂铁质沉积症,lei'zhi'tie'zhi'chen'ji'zheng
类脂物,lei'zhi'wu
类脂性肾上腺增生,lei'zhi'xing'shen'shang'xian'zeng'sheng
类脂质蛋白沉积症,lei'zhi'zhi'dan'bai'chen'ji'zheng
类柱头组织,lei'zhu'tou'zu'zhi
肋状分生组织,lei'zhuang'fen'sheng'zu'zhi
蕾状期,lei'zhuang'qi
肋状凸起,lei'zhuang'tu'qi
泪状物,lei'zhuang'wu
蕾状牙,lei'zhuang'ya
冷藏组织移植物,leng'cang'zu'zhi'yi'zhi'wu
棱长颈龙,leng'chang'jing'long
冷超敏性,leng'chao'min'xing
冷沉淀凝集素,leng'chen'dian'ning'ji'su
冷沉淀球蛋白,leng'chen'dian'qiu'dan'bai
冷沉淀纤维蛋白原,leng'chen'dian'xian'wei'dan'bai'yuan
冷沉淀纤维蛋白原血症,leng'chen'dian'xian'wei'dan'bai'yuan'xue'zheng
棱齿恐龙,leng'chi'kong'long
冷冻保藏,leng'dong'bao'cang
冷冻保存,leng'dong'bao'cun
冷冻保护剂,leng'dong'bao'hu'ji
冷冻超薄切片术,leng'dong'chao'bao'qie'pian'shu
冷冻断裂,leng'dong'duan'lie
冷冻断裂法,leng'dong'duan'lie'fa
冷冻干燥,leng'dong'gan'zao
冷冻干燥法,leng'dong'gan'zao'fa
冷冻干燥法组织贮存,leng'dong'gan'zao'fa'zu'zhi'zhu'cun
冷冻干燥皮,leng'dong'gan'zao'pi
冷冻干燥器,leng'dong'gan'zao'qi
冷冻固定,leng'dong'gu'ding
冷冻混合物,leng'dong'hun'he'wu
冷冻剂,leng'dong'ji
冷冻剂量,leng'dong'ji'liang
冷冻挤压,leng'dong'ji'ya
冷冻离心,leng'dong'li'xin
冷冻离心机,leng'dong'li'xin'ji
冷冻疗法,leng'dong'liao'fa
冷冻麻醉,leng'dong'ma'zui
冷冻美容疗法,leng'dong'mei'rong'liao'fa
冷冻凝固,leng'dong'ning'gu
冷冻切片,leng'dong'qie'pian
冷冻切片术,leng'dong'qie'pian'shu
冷冻蚀刻,leng'dong'shi'ke
冷冻收集,leng'dong'shou'ji
冷冻撕裂,leng'dong'si'lie
冷冻损伤,leng'dong'sun'shang
冷冻休克,leng'dong'xiu'ke
冷冻置换,leng'dong'zhi'huan
冷冻治疗器,leng'dong'zhi'liao'qi
冷冻止血,leng'dong'zhi'xue
冷觉,leng'jue
冷疗法,leng'liao'fa
冷凝集素,leng'ning'ji'su
冷凝缩,leng'ning'suo
冷凝性,leng'ning'xing
冷气疗法,leng'qi'liao'fa
冷球蛋白,leng'qiu'dan'bai
冷球蛋白血症紫癜,leng'qiu'dan'bai'xue'zheng'zi'dian
冷缺血时间,leng'que'xue'shi'jian
冷热交替浴,leng're'jiao'ti'yu
冷热交替直喷浴,leng're'jiao'ti'zhi'pen'yu
冷伤,leng'shang
冷试验,leng'shi'yan
冷纤维蛋白原,leng'xian'wei'dan'bai'yuan
冷纤维蛋白原血症,leng'xian'wei'dan'bai'yuan'xue'zheng
冷心脏麻痹法,leng'xin'zang'ma'bi'fa
冷心脏停搏,leng'xin'zang'ting'bo
冷心脏停搏液,leng'xin'zang'ting'bo'ye
棱状巨尿道,leng'zhuang'ju'niao'dao
离瓣式,li'ban'shi
离被,li'bei
里本成形钳,li'ben'cheng'xing'qian
离壁具橛胞,li'bi'ju'jue'bao
犁鼻器,li'bi'qi
罹病性,li'bing'xing
粒层,li'ceng
离层术,li'ceng'shu
离床活动,li'chuang'huo'dong
栎醇,li'chun
丽春花定碱,li'chun'hua'ding'jian
利胆剂,li'dan'ji
立刀豆,li'dao'dou
立地级,li'di'ji
利迪链菌素,li'di'lian'jun'su
立地品级,li'di'pin'ji
离萼,li'e
里尔黑变病,li'er'hei'bian'bing
利福霉素,li'fu'mei'su
利福霉索,li'fu'mei'suo
利福平,li'fu'ping
犁骨,li'gu
犁骨黏膜瓣,li'gu'nian'mo'ban
离管的薄壁组织,li'guan'de'bao'bi'zu'zhi
梨果宿萼,li'guo'su'e
梨果仙人掌黄质,li'guo'xian'ren'zhang'huang'zhi
立肌,li'ji
痢疾杆菌,li'ji'gan'jun
立即早期,li'ji'zao'qi
里加病,li'jia'bing
离解,li'jie
立界,li'jie
离解常数,li'jie'chang'shu
鲤精蛋白甲,li'jing'dan'bai'jia
鲤精蛋白乙,li'jing'dan'bai'yi
立克次氏体,li'ke'ci'shi'ti
立克次氏体病,li'ke'ci'shi'ti'bing
蛎壳状银屑病,li'ke'zhuang'yin'xie'bing
利链菌素,li'lian'jun'su
藜芦胺,li'lu'an
藜芦碱,li'lu'jian
藜芦碱类,li'lu'jian'lei
藜芦醚,li'lu'mi
藜芦酸,li'lu'suan
沥滤装置,li'lv'zhuang'zhi
厘米波疗法,li'mi'bo'liao'fa
厘摩,li'mo
粒膜,li'mo
力能学,li'neng'xue
利尿剂,li'niao'ji
利尿激素,li'niao'ji'su
利尿钠激素,li'niao'na'ji'su
利尿排钠激素,li'niao'pai'na'ji'su
利尿肾图,li'niao'shen'tu
利尿药,li'niao'yao
栎皮苷,li'pi'gan
栎皮酮,li'pi'tong
离片椎,li'pian'zhui
离弃寄主,li'qi'ji'zhu
里腔,li'qiang
沥青皮炎,li'qing'pi'yan
沥青烧伤,li'qing'shao'shang
粒染,li'ran
粒染神经细胞,li'ran'shen'jing'xi'bao
栎鞣红,li'rou'hong
例如两个并列的块茎,li'ru'liang'ge'bing'lie'de'kuai'jing
利什曼原虫感染,li'shen'man'yuan'chong'gan'ran
利什曼原虫属,li'shen'man'yuan'chong'shu
离生萼,li'sheng'e
离生分生组织,li'sheng'fen'sheng'zu'zhi
离生雄蕊,li'sheng'xiong'rui
砾石草丛,li'shi'cao'cong
砾石荒漠群落,li'shi'huang'mo'qun'luo
砾石群落,li'shi'qun'luo
粒试验,li'shi'yan
栎树林,li'shu'lin
里斯取皮机,li'si'qu'pi'ji
离体,li'ti
立体定向放射外科,li'ti'ding'xiang'fang'she'wai'ke
立体定向手术,li'ti'ding'xiang'shou'shu
立体定向仪,li'ti'ding'xiang'yi
立体动态干扰电疗法,li'ti'dong'tai'gan'rao'dian'liao'fa
离体灌注,li'ti'guan'zhu
离体互补,li'ti'hu'bu
离体酶,li'ti'mei
立体特异性,li'ti'te'yi'xing
立体选择反应,li'ti'xuan'ze'fan'ying
离体遗传学,li'ti'yi'chuan'xue
立体异构,li'ti'yi'gou
立体异构化作用,li'ti'yi'gou'hua'zuo'yong
立体异构体,li'ti'yi'gou'ti
立体异构现象,li'ti'yi'gou'xian'xiang
立体专一反应,li'ti'zhuan'yi'fan'ying
立体专一性,li'ti'zhuan'yi'xing
离体组织培养,li'ti'zu'zhi'pei'yang
粒细胞,li'xi'bao
粒细胞沉积,li'xi'bao'chen'ji
粒细胞生成,li'xi'bao'sheng'cheng
离析物,li'xi'wu
离析作用,li'xi'zuo'yong
俪虾属,li'xia'shu
理想弓,li'xiang'gong
理想图,li'xiang'tu
理想牙排列,li'xiang'ya'pai'lie
理想株型,li'xiang'zhu'xing
粒小麦,li'xiao'mai
离心薄层,li'xin'bao'ceng
离心层析,li'xin'ceng'xi
离心超滤,li'xin'chao'lv
离心除菌,li'xin'chu'jun
离心法,li'xin'fa
离心反流色谱法,li'xin'fan'liu'se'pu'fa
离心分离,li'xin'fen'li
离心干燥器,li'xin'gan'zao'qi
离心皮,li'xin'pi
离心皮雌蕊,li'xin'pi'ci'rui
离心皮果,li'xin'pi'guo
离心色谱法,li'xin'se'pu'fa
离心式细胞清洗器,li'xin'shi'xi'bao'qing'xi'qi
离心收缩,li'xin'shou'suo
离心性环状红斑,li'xin'xing'huan'zhuang'hong'ban
粒性白细胞,li'xing'bai'xi'bao
粒性白细胞减少症,li'xing'bai'xi'bao'jian'shao'zheng
梨形鞭毛虫病,li'xing'bian'mao'chong'bing
利血平,li'xue'ping
离异遗传,li'yi'yi'chuan
离移遗传,li'yi'yi'chuan
离蛹,li'yong
狸藻,li'zao
粒枝碱,li'zhi'jian
离主发育,li'zhu'fa'yu
离主发育性,li'zhu'fa'yu'xing
梨状肌,li'zhuang'ji
梨状肌综合征,li'zhuang'ji'zong'he'zheng
粒状皮质,li'zhuang'pi'zhi
粒状线粒体,li'zhuang'xian'li'ti
离子泵,li'zi'beng
离子促变系列,li'zi'cu'bian'xi'lie
粒子电荷,li'zi'dian'he
离子对,li'zi'dui
离子对层析,li'zi'dui'ceng'xi
离子对逆相层析,li'zi'dui'ni'xiang'ceng'xi
离子过筛,li'zi'guo'shai
离子化,li'zi'hua
离子化基团,li'zi'hua'ji'tuan
离子化作用,li'zi'hua'zuo'yong
离子交换,li'zi'jiao'huan
离子交换层析,li'zi'jiao'huan'ceng'xi
离子交换单位,li'zi'jiao'huan'dan'wei
离子交换剂,li'zi'jiao'huan'ji
离子交换膜,li'zi'jiao'huan'mo
离子交换容量,li'zi'jiao'huan'rong'liang
离子交换色谱法,li'zi'jiao'huan'se'pu'fa
离子交换树脂,li'zi'jiao'huan'shu'zhi
离子交换树脂层,li'zi'jiao'huan'shu'zhi'ceng
离子交换树脂的商品名,li'zi'jiao'huan'shu'zhi'de'shang'pin'ming
离子交换树脂的商品名称,li'zi'jiao'huan'shu'zhi'de'shang'pin'ming'cheng
离子交换树脂商品名称,li'zi'jiao'huan'shu'zhi'shang'pin'ming'cheng
离子交换柱,li'zi'jiao'huan'zhu
离子交换作用,li'zi'jiao'huan'zuo'yong
粒子量,li'zi'liang
离子浓度,li'zi'nong'du
离子排阻,li'zi'pai'zu
离子喷射,li'zi'pen'she
离子强度,li'zi'qiang'du
离子蚀刻,li'zi'shi'ke
离子通道,li'zi'tong'dao
离子相互作用,li'zi'xiang'hu'zuo'yong
离子选择电极,li'zi'xuan'ze'dian'ji
利兹鱼,li'zi'yu
离子运载抗菌素,li'zi'yun'zai'kang'jun'su
离子载体,li'zi'zai'ti
离子转运,li'zi'zhuan'yun
镰孢氨酸,lian'bao'an'suan
链胞表皮,lian'bao'biao'pi
链孢红素,lian'bao'hong'su
链孢霉属,lian'bao'mei'shu
镰孢素,lian'bao'su
镰孢真菌素,lian'bao'zhen'jun'su
链孢子,lian'bao'zi
联苯胺,lian'ben'an
联苯酚,lian'ben'fen
连翅器,lian'chi'qi
连氮霉素,lian'dan'mei'su
镰刀菌病,lian'dao'jun'bing
链道酶,lian'dao'mei
镰刀霉,lian'dao'mei
镰刀霉氨酸,lian'dao'mei'an'suan
镰刀形红细胞贫血病,lian'dao'xing'hong'xi'bao'pin'xue'bing
镰刀形舞,lian'dao'xing'wu
镰刀形细胞贫血病,lian'dao'xing'xi'bao'pin'xue'bing
镰刀状体,lian'dao'zhuang'ti
联动酶测定,lian'dong'mei'ce'ding
连读校正,lian'du'jiao'zheng
连读抑制,lian'du'yi'zhi
连萼瘦果,lian'e'shou'guo
联二,lian'er
联二没食子酸内酯,lian'er'mei'shi'zi'suan'nei'zhi
连二亚硫酸,lian'er'ya'liu'suan
链格孢状胞,lian'ge'bao'zhuang'bao
连管,lian'guan
联合孢子,lian'he'bao'zi
联合反射,lian'he'fan'she
连合管,lian'he'guan
连合间线,lian'he'jian'xian
联合卡环,lian'he'ka'huan
联合细胞,lian'he'xi'bao
联合消失,lian'he'xiao'shi
联合氧化,lian'he'yang'hua
联合印模,lian'he'yin'mo
联合游离皮瓣,lian'he'you'li'pi'ban
联合征,lian'he'zheng
联合支持,lian'he'zhi'chi
联合支持式,lian'he'zhi'chi'shi
链黑菌素,lian'hei'jun'su
联桁,lian'heng
莲花宁碱,lian'hua'ning'jian
连环二聚分子,lian'huan'er'ju'fen'zi
连环二聚体,lian'huan'er'ju'ti
连环分子,lian'huan'fen'zi
连环体,lian'huan'ti
联会段,lian'hui'duan
联会复合体,lian'hui'fu'he'ti
联会粒,lian'hui'li
联会面,lian'hui'mian
联会染色丝纽,lian'hui'ran'se'si'niu
联会丝期,lian'hui'si'qi
联会体,lian'hui'ti
联会消失,lian'hui'xiao'shi
链激酶,lian'ji'mei
联甲苯胺,lian'jia'ben'an
连枷状关节,lian'jia'zhuang'guan'jie
莲碱,lian'jian
链交换,lian'jiao'huan
联接蛋白,lian'jie'dan'bai
连接蛋白,lian'jie'dan'bai
连接酶,lian'jie'mei
连接酶链反应,lian'jie'mei'lian'fan'ying
连结伞与大脑的铲状小体,lian'jie'san'yu'da'nao'de'chan'zhuang'xiao'ti
连接文库,lian'jie'wen'ku
连接物假说,lian'jie'wu'jia'shuo
连接纤丝,lian'jie'xian'si
联结现象,lian'jie'xian'xiang
连结性,lian'jie'xing
链接型,lian'jie'xing
连接子,lian'jie'zi
链聚合作用,lian'ju'he'zuo'yong
联赖氨酸,lian'lai'an'suan
联络复合体,lian'luo'fu'he'ti
联麦角,lian'mai'jiao
联麦角甾醇,lian'mai'jiao'zai'chun
链酶,lian'mei
链霉胺,lian'mei'an
链霉蛋白酶,lian'mei'dan'bai'mei
链霉二糖胺,lian'mei'er'tang'an
链霉胍,lian'mei'gua
链霉胍激酶,lian'mei'gua'ji'mei
链霉黑素,lian'mei'hei'su
链霉黄素,lian'mei'huang'su
链霉菌,lian'mei'jun
链霉菌属,lian'mei'jun'shu
链霉抗生物素,lian'mei'kang'sheng'wu'su
链霉素,lian'mei'su
链霉素抗性,lian'mei'su'kang'xing
链霉素抗性突变型,lian'mei'su'kang'xing'tu'bian'xing
链霉素依赖突变型,lian'mei'su'yi'lai'tu'bian'xing
链霉素依赖性,lian'mei'su'yi'lai'xing
链霉糖,lian'mei'tang
链脲,lian'niao
链脲菌素,lian'niao'jun'su
链球菌,lian'qiu'jun
链球菌激酶,lian'qiu'jun'ji'mei
链球菌溶血素,lian'qiu'jun'rong'xue'su
链球菌素,lian'qiu'jun'su
链生,lian'sheng
联生花式,lian'sheng'hua'shi
联生花柱,lian'sheng'hua'zhu
连生体,lian'sheng'ti
联生子叶式,lian'sheng'zi'ye'shi
链式诱导,lian'shi'you'dao
链丝菌素,lian'si'jun'su
链丝诺卡菌素,lian'si'nuo'ka'jun'su
联丝体,lian'si'ti
连丝微管,lian'si'wei'guan
链丝原,lian'si'yuan
连锁孢子,lian'suo'bao'zi
连锁不平衡,lian'suo'bu'ping'heng
连锁产物,lian'suo'chan'wu
链缩短,lian'suo'duan
连锁分析,lian'suo'fen'xi
连锁缝合,lian'suo'feng'he
连锁基因,lian'suo'ji'yin
连锁能,lian'suo'neng
连锁强度,lian'suo'qiang'du
连锁群,lian'suo'qun
连锁图,lian'suo'tu
连锁图谱,lian'suo'tu'pu
连锁相,lian'suo'xiang
连锁行为,lian'suo'xing'wei
连锁隐性,lian'suo'yin'xing
连锁转导,lian'suo'zhuan'dao
连锁转化,lian'suo'zhuan'hua
联胎,lian'tai
联胎产生,lian'tai'chan'sheng
联胎生长,lian'tai'sheng'chang
链体,lian'ti
联体儿,lian'ti'er
联体生活,lian'ti'sheng'huo
联体生活生物,lian'ti'sheng'huo'sheng'wu
链烷,lian'wan
链烷酸,lian'wan'suan
链烷烃,lian'wan'ting
链烷烃单加氧酶,lian'wan'ting'dan'jia'yang'mei
链烯,lian'xi
链烯基酰基甘油,lian'xi'ji'xian'ji'gan'you
链烯酸,lian'xi'suan
链烯烃,lian'xi'ting
链相互作用,lian'xiang'hu'zuo'yong
莲心碱,lian'xin'jian
镰形柄,lian'xing'bing
镰形洁治器,lian'xing'jie'zhi'qi
镰形内突,lian'xing'nei'tu
镰形能育丝,lian'xing'neng'yu'si
镰形突,lian'xing'tu
连续变异,lian'xu'bian'yi
连续刺激,lian'xu'ci'ji
连续发酵,lian'xu'fa'jiao
连续缝合,lian'xu'feng'he
连续杆固位体,lian'xu'gan'gu'wei'ti
连续黑暗,lian'xu'hei'an
连续横褥式缝合,lian'xu'heng'ru'shi'feng'he
连续环,lian'xu'huan
连续浆肌层缝合,lian'xu'jiang'ji'ceng'feng'he
连续浆肌层内翻缝合,lian'xu'jiang'ji'ceng'nei'fan'feng'he
连续交叠群,lian'xu'jiao'die'qun
连续接种,lian'xu'jie'zhong
连续卡环,lian'xu'ka'huan
连续流动培养系统,lian'xu'liu'dong'pei'yang'xi'tong
连续培养,lian'xu'pei'yang
连续气道正压通气,lian'xu'qi'dao'zheng'ya'tong'qi
连续切片,lian'xu'qie'pian
连续全层内翻缝合,lian'xu'quan'ceng'nei'fan'feng'he
连续世代,lian'xu'shi'dai
连续体连续群,lian'xu'ti'lian'xu'qun
连续物种形成,lian'xu'wu'zhong'xing'cheng
连续稀释,lian'xu'xi'shi
连续吸收,lian'xu'xi'shou
连续小环结扎术,lian'xu'xiao'huan'jie'za'shu
连续性肢端皮炎,lian'xu'xing'zhi'duan'pi'yan
连续易位,lian'xu'yi'wei
镰血球蛋白,lian'xue'qiu'dan'bai
链延伸,lian'yan'shen
链异构体,lian'yi'gou'ti
链甾醇,lian'zai'chun
链褶叠型式,lian'zhe'die'xing'shi
连指手套状并指,lian'zhi'shou'tao'zhuang'bing'zhi
链终止,lian'zhong'zhi
链终止剂,lian'zhong'zhi'ji
链终止剂技术,lian'zhong'zhi'ji'ji'shu
链终止密码子,lian'zhong'zhi'mi'ma'zi
镰状聚伞花序,lian'zhuang'ju'san'hua'xu
链状排列,lian'zhuang'pai'lie
镰状皮瓣,lian'zhuang'pi'ban
镰状细胞,lian'zhuang'xi'bao
镰状细胞贫血,lian'zhuang'xi'bao'pin'xue
镰状细胞肾病,lian'zhuang'xi'bao'shen'bing
镰状细胞性贫血,lian'zhuang'xi'bao'xing'pin'xue
镰状细胞性状,lian'zhuang'xi'bao'xing'zhuang
链状线粒体,lian'zhuang'xian'li'ti
连缀转录,lian'zhui'zhuan'lu
连缀转录物,lian'zhui'zhuan'lu'wu
莲座叶丛,lian'zuo'ye'cong
莲座状,lian'zuo'zhuang
亮氨酸,liang'an'suan
亮氨酸氨肽酶,liang'an'suan'an'tai'mei
亮氨酸重复结构域,liang'an'suan'chong'fu'jie'gou'yu
亮氨酸拉链,liang'an'suan'la'lian
亮氨酰基,liang'an'xian'ji
亮氨酰肽酶,liang'an'xian'tai'mei
两凹椎体,liang'ao'zhui'ti
量鼻器,liang'bi'qi
两步连接,liang'bu'lian'jie
两侧对称,liang'ce'dui'chen
两侧对称卵裂,liang'ce'dui'chen'luan'lie
两侧共济失调,liang'ce'gong'ji'shi'tiao
两次性成熟,liang'ci'xing'cheng'shu
两点辨距觉,liang'dian'bian'ju'jue
两端气门式,liang'duan'qi'men'shi
亮啡肽,liang'fei'tai
两分布中心,liang'fen'bu'zhong'xin
两分子一价酸,liang'fen'zi'yi'jia'suan
两个雌性单倍体核的融合,liang'ge'ci'xing'dan'bei'ti'he'de'rong'he
两个羟乙基胺,liang'ge'qiang'yi'ji'an
量谷类的单位,liang'gu'lei'de'dan'wei
两级反应罐,liang'ji'fan'ying'guan
两极囊胚,liang'ji'nang'pei
两极胚盘,liang'ji'pei'pan
两极同源,liang'ji'tong'yuan
两级消化器,liang'ji'xiao'hua'qi
两寄主寄生,liang'ji'zhu'ji'sheng
两可离子,liang'ke'li'zi
量力器,liang'li'qi
两面的畸胎,liang'mian'de'ji'tai
两面针碱,liang'mian'zhen'jian
两囊胚,liang'nang'pei
两囊幼虫,liang'nang'you'chong
两盘体,liang'pan'ti
两栖纲,liang'qi'gang
两栖类卵母细胞,liang'qi'lei'luan'mu'xi'bao
两期生长,liang'qi'sheng'zhang
两期生长现象,liang'qi'sheng'zhang'xian'xiang
两栖植物,liang'qi'zhi'wu
两亲分子,liang'qin'fen'zi
两亲性,liang'qin'xing
两亲性螺旋,liang'qin'xing'luo'xuan
两染细胞,liang'ran'xi'bao
两染性,liang'ran'xing
量热术,liang're'shu
两蕊柄,liang'rui'bing
两似种,liang'si'zhong
两头钩针,liang'tou'gou'zhen
两头平断针,liang'tou'ping'duan'zhen
两头球状,liang'tou'qiu'zhuang
凉土群落,liang'tu'qun'luo
两向发育,liang'xiang'fa'yu
两相系统,liang'xiang'xi'tong
良性成牙骨质细胞瘤,liang'xing'cheng'ya'gu'zhi'xi'bao'liu
两性电解质,liang'xing'dian'jie'zhi
两性电解质的商品名,liang'xing'dian'jie'zhi'de'shang'pin'ming
两性电解质电泳,liang'xing'dian'jie'zhi'dian'yong
两型核融合,liang'xing'he'rong'he
良性黑棘皮病,liang'xing'hei'ji'pi'bing
两性畸形,liang'xing'ji'xing
两性胶体,liang'xing'jiao'ti
两性结合,liang'xing'jie'he
两性聚电解质,liang'xing'ju'dian'jie'zhi
两性离子,liang'xing'li'zi
两性离子表面活性剂,liang'xing'li'zi'biao'mian'huo'xing'ji
两性离子缓冲液,liang'xing'li'zi'huan'chong'ye
