阿伯丁,a'bo'ding
曼海姆竞技,man'hai'mu'jing'ji
曼联,man'lian
曼斯菲尔德城,man'si'fei'er'de'cheng
曼托瓦,man'tuo'wa
梅登赫德联,mei'deng'he'de'lian
梅尔菲,mei'er'fei
美国东部全明星队,mei'guo'dong'bu'quan'ming'xing'dui
美国联赛,mei'guo'lian'sai
美国西部全明星队,mei'guo'xi'bu'quan'ming'xing'dui
美国芝华士,mei'guo'zhi'hua'shi
梅赫伦红黄竞技,mei'he'lun'hong'huang'jing'ji
梅赫伦竞技,mei'he'lun'jing'ji
梅里达,mei'li'da
梅利利亚,mei'li'li'ya
梅明根,mei'ming'gen
梅彭,mei'peng
梅塞克,mei'sai'ke
梅瑟蒂德菲尔,mei'se'di'de'fei'er
美斯,mei'si
梅斯尼科斯,mei'si'ni'ke'si
梅西纳,mei'xi'na
梅西斯,mei'xi'si
梅希特海姆,mei'xi'te'hai'mu
梅西亚城,mei'xi'ya'cheng
美因茨,mei'yin'ci
美茵茨,mei'yin'ci
梅扎拉拉,mei'zha'la'la
美洲狮,mei'zhou'shi
美洲狮关岛,mei'zhou'shi'guan'dao
梅兹,mei'zi
门兴格拉德巴赫,men'xing'ge'la'de'ba'he
蒙彼利埃,meng'bi'li'ai
蒙得维的亚流浪者,meng'de'wei'di'ya'liu'lang'zhe
蒙迪治亚利,meng'di'zhi'ya'li
蒙哥拉,meng'ge'la
蒙斯,meng'si
蒙塔尔奇诺,meng'ta'er'qi'nuo
蒙特别鲁那,meng'te'bie'lu'na
蒙特雷,meng'te'lei
蒙特鲁恩,meng'te'lu'en
蒙特罗斯,meng'te'luo'si
蒙特罗通多,meng'te'luo'tong'duo
蒙乌兰,meng'wu'lan
蒙扎,meng'zha
米达雷治鱼雷,mi'da'lei'zhi'yu'lei
米德尔塞克斯阿什福德,mi'de'er'sai'ke'si'a'shen'fu'de
米德尔斯堡,mi'de'er'si'bao
米德莫耶尔,mi'de'mo'ye'er
米德特日德兰,mi'de'te'ri'de'lan
米杜士堡,mi'du'shi'bao
米尔顿凯恩斯,mi'er'dun'kai'en'si
米尔格尔,mi'er'ge'er
米尔豪特,mi'er'hao'te
米尔沃尔,mi'er'wo'er
米基尔,mi'ji'er
米拉多斯特阿帕廷,mi'la'duo'si'te'a'pa'ting
米兰,mi'lan
米朗德尼斯,mi'lang'de'ni'si
米列图,mi'lie'tu
米吕迈基,mi'lv'mai'ji
米斯达,mi'si'da
米塔尔斯特,mi'ta'er'si'te
米西奥内斯,mi'xi'ao'nei'si
缅甸交通运输部,mian'dian'jiao'tong'yun'shu'bu
民族竞技,min'zu'jing'ji
民族乌拉圭,min'zu'wu'la'gui
明斯克迪纳摩,ming'si'ke'di'na'mo
明斯克火车头,ming'si'ke'huo'che'tou
明斯克运动竞技,ming'si'ke'yun'dong'jing'ji
名望体育,ming'wang'ti'yu
摩德纳,mo'de'na
墨尔本胜利,mo'er'ben'sheng'li
莫尔德,mo'er'de
莫尔顿,mo'er'dun
摩甘比,mo'gan'bi
莫雷利亚,mo'lei'li'ya
摩里伦斯,mo'li'lun'si
摩连迪斯,mo'lian'di'si
摩连奴,mo'lian'nu
莫罗帝奥,mo'luo'di'ao
摩纳哥,mo'na'ge
莫诺罗,mo'nuo'luo
莫诺普利,mo'nuo'pu'li
莫斯,mo'si
默斯达,mo'si'da
莫斯科迪纳摩,mo'si'ke'di'na'mo
莫斯科火车头,mo'si'ke'huo'che'tou
莫斯科水雷,mo'si'ke'shui'lei
莫斯科斯巴达克,mo'si'ke'si'ba'da'ke
莫斯科中央陆军,mo'si'ke'zhong'yang'lu'jun
莫斯利,mo'si'li
莫斯特,mo'si'te
摩特历,mo'te'li
墨西哥联赛,mo'xi'ge'lian'sai
墨西哥美洲,mo'xi'ge'mei'zhou
墨西奎斯,mo'xi'kui'si
墨西尼斯,mo'xi'ni'si
莫泽科罗纳,mo'ze'ke'luo'na
牟罗兹,mou'luo'zi
姆拉达博莱斯拉夫,mu'la'da'bo'lai'si'la'fu
穆兰斯,mu'lan'si
慕尼黑,mu'ni'hei
穆斯隆,mu'si'long
慕逊加柏,mu'xun'jia'bai
拿玻里,na'bo'li
那不勒斯,na'bu'le'si
拿度甸奴,na'du'dian'nu
纳尔奇克斯巴达克,na'er'qi'ke'si'ba'da'ke
纳法特,na'fa'te
纳夫坦,na'fu'tan
拿华路,na'hua'lu
纳嘉克罗普,na'jia'ke'luo'pu
拿姆,na'mu
纳穆尔联,na'mu'er'lian
纳尼顿自治区,na'ni'dun'zi'zhi'qu
纳尼瑟,na'ni'se
纳什维尔地铁,na'shi'wei'er'di'tie
拿斯尼,na'si'ni
纳特斯纽菲拉格雷加夫科,na'te'si'niu'fei'la'ge'lei'jia'fu'ke
纳瓦尔竞技,na'wa'er'jing'ji
奈梅亨,nai'mei'heng
奈斯特韦兹,nai'si'te'wei'zi
南安普顿,nan'an'pu'dun
南澳洲体育学会,nan'ao'zhou'ti'yu'xue'hui
南部女王,nan'bu'nv'wang
南部新威尔士体育学会,nan'bu'xin'wei'er'shi'ti'yu'xue'hui
南方港,nan'fang'gang
南墨尔本,nan'mo'er'ben
南特,nan'te
南锡,nan'xi
讷德豪恩,ne'de'hao'en
讷拉斯,ne'la'si
内格罗岛西方人,nei'ge'luo'dao'xi'fang'ren
内卡萨,nei'ka'sa
内坦亚马卡比,nei'tan'ya'ma'ka'bi
内政部联,nei'zheng'bu'lian
尼奥尔,ni'ao'er
尼比,ni'bi
尼甘布运动青年,ni'gan'bu'yun'dong'qing'nian
尼赫治,ni'he'zhi
尼基瓦罗,ni'ji'wa'luo
尼科肯,ni'ke'ken
尼曼戈罗德诺,ni'man'ge'luo'de'nuo
尼米斯,ni'mi'si
尼史葛,ni'shi'ge
尼斯,ni'si
尼斯达,ni'si'da
尼特拉,ni'te'la
尼特斯洛,ni'te'si'luo
尼维特,ni'wei'te
年轻人,nian'qing'ren
纽波特郡,niu'bo'te'jun
牛津联,niu'jin'lian
纽卡斯尔,niu'ka'si'er
纽卡斯尔联澳大利亚,niu'ka'si'er'lian'ao'da'li'ya
纽卡素,niu'ka'su
纽里城,niu'li'cheng
纽伦堡,niu'lun'bao
纽维尔老男孩,niu'wei'er'lao'nan'hai
纽文西亚,niu'wen'xi'ya
纽约红牛,niu'yue'hong'niu
纽镇,niu'zhen
努曼西亚,nu'man'xi'ya
努沃坎波巴索,nu'wo'kan'bo'ba'suo
诺丁汉城,nuo'ding'han'cheng
诺丁汉森林,nuo'ding'han'sen'lin
诺克里纳,nuo'ke'li'na
诺里斯坦,nuo'li'si'tan
诺瑞斯,nuo'rui'si
诺斯伍德,nuo'si'wu'de
诺廷根,nuo'ting'gen
诺瓦纳,nuo'wa'na
挪威联赛,nuo'wei'lian'sai
诺维奇,nuo'wei'qi
诺威奇维多利亚,nuo'wei'qi'wei'duo'li'ya
诺伊卡塔罗,nuo'yi'ka'ta'luo
诺伊鲁平,nuo'yi'lu'ping
诺伊施特累利茨,nuo'yi'shi'te'lei'li'ci
女王公园,nv'wang'gong'yuan
女王公园巡游者,nv'wang'gong'yuan'xun'you'zhe
欧本,ou'ben
欧登塞,ou'deng'sai
欧里亚克,ou'li'ya'ke
欧塞尔,ou'sai'er
欧洲冠军联赛,ou'zhou'guan'jun'lian'sai
欧洲联盟杯,ou'zhou'lian'meng'bei
帕楚卡,pa'chu'ka
帕多瓦,pa'duo'wa
帕尔玛,pa'er'ma
帕加尼,pa'jia'ni
帕拉马特之鹰,pa'la'ma'te'zhi'ying
帕拉佐罗,pa'la'zuo'luo
帕里德斯,pa'li'de'si
帕伦西亚,pa'lun'xi'ya
帕姆皮萨,pa'mu'pi'sa
帕纳辛奈科斯,pa'na'xin'nai'ke'si
帕尼尼斯,pa'ni'ni'si
帕奇,pa'qi
帕丘卡,pa'qiu'ka
帕斯,pa'si
帕斯光荣,pa'si'guang'rong
帕斯吉安内纳,pa'si'ji'an'nei'na
帕斯金,pa'si'jin
帕斯女王公园,pa'si'nv'wang'gong'yuan
帕斯托,pa'si'tuo
帕特恩,pa'te'en
帕特瑞特足联,pa'te'rui'te'zu'lian
帕托姆森,pa'tuo'mu'sen
帕维亚,pa'wei'ya
派路,pai'lu
潘多夫,pan'duo'fu
潘姆,pan'mu
潘瑟瑞克斯,pan'se'rui'ke'si
潘斯拉基科斯,pan'si'la'ji'ke'si
潘斯玛多戈,pan'si'ma'duo'ge
潘塔萨兰斯,pan'ta'sa'lan'si
庞特贝德拉,pang'te'bei'de'la
佩奧尔,pei'ao'er
佩德伯恩,pei'de'bo'en
佩尔戈卡里马,pei'er'ge'ka'li'ma
佩尔戈拉,pei'er'ge'la
佩尔斯卡巴,pei'er'si'ka'ba
佩莱摩吉,pei'lai'mo'ji
佩雷拉竞技,pei'lei'la'jing'ji
佩路,pei'lu
佩鲁贾,pei'lu'jia
佩纳菲尔,pei'na'fei'er
佩纳罗尔,pei'na'luo'er
佩斯卡拉,pei'si'ka'la
佩塔卡齐托,pei'ta'ka'qi'tuo
佩特罗里亚联盟,pei'te'luo'li'ya'lian'meng
蓬巴尔,peng'ba'er
彭迪安尼,peng'di'an'ni
蓬蒂维,peng'di'wei
彭路基,peng'lu'ji
澎马流浪,peng'ma'liu'lang
蓬讷,peng'ne
蓬泰代拉,peng'tai'dai'la
皮尔玛森斯,pi'er'ma'sen'si
皮里斯,pi'li'si
皮纳尔瓦卡斯特罗,pi'na'er'wa'ka'si'te'luo
皮森加诺,pi'sen'jia'nuo
匹斯托伊斯,pi'si'tuo'yi'si
皮特什蒂,pi'te'shen'di
皮特扎尔卡,pi'te'zha'er'ka
皮沃斯,pi'wo'si
皮亚琴查,pi'ya'qin'cha
匹兹堡狩猎,pi'zi'bao'shou'lie
皮兹赫特顿,pi'zi'he'te'dun
平壤,ping'rang
珀吉波斯,po'ji'bo'si
普埃布拉,pu'ai'bu'la
普埃托里亚诺,pu'ai'tuo'li'ya'nuo
朴茨茅夫,pu'ci'mao'fu
朴茨茅斯,pu'ci'mao'si
普多斯基,pu'duo'si'ji
普菲多阿尔巴亚诺,pu'fei'duo'a'er'ba'ya'nuo
普夫伦道夫,pu'fu'lun'dao'fu
普拉,pu'la
普拉贝尼奇,pu'la'bei'ni'qi
普拉特,pu'la'te
普拉托,pu'la'tuo
普雷斯顿,pu'lei'si'dun
普里布拉姆,pu'li'bu'la'mu
普利茅斯,pu'li'mao'si
普里斯克特电报,pu'li'si'ke'te'dian'bao
普鲁维兹,pu'lu'wei'zi
普罗德夫提基,pu'luo'de'fu'ti'ji
普罗夫迪夫博泰夫,pu'luo'fu'di'fu'bo'tai'fu
普罗夫迪夫火车头,pu'luo'fu'di'fu'huo'che'tou
普罗格雷索,pu'luo'ge'lei'suo
葡萄酒阿曼,pu'tao'jiu'a'man
葡萄牙联赛,pu'tao'ya'lian'sai
普瓦西,pu'wa'xi
普约拉,pu'yue'la
奇奥尔诺莫里特奥德萨,qi'ao'er'nuo'mo'li'te'ao'de'sa
奇达文士达,qi'da'wen'shi'da
奇拉诺,qi'la'nuo
奇连士文,qi'lian'shi'wen
奇彭纳姆城,qi'peng'na'mu'cheng
其他联赛,qi'ta'lian'sai
契维塔韦基亚,qi'wei'ta'wei'ji'ya
恰帕斯美洲豹,qia'pa'si'mei'zhou'bao
前进鹰,qian'jin'ying
前卡尔达斯,qian'ka'er'da'si
乔尔,qiao'er
切艾索,qie'ai'suo
切尔卡瑟,qie'er'ka'se
切尔米斯福德,qie'er'mi'si'fu'de
切尔滕纳姆城,qie'er'teng'na'mu'cheng
切尔西,qie'er'xi
切诺摩尔,qie'nuo'mo'er
切塞纳,qie'sai'na
切森特,qie'sen'te
切斯特城,qie'si'te'cheng
切斯特菲尔德,qie'si'te'fei'er'de
切塔德拉,qie'ta'de'la
切维亚,qie'wei'ya
切沃,qie'wo
青年军,qing'nian'jun
丘布特,qiu'bu'te
全蒂因,quan'di'yin
全网络,quan'wang'luo
热刺,re'ci
热那亚,re'na'ya
仁德,ren'de
瑞典,rui'dian
瑞典联赛,rui'dian'lian'sai
瑞尔斯基体育,rui'er'si'ji'ti'yu
瑞法拉本赫,rui'fa'la'ben'he
瑞士联赛,rui'shi'lian'sai
若斯帕洛塔,ruo'si'pa'luo'ta
萨巴特斯波尔,sa'ba'te'si'bo'er
萨顿联,sa'dun'lian
萨尔布吕肯,sa'er'bu'lv'ken
萨尔茨堡,sa'er'ci'bao
萨尔诺,sa'er'nuo
萨尔扎尼斯,sa'er'zha'ni'si
萨格勒布,sa'ge'le'bu
萨卡里亚,sa'ka'li'ya
萨拉格里斯,sa'la'ge'li'si
萨拉斯维罗斯,sa'la'si'wei'luo'si
萨勒尼塔纳,sa'le'ni'ta'na
萨雷斯,sa'lei'si
萨略瑟,sa'lue'se
萨罗,sa'luo
萨洛尼卡,sa'luo'ni'ka
萨洛尼卡伊拉克里斯,sa'luo'ni'ka'yi'la'ke'li'si
萨莫拉,sa'mo'la
萨姆波尼法奇斯,sa'mu'bo'ni'fa'qi'si
萨姆松,sa'mu'song
萨帕汉,sa'pa'han
萨普利,sa'pu'li
萨斯菲尔德,sa'si'fei'er'de
萨塔散奥勒斯,sa'ta'san'ao'le'si
萨托鲁,sa'tuo'lu
萨沃亚,sa'wo'ya
塞尔塔,sai'er'ta
塞尔维亚,sai'er'wei'ya
塞尔维亚联赛,sai'er'wei'ya'lian'sai
塞赫劳,sai'he'lao
塞赫斯普,sai'he'si'pu
塞雷诺,sai'lei'nuo
赛利托,sai'li'tuo
赛伦塞斯特城,sai'lun'sai'si'te'cheng
塞斯淘,sai'si'tao
塞索罗,sai'suo'luo
塞特斯,sai'te'si
塞图巴尔,sai'tu'ba'er
塞维利亚,sai'wei'li'ya
塞维特,sai'wei'te
塞西那,sai'xi'na
赛义德甘迪伊朗,sai'yi'de'gan'di'yi'lang
散丹斯基病毒,san'dan'si'ji'bing'du
三星尼泊尔,san'xing'ni'bo'er
桑德菲杰,sang'de'fei'jie
桑德豪森,sang'de'hao'sen
桑德兰,sang'de'lan
桑迪亚,sang'di'ya
桑利梅斯,sang'li'mei'si
桑普多利亚,sang'pu'duo'li'ya
桑索维诺,sang'suo'wei'nuo
桑塔独立,sang'ta'du'li
桑坦德竞技,sang'tan'de'jing'ji
桑特安东尼奥,sang'te'an'dong'ni'ao
桑特基迪尼斯,sang'te'ji'di'ni'si
桑托斯拉古纳,sang'tuo'si'la'gu'na
桑治,sang'zhi
色当,se'dang
瑟兰联,se'lan'lian
瑟罗克,se'luo'ke
瑟斯全雷范特,se'si'quan'lei'fan'te
瑟斯托,se'si'tuo
色特,se'te
森保达,sen'bao'da
森多利亚,sen'duo'li'ya
森基米亚诺,sen'ji'mi'ya'nuo
森美尔,sen'mei'er
森特布切,sen'te'bu'qie
沙迪特,sha'di'te
沙尔克,sha'er'ke
沙格拿,sha'ge'na
沙加度,sha'jia'du
沙拉曼卡,sha'la'man'ka
沙历咸美斯,sha'li'xian'mei'si
沙路尔,sha'lu'er
沙洛,sha'luo
莎罗纳,sha'luo'na
沙维,sha'wei
沙维奧拿,sha'wei'ao'na
沙维尔竞技,sha'wei'er'jing'ji
沙夏,sha'xia
沙真奴,sha'zhen'nu
绍德尔,shao'de'er
绍尔堡,shao'er'bao
舍讷奇,she'ne'qi
什尔伯里,shen'er'bo'li
什鲁斯伯里城,shen'lu'si'bo'li'cheng
什切齐内克,shen'qie'qi'nei'ke
圣埃蒂安,sheng'ai'di'an
圣安德鲁,sheng'an'de'lu
圣奥尔本斯城,sheng'ao'er'ben'si'cheng
圣保利,sheng'bao'li
圣贝内代托,sheng'bei'nei'dai'tuo
圣彼德斯堡,sheng'bi'de'si'bao
圣迭戈牧人,sheng'die'ge'mu'ren
圣胡安圣马丁,sheng'hu'an'sheng'ma'ding
圣加伦,sheng'jia'lun
圣克拉拉运动,sheng'ke'la'la'yun'dong
圣科隆,sheng'ke'long
圣拉扎罗博卡,sheng'la'zha'luo'bo'ka
胜利体育,sheng'li'ti'yu
圣洛伦索,sheng'luo'lun'suo
圣马丁大学,sheng'ma'ding'da'xue
圣马尔科,sheng'ma'er'ke
圣马力诺,sheng'ma'li'nuo
圣马特尔,sheng'ma'te'er
圣美兰,sheng'mei'lan
圣诺伊斯,sheng'nuo'yi'si
圣帕特里克竞技,sheng'pa'te'li'ke'jing'ji
圣帕特里亚,sheng'pa'te'li'ya
圣普利特斯,sheng'pu'li'te'si
圣乔瓦尼,sheng'qiao'wa'ni
圣塞巴斯蒂安联,sheng'sai'ba'si'di'an'lian
圣塞波尔克罗,sheng'sai'bo'er'ke'luo
圣图尔登,sheng'tu'er'deng
圣维特斯,sheng'wei'te'si
圣西路,sheng'xi'lu
圣伊天,sheng'yi'tian
圣约翰斯通,sheng'yue'han'si'tong
圣朱塞佩,sheng'zhu'sai'pei
圣朱斯蒂纳,sheng'zhu'si'di'na
施巴利亚,shi'ba'li'ya
士砵亭,shi'bo'ting
史笃城,shi'du'cheng
施多夫,shi'duo'fu
史高斯,shi'gao'si
施根,shi'gen
史浩克,shi'hao'ke
施华,shi'hua
史洛特,shi'luo'te
史米,shi'mi
史尼积达,shi'ni'ji'da
施素高,shi'su'gao
史坦福桥,shi'tan'fu'qiao
史坦高域,shi'tan'gao'yu
史特加,shi'te'jia
施瓦尔姆施塔特,shi'wa'er'mu'shi'ta'te
施瓦尼斯塔德,shi'wa'ni'si'ta'de
施维斯达,shi'wei'si'da
施仙奴,shi'xian'nu
施云奴,shi'yun'nu
施治,shi'zhi
十字军战士,shi'zi'jun'zhan'shi
首尔,shou'er
舒夫真高,shu'fu'zhen'gao
舒斯达,shu'si'da
舒韦恩史迪加,shu'wei'en'shi'di'jia
舒云史迪加,shu'yun'shi'di'jia
水兵,shui'bing
水晶宫,shui'jing'gong
水晶体育,shui'jing'ti'yu
斯巴达克格罗伯纳,si'ba'da'ke'ge'luo'bo'na
斯巴达萨普斯博格,si'ba'da'sa'pu'si'bo'ge
斯比蒙特,si'bi'meng'te
斯查夫豪森,si'cha'fu'hao'sen
斯登鲁斯,si'deng'lu'si
斯高拉里,si'gao'la'li
斯加堡,si'jia'bao
斯卡法蒂,si'ka'fa'di
斯克夫,si'ke'fu
思科罗马,si'ke'luo'ma
斯科维兰德,si'ke'wei'lan'de
斯肯索普联,si'ken'suo'pu'lian
斯拉温,si'la'wen
斯莱戈流浪者,si'lai'ge'liu'lang'zhe
斯劳城,si'lao'cheng
斯洛伐克联赛,si'luo'fa'ke'lian'sai
斯洛文尼亚联赛,si'luo'wen'ni'ya'lian'sai
斯摩尔洋车轮,si'mo'er'yang'che'lun
斯帕尔,si'pa'er
斯佩齐亚,si'pei'qi'ya
斯塔贝克,si'ta'bei'ke
斯塔尔,si'ta'er
斯塔福德流浪者,si'ta'fu'de'liu'lang'zhe
斯塔利桥凯尔特,si'ta'li'qiao'kai'er'te
斯塔特,si'ta'te
斯塔希亚克,si'ta'xi'ya'ke
斯泰恩斯城,si'tai'en'si'cheng
斯坦福,si'tan'fu
斯特恩巴赫,si'te'en'ba'he
斯特拉斯堡,si'te'la'si'bao
斯特兰拉尔,si'te'lan'la'er
斯特罗姆戈德赛特,si'te'luo'mu'ge'de'sai'te
斯滕豪塞马尔,si'teng'hao'sai'ma'er
斯图加特,si'tu'jia'te
斯图加特踢球者,si'tu'jia'te'ti'qiu'zhe
斯图克尔,si'tu'ke'er
斯托克城,si'tuo'ke'cheng
斯托克浦城,si'tuo'ke'pu'cheng
斯文登城,si'wen'deng'cheng
苏达杜,su'da'du
苏甘宝,su'gan'bao
苏格兰爱尔兰人,su'ge'lan'ai'er'lan'ren
苏格兰联赛,su'ge'lan'lian'sai
苏黎世,su'li'shi
苏拿利,su'na'li
苏亚素,su'ya'su
索尔比亚特斯,suo'er'bi'ya'te'si
索尔德维德瓦尔,suo'er'de'wei'de'wa'er
索尔兹伯里城,suo'er'zi'bo'li'cheng
索菲亚列夫斯基,suo'fei'ya'lie'fu'si'ji
索菲亚斯拉维亚,suo'fei'ya'si'la'wei'ya
索菲亚体育,suo'fei'ya'ti'yu
索菲亚中央陆军,suo'fei'ya'zhong'yang'lu'jun
索高拿,suo'gao'na
索格达,suo'ge'da
索里格斯克沙科特,suo'li'ge'si'ke'sha'ke'te
索伦托,suo'lun'tuo
索普隆,suo'pu'long
索肖,suo'xiao
塔比历斯,ta'bi'li'si
塔尔勒里斯科多尔巴,ta'er'le'li'si'ke'duo'er'ba
塔夸伦博,ta'kua'lun'bo
塔拉戈纳竞技,ta'la'ge'na'jing'ji
塔拉韦拉,ta'la'wei'la
塔兰托,ta'lan'tuo
塔迈,ta'mai
塔姆沃思,ta'mu'wo'si
塔帕提奥,ta'pa'ti'ao
塔塔波亚,ta'ta'bo'ya
塔瓦斯科,ta'wa'si'ke
塔维里亚,ta'wei'li'ya
泰比斯波尔图,tai'bi'si'bo'er'tu
泰波镇港口,tai'bo'zhen'gang'kou
泰迪,tai'di
泰戈尔,tai'ge'er
太阳神卡拉马利亚,tai'yang'shen'ka'la'ma'li'ya
坦佩雷联,tan'pei'lei'lian
汤布里奇,tang'bu'li'qi
唐克斯特流浪者,tang'ke'si'te'liu'lang'zhe
特尔福德联队,te'er'fu'de'lian'dui
特尔那瓦,te'er'na'wa
特尔尼,te'er'ni
特科斯,te'ke'si
特拉布宗,te'la'bu'zong
特拉莫,te'la'mo
特拉纳,te'la'na
特拉萨,te'la'sa
特拉维夫马卡比,te'la'wei'fu'ma'ka'bi
特拉维夫夏普尔,te'la'wei'fu'xia'pu'er
特兰米尔流浪者,te'lan'mi'er'liu'lang'zhe
特勒科姆,te'le'ke'mu
特雷维索,te'lei'wei'suo
特里埃斯蒂纳,te'li'ai'si'di'na
特里诺维切累斯,te'li'nuo'wei'qie'lei'si
特鲁瓦,te'lu'wa
特伦托,te'lun'tuo
特伦辛,te'lun'xin
特罗菲竞技,te'luo'fei'jing'ji
特罗姆瑟,te'luo'mu'se
特罗姆斯达恩,te'luo'mu'si'da'en
特罗塔穆多斯,te'luo'ta'mu'duo'si
特内里费,te'nei'li'fei
特瑞森斯,te'rui'sen'si
特斯蒂德,te'si'di'de
特文特,te'wen'te
滕皮奥,teng'pi'ao
提格里罗斯,ti'ge'li'luo'si
提沃利,ti'wo'li
天鹅海市,tian'e'hai'shi
同格恩,tong'ge'en
通讯卫星,tong'xun'wei'xing
图比兹,tu'bi'zi
图恩,tu'en
图尔霍特,tu'er'huo'te
图尔库国际,tu'er'ku'guo'ji
图尔奈,tu'er'nai
土耳其联赛,tu'er'qi'lian'sai
图豪特,tu'hao'te
图拉特,tu'la'te
图朗,tu'lang
图里斯,tu'li'si
图鲁奥,tu'lu'ao
图卢兹,tu'lu'zi
托贝联,tuo'bei'lian
托迪,tuo'di
托度,tuo'du
托尔格洛,tuo'er'ge'luo
托勒尼提诺,tuo'le'ni'ti'nuo
托雷恩,tuo'lei'en
托利马,tuo'li'ma
托利斯,tuo'li'si
托里斯,tuo'li'si
拖连奴,tuo'lian'nu
托卢卡,tuo'lu'ka
托木斯克,tuo'mu'si'ke
托尼,tuo'ni
托特纳姆热刺,tuo'te'na'mu're'ci
瓦埃勒,wa'ai'le
瓦杜兹,wa'du'zi
瓦尔德,wa'er'de
瓦尔泽姆运动,wa'er'ze'mu'yun'dong
瓦哈卡,wa'ha'ka
瓦卡什,wa'ka'shen
瓦拉尔联队,wa'la'er'lian'dui
瓦朗谢讷,wa'lang'xie'ne
瓦勒海姆竞技,wa'le'hai'mu'jing'ji
瓦勒里纳,wa'le'li'na
瓦勒尼扎纳,wa'le'ni'zha'na
瓦勒萨尔,wa'le'sa'er
瓦雷泽,wa'lei'ze
瓦鲁尔,wa'lu'er
瓦伦斯,wa'lun'si
瓦伦西亚,wa'lun'xi'ya
瓦伦西亚马尔代夫,wa'lun'xi'ya'ma'er'dai'fu
瓦纳斯巴达,wa'na'si'ba'da
瓦萨,wa'sa
瓦萨斯,wa'sa'si
瓦斯兰红星,wa'si'lan'hong'xing
瓦斯鲁伊,wa'si'lu'yi
瓦斯托,wa'si'tuo
瓦特克,wa'te'ke
瓦滕沙伊德,wa'teng'sha'yi'de
维埃勒,wei'ai'le
维堡,wei'bao
维德奥顿,wei'de'ao'dun
维登,wei'deng
维登豪森,wei'deng'hao'sen
维迪,wei'di
维杜里格,wei'du'li'ge
维多利亚体育学会,wei'duo'li'ya'ti'yu'xue'hui
维尔,wei'er
维尔茨堡,wei'er'ci'bao
韦尔德斯通,wei'er'de'si'tong
维尔港,wei'er'gang
维尔格斯,wei'er'ge'si
维尔海恩,wei'er'hai'en
维尔联,wei'er'lian
威尔明顿锤头,wei'er'ming'dun'chui'tou
维尔萨姆,wei'er'sa'mu
威尔士联赛,wei'er'shi'lian'sai
威尔士浦,wei'er'shi'pu
韦尔滕,wei'er'teng
维尔通精英,wei'er'tong'jing'ying
维尔瓦,wei'er'wa
维甘竞技,wei'gan'jing'ji
韦根,wei'gen
韦亨,wei'heng
韦康比流浪者,wei'kang'bi'liu'lang'zhe
韦拉,wei'la
维拉克鲁兹,wei'la'ke'lu'zi
维拉利尔,wei'la'li'er
维拉梅阿,wei'la'mei'a
维拉奇德罗,wei'la'qi'de'luo
维里巴斯联,wei'li'ba'si'lian
维利布罗克,wei'li'bu'luo'ke
韦里亚,wei'li'ya
威廉二世,wei'lian'er'shi
威廉港,wei'lian'gang
维林根,wei'lin'gen
维罗纳,wei'luo'na
维摩斯,wei'mo'si
韦拿,wei'na
威尼斯,wei'ni'si
维奴奇沃,wei'nu'qi'wo
维切利,wei'qie'li
维琴查,wei'qin'cha
韦舒亚,wei'shu'ya
韦斯达路,wei'si'da'lu
韦斯卡,wei'si'ka
维斯拉普罗奇克,wei'si'la'pu'luo'qi'ke
维斯瓦,wei'si'wa
韦斯咸,wei'si'xian
维泰比斯,wei'tai'bi'si
威特恩,wei'te'en
维特斯,wei'te'si
维萜布斯克火车头,wei'tie'bu'si'ke'huo'che'tou
维图斯,wei'tu'si
维辛迪,wei'xin'di
维亚雷吉奥,wei'ya'lei'ji'ao
维也纳快速,wei'ye'na'kuai'su
维泽拉,wei'ze'la
温布尔登竞技,wen'bu'er'deng'jing'ji
文莱贝拉卡斯队,wen'lai'bei'la'ka'si'dui
文莱贝拉卡斯联,wen'lai'bei'la'ka'si'lian
文莱队,wen'lai'dui
文莱维嘉雅俱乐部,wen'lai'wei'jia'ya'ju'le'bu
文尼治,wen'ni'zhi
温宁格尔,wen'ning'ge'er
温特图尔,wen'te'tu'er
文仙尼,wen'xian'ni
翁特哈兴,weng'te'ha'xing
沃德戈默斯,wo'de'ge'mo'si
沃尔顿,wo'er'dun
沃尔多夫,wo'er'duo'fu
沃尔夫斯堡,wo'er'fu'si'bao
沃尔隆流浪者,wo'er'long'liu'lang'zhe
沃尔马,wo'er'ma
沃尔姆斯,wo'er'mu'si
沃尔切斯特城,wo'er'qie'si'te'cheng
沃尔西汉姆,wo'er'xi'han'mu
沃加蒂纳,wo'jia'di'na
沃金顿,wo'jin'dun
沃克斯哈尔摩托,wo'ke'si'ha'er'mo'tuo
沃克索普,wo'ke'suo'pu
沃拉不锈钢,wo'la'bu'xiu'gang
沃勒达姆,wo'le'da'mu
沃勒恩,wo'le'en
沃什,wo'shi
沃特福德,wo'te'fu'de
沃特福德联,wo'te'fu'de'lian
沃辛,wo'xin
乌德勒支,wu'de'le'zhi
乌迪内斯,wu'di'nei'si
乌甸尼斯,wu'dian'ni'si
乌尔格斯,wu'er'ge'si
乌尔姆,wu'er'mu
乌尔兹茨尼,wu'er'zi'ci'ni
乌克兰联赛,wu'ke'lan'lian'sai
乌拉圭,wu'la'gui
乌拉圭联赛,wu'la'gui'lian'sai
乌拉坎,wu'la'kan
兀兰威灵顿,wu'lan'wei'ling'dun
