阿比国民银行,a'bi'guo'min'yin'hang
益民基金管理有限公司,yi'min'ji'jin'guan'li'you'xian'gong'si
益民优势,yi'min'you'shi
益民债券,yi'min'zhai'quan
一年期,yi'nian'qi
一年期存款,yi'nian'qi'cun'kuan
一年期贷款,yi'nian'qi'dai'kuan
一年以上,yi'nian'yi'shang
亿欧元,yi'ou'yuan
以欧元计算,yi'ou'yuan'ji'suan
一片萧条,yi'pian'xiao'tiao
以票控税,yi'piao'kong'shui
以票面值赎回,yi'piao'mian'zhi'shu'hui
一起发财网,yi'qi'fa'cai'wang
以期获得,yi'qi'huo'de
一汽轿车,yi'qi'jiao'che
一汽四环,yi'qi'si'huan
一汽夏利,yi'qi'xia'li
一千的缩写,yi'qian'de'suo'xie
一千万元,yi'qian'wan'yuan
已确定,yi'que'ding
依然活跃,yi'ran'huo'yue
依然坚挺,yi'ran'jian'ting
依然乐观,yi'ran'le'guan
依然偏高,yi'ran'pian'gao
依然严峻,yi'ran'yan'jun
以人民币计算,yi'ren'min'bi'ji'suan
以日元计算,yi'ri'yuan'ji'suan
一上市,yi'shang'shi
已上市,yi'shang'shi
以市值为主,yi'shi'zhi'wei'zhu
一手,yi'shou
已受理,yi'shou'li
已售完的市场,yi'shou'wan'de'shi'chang
一手资料,yi'shou'zi'liao
以书面,yi'shu'mian
以书面或电子邮件的形式,yi'shu'mian'huo'dian'zi'you'jian'de'xing'shi
艺术品,yi'shu'pin
艺术品投资,yi'shu'pin'tou'zi
艺术中国网,yi'shu'zhong'guo'wang
以税控票,yi'shui'kong'piao
以特定价格,yi'te'ding'jia'ge
一条长阳,yi'tiao'chang'yang
一条大阳线,yi'tiao'da'yang'xian
一条大阴线,yi'tiao'da'yin'xian
一投,yi'tou
一投投票,yi'tou'tou'piao
以拓展,yi'tuo'zhan
意外保险,yi'wai'bao'xian
意外分红,yi'wai'fen'hong
意外利润,yi'wai'li'run
一系列,yi'xi'lie
以下材料,yi'xia'cai'liao
以下简称,yi'xia'jian'cheng
以下事项,yi'xia'shi'xiang
以下途径,yi'xia'tu'jing
以下问题,yi'xia'wen'ti
一下子涨到,yi'xia'zi'zhang'dao
意向书,yi'xiang'shu
已销货物成本,yi'xiao'huo'wu'cheng'ben
一些支持,yi'xie'zhi'chi
以新还旧债券,yi'xin'hai'jiu'zhai'quan
亿阳信通,yi'yang'xin'tong
医药板块,yi'yao'ban'kuai
医药指数,yi'yao'zhi'shu
一亿美元的别称,yi'yi'mei'yuan'de'bie'cheng
意义重大,yi'yi'zhong'da
已引起,yi'yin'qi
已预付的,yi'yu'fu'de
已预计风险,yi'yu'ji'feng'xian
亿余元,yi'yu'yuan
亿元,yi'yuan
亿元贷款,yi'yuan'dai'kuan
医院收益债,yi'yuan'shou'yi'zhai
已运用资本,yi'yun'yong'zi'ben
已涨到,yi'zhang'dao
已涨回,yi'zhang'hui
已涨至,yi'zhang'zhi
依照现行规定,yi'zhao'xian'xing'gui'ding
一致,yi'zhi
一直处于,yi'zhi'chu'yu
已知负债,yi'zhi'fu'zhai
一只股票,yi'zhi'gu'piao
一直活跃,yi'zhi'huo'yue
一直停牌,yi'zhi'ting'pai
一致同意的证券,yi'zhi'tong'yi'de'zheng'quan
抑制投机,yi'zhi'tou'ji
一直维持在,yi'zhi'wei'chi'zai
一直捂到,yi'zhi'wu'dao
一致性原则,yi'zhi'xing'yuan'ze
一致药业,yi'zhi'yao'ye
一种潮流,yi'zhong'chao'liu
一种法国证券,yi'zhong'fa'guo'zheng'quan
一种选择,yi'zhong'xuan'ze
一周行情,yi'zhou'hang'qing
遗嘱,yi'zhu
遗嘱信托,yi'zhu'xin'tuo
已赚收入,yi'zhuan'shou'ru
以最好价卖出,yi'zui'hao'jia'mai'chu
银本位制,yin'ben'wei'zhi
银币,yin'bi
隐藏信托,yin'cang'xin'tuo
银承,yin'cheng
因此不是,yin'ci'bu'shi
因此承受,yin'ci'cheng'shou
因此与,yin'ci'yu
银贷双方,yin'dai'shuang'fang
阴跌,yin'die
银富理财网,yin'fu'li'cai'wang
银鸽投票,yin'ge'tou'piao
银鸽投资,yin'ge'tou'zi
银根紧缩,yin'gen'jin'suo
银广夏,yin'guang'xia
隐含波动率,yin'han'bo'dong'lv
隐含赎回,yin'han'shu'hui
银行,yin'hang
银行案件,yin'hang'an'jian
银行按揭,yin'hang'an'jie
银行安全,yin'hang'an'quan
银行保函,yin'hang'bao'han
银行保险基金,yin'hang'bao'xian'ji'jin
银行本票,yin'hang'ben'piao
银行部,yin'hang'bu
银行承担风险,yin'hang'cheng'dan'feng'xian
银行承兑,yin'hang'cheng'dui
银行承兑汇票,yin'hang'cheng'dui'hui'piao
银行承诺,yin'hang'cheng'nuo
银行持有股份,yin'hang'chi'you'gu'fen
银行存款,yin'hang'cun'kuan
银行存款利率,yin'hang'cun'kuan'li'lv
银行代扣,yin'hang'dai'kou
银行代扣协议,yin'hang'dai'kou'xie'yi
银行贷款,yin'hang'dai'kuan
银行贷款利率,yin'hang'dai'kuan'li'lv
银行担保书,yin'hang'dan'bao'shu
银行担保债券基金,yin'hang'dan'bao'zhai'quan'ji'jin
银行定期贷款,yin'hang'ding'qi'dai'kuan
银行放贷,yin'hang'fang'dai
银行方面,yin'hang'fang'mian
银行费用,yin'hang'fei'yong
银行服务,yin'hang'fu'wu
银行负债,yin'hang'fu'zhai
银行高管,yin'hang'gao'guan
银行工作,yin'hang'gong'zuo
银行管理,yin'hang'guan'li
银行行长,yin'hang'hang'zhang
银行黑名单,yin'hang'hei'ming'dan
银行挤兑,yin'hang'ji'dui
银行机构,yin'hang'ji'gou
银行机构数,yin'hang'ji'gou'shu
银行基金,yin'hang'ji'jin
银行记录,yin'hang'ji'lu
银行挤提,yin'hang'ji'ti
银行集团,yin'hang'ji'tuan
银行家,yin'hang'jia
银行间,yin'hang'jian
银行监管,yin'hang'jian'guan
银行间市场,yin'hang'jian'shi'chang
银行间网络,yin'hang'jian'wang'luo
银行间债券市场,yin'hang'jian'zhai'quan'shi'chang
银行界,yin'hang'jie
银行借贷,yin'hang'jie'dai
银行卡,yin'hang'ka
银行卡号,yin'hang'ka'hao
银行卡诈骗,yin'hang'ka'zha'pian
银行卡资金,yin'hang'ka'zi'jin
银行开证,yin'hang'kai'zheng
银行客户,yin'hang'ke'hu
银行可投资证券,yin'hang'ke'tou'zi'zheng'quan
银行控股公司,yin'hang'kong'gu'gong'si
银行扣款,yin'hang'kou'kuan
银行理财产品,yin'hang'li'cai'chan'pin
银行利率,yin'hang'li'lv
银行利息,yin'hang'li'xi
银行领域,yin'hang'ling'yu
银行名称,yin'hang'ming'cheng
银行名单,yin'hang'ming'dan
银行内部,yin'hang'nei'bu
银行内汇款,yin'hang'nei'hui'kuan
银行渠道,yin'hang'qu'dao
银行券,yin'hang'quan
银行体系,yin'hang'ti'xi
银行同业拆借利率,yin'hang'tong'ye'chai'jie'li'lv
银行网点,yin'hang'wang'dian
银行系统,yin'hang'xi'tong
银行辛迪加,yin'hang'xin'di'jia
银行信托部,yin'hang'xin'tuo'bu
银行信用额度,yin'hang'xin'yong'e'du
银行学,yin'hang'xue
银行业金融机构,yin'hang'ye'jin'rong'ji'gou
银行业务,yin'hang'ye'wu
银行证券,yin'hang'zheng'quan
银行质量,yin'hang'zhi'liang
银行专用,yin'hang'zhuan'yong
银行转账,yin'hang'zhuan'zhang
银行资产,yin'hang'zi'chan
银行资金融通,yin'hang'zi'jin'rong'tong
银河,yin'he
银河成长,yin'he'cheng'zhang
银河动力,yin'he'dong'li
银河货,yin'he'huo
银河货币,yin'he'huo'bi
银河基金,yin'he'ji'jin
银河基金管理有限公司,yin'he'ji'jin'guan'li'you'xian'gong'si
银河科技,yin'he'ke'ji
银河期货,yin'he'qi'huo
银河收益,yin'he'shou'yi
银河收益证券投资基金,yin'he'shou'yi'zheng'quan'tou'zi'ji'jin
银河稳健,yin'he'wen'jian
银河稳健证券投资基金,yin'he'wen'jian'zheng'quan'tou'zi'ji'jin
银河银富,yin'he'yin'fu
银河银富货币市场基金,yin'he'yin'fu'huo'bi'shi'chang'ji'jin
银河银泰,yin'he'yin'tai
银河银泰理财分红证券投资基金,yin'he'yin'tai'li'cai'fen'hong'zheng'quan'tou'zi'ji'jin
银河银信,yin'he'yin'xin
银河银信添利,yin'he'yin'xin'tian'li
银河银信添利债券型证券投资基金,yin'he'yin'xin'tian'li'zhai'quan'xing'zheng'quan'tou'zi'ji'jin
银河增长,yin'he'zeng'zhang
银河证券,yin'he'zheng'quan
银河之星证券,yin'he'zhi'xing'zheng'quan
银华,yin'hua
银华保本,yin'hua'bao'ben
银华保本增值,yin'hua'bao'ben'zeng'zhi
银华保本增值证券投资基金,yin'hua'bao'ben'zeng'zhi'zheng'quan'tou'zi'ji'jin
银华道琼斯,yin'hua'dao'qiong'si
银华道琼斯精选证券投资基金,yin'hua'dao'qiong'si'jing'xuan'zheng'quan'tou'zi'ji'jin
银华富裕,yin'hua'fu'yu
银华富裕主题股票型证券投资基金,yin'hua'fu'yu'zhu'ti'gu'piao'xing'zheng'quan'tou'zi'ji'jin
银华核心价值优选股票型证券投资基金,yin'hua'he'xin'jia'zhi'you'xuan'gu'piao'xing'zheng'quan'tou'zi'ji'jin
银华货,yin'hua'huo
银华货币,yin'hua'huo'bi
银华货币市场证券投资基金,yin'hua'huo'bi'shi'chang'zheng'quan'tou'zi'ji'jin
银华基金,yin'hua'ji'jin
银华基金管理有限公司,yin'hua'ji'jin'guan'li'you'xian'gong'si
银华领先,yin'hua'ling'xian
银华强债,yin'hua'qiang'zhai
银华全球,yin'hua'quan'qiu
印花税,yin'hua'shui
印花税上调,yin'hua'shui'shang'tiao
银华投资,yin'hua'tou'zi
银华优势,yin'hua'you'shi
银华优势企业,yin'hua'you'shi'qi'ye
银华优势企业证券投资基金,yin'hua'you'shi'qi'ye'zheng'quan'tou'zi'ji'jin
银华优选,yin'hua'you'xuan
银华优选股票,yin'hua'you'xuan'gu'piao
银华优质,yin'hua'you'zhi
银华优质增长,yin'hua'you'zhi'zeng'zhang
银华优质增长股票型证券投资基金,yin'hua'you'zhi'zeng'zhang'gu'piao'xing'zheng'quan'tou'zi'ji'jin
银基发展,yin'ji'fa'zhan
银监会,yin'jian'hui
银监局,yin'jian'ju
引开,yin'kai
银联,yin'lian
银率网,yin'lv'wang
隐瞒消息,yin'man'xiao'xi
隐瞒业绩,yin'man'ye'ji
引伸波幅,yin'shen'bo'fu
引申波幅,yin'shen'bo'fu
引生诉讼,yin'sheng'su'song
因私购汇,yin'si'gou'hui
因私售汇,yin'si'shou'hui
因素较多,yin'su'jiao'duo
银泰股份,yin'tai'gu'fen
银泰理财分红,yin'tai'li'cai'fen'hong
银网合作,yin'wang'he'zuo
阴线,yin'xian
因消息,yin'xiao'xi
因消息预期造成的市场波动,yin'xiao'xi'yu'qi'zao'cheng'de'shi'chang'bo'dong
银信添利,yin'xin'tian'li
因意外事故,yin'yi'wai'shi'gu
引诱和转移,yin'you'he'zhuan'yi
银元,yin'yuan
银债,yin'zhai
印章印模,yin'zhang'yin'mo
银证通,yin'zheng'tong
银证转账,yin'zheng'zhuan'zhang
银质,yin'zhi
引致需求,yin'zhi'xu'qiu
银座股份,yin'zuo'gu'fen
英镑,ying'bang
英镑可转让增息政府证券,ying'bang'ke'zhuan'rang'zeng'xi'zheng'fu'zheng'quan
英镑证券,ying'bang'zheng'quan
硬币,ying'bi
应承诺,ying'cheng'nuo
英大证券,ying'da'zheng'quan
应当清楚,ying'dang'qing'chu
应当确保,ying'dang'que'bao
应当通过,ying'dang'tong'guo
应当由,ying'dang'you
应当真实,ying'dang'zhen'shi
硬费用,ying'fei'yong
应该包括,ying'gai'bao'kuo
应该承担,ying'gai'cheng'dan
营港转债,ying'gang'zhuan'zhai
英国金融时报,ying'guo'jin'rong'shi'bao
樱花银行,ying'hua'yin'hang
萤火虫,ying'huo'chong
应急贷款,ying'ji'dai'kuan
应计负债,ying'ji'fu'zhai
应积极,ying'ji'ji
应计利息,ying'ji'li'xi
应计收入,ying'ji'shou'ru
应尽快,ying'jin'kuai
营口港,ying'kou'gang
营口转股,ying'kou'zhuan'gu
盈亏平衡,ying'kui'ping'heng
盈亏平衡点,ying'kui'ping'heng'dian
盈亏自负,ying'kui'zi'fu
盈利能力,ying'li'neng'li
盈利渠道,ying'li'qu'dao
英力特,ying'li'te
盈利预警,ying'li'yu'jing
盈利增长率,ying'li'zeng'zhang'lv
盈利组织,ying'li'zu'zhi
应履行,ying'lv'xing
应区别对待,ying'qu'bie'dui'dai
英式竞价,ying'shi'jing'jia
应时投资,ying'shi'tou'zi
应收账款,ying'shou'zhang'kuan
应收账款比例,ying'shou'zhang'kuan'bi'li
应税遗产,ying'shui'yi'chan
应税赠予财产,ying'shui'zeng'yu'cai'chan
英特集团,ying'te'ji'tuan
硬通货,ying'tong'huo
应退还,ying'tui'huan
英文单词,ying'wen'dan'ci
英文缩写,ying'wen'suo'xie
影响不大,ying'xiang'bu'da
影响经济,ying'xiang'jing'ji
影响经济发展,ying'xiang'jing'ji'fa'zhan
影响市场,ying'xiang'shi'chang
影响收益,ying'xiang'shou'yi
营销,ying'xiao
营销部,ying'xiao'bu
营销方式,ying'xiao'fang'shi
营销计划,ying'xiao'ji'hua
营销经理,ying'xiao'jing'li
营销目的,ying'xiao'mu'di
营销人员,ying'xiao'ren'yuan
营销手段,ying'xiao'shou'duan
营销战略,ying'xiao'zhan'lue
硬性指标,ying'xing'zhi'biao
营业大厅,ying'ye'da'ting
营业机构,ying'ye'ji'gou
营业面积,ying'ye'mian'ji
营业日,ying'ye'ri
营业网点,ying'ye'wang'dian
营业执照,ying'ye'zhi'zhao
应用前景,ying'yong'qian'jing
盈余,ying'yu
盈余所得,ying'yu'suo'de
营运资本,ying'yun'zi'ben
硬指标,ying'zhi'biao
影子市场,ying'zi'shi'chang
永安林业,yong'an'lin'ye
永安期货,yong'an'qi'huo
永鼎光缆,yong'ding'guang'lan
甬富邦,yong'fu'bang
甬富达,yong'fu'da
永亨银行,yong'heng'yin'hang
勇华股票投资,yong'hua'gu'piao'tou'zi
勇华股票投资网,yong'hua'gu'piao'tou'zi'wang
用脚投票,yong'jiao'tou'piao
佣金,yong'jin
佣金经纪人,yong'jin'jing'ji'ren
佣金收入,yong'jin'shou'ru
佣金水平,yong'jin'shui'ping
永久债券,yong'jiu'zhai'quan
用卡,yong'ka
用来购买,yong'lai'gou'mai
永生数据,yong'sheng'shu'ju
永新股份,yong'xin'gu'fen
用以衡量,yong'yi'heng'liang
拥有国内,yong'you'guo'nei
用友软件,yong'you'ruan'jian
拥有一支,yong'you'yi'zhi
用于表明,yong'yu'biao'ming
用于还款,yong'yu'huan'kuan
用于描述,yong'yu'miao'shu
用于投资,yong'yu'tou'zi
踊跃入场,yong'yue'ru'chang
友邦,you'bang
友邦成长,you'bang'cheng'zhang
友邦短债,you'bang'duan'zhai
友邦红利,you'bang'hong'li
友邦华泰,you'bang'hua'tai
友邦华泰积极成长混合型证券投资基金,you'bang'hua'tai'ji'ji'cheng'zhang'hun'he'xing'zheng'quan'tou'zi'ji'jin
友邦华泰基金管理有限公司,you'bang'hua'tai'ji'jin'guan'li'you'xian'gong'si
友邦华泰盛世中国股票型证券投资基金,you'bang'hua'tai'sheng'shi'zhong'guo'gu'piao'xing'zheng'quan'tou'zi'ji'jin
友邦华泰中短期债券投资基金,you'bang'hua'tai'zhong'duan'qi'zhai'quan'tou'zi'ji'jin
友邦盛世,you'bang'sheng'shi
友邦增利,you'bang'zeng'li
友邦增长,you'bang'zeng'zhang
有保护证券,you'bao'hu'zheng'quan
邮币卡,you'bi'ka
有补涨要求,you'bu'zhang'yao'qiu
有偿转让,you'chang'zhuan'rang
又称为,you'cheng'wei
又创新高,you'chuang'xin'gao
由此产生的,you'ci'chan'sheng'de
由此而言,you'ci'er'yan
有待批准合同,you'dai'pi'zhun'he'tong
有担保收入合同,you'dan'bao'shou'ru'he'tong
有担保信托票据,you'dan'bao'xin'tuo'piao'ju
有担保信托债券,you'dan'bao'xin'tuo'zhai'quan
优等股票,you'deng'gu'piao
优等票据,you'deng'piao'ju
有抵补的利差,you'di'bu'de'li'cha
有抵补的利率平价,you'di'bu'de'li'lv'ping'jia
有抵补的期权,you'di'bu'de'qi'quan
有抵补的期权卖方,you'di'bu'de'qi'quan'mai'fang
有抵补的远期销售,you'di'bu'de'yuan'qi'xiao'shou
诱多,you'duo
有多少资产,you'duo'shao'zi'chan
有股民,you'gu'min
由股市退出,you'gu'shi'tui'chu
有关负责人,you'guan'fu'ze'ren
有关规定,you'guan'gui'ding
有关责任人员,you'guan'ze'ren'ren'yuan
友好集团,you'hao'ji'tuan
有何区别,you'he'qu'bie
有合作,you'he'zuo
有合作前途,you'he'zuo'qian'tu
有华投资,you'hua'tou'zi
优惠,you'hui
优惠付款条件,you'hui'fu'kuan'tiao'jian
优惠利率,you'hui'li'lv
有或没有,you'huo'mei'you
游击队,you'ji'dui
游击队承销团,you'ji'dui'cheng'xiao'tuan
有机会赢取,you'ji'hui'ying'qu
邮寄申报,you'ji'shen'bao
油价,you'jia
油价飞涨,you'jia'fei'zhang
油价上涨,you'jia'shang'zhang
油价为,you'jia'wei
有价证券实物,you'jia'zheng'quan'shi'wu
有价证券资产组合,you'jia'zheng'quan'zi'chan'zu'he
有价值,you'jia'zhi
邮件费用,you'jian'fei'yong
又将迎来,you'jiang'ying'lai
有经验的,you'jing'yan'de
有经验的投机者,you'jing'yan'de'tou'ji'zhe
有可能放大,you'ke'neng'fang'da
有可能获得,you'ke'neng'huo'de
诱空,you'kong
优利理财网,you'li'li'cai'wang
有利于推动,you'li'yu'tui'dong
优良股票,you'liang'gu'piao
优良凭证,you'liang'ping'zheng
有没有好的,you'mei'you'hao'de
由牛转熊,you'niu'zhuan'xiong
有泡沫,you'pao'mo
邮票价格,you'piao'jia'ge
尤其受到,you'qi'shou'dao
有清楚认识,you'qing'chu'ren'shi
有三种,you'san'zhong
有色板块,you'se'ban'kuai
有色金属板块,you'se'jin'shu'ban'kuai
有深刻了解,you'shen'ke'liao'jie
优势地位,you'shi'di'wei
优势行业,you'shi'hang'ye
优势增长,you'shi'zeng'zhang
有所改观,you'suo'gai'guan
有所加大,you'suo'jia'da
有所提升,you'suo'ti'sheng
有所萎缩,you'suo'wei'suo
有所转化,you'suo'zhuan'hua
有所走软,you'suo'zou'ruan
有他用,you'ta'yong
诱探出价,you'tan'chu'jia
有特色,you'te'se
有条件承兑,you'tiao'jian'cheng'dui
有条件审核通过,you'tiao'jian'shen'he'tong'guo
有望成为,you'wang'cheng'wei
有望持续,you'wang'chi'xu
有望出台,you'wang'chu'tai
有望得到,you'wang'de'dao
有望加快,you'wang'jia'kuai
有望突破,you'wang'tu'po
有望再次,you'wang'zai'ci
有望再度,you'wang'zai'du
有望走出快速拉升,you'wang'zou'chu'kuai'su'la'sheng
优先报价,you'xian'bao'jia
有限的资本,you'xian'de'zi'ben
有限公司,you'xian'gong'si
优先股,you'xian'gu
有限检查,you'xian'jian'cha
优先配售,you'xian'pei'shou
优先清偿,you'xian'qing'chang
优先权,you'xian'quan
优先认购权,you'xian'ren'gou'quan
优先认股权,you'xian'ren'gu'quan
有限审计,you'xian'shen'ji
优先销售,you'xian'xiao'shou
有限责任,you'xian'ze'ren
优先债券,you'xian'zhai'quan
有限制股票,you'xian'zhi'gu'piao
有效保证,you'xiao'bao'zheng
有效冲刺,you'xiao'chong'ci
有效兑付期,you'xiao'dui'fu'qi
有效放大,you'xiao'fang'da
有效杠杆比率,you'xiao'gang'gan'bi'lv
有效供应,you'xiao'gong'ying
有效期,you'xiao'qi
有效入场券,you'xiao'ru'chang'quan
有效市场假说,you'xiao'shi'chang'jia'shuo
有些板块,you'xie'ban'kuai
有些公司,you'xie'gong'si
有形价值,you'xing'jia'zhi
优选分红,you'xuan'fen'hong
有研硅股,you'yan'gui'gu
又一波,you'yi'bo
友谊股份,you'yi'gu'fen
有意向,you'yi'xiang
由银行承担,you'yin'hang'cheng'dan
悠悠股票,you'you'gu'piao
悠悠期权,you'you'qi'quan
由于股价,you'yu'gu'jia
由于目前,you'yu'mu'qian
有增长潜力,you'zeng'zhang'qian'li
邮政储蓄,you'zheng'chu'xu
邮政储蓄银行,you'zheng'chu'xu'yin'hang
有指导的不动产抵押投资,you'zhi'dao'de'bu'dong'chan'di'ya'tou'zi
优质服务,you'zhi'fu'wu
优质公司,you'zhi'gong'si
优质券商,you'zhi'quan'shang
优质资产,you'zhi'zi'chan
游资,you'zi
邮资凭证,you'zi'ping'zheng
有资质,you'zi'zhi
有阻碍,you'zu'ai
预测,yu'ce
预测大盘,yu'ce'da'pan
预测明日,yu'ce'ming'ri
预测市场,yu'ce'shi'chang
预测显示,yu'ce'xian'shi
渝城投,yu'cheng'tou
预定单,yu'ding'dan
预定的目标,yu'ding'de'mu'biao
预定发行总额,yu'ding'fa'xing'zong'e
预定现金流,yu'ding'xian'jin'liu
余额,yu'e
余额包销,yu'e'bao'xiao
余额查询,yu'e'cha'xun
余额结算命令,yu'e'jie'suan'ming'ling
余额太大,yu'e'tai'da
余额转入,yu'e'zhuan'ru
裕丰股份,yu'feng'gu'fen
预付款,yu'fu'kuan
预付余额,yu'fu'yu'e
豫光金铅,yu'guang'jin'qian
宇航,yu'hang
与货币相关,yu'huo'bi'xiang'guan
预计大盘,yu'ji'da'pan
预计届时,yu'ji'jie'shi
预计今年,yu'ji'jin'nian
预计控制期间,yu'ji'kong'zhi'qi'jian
预计年销售额,yu'ji'nian'xiao'shou'e
预计投入,yu'ji'tou'ru
预计未来,yu'ji'wei'lai
预计下期,yu'ji'xia'qi
预缴税款,yu'jiao'shui'kuan
预警机制,yu'jing'ji'zhi
预警体系,yu'jing'ti'xi
预警指标,yu'jing'zhi'biao
渝开发,yu'kai'fa
预亏公告,yu'kui'gong'gao
预留,yu'liu
与买方订立,yu'mai'fang'ding'li
与卖方订立,yu'mai'fang'ding'li
玉米期货,yu'mi'qi'huo
豫能控股,yu'neng'kong'gu
预期,yu'qi
预期利润,yu'qi'li'run
与其签约,yu'qi'qian'yue
逾期未缴销,yu'qi'wei'jiao'xiao
预期债券,yu'qi'zhai'quan
逾期账款,yu'qi'zhang'kuan
预期值,yu'qi'zhi
预热,yu're
渝三峡,yu'san'xia
预设目标,yu'she'mu'biao
预示着,yu'shi'zhe
欲收购,yu'shou'gou
预授权,yu'shou'quan
预收账款,yu'shou'zhang'kuan
预售指令,yu'shou'zhi'ling
渝水利,yu'shui'li
渝水务,yu'shui'wu
预算,yu'suan
预算赤字,yu'suan'chi'zi
预算级次,yu'suan'ji'ci
预算收入,yu'suan'shou'ru
预算完成情况,yu'suan'wan'cheng'qing'kuang
预算有限,yu'suan'you'xian
宇通客车,yu'tong'ke'che
豫投债,yu'tou'zhai
欲投资,yu'tou'zi
渝万里,yu'wan'li
预先偿还,yu'xian'chang'huan
预先承购,yu'xian'cheng'gou
预先计算,yu'xian'ji'suan
预销估算,yu'xiao'gu'suan
予以核实,yu'yi'he'shi
与银行,yu'yin'hang
玉源,yu'yuan
与原件一致,yu'yuan'jian'yi'zhi
豫园商城,yu'yuan'shang'cheng
预支方式,yu'zhi'fang'shi
欲知详情,yu'zhi'xiang'qing
原打算,yuan'da'suan
袁大头,yuan'da'tou
原贷款,yuan'dai'kuan
远东,yuan'dong
远东股份,yuan'dong'gu'fen
远东经济评论,yuan'dong'jing'ji'ping'lun
源发投票,yuan'fa'tou'piao
原告,yuan'gao
员工持股计划,yuan'gong'chi'gu'ji'hua
员工退休收入保证法令,yuan'gong'tui'xiu'shou'ru'bao'zheng'fa'ling
员工支出账户,yuan'gong'zhi'chu'zhang'hu
原股东,yuan'gu'dong
远光软件,yuan'guang'ruan'jian
圆弧底,yuan'hu'di
远见理财,yuan'jian'li'cai
原控股股东,yuan'kong'gu'gu'dong
远离股市,yuan'li'gu'shi
远期,yuan'qi
远期利率,yuan'qi'li'lv
远期率,yuan'qi'lv
远期市场,yuan'qi'shi'chang
原始成本,yuan'shi'cheng'ben
原始发行,yuan'shi'fa'xing
原始积累,yuan'shi'ji'lei
原始积累阶段,yuan'shi'ji'lei'jie'duan
原始投资,yuan'shi'tou'zi
原水,yuan'shui
原水股份,yuan'shui'gu'fen
原糖,yuan'tang
远未结束,yuan'wei'jie'shu
源药,yuan'yao
源药投票,yuan'yao'tou'piao
愿意持有,yuan'yi'chi'you
原因复杂,yuan'yin'fu'za
原因在于,yuan'yin'zai'yu
原有的业务,yuan'you'de'ye'wu
原有股东,yuan'you'gu'dong
原有基础,yuan'you'ji'chu
原油期货,yuan'you'qi'huo
远远超过,yuan'yuan'chao'guo
月报,yue'bao
越不利,yue'bu'li
越大,yue'da
悦达投资,yue'da'tou'zi
粤电力,yue'dian'li
约定日期,yue'ding'ri'qi
粤富华,yue'fu'hua
粤高速,yue'gao'su
月供负担,yue'gong'fu'dan
粤宏远,yue'hong'yuan
粤华包,yue'hua'bao
月环比,yue'huan'bi
粤交通,yue'jiao'tong
月亏损,yue'kui'sun
越来越没底,yue'lai'yue'mei'di
月内指令,yue'nei'zhi'ling
越权卖出,yue'quan'mai'chu
越声理财,yue'sheng'li'cai
越是不利,yue'shi'bu'li
粤水电,yue'shui'dian
越小越好,yue'xiao'yue'hao
月薪,yue'xin
岳兴长,yue'xing'chang
岳阳纸业,yue'yang'zhi'ye
月月收,yue'yue'shou
粤照明,yue'zhao'ming
云化发债,yun'hua'fa'zhai
云化配号,yun'hua'pei'hao
云化配债,yun'hua'pei'zhai
云化认购,yun'hua'ren'gou
云铝股份,yun'lv'gu'fen
云南白药,yun'nan'bai'yao
云南铜业,yun'nan'tong'ye
云南盐化,yun'nan'yan'hua
云内动力,yun'nei'dong'li
酝酿回购,yun'niang'hui'gou
运盛,yun'sheng
运输单据,yun'shu'dan'ju
运输指数,yun'shu'zhi'shu
云天化,yun'tian'hua
运通公司,yun'tong'gong'si
运通卡,yun'tong'ka
运通银行,yun'tong'yin'hang
云维股份,yun'wei'gu'fen
云维投票,yun'wei'tou'piao
运行态势,yun'xing'tai'shi
运行效率,yun'xing'xiao'lv
允许交易,yun'xu'jiao'yi
允许折旧额,yun'xu'zhe'jiu'e
晕眩市场,yun'xuan'shi'chang
运营部,yun'ying'bu
运营管理,yun'ying'guan'li
运营平台,yun'ying'ping'tai
运用渠道,yun'yong'qu'dao
孕育着,yun'yu'zhe
运作成功,yun'zuo'cheng'gong
砸盘,za'pan
杂项资产,za'xiang'zi'chan
砸在手里,za'zai'shou'li
杂志社,za'zhi'she
在按照,zai'an'zhao
在参与,zai'can'yu
在操作上,zai'cao'zuo'shang
在产品,zai'chan'pin
在重组时,zai'chong'zu'shi
再创,zai'chuang
再创历史新高,zai'chuang'li'shi'xin'gao
再创新低,zai'chuang'xin'di
再创新高,zai'chuang'xin'gao
再次加息,zai'ci'jia'xi
再次上调,zai'ci'shang'tiao
再次下跌,zai'ci'xia'die
再次宣布,zai'ci'xuan'bu
再抵押,zai'di'ya
再度跌破,zai'du'die'po
再度回落,zai'du'hui'luo
再度攀升,zai'du'pan'sheng
再度失守,zai'du'shi'shou
再度下调,zai'du'xia'tiao
再度小幅,zai'du'xiao'fu
再度走强,zai'du'zou'qiang
在发行时,zai'fa'xing'shi
再封,zai'feng
在港上市,zai'gang'shang'shi
再估价,zai'gu'jia
在关注,zai'guan'zhu
在国内,zai'guo'nei
在进行投资前,zai'jin'xing'tou'zi'qian
在境内,zai'jing'nei
在境内发行,zai'jing'nei'fa'xing
再买,zai'mai
在批准,zai'pi'zhun
再融资,zai'rong'zi
再融资方案,zai'rong'zi'fang'an
再融资计划,zai'rong'zi'ji'hua
再生能源,zai'sheng'neng'yuan
