阿拔斯一世,a'ba'si'yi'shi
三省,san'xing
三杨,san'yang
三月二日,san'yue'er'ri
三长制,san'zhang'zhi
三征辽东高丽,san'zheng'liao'dong'gao'li
三州,san'zhou
三族等刑,san'zu'deng'xing
三族最为凶恶,san'zu'zui'wei'xiong'e
桑地诺,sang'di'nuo
丧失大量国土,sang'shi'da'liang'guo'tu
丧失了信心,sang'shi'le'xin'xin
桑梓本邦,sang'zi'ben'bang
扫除了障碍,sao'chu'le'zhang'ai
骚动,sao'dong
色当,se'dang
色当投降,se'dang'tou'xiang
色佛尔和约,se'fo'er'he'yue
色楞格河流域,se'leng'ge'he'liu'yu
僧俗头领,seng'su'tou'ling
杀楚将,sha'chu'jiang
刹帝利,sha'di'li
杀董璋,sha'dong'zhang
杀害了,sha'hai'le
杀害王侯,sha'hai'wang'hou
杀害徐寿辉自称皇帝国号大汉改元大义,sha'hai'xu'shou'hui'zi'cheng'huang'di'guo'hao'da'han'gai'yuan'da'yi
杀何进,sha'he'jin
杀胡惟庸,sha'hu'wei'yong
沙皇,sha'huang
沙井文化,sha'jing'wen'hua
杀刘昱,sha'liu'yu
沙漠地带,sha'mo'di'dai
沙普尔二世,sha'pu'er'er'shi
沙丘,sha'qiu
杀神,sha'shen
莎士比亚,sha'shi'bi'ya
杀士兵百姓三万余,sha'shi'bing'bai'xing'san'wan'yu
杀司马腾,sha'si'ma'teng
杀死赵王伦,sha'si'zhao'wang'lun
杀太子平,sha'tai'zi'ping
杀统领,sha'tong'ling
沙陀部酋长,sha'tuo'bu'qiu'zhang
沙陀族人,sha'tuo'zu'ren
杀文帝,sha'wen'di
杀杨邠,sha'yang'bin
杀子之谜,sha'zi'zhi'mi
闪电貂,shan'dian'diao
山东大部分地区为蒙古所占,shan'dong'da'bu'fen'di'qu'wei'meng'gu'suo'zhan
山东广大地区,shan'dong'guang'da'di'qu
山东淄博东北,shan'dong'zi'bo'dong'bei
闪击战,shan'ji'zhan
山脚下像,shan'jiao'xia'xiang
山名宗全,shan'ming'zong'quan
擅权枉法,shan'quan'wang'fa
禅让,shan'rang
擅杀大将,shan'sha'da'jiang
擅杀人命,shan'sha'ren'ming
山涛羊祜,shan'tao'yang'hu
山头上,shan'tou'shang
山西北部和河北北部,shan'xi'bei'bu'he'he'bei'bei'bu
陕西的别称,shan'xi'de'bie'cheng
陕西节度使,shan'xi'jie'du'shi
陕西路,shan'xi'lu
陕西省的简称,shan'xi'sheng'de'jian'cheng
陕西始转化为,shan'xi'shi'zhuan'hua'wei
陕西一名,shan'xi'yi'ming
山西最北部大同地区,shan'xi'zui'bei'bu'da'tong'di'qu
善养马,shan'yang'ma
上百或者上千,shang'bai'huo'zhe'shang'qian
上表降元,shang'biao'jiang'yuan
上层分子,shang'ceng'fen'zi
上党,shang'dang
上党郡,shang'dang'jun
上党武乡,shang'dang'wu'xiang
上的,shang'de
上的不里阿耳国,shang'de'bu'li'a'er'guo
殇帝,shang'di
殇帝刘玢,shang'di'liu'fen
赏给贵族,shang'gei'gui'zu
商贾等,shang'gu'deng
上官桀,shang'guan'jie
上官桀被杀,shang'guan'jie'bei'sha
上胡须浓密,shang'hu'xu'nong'mi
尚可喜,shang'ke'xi
上连横之策,shang'lian'heng'zhi'ce
商凭,shang'ping
上卿,shang'qing
商丘,shang'qiu
商人出身,shang'ren'chu'shen
尚书,shang'shu
上述服装的一些细部,shang'shu'fu'zhuang'de'yi'xie'xi'bu
尚书令,shang'shu'ling
尚书三名,shang'shu'san'ming
尚书省,shang'shu'sheng
尚书省所属有吏,shang'shu'sheng'suo'shu'you'li
尚书省长官有令,shang'shu'sheng'zhang'guan'you'ling
尚书左丞掌,shang'shu'zuo'cheng'zhang
商讨对策,shang'tao'dui'ce
商鞅,shang'yang
商鞅变法,shang'yang'bian'fa
商鞅所制定的,shang'yang'suo'zhi'ding'de
商业比唐宋时代有更大的发展,shang'ye'bi'tang'song'shi'dai'you'geng'da'de'fa'zhan
商业的发展,shang'ye'de'fa'zhan
商议对策,shang'yi'dui'ce
上游不儿罕山,shang'you'bu'er'han'shan
上游的山区,shang'you'de'shan'qu
伤重而死,shang'zhong'er'si
商纣王,shang'zhou'wang
商纣王帝辛,shang'zhou'wang'di'xin
上柱国,shang'zhu'guo
少帝,shao'di
少好儒雅,shao'hao'ru'ya
少康,shao'kang
少年成帝王,shao'nian'cheng'di'wang
少女充作军粮,shao'nv'chong'zuo'jun'liang
少女的,shao'nv'de
少女了,shao'nv'le
少数民族,shao'shu'min'zu
少数民族内迁问题,shao'shu'min'zu'nei'qian'wen'ti
少者及三世,shao'zhe'ji'san'shi
少主,shao'zhu
少主刘粲,shao'zhu'liu'can
奢侈豪华,she'chi'hao'hua
设大宗正府治理诸王驸马投下蒙古色目人的刑名等公事时而兼管汉人刑狱,she'da'zong'zheng'fu'zhi'li'zhu'wang'fu'ma'tou'xia'meng'gu'se'mu'ren'de'xing'ming'deng'gong'shi'shi'er'jian'guan'han'ren'xing'yu
射到了,she'dao'le
设东郡,she'dong'jun
社会变革,she'hui'bian'ge
社会风雷激荡,she'hui'feng'lei'ji'dang
社会改革,she'hui'gai'ge
社会阶层中网罗有能力的人才,she'hui'jie'ceng'zhong'wang'luo'you'neng'li'de'ren'cai
社会经济,she'hui'jing'ji
社会经济的发展,she'hui'jing'ji'de'fa'zhan
社会矛盾,she'hui'mao'dun
社会矛盾萌发,she'hui'mao'dun'meng'fa
社会生产力,she'hui'sheng'chan'li
社会生产有所发展,she'hui'sheng'chan'you'suo'fa'zhan
社会文明程度,she'hui'wen'ming'cheng'du
社会与政治制度,she'hui'yu'zheng'zhi'zhi'du
社会秩序,she'hui'zhi'xu
社会中的,she'hui'zhong'de
社会诸矛盾的激化,she'hui'zhu'mao'dun'de'ji'hua
社会主义工人国际,she'hui'zhu'yi'gong'ren'guo'ji
社稷者,she'ji'zhe
蛇节,she'jie
设立,she'li
设立吏,she'li'li
设立所谓,she'li'suo'wei
设连坐之法,she'lian'zuo'zhi'fa
设洛阳,she'luo'yang
设三公和九卿任用萧何为丞相,she'san'gong'he'jiu'qing'ren'yong'xiao'he'wei'cheng'xiang
设县,she'xian
设盐铁官,she'yan'tie'guan
设有,she'you
设置丞相,she'zhi'cheng'xiang
设置桂林,she'zhi'gui'lin
慑之以兵,she'zhi'yi'bing
设诸卿,she'zhu'qing
奢纵无度,she'zong'wu'du
申报土地数额,shen'bao'tu'di'shu'e
身穿长齐小腿的,shen'chuan'zhang'qi'xiao'tui'de
深得朱元璋宠信,shen'de'zhu'yuan'zhang'chong'xin
身份和地位,shen'fen'he'di'wei
身分专政,shen'fen'zhuan'zheng
身高八尺,shen'gao'ba'chi
申侯,shen'hou
申侯拥立平王,shen'hou'yong'li'ping'wang
深刻地影响了,shen'ke'de'ying'xiang'le
神庙经济,shen'miao'jing'ji
深入中原内地,shen'ru'zhong'yuan'nei'di
神圣的,shen'sheng'de
神圣罗马帝国,shen'sheng'luo'ma'di'guo
神圣同盟,shen'sheng'tong'meng
身世之谜,shen'shi'zhi'mi
身为,shen'wei
身为秦军主将,shen'wei'qin'jun'zhu'jiang
身形魁梧,shen'xing'kui'wu
身在长平前线,shen'zai'chang'ping'qian'xian
甚至从,shen'zhi'cong
甚至滥加残害,shen'zhi'lan'jia'can'hai
甚至于,shen'zhi'yu
甚至在名地农民起义军称帝称王时,shen'zhi'zai'ming'di'nong'min'qi'yi'jun'cheng'di'cheng'wang'shi
神宗,shen'zong
神宗迟迟,shen'zong'chi'chi
神宗还好营建,shen'zong'hai'hao'ying'jian
神宗还派,shen'zong'hai'pai
神宗就,shen'zong'jiu
神宗李遵顼,shen'zong'li'zun'xu
神宗尚能,shen'zong'shang'neng
神宗委顿于上,shen'zong'wei'dun'yu'shang
神宗以日食为由,shen'zong'yi'ri'shi'wei'you
神宗在位期间,shen'zong'zai'wei'qi'jian
神宗再也不视朝,shen'zong'zai'ye'bu'shi'chao
神宗整日,shen'zong'zheng'ri
生产的发展,sheng'chan'de'fa'zhan
生产凋敝,sheng'chan'diao'bi
生动悲壮的,sheng'dong'bei'zhuang'de
省港大罢工,sheng'gang'da'ba'gong
生活安定,sheng'huo'an'ding
生活待遇,sheng'huo'dai'yu
圣库制度,sheng'ku'zhi'du
生平活动,sheng'ping'huo'dong
盛唐,sheng'tang
盛唐时,sheng'tang'shi
绳文文化,sheng'wen'wen'hua
绳纹文化,sheng'wen'wen'hua
圣西门,sheng'xi'men
剩下的才能,sheng'xia'de'cai'neng
剩下韩魏赵,sheng'xia'han'wei'zhao
声言,sheng'yan
生于赵国邯郸,sheng'yu'zhao'guo'han'dan
升元七年,sheng'yuan'qi'nian
声曰,sheng'yue
圣宗,sheng'zong
圣宗在位,sheng'zong'zai'wei
十八年,shi'ba'nian
十八骑,shi'ba'qi
是百官之长,shi'bai'guan'zhi'chang
失败后,shi'bai'hou
使百姓能,shi'bai'xing'neng
是被羯族人,shi'bei'jie'zu'ren
使边境安然,shi'bian'jing'an'ran
是病死,shi'bing'si
是不平衡的,shi'bu'ping'heng'de
食菜事魔教,shi'cai'shi'mo'jiao
使长度,shi'chang'du
是朝南,shi'chao'nan
史称,shi'cheng
史称北汉,shi'cheng'bei'han
史称北宋,shi'cheng'bei'song
史称北魏,shi'cheng'bei'wei
史称北元,shi'cheng'bei'yuan
史称出帝,shi'cheng'chu'di
史称东周,shi'cheng'dong'zhou
史称后汉,shi'cheng'hou'han
史称后晋,shi'cheng'hou'jin
史称后金,shi'cheng'hou'jin
史称后梁,shi'cheng'hou'liang
史称后蜀,shi'cheng'hou'shu
史称后唐,shi'cheng'hou'tang
史称后周,shi'cheng'hou'zhou
史称康雍乾盛世,shi'cheng'kang'yong'qian'sheng'shi
史称南汉,shi'cheng'nan'han
史称南宋,shi'cheng'nan'song
史称南唐,shi'cheng'nan'tang
史称前蜀,shi'cheng'qian'shu
史称秦灭六国,shi'cheng'qin'mie'liu'guo
世称蜀,shi'cheng'shu
史称泰定帝,shi'cheng'tai'ding'di
史称武周,shi'cheng'wu'zhou
史称元嘉之治,shi'cheng'yuan'jia'zhi'zhi
史称元顺帝,shi'cheng'yuan'shun'di
使出的,shi'chu'de
是处于,shi'chu'yu
使楚与齐绝交,shi'chu'yu'qi'jue'jiao
是处在农民起义军的进攻与元朝军的抗击时期,shi'chu'zai'nong'min'qi'yi'jun'de'jin'gong'yu'yuan'chao'jun'de'kang'ji'shi'qi
是春秋,shi'chun'qiu
侍从皇帝左右,shi'cong'huang'di'zuo'you
士大夫,shi'da'fu
士大夫与国人墓葬,shi'da'fu'yu'guo'ren'mu'zang
使大规模,shi'da'gui'mo
石达开,shi'da'kai
使大量,shi'da'liang
时代称号,shi'dai'cheng'hao
世代高官,shi'dai'gao'guan
世代交结中原朝廷,shi'dai'jiao'jie'zhong'yuan'chao'ting
时代名,shi'dai'ming
世代为兵的,shi'dai'wei'bing'de
是当时,shi'dang'shi
使当时的社会危机更加深刻,shi'dang'shi'de'she'hui'wei'ji'geng'jia'shen'ke
是当时世界上,shi'dang'shi'shi'jie'shang
时的,shi'de
使得汉朝,shi'de'han'chao
使得社会,shi'de'she'hui
时的一大对手,shi'de'yi'da'dui'shou
石袛,shi'di
使地方行政管辖体制更趋完善,shi'di'fang'xing'zheng'guan'xia'ti'zhi'geng'qu'wan'shan
室町,shi'ding
室町幕府,shi'ding'mu'fu
是对,shi'dui
是对盗贼,shi'dui'dao'zei
十二年,shi'er'nian
十二年二月,shi'er'nian'er'yue
十二铜表法,shi'er'tong'biao'fa
十二月党人起义,shi'er'yue'dang'ren'qi'yi
十二州,shi'er'zhou
十二诸侯年表,shi'er'zhu'hou'nian'biao
十分有用,shi'fen'you'yong
适逢弥将,shi'feng'mi'jiang
十夫长,shi'fu'zhang
弑父之嫌,shi'fu'zhi'xian
是个奇迹,shi'ge'qi'ji
十个政权,shi'ge'zheng'quan
时根据,shi'gen'ju
是根据情况,shi'gen'ju'qing'kuang
十国,shi'guo
石国,shi'guo
使国政大乱,shi'guo'zheng'da'luan
十国中,shi'guo'zhong
是汉族人,shi'han'zu'ren
使汉族人民,shi'han'zu'ren'min
谥号晋武帝,shi'hao'jin'wu'di
石弘,shi'hong
史弘肇,shi'hong'zhao
是后晋,shi'hou'jin
石虎,shi'hu
是华夏各,shi'hua'xia'ge
始皇,shi'huang
使皇帝,shi'huang'di
始皇帝,shi'huang'di
始皇帝也,shi'huang'di'ye
始皇帝嬴政,shi'huang'di'ying'zheng
始皇末年,shi'huang'mo'nian
始皇三十一年,shi'huang'san'shi'yi'nian
始皇少子,shi'huang'shao'zi
史记,shi'ji
实即,shi'ji
是继承,shi'ji'cheng
世纪的秦朝,shi'ji'de'qin'chao
世纪的突厥人中,shi'ji'de'tu'jue'ren'zhong
十几个小国,shi'ji'ge'xiao'guo
世纪后半叶,shi'ji'hou'ban'ye
实际经验教训,shi'ji'jing'yan'jiao'xun
世纪上半叶,shi'ji'shang'ban'ye
实际上还夺取了,shi'ji'shang'hai'duo'qu'le
实际上和,shi'ji'shang'he
实际上他,shi'ji'shang'ta
实际上拥有,shi'ji'shang'yong'you
世纪时,shi'ji'shi
实际是,shi'ji'shi
十几万人,shi'ji'wan'ren
世纪下半期开始,shi'ji'xia'ban'qi'kai'shi
士家,shi'jia
世家大族,shi'jia'da'zu
世家大族的,shi'jia'da'zu'de
世家大族的代表人物袁绍,shi'jia'da'zu'de'dai'biao'ren'wu'yuan'shao
世家大族素所强调的,shi'jia'da'zu'su'suo'qiang'diao'de
释迦牟尼,shi'jia'mou'ni
十家为一什,shi'jia'wei'yi'shen
事件,shi'jian
石鉴,shi'jian
时间相接则从,shi'jian'xiang'jie'ze'cong
始见于唐代,shi'jian'yu'tang'dai
时间最久,shi'jian'zui'jiu
时江淮地区,shi'jiang'huai'di'qu
示将军不应留也,shi'jiang'jun'bu'ying'liu'ye
使江南地区,shi'jiang'nan'di'qu
世界发展的,shi'jie'fa'zhan'de
世界历史,shi'jie'li'shi
世界上,shi'jie'shang
仕进,shi'jin
是晋,shi'jin
是晋文公,shi'jin'wen'gong
石敬瑭,shi'jing'tang
石敬瑭死,shi'jing'tang'si
十九个州,shi'jiu'ge'zhou
十九年,shi'jiu'nian
势均力敌,shi'jun'li'di
弑君三十六,shi'jun'san'shi'liu
弑君事件达,shi'jun'shi'jian'da
弑君现象,shi'jun'xian'xiang
失蜡法,shi'la'fa
侍郎十名,shi'lang'shi'ming
石勒,shi'le
石勒兵力,shi'le'bing'li
石勒从其计,shi'le'cong'qi'ji
石勒发伏兵杀王弥,shi'le'fa'fu'bing'sha'wang'mi
石勒父祖,shi'le'fu'zu
石勒攻取,shi'le'gong'qu
石勒经过,shi'le'jing'guo
石勒就除掉了他,shi'le'jiu'chu'diao'le'ta
石勒军构筑垒壁,shi'le'jun'gou'zhu'lei'bi
石勒看出这是,shi'le'kan'chu'zhe'shi
石勒青年时期,shi'le'qing'nian'shi'qi
石勒请王弥赴宴于,shi'le'qing'wang'mi'fu'yan'yu
石勒仍,shi'le'reng
石勒率部投,shi'le'shuai'bu'tou
石勒说,shi'le'shuo
石勒遂从张宾之言,shi'le'sui'cong'zhang'bin'zhi'yan
石勒听后,shi'le'ting'hou
石勒未许,shi'le'wei'xu
石勒笑著说,shi'le'xiao'zhu'shuo
石勒原有一小队,shi'le'yuan'you'yi'xiao'dui
石勒在,shi'le'zai
石勒载记,shi'le'zai'ji
石勒增援,shi'le'zeng'yuan
石勒召集部属,shi'le'zhao'ji'bu'shu
势力不断壮大,shi'li'bu'duan'zhuang'da
史里芬计划,shi'li'fen'ji'hua
实力和影响,shi'li'he'ying'xiang
势力减弱,shi'li'jian'ruo
实力仅次于,shi'li'jin'ci'yu
势力南到,shi'li'nan'dao
势力强大,shi'li'qiang'da
势力强盛,shi'li'qiang'sheng
势力日强,shi'li'ri'qiang
实力威望不足,shi'li'wei'wang'bu'zu
势力兴起,shi'li'xing'qi
势力遭到,shi'li'zao'dao
势力逐渐强大,shi'li'zhu'jian'qiang'da
势力逐渐壮大,shi'li'zhu'jian'zhuang'da
势力转强,shi'li'zhuan'qiang
势力最强,shi'li'zui'qiang
是辽朝,shi'liao'chao
使辽初,shi'liao'chu
十六国,shi'liu'guo
十六国后期,shi'liu'guo'hou'qi
十六国时期,shi'liu'guo'shi'qi
十六年,shi'liu'nian
十六位皇帝,shi'liu'wei'huang'di
是满族的前身,shi'man'zu'de'qian'shen
使棉花生产普及于南北,shi'mian'hua'sheng'chan'pu'ji'yu'nan'bei
时年,shi'nian
十年底,shi'nian'di
十年教训,shi'nian'jiao'xun
十年灭六国,shi'nian'mie'liu'guo
是年秋,shi'nian'qiu
十年生聚,shi'nian'sheng'ju
十年四月改元崇德,shi'nian'si'yue'gai'yuan'chong'de
使农民,shi'nong'min
使平王有,shi'ping'wang'you
时溥,shi'pu
食其仓米,shi'qi'cang'mi
时期的,shi'qi'de
时期的结束唐朝国力,shi'qi'de'jie'shu'tang'chao'guo'li
使齐国,shi'qi'guo
时期是,shi'qi'shi
十七史商榷,shi'qi'shi'shang'que
时期有,shi'qi'you
是其中,shi'qi'zhong
石桥,shi'qiao
是谯明氏,shi'qiao'ming'shi
事秦,shi'qin
世卿世棣,shi'qing'shi'di
世卿世禄制度,shi'qing'shi'lu'zhi'du
使清廷,shi'qing'ting
失去了,shi'qu'le
食人恶魔,shi'ren'e'mo
使人民,shi'ren'min
视人命如草芥,shi'ren'ming'ru'cao'jie
十三年正月,shi'san'nian'zheng'yue
十三岁的,shi'san'sui'de
十三万大军,shi'san'wan'da'jun
狮身人面像,shi'shen'ren'mian'xiang
石氏,shi'shi
事事掣肘,shi'shi'che'zhou
时石勒军和,shi'shi'le'jun'he
事实如何已不可考,shi'shi'ru'he'yi'bu'ke'kao
事实上还有,shi'shi'shang'hai'you
事实上他们,shi'shi'shang'ta'men
是史学界,shi'shi'xue'jie
使手下的,shi'shou'xia'de
史书记载,shi'shu'ji'zai
史书上记载的,shi'shu'shang'ji'zai'de
史思明,shi'si'ming
十四年,shi'si'nian
十四年正月,shi'si'nian'zheng'yue
使宋朝,shi'song'chao
是唐朝,shi'tang'chao
尸体防腐,shi'ti'fang'fu
尸体上,shi'ti'shang
史汀生主义,shi'ting'sheng'zhu'yi
十通,shi'tong
史通,shi'tong
是同词源的,shi'tong'ci'yuan'de
是统治,shi'tong'zhi
使统治者,shi'tong'zhi'zhe
是突厥,shi'tu'jue
试图通过,shi'tu'tong'guo
试图再次,shi'tu'zai'ci
时推行,shi'tui'xing
实亡于神宗,shi'wang'yu'shen'zong
时为,shi'wei
是为,shi'wei
是为不仁不义,shi'wei'bu'ren'bu'yi
是为成宗,shi'wei'cheng'zong
是为汉,shi'wei'han
是为汉平帝,shi'wei'han'ping'di
是为晋文公,shi'wei'jin'wen'gong
实为其当年是,shi'wei'qi'dang'nian'shi
是为神宗,shi'wei'shen'zong
是为顺治帝,shi'wei'shun'zhi'di
是为宋高宗,shi'wei'song'gao'zong
是为隋炀帝,shi'wei'sui'yang'di
是为元明宗随即启程南返,shi'wei'yuan'ming'zong'sui'ji'qi'cheng'nan'fan
是为元宁宗,shi'wei'yuan'ning'zong
是为元文宗,shi'wei'yuan'wen'zong
是为昭帝,shi'wei'zhao'di
室韦诸部,shi'wei'zhu'bu
是为庄宗,shi'wei'zhuang'zong
是文艺界,shi'wen'yi'jie
是我国,shi'wo'guo
时务报,shi'wu'bao
实物地税制度,shi'wu'di'shui'zhi'du
是武官之长,shi'wu'guan'zhi'chang
使吴国丧失了,shi'wu'guo'sang'shi'le
十五年,shi'wu'nian
实物税,shi'wu'shui
世袭封爵,shi'xi'feng'jue
世袭领地,shi'xi'ling'di
使晞为公左,shi'xi'wei'gong'zuo
实现了中国,shi'xian'le'zhong'guo
实现统一的,shi'xian'tong'yi'de
士燮,shi'xie
实行残暴统治,shi'xing'can'bao'tong'zhi
实行初税亩,shi'xing'chu'shui'mu
实行奖励,shi'xing'jiang'li
实行奖励垦荒,shi'xing'jiang'li'ken'huang
实行募兵,shi'xing'mu'bing
实行严密监控和最后裁决的权力,shi'xing'yan'mi'jian'kong'he'zui'hou'cai'jue'de'quan'li
实行一系列改革,shi'xing'yi'xi'lie'gai'ge
实行征税办法,shi'xing'zheng'shui'ban'fa
史学家,shi'xue'jia
史学界,shi'xue'jie
施洋,shi'yang
释义,shi'yi
师夷长技以制夷,shi'yi'chang'ji'yi'zhi'yi
师夷长技以自强,shi'yi'chang'ji'yi'zi'qiang
十一抽杀令,shi'yi'chou'sha'ling
是一个将军,shi'yi'ge'jiang'jun
十一年四月,shi'yi'nian'si'yue
十一月,shi'yi'yue
十一月围困高邮城,shi'yi'yue'wei'kun'gao'you'cheng
是一支胡人部落,shi'yi'zhi'hu'ren'bu'luo
是因孔子,shi'yin'kong'zi
是嬴政,shi'ying'zheng
使用货币,shi'yong'huo'bi
是勇将之计也,shi'yong'jiang'zhi'ji'ye
是由,shi'you
时有发生,shi'you'fa'sheng
始于太祖,shi'yu'tai'zu
十馀万人,shi'yu'wan'ren
十余万人于,shi'yu'wan'ren'yu
始于中都旧城东北建造新城,shi'yu'zhong'du'jiu'cheng'dong'bei'jian'zao'xin'cheng
十月二十五日,shi'yue'er'shi'wu'ri
十月革命,shi'yue'ge'ming
十月全俄政治总罢工,shi'yue'quan'e'zheng'zhi'zong'ba'gong
十月为,shi'yue'wei
是占据中原,shi'zhan'ju'zhong'yuan
什长,shi'zhang
使张士诚得以转危为安,shi'zhang'shi'cheng'de'yi'zhuan'wei'wei'an
是指那些,shi'zhi'na'xie
是指齐桓公,shi'zhi'qi'huan'gong
侍中,shi'zhong
石重贵,shi'zhong'gui
使中国,shi'zhong'guo
是中国,shi'zhong'guo
是中国成为,shi'zhong'guo'cheng'wei
是中国历史上,shi'zhong'guo'li'shi'shang
是中国最早的,shi'zhong'guo'zui'zao'de
侍中即加封驳,shi'zhong'ji'jia'feng'bo
始终建在建康,shi'zhong'jian'zai'jian'kang
使周室,shi'zhou'shi
十字军东侵,shi'zi'jun'dong'qin
世宗,shi'zong
世宗完颜雍,shi'zong'wan'yan'yong
世祖,shi'zu
始祖,shi'zu
世祖苻坚,shi'zu'fu'jian
世祖赫连勃勃,shi'zu'he'lian'bo'bo
始祖李特,shi'zu'li'te
世祖刘旻,shi'zu'liu'min
世祖慕容垂,shi'zu'mu'rong'chui
世族义兴周,shi'zu'yi'xing'zhou
是最先被杀害的功臣,shi'zui'xian'bei'sha'hai'de'gong'chen
收藏武器,shou'cang'wu'qi
寿春,shou'chun
首次考试儒生,shou'ci'kao'shi'ru'sheng
受到挫折,shou'dao'cuo'zhe
收到了秦王,shou'dao'le'qin'wang
受到明朝,shou'dao'ming'chao
受到齐楚,shou'dao'qi'chu
收到秦国,shou'dao'qin'guo
受到严重打击,shou'dao'yan'zhong'da'ji
受到严重损害,shou'dao'yan'zhong'sun'hai
收到一定的效果,shou'dao'yi'ding'de'xiao'guo
受到一些限制,shou'dao'yi'xie'xian'zhi
受到重用,shou'dao'zhong'yong
受封为,shou'feng'wei
受封赵国,shou'feng'zhao'guo
手斧,shou'fu
收复了,shou'fu'le
收复了失地,shou'fu'le'shi'di
手工业,shou'gong'ye
手工业方面,shou'gong'ye'fang'mian
手工业工具,shou'gong'ye'gong'ju
手工业以,shou'gong'ye'yi
手工业者,shou'gong'ye'zhe
收归中央管理,shou'gui'zhong'yang'guan'li
守境割据,shou'jing'ge'ju
首领统帅着,shou'ling'tong'shuai'zhe
收掠,shou'lue
收买人心,shou'mai'ren'xin
收买人心的办法,shou'mai'ren'xin'de'ban'fa
寿梦,shou'meng
收纳一些,shou'na'yi'xie
受骗往秦,shou'pian'wang'qin
受齐国抑制,shou'qi'guo'yi'zhi
授权法,shou'quan'fa
受禅,shou'shan
受禅后,shou'shan'hou
受伤后与笃哇退出岭北,shou'shang'hou'yu'du'wa'tui'chu'ling'bei
受唐封为,shou'tang'feng'wei
守土抗战,shou'tu'kang'zhan
守土乡官,shou'tu'xiang'guan
首陀罗,shou'tuo'luo
守卫兵,shou'wei'bing
首尾凡,shou'wei'fan
首先平王,shou'xian'ping'wang
首先事秦,shou'xian'shi'qin
首先要征服蒙古和朝鲜,shou'xian'yao'zheng'fu'meng'gu'he'chao'xian
首先争取与,shou'xian'zheng'qu'yu
受训,shou'xun
寿终却归西,shou'zhong'que'gui'xi
收租四斛,shou'zu'si'hu
数百里间,shu'bai'li'jian
数百里内,shu'bai'li'nei
数百年之久的,shu'bai'nian'zhi'jiu'de
数百骑,shu'bai'qi
庶长,shu'chang
书成,shu'cheng
术赤,shu'chi
蜀得,shu'de
蜀地富庶,shu'di'fu'shu
蜀汉,shu'han
蜀汉供职,shu'han'gong'zhi
蜀汉灭亡,shu'han'mie'wang
蜀汉虽亡,shu'han'sui'wang
蜀汉政权,shu'han'zheng'quan
蜀后主,shu'hou'zhu
蜀后主刘禅,shu'hou'zhu'liu'shan
输籍法,shu'ji'fa
蜀军,shu'jun
舒曼计划,shu'man'ji'hua
数千人,shu'qian'ren
庶人,shu'ren
庶人朱友珪,shu'ren'zhu'you'gui
数十里,shu'shi'li
鼠石与,shu'shi'yu
叔孙通,shu'sun'tong
蜀土,shu'tu
数万名,shu'wan'ming
蜀王,shu'wang
蜀吴,shu'wu
蜀吴合占,shu'wu'he'zhan
庶兄,shu'xiong
数学医学都在世界先进之列,shu'xue'yi'xue'dou'zai'shi'jie'xian'jin'zhi'lie
数一数二因此华人,shu'yi'shu'er'yin'ci'hua'ren
蜀有户二十八万,shu'you'hu'er'shi'ba'wan
属于火德,shu'yu'huo'de
属于匈奴,shu'yu'xiong'nu
属于中国,shu'yu'zhong'guo
蜀昭烈帝,shu'zhao'lie'di
蜀昭烈帝刘备,shu'zhao'lie'di'liu'bei
蜀置益州,shu'zhi'yi'zhou
衰败之路,shuai'bai'zhi'lu
率兵,shuai'bing
率兵出击,shuai'bing'chu'ji
率兵击退,shuai'bing'ji'tui
率兵救宋,shuai'bing'jiu'song
率兵迎战,shuai'bing'ying'zhan
率部南下在中原,shuai'bu'nan'xia'zai'zhong'yuan
率军,shuai'jun
率军攻占新蔡,shuai'jun'gong'zhan'xin'cai
率军攻张士诚,shuai'jun'gong'zhang'shi'cheng
率军留驻也的里河下游,shuai'jun'liu'zhu'ye'de'li'he'xia'you
率军南侵,shuai'jun'nan'qin
率领部众,shuai'ling'bu'zhong
率领楚,shuai'ling'chu
率领的,shuai'ling'de
率领禁军,shuai'ling'jin'jun
率领流民,shuai'ling'liu'min
率领牧人,shuai'ling'mu'ren
率领乡里私兵,shuai'ling'xiang'li'si'bing
衰落与,shuai'luo'yu
率众加入,shuai'zhong'jia'ru
双方动辄出动,shuang'fang'dong'zhe'chu'dong
双方互不侵犯,shuang'fang'hu'bu'qin'fan
双脚羊,shuang'jiao'yang
谁都无法,shui'dou'wu'fa
税和赋,shui'he'fu
水可载舟,shui'ke'zai'zhou
水利的兴修,shui'li'de'xing'xiu
水利工程,shui'li'gong'cheng
水陆交通,shui'lu'jiao'tong
水平很高,shui'ping'hen'gao
水色黑,shui'se'hei
税务司,shui'wu'si
水主阴,shui'zhu'yin
舜重华,shun'chong'hua
舜帝,shun'di
顺帝命,shun'di'ming
顺帝起用脱脱当政,shun'di'qi'yong'tuo'tuo'dang'zheng
顺帝突然下诏,shun'di'tu'ran'xia'zhao
顺帝又滥发纸币造成物价飞腾,shun'di'you'lan'fa'zhi'bi'zao'cheng'wu'jia'fei'teng
顺义七年,shun'yi'qi'nian
顺治,shun'zhi
顺治帝,shun'zhi'di
顺治元年,shun'zhi'yuan'nian
硕德八剌,shuo'de'ba'la
硕德八剌继帝位,shuo'de'ba'la'ji'di'wei
说法四起,shuo'fa'si'qi
说法为下,shuo'fa'wei'xia
