阿巴嘎旗,a'ba'ga'qi
宣州区,xuan'zhou'qu
薛城区,xue'cheng'qu
寻甸回族彝族自治县,xun'dian'hui'zu'yi'zu'zi'zhi'xian
循化撒拉族自治县,xun'hua'sa'la'zu'zi'zhi'xian
逊克县,xun'ke'xian
寻乌县,xun'wu'xian
浚县,xun'xian
浔阳区,xun'yang'qu
旬阳县,xun'yang'xian
旬邑县,xun'yi'xian
雅安市,ya'an'shi
亚东县,ya'dong'xian
雅江县,ya'jiang'xian
牙克石市,ya'ke'shi'shi
延安市,yan'an'shi
延边朝鲜族自治州,yan'bian'chao'xian'zu'zi'zhi'zhou
盐边县,yan'bian'xian
延长县,yan'chang'xian
盐城市,yan'cheng'shi
郾城县,yan'cheng'xian
盐池县,yan'chi'xian
延川县,yan'chuan'xian
盐都区,yan'du'qu
雁峰区,yan'feng'qu
沿河土家族自治县,yan'he'tu'jia'zu'zi'zhi'xian
盐湖区,yan'hu'qu
延吉市,yan'ji'shi
雁江区,yan'jiang'qu
延津县,yan'jin'xian
盐津县,yan'jin'xian
阎良区,yan'liang'qu
鄢陵县,yan'ling'xian
炎陵县,yan'ling'xian
延平区,yan'ping'qu
焉耆回族自治县,yan'qi'hui'zu'zi'zhi'xian
延庆县,yan'qing'xian
雁山区,yan'shan'qu
盐山县,yan'shan'xian
砚山县,yan'shan'xian
偃师市,yan'shi'shi
延寿县,yan'shou'xian
雁塔区,yan'ta'qu
烟台市,yan'tai'shi
沿滩区,yan'tan'qu
盐田区,yan'tian'qu
盐亭县,yan'ting'xian
盐源县,yan'yuan'xian
兖州市,yan'zhou'shi
漾濞彝族自治县,yang'bi'yi'zu'zi'zhi'xian
阳城县,yang'cheng'xian
阳春市,yang'chun'shi
阳东县,yang'dong'xian
阳高县,yang'gao'xian
阳谷县,yang'gu'xian
阳江市,yang'jiang'shi
杨凌区,yang'ling'qu
阳明区,yang'ming'qu
杨浦区,yang'pu'qu
阳曲县,yang'qu'xian
阳山县,yang'shan'xian
阳朔县,yang'shuo'xian
阳西县,yang'xi'xian
洋县,yang'xian
阳信县,yang'xin'xian
阳新县,yang'xin'xian
阳原县,yang'yuan'xian
扬中市,yang'zhong'shi
扬州市,yang'zhou'shi
姚安县,yao'an'xian
尧都区,yao'du'qu
瑶海区,yao'hai'qu
耀州区,yao'zhou'qu
叶城县,ye'cheng'xian
叶县,ye'xian
依安县,yi'an'xian
宜宾市,yi'bin'shi
宜宾县,yi'bin'xian
宜昌市,yi'chang'shi
驿城区,yi'cheng'qu
峄城区,yi'cheng'qu
宜城市,yi'cheng'shi
翼城县,yi'cheng'xian
伊川县,yi'chuan'xian
宜川县,yi'chuan'xian
伊春区,yi'chun'qu
伊春市,yi'chun'shi
宜春市,yi'chun'shi
宜都市,yi'du'shi
宜丰县,yi'feng'xian
宜黄县,yi'huang'xian
伊金霍洛旗,yi'jin'huo'luo'qi
宜君县,yi'jun'xian
依兰县,yi'lan'xian
伊犁哈萨克自治州,yi'li'ha'sa'ke'zi'zhi'zhou
宜良县,yi'liang'xian
彝良县,yi'liang'xian
夷陵区,yi'ling'qu
仪陇县,yi'long'xian
义马市,yi'ma'shi
易门县,yi'men'xian
沂南县,yi'nan'xian
伊宁市,yi'ning'shi
伊宁县,yi'ning'xian
沂水县,yi'shui'xian
伊通满族自治县,yi'tong'man'zu'zi'zhi'xian
义乌市,yi'wu'shi
伊吾县,yi'wu'xian
黟县,yi'xian
义县,yi'xian
易县,yi'xian
宜兴市,yi'xing'shi
益阳市,yi'yang'shi
宜阳县,yi'yang'xian
弋阳县,yi'yang'xian
沂源县,yi'yuan'xian
宜章县,yi'zhang'xian
仪征市,yi'zheng'shi
宜州市,yi'zhou'shi
银川市,yin'chuan'shi
殷都区,yin'du'qu
银海区,yin'hai'qu
印江土家族苗族自治县,yin'jiang'tu'jia'zu'miao'zu'zi'zhi'xian
印台区,yin'tai'qu
鄞州区,yin'zhou'qu
银州区,yin'zhou'qu
应城市,ying'cheng'shi
英德市,ying'de'shi
英吉沙县,ying'ji'sha'xian
迎江区,ying'jiang'qu
盈江县,ying'jiang'xian
荥经县,ying'jing'xian
营口市,ying'kou'shi
颍泉区,ying'quan'qu
英山县,ying'shan'xian
营山县,ying'shan'xian
颍上县,ying'shang'xian
鹰手营子矿区,ying'shou'ying'zi'kuang'qu
鹰潭市,ying'tan'shi
应县,ying'xian
迎泽区,ying'ze'qu
永安市,yong'an'shi
永昌县,yong'chang'xian
永城市,yong'cheng'shi
永川市,yong'chuan'shi
永春县,yong'chun'xian
永德县,yong'de'xian
永登县,yong'deng'xian
永定区,yong'ding'qu
永定县,yong'ding'xian
永丰县,yong'feng'xian
永福县,yong'fu'xian
永和县,yong'he'xian
永红区,yong'hong'qu
永济市,yong'ji'shi
永吉县,yong'ji'xian
永嘉县,yong'jia'xian
永靖县,yong'jing'xian
永康市,yong'kang'shi
永年县,yong'nian'xian
邕宁县,yong'ning'xian
永宁县,yong'ning'xian
永平县,yong'ping'xian
墉桥区,yong'qiao'qu
永清县,yong'qing'xian
永仁县,yong'ren'xian
永善县,yong'shan'xian
永胜县,yong'sheng'xian
永寿县,yong'shou'xian
永顺县,yong'shun'xian
永泰县,yong'tai'xian
永新区,yong'xin'qu
永新县,yong'xin'xian
永兴县,yong'xing'xian
永修县,yong'xiu'xian
永州市,yong'zhou'shi
友好区,you'hao'qu
右江区,you'jiang'qu
尤溪县,you'xi'xian
攸县,you'xian
游仙区,you'xian'qu
酉阳土家族苗族自治县,you'yang'tu'jia'zu'miao'zu'zi'zhi'xian
友谊县,you'yi'xian
右玉县,you'yu'xian
裕安区,yu'an'qu
渝北区,yu'bei'qu
雨城区,yu'cheng'qu
禹城市,yu'cheng'shi
虞城县,yu'cheng'xian
榆次区,yu'ci'qu
于都县,yu'du'xian
鱼峰区,yu'feng'qu
余干县,yu'gan'xian
余杭区,yu'hang'qu
于洪区,yu'hong'qu
雨湖区,yu'hu'qu
裕华区,yu'hua'qu
雨花区,yu'hua'qu
雨花台区,yu'hua'tai'qu
玉环县,yu'huan'xian
余江县,yu'jiang'xian
尉犁县,yu'li'xian
榆林市,yu'lin'shi
玉林市,yu'lin'shi
玉龙纳西族自治县,yu'long'na'xi'zu'zi'zhi'xian
玉门市,yu'men'shi
裕民县,yu'min'xian
郁南县,yu'nan'xian
玉屏侗族自治县,yu'ping'dong'zu'zi'zhi'xian
余庆县,yu'qing'xian
玉泉区,yu'quan'qu
雨山区,yu'shan'qu
玉山县,yu'shan'xian
榆社县,yu'she'xian
榆树市,yu'shu'shi
玉树县,yu'shu'xian
玉树藏族自治州,yu'shu'zang'zu'zi'zhi'zhou
渝水区,yu'shui'qu
鱼台县,yu'tai'xian
于田县,yu'tian'xian
玉田县,yu'tian'xian
玉溪市,yu'xi'shi
蔚县,yu'xian
盂县,yu'xian
榆阳区,yu'yang'qu
余姚市,yu'yao'shi
渝中区,yu'zhong'qu
榆中县,yu'zhong'xian
玉州区,yu'zhou'qu
禹州市,yu'zhou'shi
远安县,yuan'an'xian
元坝区,yuan'ba'qu
元宝区,yuan'bao'qu
元宝山区,yuan'bao'shan'qu
源城区,yuan'cheng'qu
源汇区,yuan'hui'qu
元江哈尼族彝族傣族自治县,yuan'jiang'ha'ni'zu'yi'zu'dai'zu'zi'zhi'xian
沅江市,yuan'jiang'shi
沅陵县,yuan'ling'xian
元谋县,yuan'mou'xian
原平市,yuan'ping'shi
垣曲县,yuan'qu'xian
元氏县,yuan'shi'xian
元阳县,yuan'yang'xian
原阳县,yuan'yang'xian
袁州区,yuan'zhou'qu
原州区,yuan'zhou'qu
越城区,yue'cheng'qu
岳池县,yue'chi'xian
月湖区,yue'hu'qu
岳麓区,yue'lu'qu
岳普湖县,yue'pu'hu'xian
乐清市,yue'qing'shi
岳塘区,yue'tang'qu
越西县,yue'xi'xian
岳西县,yue'xi'xian
越秀区,yue'xiu'qu
岳阳楼区,yue'yang'lou'qu
岳阳市,yue'yang'shi
岳阳县,yue'yang'xian
云安县,yun'an'xian
云城区,yun'cheng'qu
运城市,yun'cheng'shi
郓城县,yun'cheng'xian
云浮市,yun'fu'shi
运河区,yun'he'qu
云和县,yun'he'xian
云龙区,yun'long'qu
云龙县,yun'long'xian
云梦县,yun'meng'xian
云南省,yun'nan'sheng
云溪区,yun'xi'qu
郧西县,yun'xi'xian
郧县,yun'xian
云县,yun'xian
云霄县,yun'xiao'xian
云岩区,yun'yan'qu
云阳县,yun'yang'xian
杂多县,za'duo'xian
赞皇县,zan'huang'xian
枣强县,zao'qiang'xian
枣阳市,zao'yang'shi
枣庄市,zao'zhuang'shi
泽库县,ze'ku'xian
泽普县,ze'pu'xian
泽州县,ze'zhou'xian
增城市,zeng'cheng'shi
曾都区,zeng'du'qu
闸北区,zha'bei'qu
札达县,zha'da'xian
扎赉特旗,zha'lai'te'qi
扎兰屯市,zha'lan'tun'shi
扎鲁特旗,zha'lu'te'qi
扎囊县,zha'nang'xian
柞水县,zha'shui'xian
湛河区,zhan'he'qu
沾化县,zhan'hua'xian
湛江市,zhan'jiang'shi
站前区,zhan'qian'qu
沾益县,zhan'yi'xian
张北县,zhang'bei'xian
张店区,zhang'dian'qu
章贡区,zhang'gong'qu
张家川回族自治县,zhang'jia'chuan'hui'zu'zi'zhi'xian
张家港市,zhang'jia'gang'shi
张家界市,zhang'jia'jie'shi
张家口市,zhang'jia'kou'shi
漳平市,zhang'ping'shi
漳浦县,zhang'pu'xian
章丘市,zhang'qiu'shi
樟树市,zhang'shu'shi
张湾区,zhang'wan'qu
彰武县,zhang'wu'xian
漳县,zhang'xian
张掖市,zhang'ye'shi
漳州市,zhang'zhou'shi
长子县,zhang'zi'xian
诏安县,zhao'an'xian
肇东市,zhao'dong'shi
昭觉县,zhao'jue'xian
昭平县,zhao'ping'xian
肇庆市,zhao'qing'shi
昭苏县,zhao'su'xian
昭通市,zhao'tong'shi
赵县,zhao'xian
昭阳区,zhao'yang'qu
招远市,zhao'yuan'shi
肇源县,zhao'yuan'xian
肇州县,zhao'zhou'xian
柘城县,zhe'cheng'xian
浙江省,zhe'jiang'sheng
柘荣县,zhe'rong'xian
振安区,zhen'an'qu
镇安县,zhen'an'xian
镇巴县,zhen'ba'xian
贞丰县,zhen'feng'xian
镇海区,zhen'hai'qu
浈江区,zhen'jiang'qu
镇江市,zhen'jiang'shi
镇康县,zhen'kang'xian
镇赉县,zhen'lai'xian
镇宁布依族苗族自治县,zhen'ning'bu'yi'zu'miao'zu'zi'zhi'xian
镇坪县,zhen'ping'xian
镇平县,zhen'ping'xian
振兴区,zhen'xing'qu
镇雄县,zhen'xiong'xian
镇远县,zhen'yuan'xian
镇原县,zhen'yuan'xian
镇沅彝族哈尼族拉祜族自治县,zhen'yuan'yi'zu'ha'ni'zu'la'hu'zu'zi'zhi'xian
正安县,zheng'an'xian
正定县,zheng'ding'xian
政和县,zheng'he'xian
正蓝旗,zheng'lan'qi
正宁县,zheng'ning'xian
正镶白旗,zheng'xiang'bai'qi
蒸湘区,zheng'xiang'qu
正阳县,zheng'yang'xian
郑州市,zheng'zhou'shi
志丹县,zhi'dan'xian
治多县,zhi'duo'xian
芝罘区,zhi'fu'qu
芷江侗族自治县,zhi'jiang'dong'zu'zi'zhi'xian
枝江市,zhi'jiang'shi
织金县,zhi'jin'xian
芝山区,zhi'shan'qu
仲巴县,zhong'ba'xian
中方县,zhong'fang'xian
中江县,zhong'jiang'xian
钟楼区,zhong'lou'qu
中牟县,zhong'mu'xian
中宁县,zhong'ning'xian
中沙群岛的岛礁及其海域,zhong'sha'qun'dao'de'dao'jiao'ji'qi'hai'yu
钟山区,zhong'shan'qu
中山区,zhong'shan'qu
中山市,zhong'shan'shi
钟山县,zhong'shan'xian
中市区,zhong'shi'qu
中卫市,zhong'wei'shi
忠县,zhong'xian
钟祥市,zhong'xiang'shi
中阳县,zhong'yang'xian
中原区,zhong'yuan'qu
中站区,zhong'zhan'qu
周村区,zhou'cun'qu
周口市,zhou'kou'shi
周宁县,zhou'ning'xian
舟曲县,zhou'qu'xian
舟山市,zhou'shan'shi
周至县,zhou'zhi'xian
诸城市,zhu'cheng'shi
珠海市,zhu'hai'shi
珠晖区,zhu'hui'qu
诸暨市,zhu'ji'shi
驻马店市,zhu'ma'dian'shi
珠山区,zhu'shan'qu
竹山县,zhu'shan'xian
竹溪县,zhu'xi'xian
株洲市,zhu'zhou'shi
株洲县,zhu'zhou'xian
庄河市,zhuang'he'shi
庄浪县,zhuang'lang'xian
准格尔旗,zhun'ge'er'qi
涿鹿县,zhuo'lu'xian
卓尼县,zhuo'ni'xian
涿州市,zhuo'zhou'shi
卓资县,zhuo'zi'xian
淄博市,zi'bo'shi
子长县,zi'chang'xian
淄川区,zi'chuan'qu
自贡市,zi'gong'shi
秭归县,zi'gui'xian
紫金县,zi'jin'xian
自流井区,zi'liu'jing'qu
梓潼县,zi'tong'xian
资溪县,zi'xi'xian
资兴市,zi'xing'shi
资阳区,zi'yang'qu
资阳市,zi'yang'shi
紫阳县,zi'yang'xian
资源县,zi'yuan'xian
紫云苗族布依族自治县,zi'yun'miao'zu'bu'yi'zu'zi'zhi'xian
资中县,zi'zhong'xian
子洲县,zi'zhou'xian
枞阳县,zong'yang'xian
邹城市,zou'cheng'shi
邹平县,zou'ping'xian
遵化市,zun'hua'shi
遵义市,zun'yi'shi
遵义县,zun'yi'xian
左贡县,zuo'gong'xian
左权县,zuo'quan'xian
左云县,zuo'yun'xian
