阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
三刀法师,san'dao'fa'shi
三德,san'de
三谛,san'di
散地,san'di
三谛偈,san'di'ji
三谛圆融,san'di'yuan'rong
三颠倒,san'dian'dao
三洞琼纲,san'dong'qiong'gang
三洞群仙录,san'dong'qun'xian'lu
三洞神符记,san'dong'shen'fu'ji
三洞四辅,san'dong'si'fu
三毒,san'du
三断,san'duan
三多,san'duo
三恶道,san'e'dao
三恶道决定,san'e'dao'jue'ding
三法,san'fa
三法度论,san'fa'du'lun
三法轮,san'fa'lun
三法身,san'fa'shen
三法无差,san'fa'wu'cha
三法印,san'fa'yin
三饭缭適蔡,san'fan'liao'shi'cai
三烦恼,san'fan'nao
三分,san'fen
三分别,san'fen'bie
三分科经,san'fen'ke'jing
三峰藏和尚语录,san'feng'cang'he'shang'yu'lu
三峰派,san'feng'pai
三佛,san'fo
三佛身,san'fo'shen
三佛寺,san'fo'si
三佛土,san'fo'tu
三佛性,san'fo'xing
三佛语,san'fo'yu
三佛子,san'fo'zi
三福,san'fu
三缚,san'fu
三纲,san'gang
三纲领八条目,san'gang'ling'ba'tiao'mu
三纲六纪,san'gang'liu'ji
三个差别等,san'ge'cha'bie'deng
三根,san'gen
三垢,san'gou
三钴钩,san'gu'gou
三关,san'guan
三观,san'guan
三光,san'guang
三光天子,san'guang'tian'zi
三归,san'gui
三皈,san'gui
三归五戒,san'gui'wu'jie
三归依,san'gui'yi
三皈依,san'gui'yi
三果,san'guo
三国佛法传通缘起,san'guo'fo'fa'chuan'tong'yuan'qi
三国佛教,san'guo'fo'jiao
三国遗事,san'guo'yi'shi
三行,san'hang
三和,san'he
三华聚顶,san'hua'ju'ding
三皇经,san'huang'jing
三皇文,san'huang'wen
三慧,san'hui
三会说法,san'hui'shuo'fa
三惑,san'huo
三火,san'huo
三极,san'ji
三际,san'ji
三际时,san'ji'shi
三即一,san'ji'yi
三家相见,san'jia'xiang'jian
三迦叶,san'jia'ye
三件古董,san'jian'gu'dong
三教,san'jiao
三教合一论,san'jiao'he'yi'lun
三教论衡,san'jiao'lun'heng
三教平心论,san'jiao'ping'xin'lun
三教搜神大全,san'jiao'sou'shen'da'quan
三角形,san'jiao'xing
三教指归,san'jiao'zhi'gui
三劫,san'jie
三戒,san'jie
三界,san'jie
三结,san'jie
三界八苦,san'jie'ba'ku
三界藏,san'jie'cang
三界二十八天,san'jie'er'shi'ba'tian
三界火宅,san'jie'huo'zhai
三界火宅片难安,san'jie'huo'zhai'pian'nan'an
三阶教,san'jie'jiao
三阶教研究,san'jie'jiao'yan'jiu
三界九地,san'jie'jiu'di
三界空花,san'jie'kong'hua
三戒论,san'jie'lun
三界论,san'jie'lun
三界轮回,san'jie'lun'hui
三界人天眼,san'jie'ren'tian'yan
三解脱门,san'jie'tuo'men
三界唯心,san'jie'wei'xin
三界唯一心,san'jie'wei'yi'xin
三界眼,san'jie'yan
三界智尊者和向智尊者,san'jie'zhi'zun'zhe'he'xiang'zhi'zun'zhe
三界尊,san'jie'zun
三境,san'jing
三经,san'jing
三净肉,san'jing'rou
三经一论,san'jing'yi'lun
三经义疏,san'jing'yi'shu
三举,san'ju
三聚,san'ju
三聚净戒,san'ju'jing'jie
三聚圆戒,san'ju'yuan'jie
三具足,san'ju'zu
三觉,san'jue
三军可夺师也,san'jun'ke'duo'shi'ye
三康文化研究所,san'kang'wen'hua'yan'jiu'suo
三科,san'ke
三科拣境,san'ke'jian'jing
三空,san'kong
三空不空,san'kong'bu'kong
三空道人,san'kong'dao'ren
三空观门,san'kong'guan'men
三空门,san'kong'men
三空摩地,san'kong'mo'di
三苦,san'ku
三乐,san'le
三类境,san'lei'jing
三力,san'li
三理,san'li
三礼,san'li
三礼订讹,san'li'ding'e
三量,san'liang
三漏,san'lou
散乱,san'luan
三论,san'lun
三轮,san'lun
三轮身,san'lun'shen
三轮世界,san'lun'shi'jie
三轮体空,san'lun'ti'kong
三轮相,san'lun'xiang
三论玄义,san'lun'xuan'yi
三论宗,san'lun'zong
三脉七轮,san'mai'qi'lun
三茅真君,san'mao'zhen'jun
三昧,san'mei
三昧佛,san'mei'fo
三昧耶,san'mei'ye
三昧耶戒,san'mei'ye'jie
三昧耶曼荼罗,san'mei'ye'man'tu'luo
三昧耶形,san'mei'ye'xing
三昧印,san'mei'yin
三门徒,san'men'tu
三密,san'mi
三弥底部论,san'mi'di'bu'lun
三密加持,san'mi'jia'chi
三祕密身,san'mi'mi'shen
三秘密身,san'mi'mi'shen
三密相应,san'mi'xiang'ying
三密瑜伽,san'mi'yu'jia
三藐三佛陀,san'miao'san'fo'tuo
三藐三菩提,san'miao'san'pu'ti
三民主义,san'min'zhu'yi
三民主义之哲学基础,san'min'zhu'yi'zhi'zhe'xue'ji'chu
三名,san'ming
三明,san'ming
散名,san'ming
三命指迷赋,san'ming'zhi'mi'fu
三摩,san'mo
三摩半那,san'mo'ban'na
三摩钵底,san'mo'bo'di
三摩地,san'mo'di
三摩地法,san'mo'di'fa
三摩地王经,san'mo'di'wang'jing
三摩多,san'mo'duo
三默堂,san'mo'tang
三摩耶道,san'mo'ye'dao
三摩印证喻恒河人天皆大欢喜,san'mo'yin'zheng'yu'heng'he'ren'tian'jie'da'huan'xi
散木也,san'mu'ye
三难,san'nan
三能变,san'neng'bian
三年,san'nian
三念处,san'nian'chu
三年当中得解脱,san'nian'dang'zhong'de'jie'tuo
三年无改於父之道,san'nian'wu'gai'yu'fu'zhi'dao
三年学,san'nian'xue
三年有成,san'nian'you'cheng
三念住,san'nian'zhu
三品忏悔,san'pin'chan'hui
三品戒,san'pin'jie
三平,san'ping
三平等,san'ping'deng
三平等地,san'ping'deng'de
三平等观,san'ping'deng'guan
三平等戒,san'ping'deng'jie
三平寺,san'ping'si
三破论,san'po'lun
三菩提,san'pu'ti
三祇,san'qi
三祇百劫,san'qi'bai'jie
三七日,san'qi'ri
三千,san'qian
三千大千世界,san'qian'da'qian'shi'jie
三千界,san'qian'jie
三千界里问谁能安坐须弥,san'qian'jie'li'wen'shui'neng'an'zuo'xu'mi
三千净行,san'qian'jing'xing
三千世间,san'qian'shi'jian
三千实相,san'qian'shi'xiang
三千威仪,san'qian'wei'yi
三千威仪八万细行,san'qian'wei'yi'ba'wan'xi'xing
三千性相,san'qian'xing'xiang
三千院,san'qian'yuan
三千锺,san'qian'zhong
三清,san'qing
三清境,san'qing'jing
三忍,san'ren
三日不举火,san'ri'bu'ju'huo
三日齐,san'ri'qi
三三昧,san'san'mei
三三昧耶,san'san'mei'ye
三三摩地,san'san'mo'di
散善,san'shan
三善道,san'shan'dao
三善道寿命,san'shan'dao'shou'ming
三善根,san'shan'gen
三善知识,san'shan'zhi'shi
三身,san'shen
三身成道,san'shen'cheng'dao
三身佛性,san'shen'fo'xing
三身如来,san'shen'ru'lai
三身三德,san'shen'san'de
三神山,san'shen'shan
三身寿命,san'shen'shou'ming
三生,san'sheng
三圣禅寺,san'sheng'chan'si
三生成佛,san'sheng'cheng'fo
三圣寺,san'sheng'si
三生万物,san'sheng'wan'wu
三圣圆融观,san'sheng'yuan'rong'guan
三圣圆融观门,san'sheng'yuan'rong'guan'men
三世,san'shi
三事,san'shi
三使,san'shi
三尸,san'shi
三施,san'shi
三时,san'shi
三识,san'shi
三世不可得,san'shi'bu'ke'de
三士道,san'shi'dao
三十二天,san'shi'er'tian
三十二相,san'shi'er'xiang
三十二应,san'shi'er'ying
三十二祖弘忍大满禅师,san'shi'er'zu'hong'ren'da'man'chan'shi
三世佛母,san'shi'fo'mu
三十辐,san'shi'fu
三世间,san'shi'jian
三时教,san'shi'jiao
三世觉母,san'shi'jue'mu
三世六别,san'shi'liu'bie
三十六部神王,san'shi'liu'bu'shen'wang
三十六鬼,san'shi'liu'gui
三十六天,san'shi'liu'tian
三时年限,san'shi'nian'xian
三十七道品,san'shi'qi'dao'pin
三十七菩提分法,san'shi'qi'pu'ti'fen'fa
三师七证,san'shi'qi'zheng
三十日佛名,san'shi'ri'fo'ming
三十三大,san'shi'san'da
三十三过,san'shi'san'guo
三十三间堂,san'shi'san'jian'tang
三世三千佛,san'shi'san'qian'fo
三十三身,san'shi'san'shen
三十三祖慧能大鉴禅师,san'shi'san'zu'hui'neng'da'jian'chan'shi
三尸神,san'shi'shen
三世实有,san'shi'shi'you
三十颂,san'shi'song
三十帖策子,san'shi'tie'ce'zi
三十五佛,san'shi'wu'fo
三世无障碍智戒,san'shi'wu'zhang'ai'zhi'jie
三时系念仪范,san'shi'xi'nian'yi'fan
三时学会,san'shi'xue'hui
三时业,san'shi'ye
三世一时,san'shi'yi'shi
三十一祖道信大医禅师,san'shi'yi'zu'dao'xin'da'yi'chan'shi
三世因果,san'shi'yin'guo
三世因果歌,san'shi'yin'guo'ge
三世因果经,san'shi'yin'guo'jing
三时知恩寺,san'shi'zhi'en'si
三世诸佛,san'shi'zhu'fo
三世诸佛度化众生时,san'shi'zhu'fo'du'hua'zhong'sheng'shi
三世诸佛以波罗波罗密多,san'shi'zhu'fo'yi'bo'luo'bo'luo'mi'duo
三十祖僧璨鉴智禅师,san'shi'zu'seng'can'jian'zhi'chan'shi
三受,san'shou
三松堂全集,san'song'tang'quan'ji
三素尔,san'su'er
三宿而後出昼,san'su'er'hou'chu'zhou
三素云,san'su'yun
三檀,san'tan
三坛传戒正范,san'tan'chuan'jie'zheng'fan
三天易髓,san'tian'yi'sui
三统,san'tong
三通力,san'tong'li
三土,san'tu
三涂,san'tu
三途,san'tu
三途河,san'tu'he
三味,san'wei
三畏,san'wei
三五,san'wu
三武,san'wu
三物,san'wu
散五采,san'wu'cai
三无差别,san'wu'cha'bie
三无漏根,san'wu'lou'gen
三无漏学,san'wu'lou'xue
三无为,san'wu'wei
三无性,san'wu'xing
三无性论,san'wu'xing'lun
三武一宗法难,san'wu'yi'zong'fa'nan
三细六粗,san'xi'liu'cu
三贤,san'xian
三贤十圣,san'xian'shi'sheng
三贤四善根,san'xian'si'shan'gen
三想,san'xiang
三相,san'xiang
散向红尘无人知,san'xiang'hong'chen'wu'ren'zhi
三相续,san'xiang'xu
三心,san'xin
散心,san'xin
三心不可得,san'xin'bu'ke'de
三性,san'xing
三性对望中道,san'xing'dui'wang'zhong'dao
三性一际,san'xing'yi'ji
三凶,san'xiong
三修,san'xiu
三玄,san'xuan
三学,san'xue
三咽,san'yan
三衍,san'yan
三言,san'yan
三验,san'yan
三业,san'ye
散业,san'ye
三业供养,san'ye'gong'yang
三业惑乱,san'ye'huo'luan
叁也鲁,san'ye'lu
三耶三佛,san'ye'san'fo
三耶三菩,san'ye'san'pu
三业相应,san'ye'xiang'ying
三一,san'yi
三易,san'yi
三疑,san'yi
三衣,san'yi
三易洞玑,san'yi'dong'ji
三一二乘,san'yi'er'cheng
三义法师,san'yi'fa'shi
三衣一钵,san'yi'yi'bo
三已之,san'yi'zhi
三印,san'yin
三因,san'yin
三因佛性,san'yin'fo'xing
三因三果,san'yin'san'guo
三有,san'you
三有轮回之根,san'you'lun'hui'zhi'gen
三余,san'yu
三语,san'yu
三语椽,san'yu'chuan
三元,san'yuan
三缘,san'yuan
三元八会,san'yuan'ba'hui
三缘山轮藏目录,san'yuan'shan'lun'cang'mu'lu
三原学派,san'yuan'xue'pai
三元延寿参赞书,san'yuan'yan'shou'can'zan'shu
三元斋,san'yuan'zhai
三月阳光悄悄来,san'yue'yang'guang'qiao'qiao'lai
三月阳光五月天,san'yue'yang'guang'wu'yue'tian
三杂染,san'za'ran
三灾,san'zai
三藏,san'zang
三藏不空,san'zang'bu'kong
三藏法师,san'zang'fa'shi
三藏法师惠理,san'zang'fa'shi'hui'li
三藏法师玄奘,san'zang'fa'shi'xuan'zang
三藏教,san'zang'jiao
三藏金刚智,san'zang'jin'gang'zhi
三藏康僧会行化至吴,san'zang'kang'seng'hui'xing'hua'zhi'wu
三藏菩提流志,san'zang'pu'ti'liu'zhi
三藏僧会谏毁佛寺,san'zang'seng'hui'jian'hui'fo'si
三藏师,san'zang'shi
三藏十二部,san'zang'shi'er'bu
三藏无畏,san'zang'wu'wei
三藏玄奘,san'zang'xuan'zang
三藏玄奘法师,san'zang'xuan'zang'fa'shi
三藏佑圣国师达益巴,san'zang'you'sheng'guo'shi'da'yi'ba
三藏真谛,san'zang'zhen'di
三斋,san'zhai
三障,san'zhang
三照,san'zhao
三正,san'zheng
三支,san'zhi
三智,san'zhi
三治,san'zhi
三支比量,san'zhi'bi'liang
三枝充德,san'zhi'chong'de
三知三行,san'zhi'san'hang
三支作法,san'zhi'zuo'fa
三种爱,san'zhong'ai
三种布施,san'zhong'bu'shi
三种禅,san'zhong'chan
三种阐提,san'zhong'chan'ti
三种常,san'zhong'chang
三种成佛,san'zhong'cheng'fo
三种慈悲,san'zhong'ci'bei
三种大智,san'zhong'da'zhi
三种法相,san'zhong'fa'xiang
三种供养,san'zhong'gong'yang
三种悔法,san'zhong'hui'fa
三种回向,san'zhong'hui'xiang
三种见惑,san'zhong'jian'huo
三种精进,san'zhong'jing'jin
三种理,san'zhong'li
三种律仪,san'zhong'lv'yi
三种念佛,san'zhong'nian'fo
三种菩提,san'zhong'pu'ti
三种清净,san'zhong'qing'jing
三种人,san'zhong'ren
三种忍行,san'zhong'ren'xing
三种三观,san'zhong'san'guan
三种善法,san'zhong'shan'fa
三种身苦,san'zhong'shen'ku
三种世间,san'zhong'shi'jian
三种思惑,san'zhong'si'huo
三种相,san'zhong'xiang
三种有,san'zhong'you
三种圆融,san'zhong'yuan'rong
三周说法,san'zhou'shuo'fa
三主要道论,san'zhu'yao'dao'lun
三转读文,san'zhuan'du'wen
三转法轮,san'zhuan'fa'lun
三转法轮经,san'zhuan'fa'lun'jing
三转十二行相,san'zhuan'shi'er'xing'xiang
三庄严,san'zhuang'yan
三资粮,san'zi'liang
三自性,san'zi'xing
三自性论,san'zi'xing'lun
三子之知几乎皆其盛者也,san'zi'zhi'zhi'ji'hu'jie'qi'sheng'zhe'ye
三宗,san'zong
三祖会禅师,san'zu'hui'chan'shi
三祖南岳尊者慧思,san'zu'nan'yue'zun'zhe'hui'si
三祖僧璨,san'zu'seng'can
三祖僧璨大师,san'zu'seng'can'da'shi
三祖僧璨大师尊者,san'zu'seng'can'da'shi'zun'zhe
三祖商那和修传法优波鞠多,san'zu'shang'na'he'xiu'chuan'fa'you'bo'ju'duo
三祖商那和修尊者,san'zu'shang'na'he'xiu'zun'zhe
三尊,san'zun
三尊佛,san'zun'fo
桑道茂,sang'dao'mao
桑杰温,sang'jie'wen
桑杰温敦,sang'jie'wen'dun
桑喀帝,sang'ka'di
桑喀地谢沙,sang'ka'di'xie'sha
桑喀蜜妲,sang'ka'mi'da
桑咖沙,sang'ka'sha
桑浦寺,sang'pu'si
桑朴瓦,sang'pu'wa
桑钦巴,sang'qin'ba
丧思哀,sang'si'ai
桑希,sang'xi
桑耶寺,sang'ye'si
桑耶宗论,sang'ye'zong'lun
桑以为枢而瓮牖,sang'yi'wei'shu'er'weng'you
桑又曰,sang'you'yue
嫂溺,sao'ni
扫树叶的小和尚,sao'shu'ye'de'xiao'he'shang
色不异空,se'bu'yi'kong
色尘,se'chen
色处,se'chu
色谛,se'di
色恶不食,se'e'bu'shi
色法,se'fa
色即是空,se'ji'shi'kong
色界,se'jie
色界十八天,se'jie'shi'ba'tian
色境,se'jing
色究竟天,se'jiu'jing'tian
色具,se'ju
色具三千,se'ju'san'qian
色空,se'kong
色空妙谛证无遮,se'kong'miao'di'zheng'wu'zhe
色拉寺,se'la'si
色量,se'liang
色难,se'nan
色入,se'ru
色身,se'shen
色身香味,se'shen'xiang'wei
色是空空是色莫教妄起念头,se'shi'kong'kong'shi'se'mo'jiao'wang'qi'nian'tou
色思温,se'si'wen
色无边处定,se'wu'bian'chu'ding
色相,se'xiang
色心,se'xin
色有,se'you
色蕴,se'yun
森林书,sen'lin'shu
僧安,seng'an
僧宝,seng'bao
僧苞,seng'bao
僧宝果,seng'bao'guo
僧弼,seng'bi
僧辩,seng'bian
僧表,seng'biao
僧兵,seng'bing
僧残,seng'can
僧璨,seng'can
僧粲,seng'can
僧粲禅师,seng'can'chan'shi
僧璨法师,seng'can'fa'shi
僧藏,seng'cang
僧彻,seng'che
僧稠,seng'chou
僧稠禅师,seng'chou'chan'shi
僧传,seng'chuan
僧从,seng'cong
僧达,seng'da
僧达禅师,seng'da'chan'shi
僧导,seng'dao
僧道演,seng'dao'yan
僧德法,seng'de'fa
僧德光,seng'de'guang
僧德鉴,seng'de'jian
僧德圆,seng'de'yuan
僧德宗,seng'de'zong
僧定,seng'ding
僧度,seng'du
僧端,seng'duan
僧法朗,seng'fa'lang
僧法明,seng'fa'ming
僧法庆,seng'fa'qing
僧范,seng'fan
僧房,seng'fang
僧凤,seng'feng
僧副,seng'fu
僧富,seng'fu
僧覆,seng'fu
僧伽,seng'ga
僧伽跋澄,seng'ga'ba'cheng
僧伽跋摩,seng'ga'ba'mo
僧伽跋陀罗,seng'ga'ba'tuo'luo
僧伽大士,seng'ga'da'shi
僧伽蓝,seng'ga'lan
僧伽蓝摩,seng'ga'lan'mo
僧伽梨,seng'ga'li
僧伽罗刹,seng'ga'luo'cha
僧伽罗刹所集经,seng'ga'luo'cha'suo'ji'jing
僧伽蜜多,seng'ga'mi'duo
僧伽难提,seng'ga'nan'ti
僧伽婆罗,seng'ga'po'luo
僧伽提婆,seng'ga'ti'po
僧伽提婆大师,seng'ga'ti'po'da'shi
僧盖,seng'gai
僧感,seng'gan
僧供,seng'gong
僧官制度,seng'guan'zhi'du
僧果,seng'guo
僧果澄,seng'guo'cheng
僧果聪,seng'guo'cong
僧果涧,seng'guo'jian
僧果逵,seng'guo'kui
僧果满,seng'guo'man
僧果明,seng'guo'ming
僧果清,seng'guo'qing
僧果润,seng'guo'run
僧果通,seng'guo'tong
僧果现,seng'guo'xian
僧果延,seng'guo'yan
僧果增,seng'guo'zeng
僧含,seng'han
僧洪,seng'hong
僧侯,seng'hou
僧护,seng'hu
僧晃,seng'huang
僧会,seng'hui
僧慧,seng'hui
僧慧范,seng'hui'fan
僧惠生,seng'hui'sheng
僧基,seng'ji
僧济,seng'ji
僧籍,seng'ji
僧伽罗剎,seng'jia'luo'cha
僧伽罗剎所集经,seng'jia'luo'cha'suo'ji'jing
僧伽罗多哆,seng'jia'luo'duo'duo
僧缄,seng'jian
僧戒,seng'jie
僧竭,seng'jie
僧瑾,seng'jin
僧敬,seng'jing
僧镜,seng'jing
僧濬,seng'jun
僧可,seng'ke
僧科,seng'ke
僧朗,seng'lang
僧乐住,seng'le'zhu
僧亮,seng'liang
僧林,seng'lin
僧录赞宁,seng'lu'zan'ning
僧伦,seng'lun
僧侣,seng'lv
僧猛,seng'meng
僧密,seng'mi
僧妙,seng'miao
僧旻,seng'min
僧旻法师,seng'min'fa'shi
僧明,seng'ming
僧明桂,seng'ming'gui
僧明解,seng'ming'jie
僧明直,seng'ming'zhi
僧那,seng'na
僧念,seng'nian
僧衄,seng'nv
僧溥满,seng'pu'man
僧祇,seng'qi
僧祇部,seng'qi'bu
僧祇户,seng'qi'hu
僧祇律,seng'qi'lv
僧祇物,seng'qi'wu
僧祇支,seng'qi'zhi
僧迁,seng'qian
僧乔,seng'qiao
僧庆,seng'qing
僧清顺,seng'qing'shun
僧璩,seng'qu
僧佉难提,seng'qu'nan'ti
僧佉耶舍,seng'qu'ye'she
僧诠,seng'quan
僧群,seng'qun
僧饶,seng'rao
僧人,seng'ren
僧仁槐,seng'ren'huai
僧人与虱子,seng'ren'yu'shi'zi
僧融,seng'rong
僧柔,seng'rou
僧如果,seng'ru'guo
僧叡,seng'rui
僧睿,seng'rui
僧若,seng'ruo
僧善,seng'shan
僧韶,seng'shao
僧审,seng'shen
僧神光,seng'shen'guang
僧生,seng'sheng
僧盛,seng'sheng
僧世,seng'shi
僧实,seng'shi
僧实禅师,seng'shi'chan'shi
僧述,seng'shu
僧顺,seng'shun
僧昙,seng'tan
僧统大师,seng'tong'da'shi
僧统义天,seng'tong'yi'tian
僧团,seng'tuan
僧玮,seng'wei
僧物,seng'wu
僧无漏,seng'wu'lou
僧先,seng'xian
僧显,seng'xian
僧祥峰,seng'xiang'feng
僧昕,seng'xin
僧岫,seng'xiu
僧修会,seng'xiu'hui
僧炫,seng'xuan
僧询,seng'xun
僧崖,seng'ya
僧业,seng'ye
僧意,seng'yi
僧翼,seng'yi
僧印,seng'yin
僧隐,seng'yin
僧印禅师,seng'yin'chan'shi
僧邕,seng'yong
僧祐,seng'you
僧祐大师,seng'you'da'shi
僧祐律师,seng'you'lv'shi
僧瑜,seng'yu
僧渊,seng'yuan
僧瑗,seng'yuan
僧远,seng'yuan
僧圆金,seng'yuan'jin
僧圆净,seng'yuan'jing
僧圆寿,seng'yuan'shou
僧圆滔,seng'yuan'tao
僧圆现,seng'yuan'xian
僧圆应,seng'yuan'ying
僧云,seng'yun
僧照,seng'zhao
僧肇,seng'zhao
僧肇大师,seng'zhao'da'shi
僧哲,seng'zhe
僧真智,seng'zhen'zhi
僧正亨,seng'zheng'heng
僧正慧超,seng'zheng'hui'chao
僧正泰,seng'zheng'tai
僧正瀛,seng'zheng'ying
僧正圆,seng'zheng'yuan
僧正志,seng'zheng'zhi
僧志常,seng'zhi'chang
僧志彻,seng'zhi'che
僧智通,seng'zhi'tong
僧众,seng'zhong
僧钟,seng'zhong
僧周,seng'zhou
僧宗,seng'zong
僧祖琇,seng'zu'xiu
莎车国,sha'che'guo
杀盗淫王,sha'dao'yin'wang
刹帝利,sha'di'li
杀伐以要利,sha'fa'yi'yao'li
杀夫子者无罪,sha'fu'zi'zhe'wu'zui
沙嘎拉,sha'ga'la
沙劫,sha'jie
沙界,sha'jie
沙咖天帝,sha'ka'tian'di
莎昆妲罗,sha'kun'da'luo
沙拉哈巴,sha'la'ha'ba
沙利补答,sha'li'bu'da
沙啰巴,sha'luo'ba
杀罗汉,sha'luo'han
沙马内拉,sha'ma'nei'la
沙马内莉,sha'ma'nei'li
沙玛瓦帝,sha'ma'wa'di
沙门,sha'men
沙门安巨高,sha'men'an'ju'gao
沙门安世高,sha'men'an'shi'gao
沙门宝贵,sha'men'bao'gui
沙门不敬王者论,sha'men'bu'jing'wang'zhe'lun
沙门道安,sha'men'dao'an
沙门道猷,sha'men'dao'you
沙门德洪,sha'men'de'hong
沙门法果,sha'men'fa'guo
沙门法献,sha'men'fa'xian
沙门法秀,sha'men'fa'xiu
沙门法藏,sha'men'fa'zang
沙门福运,sha'men'fu'yun
沙门果经,sha'men'guo'jing
沙门慧安,sha'men'hui'an
沙门慧观,sha'men'hui'guan
沙门慧光,sha'men'hui'guang
沙门惠琳,sha'men'hui'lin
沙门慧琳,sha'men'hui'lin
沙门惠始,sha'men'hui'shi
沙门惠则,sha'men'hui'ze
沙门康渊,sha'men'kang'yuan
沙门可观,sha'men'ke'guan
沙门明赡,sha'men'ming'shan
沙门牛云不慧,sha'men'niu'yun'bu'hui
沙门僧标,sha'men'seng'biao
沙门僧会,sha'men'seng'hui
沙门邵硕,sha'men'shao'shuo
沙门师贤,sha'men'shi'xian
沙门嵩公,sha'men'song'gong
沙门昙超,sha'men'tan'chao
沙门昙始,sha'men'tan'shi
沙门昙彦,sha'men'tan'yan
沙门彦悰,sha'men'yan'cong
沙门于法开,sha'men'yu'fa'kai
沙门于法兰,sha'men'yu'fa'lan
沙门元畅,sha'men'yuan'chang
沙门圆泽,sha'men'yuan'ze
沙门云始,sha'men'yun'shi
沙门赞宁,sha'men'zan'ning
沙门智升,sha'men'zhi'sheng
沙门支孝龙,sha'men'zhi'xiao'long
沙门智严,sha'men'zhi'yan
沙门竺道猷,sha'men'zhu'dao'you
沙门竺法崇,sha'men'zhu'fa'chong
沙门竺潜,sha'men'zhu'qian
沙门竺僧度,sha'men'zhu'seng'du
沙弥,sha'mi
沙弥戒,sha'mi'jie
沙弥尼,sha'mi'ni
沙弥尼戒,sha'mi'ni'jie
沙弥问答,sha'mi'wen'da
沙弥五十颂,sha'mi'wu'shi'song
杀民,sha'min
沙摩吠陀,sha'mo'fei'tuo
沙母达,sha'mu'da
沙鸟听经恋法门,sha'niao'ting'jing'lian'fa'men
杉山,sha'shan
杀生,sha'sheng
杀生戒,sha'sheng'jie
沙瓦巴噶,sha'wa'ba'ga
沙瓦力巴,sha'wa'li'ba
沙瓦提,sha'wa'ti
沙湾万佛寺,sha'wan'wan'fo'si
杀业,sha'ye
莎衣道人,sha'yi'dao'ren
晒海苔,shai'hai'tai
善本,shan'ben
善本禅师,shan'ben'chan'shi
山本黄枯因春绿,shan'ben'huang'ku'yin'chun'lv
山本青青因秋红,shan'ben'qing'qing'yin'qiu'hong
山边习学,shan'bian'xi'xue
山不在高佛有灵,shan'bu'zai'gao'fo'you'ling
山出口,shan'chu'kou
山川相缪,shan'chuan'xiang'miu
善导,shan'dao
善道,shan'dao
善道禅师,shan'dao'chan'shi
善导大师,shan'dao'da'shi
善导寺,shan'dao'si
山登峰顶为看云,shan'deng'feng'ding'wei'kan'yun
山迪阿输克运动,shan'di'a'shu'ke'yun'dong
山地剥,shan'di'bo
扇底波,shan'di'bo
闪电娘娘,shan'dian'niang'niang
山顶大笑,shan'ding'da'xiao
删定四分僧戒本,shan'ding'si'fen'seng'jie'ben
删定止观,shan'ding'zhi'guan
山东博山观音古寺,shan'dong'bo'shan'guan'yin'gu'si
山东豪俊遂并起而亡秦族矣,shan'dong'hao'jun'sui'bing'qi'er'wang'qin'zu'yi
善动化物,shan'dong'hua'wu
山东莒南卧佛寺,shan'dong'ju'nan'wo'fo'si
山东临沂宝泉寺,shan'dong'lin'yi'bao'quan'si
山东临沂甘露寺,shan'dong'lin'yi'gan'lu'si
山东省圆融禅寺,shan'dong'sheng'yuan'rong'chan'si
山东泗水安山寺,shan'dong'si'shui'an'shan'si
山东阳谷海会寺,shan'dong'yang'gu'hai'hui'si
善端,shan'duan
善恶,shan'e
善恶无记三性,shan'e'wu'ji'san'xing
善恶无余论,shan'e'wu'yu'lun
善恶相知,shan'e'xiang'zhi
善法,shan'fa
山法宝鬘论,shan'fa'bao'man'lun
山法全书,shan'fa'quan'shu
山房集,shan'fang'ji
山芳卡玛哈耶尼康,shan'fang'ka'ma'ha'ye'ni'kang
山风蛊,shan'feng'gu
善伏,shan'fu
善夫,shan'fu
山伏,shan'fu
善福寺,shan'fu'si
山冈铁舟,shan'gang'tie'zhou
善根,shan'gen
善根成熟,shan'gen'cheng'shu
山谷,shan'gu
山谷寺,shan'gu'si
善果,shan'guo
山海关地藏寺,shan'hai'guan'di'zang'si
山号,shan'hao
善怙,shan'hu
善化寺,shan'hua'si
善慧,shan'hui
善会禅师,shan'hui'chan'shi
善慧地,shan'hui'di
善慧法师,shan'hui'fa'shi
善慧贤名称,shan'hui'xian'ming'cheng
山火贲,shan'huo'ben
善继,shan'ji
善继法师,shan'ji'fa'shi
山家,shan'jia
山家学生式,shan'jia'xue'sheng'shi
山家义苑,shan'jia'yi'yuan
善假于物也,shan'jia'yu'wu'ye
善见城,shan'jian'cheng
善见律毗婆沙,shan'jian'lv'pi'po'sha
善劫,shan'jie
善静,shan'jing
善静禅师,shan'jing'chan'shi
山静尘清水参如是观,shan'jing'chen'qing'shui'can'ru'shi'guan
善静三,shan'jing'san
善居屋,shan'ju'wu
善卷,shan'juan
善卷曰,shan'juan'yue
山卡札,shan'ka'zha
山口瑞凤,shan'kou'rui'feng
山口益,shan'kou'yi
善来,shan'lai
山雷颐,shan'lei'yi
善力,shan'li
善良,shan'liang
山梁雌雉,shan'liang'ci'zhi
善良中的自私,shan'liang'zhong'de'zi'si
山林与,shan'lin'yu
山门,shan'men
山门记主荆溪尊者湛然,shan'men'ji'zhu'jing'xi'zun'zhe'zhan'ran
