阿赖耶识,a'lai'ye'shi
玄谈,xuan'tan
玄通,xuan'tong
玄同,xuan'tong
玄学鬼,xuan'xue'gui
宣夜说,xuan'ye'shuo
玄一,xuan'yi
玄一之道,xuan'yi'zhi'dao
玄远,xuan'yuan
学,xue
学而不思则罔,xue'er'bu'si'ze'wang
学而不厌,xue'er'bu'yan
学而时习之,xue'er'shi'xi'zhi
学而优则仕,xue'er'you'ze'shi
学而知之,xue'er'zhi'zhi
血气心知,xue'qi'xin'zhi
学说库,xue'shuo'ku
学思,xue'si
学问思辨,xue'wen'si'bian
学习,xue'xi
学知,xue'zhi
巽,xun
循道而不贰,xun'dao'er'bu'er
循理,xun'li
循名究理,xun'ming'jiu'li
循名责实,xun'ming'ze'shi
熏习,xun'xi
揠苗助长,ya'miao'zhu'zhang
雅远,ya'yuan
言不尽意,yan'bu'jin'yi
言多方,yan'duo'fang
言尽意,yan'jin'yi
阎罗妖,yan'luo'yao
延天佑人,yan'tian'you'ren
言为心声,yan'wei'xin'sheng
言行,yan'xing
言意,yan'yi
言以谕心,yan'yi'yu'xin
言意之辨,yan'yi'zhi'bian
言因理而变,yan'yin'li'er'bian
燕之北越之南是也,yan'zhi'bei'yue'zhi'nan'shi'ye
阳,yang
阳刚之美,yang'gang'zhi'mei
仰观俯察,yang'guan'fu'cha
养气,yang'qi
养心,yang'xin
阳尊阴卑,yang'zun'yin'bei
爻,yao
爻辞,yao'ci
业,ye
业报,ye'bao
野马,ye'ma
夜气,ye'qi
义,yi
仪,yi
易,yi
移,yi
一本,yi'ben
一本万殊,yi'ben'wan'shu
义兵,yi'bing
以不知为宗,yi'bu'zhi'wei'zong
一阐提,yi'chan'ti
一阐提迦,yi'chan'ti'jia
以禅喻诗,yi'chan'yu'shi
以辞抒意,yi'ci'shu'yi
以道制欲,yi'dao'zhi'yu
以德报怨,yi'de'bao'yuan
以德配天,yi'de'pei'tian
一多,yi'duo
一多相即,yi'duo'xiang'ji
一多相容,yi'duo'xiang'rong
一而二,yi'er'er
已发,yi'fa
以法为教,yi'fa'wei'jiao
一分为二,yi'fen'wei'er
易服色,yi'fu'se
异故,yi'gu
一故神,yi'gu'shen
一贯,yi'guan
一画,yi'hua
一即三,yi'ji'san
一即一切,yi'ji'yi'qie
意见,yi'jian
易简工夫,yi'jian'gong'fu
以见知隐,yi'jian'zhi'yin
意匠,yi'jiang
以今推古,yi'jin'tui'gu
意境,yi'jing
以静制动,yi'jing'zhi'dong
异类不比,yi'lei'bu'bi
以类度类,yi'lei'du'lei
以类取,yi'lei'qu
以类行杂,yi'lei'xing'za
以类予,yi'lei'yu
义利,yi'li
义理,yi'li
以理杀人,yi'li'sha'ren
义利双行,yi'li'shuang'hang
以吏为师,yi'li'wei'shi
义利之辨,yi'li'zhi'bian
义理之性,yi'li'zhi'xing
义理之学,yi'li'zhi'xue
一两,yi'liang
以名举实,yi'ming'ju'shi
一念发动即是行,yi'nian'fa'dong'ji'shi'xing
一念三千,yi'nian'san'qian
以其取也,yi'qi'qu'ye
以奇相御,yi'qi'xiang'yu
一切即一,yi'qie'ji'yi
以情纬文,yi'qing'wei'wen
一曲,yi'qu
依人建极,yi'ren'jian'ji
以仁为本,yi'ren'wei'ben
义荣,yi'rong
义辱,yi'ru
以儒学为本,yi'ru'xue'wei'ben
意识,yi'shi
一是而一非,yi'shi'er'yi'fei
以适听适,yi'shi'ting'shi
衣食足以知荣辱,yi'shi'zu'yi'zhi'rong'ru
异熟,yi'shu
以说出故,yi'shuo'chu'gu
依他起性,yi'ta'qi'xing
以太,yi'tai
以天合天,yi'tian'he'tian
异同攻取,yi'tong'gong'qu
以往知来,yi'wang'zhi'lai
以物观物,yi'wu'guan'wu
一物两体,yi'wu'liang'ti
以无为本,yi'wu'wei'ben
夷夏之辨,yi'xia'zhi'bian
意象,yi'xiang
以小推大,yi'xiao'tui'da
以心传心,yi'xin'chuan'xin
一心三观,yi'xin'san'guan
一心三智,yi'xin'san'zhi
以心挽劫,yi'xin'wan'jie
以心原物,yi'xin'yuan'wu
以行而求知,yi'xing'er'qiu'zhi
以刑去刑,yi'xing'qu'xing
以性统情,yi'xing'tong'qing
以形务名,yi'xing'wu'ming
以形写神,yi'xing'xie'shen
以形写形,yi'xing'xie'xing
意验相符,yi'yan'xiang'fu
一以贯之,yi'yi'guan'zhi
以义为利,yi'yi'wei'li
一阴一阳之谓道,yi'yin'yi'yang'zhi'wei'dao
意欲,yi'yu
以元为本,yi'yuan'wei'ben
意在笔前,yi'zai'bi'qian
异则异之,yi'ze'yi'zhi
一真法界,yi'zhen'fa'jie
一真绝待,yi'zhen'jue'dai
以真为师,yi'zhen'wei'shi
一致百虑,yi'zhi'bai'lv
意之所在便是物,yi'zhi'suo'zai'bian'shi'wu
以知为力,yi'zhi'wei'li
以智相识,yi'zhi'xiang'shi
一中多,yi'zhong'duo
一种万实,yi'zhong'wan'shi
一周而一不周,yi'zhou'er'yi'bu'zhou
依自不依他,yi'zi'bu'yi'ta
阴,yin
因,yin
引蔽习染,yin'bi'xi'ran
因革,yin'ge
隐栝之道,yin'gua'zhi'dao
因果,yin'guo
因果报应,yin'guo'bao'ying
因过而知,yin'guo'er'zhi
因果非物,yin'guo'fei'wu
因门六义,yin'men'liu'yi
因明,yin'ming
阴柔之美,yin'rou'zhi'mei
因三相,yin'san'xiang
因势慎小,yin'shi'shen'xiao
因十四过,yin'shi'si'guo
因悟而知,yin'wu'er'zhi
因习而知,yin'xi'er'zhi
隐秀,yin'xiu
因循革化,yin'xun'ge'hua
阴阳,yin'yang
阴阳五行说,yin'yang'wu'xing'shuo
阴阳相薄,yin'yang'xiang'bao
阴阳之大义,yin'yang'zhi'da'yi
因疑而知,yin'yi'er'zhi
因缘,yin'yuan
氤氲,yin'yun
絪缊,yin'yun
因知以进行,yin'zhi'yi'jin'xing
阴骘之说,yin'zhi'zhi'shuo
赢绌变化,ying'chu'bian'hua
应化之道,ying'hua'zhi'dao
盈坚白,ying'jian'bai
撄宁,ying'ning
营魄,ying'po
赢缩转化,ying'suo'zhuan'hua
盈天地者无非物,ying'tian'di'zhe'wu'fei'wu
盈天地之间唯万物,ying'tian'di'zhi'jian'wei'wan'wu
英雄与时势互为因果,ying'xiong'yu'shi'shi'hu'wei'yin'guo
盈虚,ying'xu
郢有天下,ying'you'tian'xia
用,yong
用常动,yong'chang'dong
用名以乱名,yong'ming'yi'luan'ming
用名以乱实,yong'ming'yi'luan'shi
用实以乱名,yong'shi'yi'luan'ming
有,you
有待,you'dai
有对,you'dui
有对争而后能进,you'dui'zheng'er'hou'neng'jin
犹火之燃烛,you'huo'zhi'ran'zhu
有迹,you'ji
有教无类,you'jiao'wu'lei
有漏,you'lou
有名,you'ming
有情,you'qing
有穷,you'qiong
有生于无,you'sheng'yu'wu
有统一而后能成,you'tong'yi'er'hou'neng'cheng
游外弘内,you'wai'hong'nei
有为,you'wei
有为法,you'wei'fa
有我之境,you'wo'zhi'jing
有无,you'wu
有无混一之常,you'wu'hun'yi'zhi'chang
有无相生,you'wu'xiang'sheng
有物有则,you'wu'you'ze
有物之域,you'wu'zhi'yu
有相,you'xiang
游心,you'xin
有因而无生焉,you'yin'er'wu'sheng'yan
游于艺,you'yu'yi
遇,yu
喻,yu
宇,yu
玉柄麈尾,yu'bing'zhu'wei
与民同乐,yu'min'tong'le
喻十过,yu'shi'guo
喻体,yu'ti
与天为徙,yu'tian'wei'xi
与天为一,yu'tian'wei'yi
宇徙久,yu'xi'jiu
喻依,yu'yi
豫则立,yu'ze'li
宇宙,yu'zhou
宇宙便是吾心,yu'zhou'bian'shi'wu'xin
元,yuan
援,yuan
圆成实性,yuan'cheng'shi'xing
缘道理,yuan'dao'li
缘督为经,yuan'du'wei'jing
圆寂,yuan'ji
元精,yuan'jing
元气,yuan'qi
缘起,yuan'qi
元气本体论,yuan'qi'ben'ti'lun
元气之外无太极,yuan'qi'zhi'wai'wu'tai'ji
元气自动论,yuan'qi'zi'dong'lun
元气自然论,yuan'qi'zi'ran'lun
缘情论,yuan'qing'lun
圆融三谛,yuan'rong'san'di
缘生,yuan'sheng
原始反终,yuan'shi'fan'zhong
元始天尊,yuan'shi'tian'zun
原始要终,yuan'shi'yao'zhong
缘天官,yuan'tian'guan
元享利贞,yuan'xiang'li'zhen
原型观念,yuan'xing'guan'nian
元知,yuan'zhi
原质,yuan'zhi
月旦评,yue'dan'ping
约定俗成,yue'ding'su'cheng
越名教而任自然,yue'ming'jiao'er'ren'zi'ran
月映万川,yue'ying'wan'chuan
韵,yun
云门三句,yun'men'san'ju
韵味说,yun'wei'shuo
允执其中,yun'zhi'qi'zhong
宰理,zai'li
灾异,zai'yi
藏传因明,zang'chuan'yin'ming
臧三耳,zang'san'er
凿不围枘,zao'bu'wei'rui
造命,zao'ming
造物者,zao'wu'zhe
则,ze
增多人性,zeng'duo'ren'xing
增益执,zeng'yi'zhi
彰往察来,zhang'wang'cha'lai
朝三暮四,zhao'san'mu'si
遮诠与表诠,zhe'quan'yu'biao'quan
哲学论战,zhe'xue'lun'zhan
震,zhen
真谛,zhen'di
贞而不谅,zhen'er'bu'liang
真迹,zhen'ji
真几,zhen'ji
真己,zhen'ji
真理,zhen'li
真趣,zhen'qu
真人,zhen'ren
真如,zhen'ru
珍生,zhen'sheng
真唯识量,zhen'wei'shi'liang
真性,zhen'xing
真一,zhen'yi
真一统万一,zhen'yi'tong'wan'yi
真一之道,zhen'yi'zhi'dao
真宰,zhen'zai
真知,zhen'zhi
正,zheng
正德,zheng'de
正法眼藏,zheng'fa'yan'zang
正反,zheng'fan
正反合,zheng'fan'he
证会,zheng'hui
证量,zheng'liang
正名,zheng'ming
正命,zheng'ming
正奇,zheng'qi
正奇有位,zheng'qi'you'wei
争起于不足,zheng'qi'yu'bu'zu
正心,zheng'xin
正言若反,zheng'yan'ruo'fan
正谊不谋利,zheng'yi'bu'mou'li
征知,zheng'zhi
证自证分,zheng'zi'zheng'fen
质,zhi
志,zhi
指,zhi
止,zhi
知,zhi
知彼知己,zhi'bi'zhi'ji
知材,zhi'cai
质测,zhi'ce
知常,zhi'chang
至诚能化,zhi'cheng'neng'hua
至诚如神,zhi'cheng'ru'shen
执道,zhi'dao
执道守度,zhi'dao'shou'du
至德之世,zhi'de'zhi'shi
志功,zhi'gong
止观,zhi'guan
智慧,zhi'hui
知接,zhi'jie
直觉,zhi'jue
知觉,zhi'jue
知觉运动,zhi'jue'yun'dong
至乐,zhi'le
至理,zhi'li
质力,zhi'li
知力,zhi'li
支离事业,zhi'li'shi'ye
质力相推,zhi'li'xiang'tui
执两用中,zhi'liang'yong'zhong
致良知,zhi'liang'zhi
制民之产,zhi'min'zhi'chan
制名指实,zhi'ming'zhi'shi
制名之枢要,zhi'ming'zhi'shu'yao
知难行易,zhi'nan'xing'yi
知能,zhi'neng
止念,zhi'nian
知气,zhi'qi
至人,zhi'ren
智仁勇,zhi'ren'yong
质日代而行如一,zhi'ri'dai'er'xing'ru'yi
知实,zhi'shi
知是行之始,zhi'shi'xing'zhi'shi
制天命而用之,zhi'tian'ming'er'yong'zhi
质文代变,zhi'wen'dai'bian
至无,zhi'wu
指物,zhi'wu
知物由学,zhi'wu'you'xue
知先规而后为之,zhi'xian'gui'er'hou'wei'zhi
知先行后,zhi'xian'xing'hou
治心,zhi'xin
志行,zhi'xing
知行,zhi'xing
知行分工,zhi'xing'fen'gong
知行分任,zhi'xing'fen'ren
知行合一,zhi'xing'he'yi
知行兼举,zhi'xing'jian'ju
知行相须互发,zhi'xing'xiang'xu'hu'fa
知行相资以为用,zhi'xing'xiang'zi'yi'wei'yong
直寻,zhi'xun
知言,zhi'yan
执要,zhi'yao
执一不二,zhi'yi'bu'er
志壹动气,zhi'yi'dong'qi
执一统众,zhi'yi'tong'zhong
知易行难,zhi'yi'xing'nan
知音,zhi'yin
质用,zhi'yong
知有所合谓之智,zhi'you'suo'he'wei'zhi'zhi
止于至善,zhi'yu'zhi'shan
指月,zhi'yue
致知,zhi'zhi
知之不若行之,zhi'zhi'bu'ruo'xing'zhi
执中,zhi'zhong
知足不辱,zhi'zu'bu'ru
知足常足,zhi'zu'chang'zu
忠,zhong
中道,zhong'dao
中道观,zhong'dao'guan
众甫,zhong'fu
中国哲学名词,zhong'guo'zhe'xue'ming'ci
中行,zhong'hang
中和,zhong'he
中和之美,zhong'he'zhi'mei
种类相产,zhong'lei'xiang'chan
众生,zhong'sheng
蹱事增华,zhong'shi'zeng'hua
忠恕之道,zhong'shu'zhi'dao
中体西用,zhong'ti'xi'yong
重同,zhong'tong
中五说,zhong'wu'shuo
踵息,zhong'xi
忠孝仁爱信义和平,zhong'xiao'ren'ai'xin'yi'he'ping
中学其本,zhong'xue'qi'ben
众议参同,zhong'yi'can'tong
中庸,zhong'yong
种子,zhong'zi
宙,zhou
著变,zhu'bian
铸鼎象物,zhu'ding'xiang'wu
烛火之喻,zhu'huo'zhi'yu
主静,zhu'jing
主敬,zhu'jing
朱陆异同,zhu'lu'yi'tong
麈谈,zhu'tan
主一,zhu'yi
主意,zhu'yi
诸子合观,zhu'zi'he'guan
篆,zhuan
转识成智,zhuan'shi'cheng'zhi
转依,zhuan'yi
庄周梦蝶,zhuang'zhou'meng'die
自比量,zi'bi'liang
自得,zi'de
自尔,zi'er
自反,zi'fan
自化,zi'hua
自然,zi'ran
自然发生论,zi'ran'fa'sheng'lun
自然命定论,zi'ran'ming'ding'lun
自然与必然非二事,zi'ran'yu'bi'ran'fei'er'shi
自然之命,zi'ran'zhi'ming
自然之说,zi'ran'zhi'shuo
自然主义的人生观,zi'ran'zhu'yi'de'ren'sheng'guan
自生,zi'sheng
自生而必体有,zi'sheng'er'bi'ti'you
自适,zi'shi
自为,zi'wei
滋味说,zi'wei'shuo
自相,zi'xiang
自性,zi'xing
自有,zi'you
自由意志,zi'you'yi'zhi
自正,zi'zheng
自证分,zi'zheng'fen
恣之两行,zi'zhi'liang'hang
自足,zi'zu
自尊其心,zi'zun'qi'xin
宗,zong
宗九过,zong'jiu'guo
宗眼,zong'yan
纵欲,zong'yu
镞矢之疾而有不行不止之时,zu'shi'zhi'ji'er'you'bu'xing'bu'zhi'zhi'shi
祖述尧舜,zu'shu'yao'shun
祖孙的方法,zu'sun'de'fang'fa
祖统,zu'tong
尊道贵德,zun'dao'gui'de
尊德性而道问学,zun'de'xing'er'dao'wen'xue
尊灵魂轻体魄,zun'ling'hun'qing'ti'po
尊情,zun'qing
尊天事鬼,zun'tian'shi'gui
尊王贱霸,zun'wang'jian'ba
尊心,zun'xin
尊疑之学,zun'yi'zhi'xue
坐忘,zuo'wang
作文害道,zuo'wen'hai'dao
