阿贝比长原理,a'bei'bi'chang'yuan'li
立井激光指向,li'jing'ji'guang'zhi'xiang
理论地图学,li'lun'de'tu'xue
理论最低低潮面,li'lun'zui'di'di'chao'mian
理论最高高潮面,li'lun'zui'gao'gao'chao'mian
礼炮号航天站,li'pao'hao'hang'tian'zhan
历史地图,li'shi'di'tu
立体测图仪,li'ti'ce'tu'yi
立体地图,li'ti'di'tu
立体观测,li'ti'guan'ce
立体观测模型,li'ti'guan'ce'mo'xing
立体镜,li'ti'jing
立体判读仪,li'ti'pan'du'yi
立体摄影测量,li'ti'she'ying'ce'liang
立体摄影机,li'ti'she'ying'ji
立体视觉,li'ti'shi'jue
立体像对,li'ti'xiang'dui
立体像对右片上,li'ti'xiang'dui'you'pian'shang
立体正射像片,li'ti'zheng'she'xiang'pian
立体坐标量测仪,li'ti'zuo'biao'liang'ce'yi
离心力,li'xin'li
离心力位,li'xin'li'wei
利用波长为,li'yong'bo'chang'wei
利用对物距不大于,li'yong'dui'wu'ju'bu'da'yu
利用高斯,li'yong'gao'si
历元平极,li'yuan'ping'ji
粒子加速器测量,li'zi'jia'su'qi'ce'liang
联测比对,lian'ce'bi'dui
联合平差,lian'he'ping'cha
联机空中三角测量,lian'ji'kong'zhong'san'jiao'ce'liang
连接测量,lian'jie'ce'liang
连接点,lian'jie'dian
联盟号宇宙飞船,lian'meng'hao'yu'zhou'fei'chuan
帘幕快门,lian'mu'kuai'men
帘幕式快门,lian'mu'shi'kuai'men
联系测量,lian'xi'ce'liang
联系三角形法,lian'xi'san'jiao'xing'fa
联系数,lian'xi'shu
联系四边形法,lian'xi'si'bian'xing'fa
连续对比,lian'xu'dui'bi
连续方式,lian'xu'fang'shi
连续减光板,lian'xu'jian'guang'ban
连续调,lian'xu'tiao
量测摄影机,liang'ce'she'ying'ji
量底法,liang'di'fa
亮度,liang'du
量化,liang'hua
裂缝观测,lie'feng'guan'ce
林班测量,lin'ban'ce'liang
邻带方里网,lin'dai'fang'li'wang
临时界桩,lin'shi'jie'zhuang
邻图拼接比对,lin'tu'pin'jie'bi'dui
林相图,lin'xiang'tu
林业测量,lin'ye'ce'liang
林业基本图,lin'ye'ji'ben'tu
邻元法,lin'yuan'fa
邻宗,lin'zong
领海基线测量,ling'hai'ji'xian'ce'liang
零漂改正,ling'piao'gai'zheng
零相位效应,ling'xiang'wei'xiao'ying
六分仪,liu'fen'yi
隆海力,long'hai'li
陆地卫星,lu'di'wei'xing
鲁洛夫斯太阳棱镜,lu'luo'fu'si'tai'yang'leng'jing
露天矿爆破工作测量,lu'tian'kuang'bao'po'gong'zuo'ce'liang
露天矿测量,lu'tian'kuang'ce'liang
露天矿矿图,lu'tian'kuang'kuang'tu
路线水准测量,lu'xian'shui'zhun'ce'liang
乱掘,luan'jue
乱掘地,luan'jue'di
略最低低潮面,lue'zui'di'di'chao'mian
罗德里格斯矩阵,luo'de'li'ge'si'ju'zhen
逻辑兼容,luo'ji'jian'rong
逻辑一致性,luo'ji'yi'zhi'xing
罗经,luo'jing
罗经航向,luo'jing'hang'xiang
罗兰海图,luo'lan'hai'tu
罗盘经纬仪,luo'pan'jing'wei'yi
罗盘仪,luo'pan'yi
罗盘仪测量,luo'pan'yi'ce'liang
率定仪,lv'ding'yi
滤光片,lv'guang'pian
旅游地图,lv'you'di'tu
脉冲激光器,mai'chong'ji'guang'qi
埋石,mai'shi
埋石点,mai'shi'dian
埋石图根点,mai'shi'tu'gen'dian
芒塞尔色系,mang'sai'er'se'xi
盲色片,mang'se'pian
锚地,mao'di
锚区,mao'qu
锚位,mao'wei
卯酉面,mao'you'mian
卯酉圈,mao'you'quan
卯酉圈曲率半径,mao'you'quan'qu'lv'ban'jing
美国陆地卫星,mei'guo'lu'di'wei'xing
蒙绘,meng'hui
蒙片,meng'pian
密度,mi'du
密度分割,mi'du'fen'ge
密度计,mi'du'ji
面水准测量,mian'shui'zhun'ce'liang
面状符号,mian'zhuang'fu'hao
瞄直法,miao'zhi'fa
明礁,ming'jiao
明显地物点,ming'xian'di'wu'dian
名义量表,ming'yi'liang'biao
莫尔条纹图,mo'er'tiao'wen'tu
模糊分类法,mo'hu'fen'lei'fa
模糊影像,mo'hu'ying'xiang
墨卡托海图,mo'ka'tuo'hai'tu
墨卡托投影,mo'ka'tuo'tou'ying
莫洛坚斯基公式,mo'luo'jian'si'ji'gong'shi
莫洛坚斯基理论,mo'luo'jian'si'ji'li'lun
模拟磁带,mo'ni'ci'dai
模拟地图,mo'ni'di'tu
模拟法测图,mo'ni'fa'ce'tu
模拟空中三角测量,mo'ni'kong'zhong'san'jiao'ce'liang
模拟立体测图仪,mo'ni'li'ti'ce'tu'yi
模拟摄影测量,mo'ni'she'ying'ce'liang
模式识别,mo'shi'shi'bie
模型连接,mo'xing'lian'jie
模型缩放,mo'xing'suo'fang
模型置平,mo'xing'zhi'ping
目标反射器,mu'biao'fan'she'qi
目标区,mu'biao'qu
目镜,mu'jing
目视判读,mu'shi'pan'du
目视天顶仪,mu'shi'tian'ding'yi
穆瓦条纹图,mu'wa'tiao'wen'tu
挠度观测,nao'du'guan'ce
内部定向,nei'bu'ding'xiang
内分点,nei'fen'dian
内外分点,nei'wai'fen'dian
能见度,neng'jian'du
能见敏锐度,neng'jian'min'rui'du
拟稳平差,ni'wen'ping'cha
逆转点法,ni'zhuan'dian'fa
年差,nian'cha
年代末由,nian'dai'mo'you
年间,nian'jian
年平均海面,nian'ping'jun'hai'mian
鸟瞰图,niao'kan'tu
诺瓦泰,nuo'wa'tai
欧波,ou'bo
偶然误差,ou'ran'wu'cha
欧赛迪,ou'sai'di
欧洲遥感卫星,ou'zhou'yao'gan'wei'xing
排土场平面图,pai'tu'chang'ping'mian'tu
判读仪,pan'du'yi
庞加莱改正,pang'jia'lai'gai'zheng
旁向重叠,pang'xiang'chong'die
旁向倾角,pang'xiang'qing'jiao
旁折光差,pang'zhe'guang'cha
偏角法,pian'jiao'fa
偏近点角,pian'jin'dian'jiao
偏振光立体观察,pian'zhen'guang'li'ti'guan'cha
频率误差,pin'lv'wu'cha
频偏,pin'pian
频漂,pin'piao
平板仪,ping'ban'yi
平板仪测量,ping'ban'yi'ce'liang
平板仪导线,ping'ban'yi'dao'xian
平差,ping'cha
平差易,ping'cha'yi
平差值,ping'cha'zhi
坪高,ping'gao
平衡潮,ping'heng'chao
平极,ping'ji
平近点角,ping'jin'dian'jiao
平距,ping'ju
平均地球椭球,ping'jun'di'qiu'tuo'qiu
平均海,ping'jun'hai
平均海面归算,ping'jun'hai'mian'gui'suan
平均曲率半径,ping'jun'qu'lv'ban'jing
平均误差,ping'jun'wu'cha
平均运动,ping'jun'yun'dong
平面控制点,ping'mian'kong'zhi'dian
平面控制网,ping'mian'kong'zhi'wang
平面曲线测设,ping'mian'qu'xian'ce'she
平面图,ping'mian'tu
平面坐标,ping'mian'zuo'biao
屏幕地图,ping'mu'di'tu
平时式时号,ping'shi'shi'shi'hao
平时钟,ping'shi'zhong
平行圈,ping'xing'quan
平移参数,ping'yi'can'shu
平整土地测量,ping'zheng'tu'di'ce'liang
坡底,po'di
坡度测设,po'du'ce'she
坡面经纬仪,po'mian'jing'wei'yi
剖面图,pou'mian'tu
普拉烈系统,pu'la'lie'xi'tong
普通测量学,pu'tong'ce'liang'xue
普通地图集,pu'tong'de'tu'ji
普通地图,pu'tong'di'tu
普通海图,pu'tong'hai'tu
普通凿井法施工测量,pu'tong'zao'jing'fa'shi'gong'ce'liang
起测基点,qi'ce'ji'dian
气体激光器,qi'ti'ji'guang'qi
气象代表误差,qi'xiang'dai'biao'wu'cha
气象改正,qi'xiang'gai'zheng
恰可察觉差,qia'ke'cha'jue'cha
恰普斯基条件,qia'pu'si'ji'tiao'jian
铅垂线,qian'chui'xian
铅垂仪,qian'chui'yi
钱德勒摆动,qian'de'le'bai'dong
浅地层剖面仪,qian'di'ceng'pou'mian'yi
浅底地层剖面仪,qian'di'di'ceng'pou'mian'yi
前方交会,qian'fang'jiao'hui
千米尺,qian'mi'chi
浅色调,qian'se'diao
浅滩,qian'tan
桥墩定位,qiao'dun'ding'wei
桥涵洞测量,qiao'han'dong'ce'liang
桥梁测量,qiao'liang'ce'liang
桥梁控制测量,qiao'liang'kong'zhi'ce'liang
桥梁轴线测设,qiao'liang'zhou'xian'ce'she
切线支距法,qie'xian'zhi'ju'fa
切向畸变,qie'xiang'ji'bian
清层,qing'ceng
清华山维,qing'hua'shan'wei
清绘,qing'hui
倾斜观测,qing'xie'guan'ce
倾斜摄影,qing'xie'she'ying
倾斜位移,qing'xie'wei'yi
倾斜仪,qing'xie'yi
求积仪,qiu'ji'yi
求积仪法,qiu'ji'yi'fa
球面投影,qiu'mian'tou'ying
球心投影,qiu'xin'tou'ying
渠道测量,qu'dao'ce'liang
区划地图,qu'hua'di'tu
曲线光滑,qu'xian'guang'hua
区域地图集,qu'yu'di'tu'ji
区域地质测量,qu'yu'di'zhi'ce'liang
区域地质调查,qu'yu'di'zhi'diao'cha
区域地质图,qu'yu'di'zhi'tu
区域网平差,qu'yu'wang'ping'cha
权函数,quan'han'shu
全景畸变,quan'jing'ji'bian
全景摄影,quan'jing'she'ying
全景摄影机,quan'jing'she'ying'ji
权矩阵,quan'ju'zhen
全能法测图,quan'neng'fa'ce'tu
全能经纬仪,quan'neng'jing'wei'yi
权逆阵,quan'ni'zhen
全球导航卫星系统,quan'qiu'dao'hang'wei'xing'xi'tong
全球定位系统,quan'qiu'ding'wei'xi'tong
全色红外片,quan'se'hong'wai'pian
全色片,quan'se'pian
全数字化自测图系统,quan'shu'zi'hua'zi'ce'tu'xi'tong
全息摄影,quan'xi'she'ying
全息摄影测量,quan'xi'she'ying'ce'liang
权系数,quan'xi'shu
全向天线,quan'xiang'tian'xian
权源,quan'yuan
全站型电子速测仪,quan'zhan'xing'dian'zi'su'ce'yi
全站型光电速测经纬仪,quan'zhan'xing'guang'dian'su'ce'jing'wei'yi
全站仪,quan'zhan'yi
全组合测角法,quan'zu'he'ce'jiao'fa
扰动位,rao'dong'wei
热辐射,re'fu'she
热红外图像,re'hong'wai'tu'xiang
人工标志,ren'gong'biao'zhi
人机交互处理,ren'ji'jiao'hu'chu'li
人口地图,ren'kou'di'tu
人文地图,ren'wen'di'tu
任意比例尺,ren'yi'bi'li'chi
人仪差,ren'yi'cha
任意投影,ren'yi'tou'ying
任意轴子午线,ren'yi'zhou'zi'wu'xian
认知制图,ren'zhi'zhi'tu
日潮港,ri'chao'gang
日格林尼治平子午,ri'ge'lin'ni'zhi'ping'zi'wu
日晷投影,ri'gui'tou'ying
日内瓦尺,ri'nei'wa'chi
日平均海面,ri'ping'jun'hai'mian
日图,ri'tu
日月引力摄动,ri'yue'yin'li'she'dong
容许误差,rong'xu'wu'cha
冗余码,rong'yu'ma
冗余信息,rong'yu'xin'xi
儒略日,ru'lue'ri
三边测量,san'bian'ce'liang
三边网,san'bian'wang
三差相位观测,san'cha'xiang'wei'guan'ce
三杆分度仪,san'gan'fen'du'yi
三角测量,san'jiao'ce'liang
三角点,san'jiao'dian
三角高程测量,san'jiao'gao'cheng'ce'liang
三角高程导线,san'jiao'gao'cheng'dao'xian
三角高程网,san'jiao'gao'cheng'wang
三角基座,san'jiao'ji'zuo
三脚架,san'jiao'jia
三角锁,san'jiao'suo
三角网,san'jiao'wang
三维地景仿真,san'wei'di'jing'fang'zhen
三维网,san'wei'wang
扫床测深仪,sao'chuang'ce'shen'yi
扫海测量,sao'hai'ce'liang
扫海测深仪,sao'hai'ce'shen'yi
扫海具,sao'hai'ju
扫海区,sao'hai'qu
扫海深度,sao'hai'shen'du
扫海趟,sao'hai'tang
扫雷区,sao'lei'qu
扫描数字化,sao'miao'shu'zi'hua
扫描仪,sao'miao'yi
色彩管理系统,se'cai'guan'li'xi'tong
色调,se'diao
色环,se'huan
色盲片,se'mang'pian
色相,se'xiang
森林分布图,sen'lin'fen'bu'tu
沙尔定律,sha'er'ding'lv
晒版,shai'ban
闪闭法立体观察,shan'bi'fa'li'ti'guan'cha
栅格绘图,shan'ge'hui'tu
栅格数据,shan'ge'shu'ju
闪烁误差,shan'shuo'wu'cha
扇谐系数,shan'xie'xi'shu
熵编码,shang'bian'ma
上下视差,shang'xia'shi'cha
上站,shang'zhan
上站点,shang'zhan'dian
射电干涉测量,she'dian'gan'she'ce'liang
摄动,she'dong
摄动函数,she'dong'han'shu
摄动力,she'dong'li
设计水位,she'ji'shui'wei
摄谱仪,she'pu'yi
射线摄影测量,she'xian'she'ying'ce'liang
摄影,she'ying
摄影比例尺,she'ying'bi'li'chi
摄影测量畸变差,she'ying'ce'liang'ji'bian'cha
摄影测量内插,she'ying'ce'liang'nei'cha
摄影测量学,she'ying'ce'liang'xue
摄影测量仪器,she'ying'ce'liang'yi'qi
摄影测量与遥感学,she'ying'ce'liang'yu'yao'gan'xue
摄影测量坐标系,she'ying'ce'liang'zuo'biao'xi
摄影处理,she'ying'chu'li
摄影分区,she'ying'fen'qu
摄影航线,she'ying'hang'xian
摄影机,she'ying'ji
摄影机检校,she'ying'ji'jian'jiao
摄影基线,she'ying'ji'xian
摄影机主距,she'ying'ji'zhu'ju
摄影经纬仪,she'ying'jing'wei'yi
摄影学,she'ying'xue
摄站,she'zhan
设宗,she'zong
甚长基线干涉测量,shen'chang'ji'xian'gan'she'ce'liang
深度感,shen'du'gan
深度基准,shen'du'ji'zhun
深度基准面,shen'du'ji'zhun'mian
深度基准面保证率,shen'du'ji'zhun'mian'bao'zheng'lv
深色调,shen'se'tiao
伸缩仪,shen'suo'yi
生产矿井测量,sheng'chan'kuang'jing'ce'liang
声呐扫海,sheng'na'sao'hai
声呐图像,sheng'na'tu'xiang
声速改正,sheng'su'gai'zheng
声速计,sheng'su'ji
声图判读,sheng'tu'pan'du
生物量指标变换,sheng'wu'liang'zhi'biao'bian'huan
生物医学摄影测量,sheng'wu'yi'xue'she'ying'ce'liang
声学水位计,sheng'xue'shui'wei'ji
声学组合定位系统,sheng'xue'zu'he'ding'wei'xi'tong
识别码,shi'bie'ma
施测,shi'ce
视差,shi'cha
视差导线,shi'cha'dao'xian
视场对比,shi'chang'dui'bi
视地平线,shi'di'ping'xian
时方差,shi'fang'cha
施工测量,shi'gong'ce'liang
施工方格网,shi'gong'fang'ge'wang
施工控制网,shi'gong'kong'zhi'wang
施工平面图,shi'gong'ping'mian'tu
施工详图,shi'gong'xiang'tu
时号,shi'hao
时号改正数,shi'hao'gai'zheng'shu
世界地图集,shi'jie'di'tu'ji
世界时,shi'jie'shi
世界重力基点,shi'jie'zhong'li'ji'dian
视距,shi'ju
视距乘常数,shi'ju'cheng'chang'shu
视距导线,shi'ju'dao'xian
视距加常数,shi'ju'jia'chang'shu
视觉变量,shi'jue'bian'liang
视觉层次,shi'jue'ceng'ci
视觉对比,shi'jue'dui'bi
视觉分辨敏锐度,shi'jue'fen'bian'min'rui'du
视觉立体地图,shi'jue'li'ti'di'tu
视觉平衡,shi'jue'ping'heng
施赖伯全组合测角法,shi'lai'bo'quan'zu'he'ce'jiao'fa
矢量绘图,shi'liang'hui'tu
矢量数据,shi'liang'shu'ju
矢量重力测量,shi'liang'zhong'li'ce'liang
史密森天文台星表,shi'mi'sen'tian'wen'tai'xing'biao
视模型,shi'mo'xing
示坡线,shi'po'xian
实时处理,shi'shi'chu'li
实时摄影测量,shi'shi'she'ying'ce'liang
失锁,shi'suo
视线高程,shi'xian'gao'cheng
适淹礁,shi'yan'jiao
石英弹簧重力仪,shi'ying'tan'huang'zhong'li'yi
适应性水平,shi'ying'xing'shui'ping
实用地图学,shi'yong'di'tu'xue
石油勘探测量,shi'you'kan'tan'ce'liang
市政工程测量,shi'zheng'gong'cheng'ce'liang
时钟频率,shi'zhong'pin'lv
视准线法,shi'zhun'xian'fa
手簿,shou'bu
手持,shou'chi
手持测角仪,shou'chi'ce'jiao'yi
手持水准仪,shou'chi'shui'zhun'yi
首曲线,shou'qu'xian
受摄轨道,shou'she'gui'dao
收时,shou'shi
艏向,shou'xiang
输电线路测量,shu'dian'xian'lu'ce'liang
竖基尺视差法,shu'ji'chi'shi'cha'fa
竖井激光指向,shu'jing'ji'guang'zhi'xiang
数据编辑,shu'ju'bian'ji
数据标准,shu'ju'biao'zhun
数据采集,shu'ju'cai'ji
数据采集器,shu'ju'cai'ji'qi
数据处理,shu'ju'chu'li
数据传输,shu'ju'chuan'shu
数据分类,shu'ju'fen'lei
数据格式,shu'ju'ge'shi
数据更新,shu'ju'geng'xin
数据探测法,shu'ju'tan'ce'fa
数据压缩,shu'ju'ya'suo
数据样品,shu'ju'yang'pin
数据质量控制,shu'ju'zhi'liang'kong'zhi
数据转换,shu'ju'zhuan'huan
疏浚区,shu'jun'qu
数控绘图机,shu'kong'hui'tu'ji
数控绘图桌,shu'kong'hui'tu'zhuo
数量感,shu'liang'gan
竖盘指标差,shu'pan'zhi'biao'cha
竖曲线测设,shu'qu'xian'ce'she
属性精度,shu'xing'jing'du
数学地图学,shu'xue'di'tu'xue
输油管道测量,shu'you'guan'dao'ce'liang
数值地籍,shu'zhi'di'ji
数值地型,shu'zhi'di'xing
竖直摄影,shu'zhi'she'ying
数字表面模型,shu'zi'biao'mian'mo'xing
数字测图,shu'zi'ce'tu
数字磁带,shu'zi'ci'dai
数字地图学,shu'zi'de'tu'xue
数字地籍数据库,shu'zi'di'ji'shu'ju'ku
数字地面模型,shu'zi'di'mian'mo'xing
数字地图,shu'zi'di'tu
数字地图产品标准,shu'zi'di'tu'chan'pin'biao'zhun
数字地图模型,shu'zi'di'tu'mo'xing
数字高程模型,shu'zi'gao'cheng'mo'xing
数字海图,shu'zi'hai'tu
数字化器,shu'zi'hua'qi
数字化文件,shu'zi'hua'wen'jian
数字化影像,shu'zi'hua'ying'xiang
数字经纬仪,shu'zi'jing'wei'yi
数字纠正,shu'zi'jiu'zheng
数字滤波,shu'zi'lv'bo
数字摄影测量,shu'zi'she'ying'ce'liang
数字摄影测量工作站,shu'zi'she'ying'ce'liang'gong'zuo'zhan
数字图像处理,shu'zi'tu'xiang'chu'li
数字图形处理,shu'zi'tu'xing'chu'li
数字相关,shu'zi'xiang'guan
数字镶嵌,shu'zi'xiang'qian
数字影像,shu'zi'ying'xiang
数字正射影像,shu'zi'zheng'she'ying'xiang
数字正射影像图,shu'zi'zheng'she'ying'xiang'tu
数字制图数据标准,shu'zi'zhi'tu'shu'ju'biao'zhun
栓距,shuan'ju
双标准纬线投影,shuang'biao'zhun'wei'xian'tou'ying
双差相位观测,shuang'cha'xiang'wei'guan'ce
双介质摄影测量,shuang'jie'zhi'she'ying'ce'liang
双频测深仪,shuang'pin'ce'shen'yi
双频信标,shuang'pin'xin'biao
双曲线导航图,shuang'qu'xian'dao'hang'tu
双曲线定位,shuang'qu'xian'ding'wei
双曲线定位系统,shuang'qu'xian'ding'wei'xi'tong
双曲线格网,shuang'qu'xian'ge'wang
双三次卷积,shuang'san'ci'juan'ji
双色激光测距仪,shuang'se'ji'guang'ce'ju'yi
双线性内插,shuang'xian'xing'nei'cha
双向航道,shuang'xiang'hang'dao
水尺,shui'chi
水道测量,shui'dao'ce'liang
水道测量学,shui'dao'ce'liang'xue
水库测量,shui'ku'ce'liang
水库淹没线测设,shui'ku'yan'mo'xian'ce'she
水雷,shui'lei
水利工程测量,shui'li'gong'cheng'ce'liang
水面水准,shui'mian'shui'zhun
水难测量,shui'nan'ce'liang
水平角,shui'ping'jiao
水平控制网,shui'ping'kong'zhi'wang
水平折光差,shui'ping'zhe'guang'cha
水汽辐射仪,shui'qi'fu'she'yi
水深,shui'shen
水深测量,shui'shen'ce'liang
水深测量自动化系统,shui'shen'ce'liang'zi'dong'hua'xi'tong
水深数字化器,shui'shen'shu'zi'hua'qi
水深信号杆,shui'shen'xin'hao'gan
水声定位,shui'sheng'ding'wei
水声定位系统,shui'sheng'ding'wei'xi'tong
水声全息系统,shui'sheng'quan'xi'xi'tong
水声应答器,shui'sheng'ying'da'qi
水铊,shui'ta
水听器,shui'ting'qi
水位,shui'wei
水位分带改正,shui'wei'fen'dai'gai'zheng
水位改正,shui'wei'gai'zheng
水位曲线,shui'wei'qu'xian
水位遥报仪,shui'wei'yao'bao'yi
水文测验,shui'wen'ce'yan
水文观测,shui'wen'guan'ce
水文要素,shui'wen'yao'su
水系图,shui'xi'tu
水下摄影测量,shui'xia'she'ying'ce'liang
水下摄影机,shui'xia'she'ying'ji
水涯线,shui'ya'xian
水准测量,shui'zhun'ce'liang
水准尺,shui'zhun'chi
水准点,shui'zhun'dian
水准路线,shui'zhun'lu'xian
水准面,shui'zhun'mian
水准器,shui'zhun'qi
水准椭球,shui'zhun'tuo'qiu
水准网,shui'zhun'wang
水准仪,shui'zhun'yi
水准原点,shui'zhun'yuan'dian
瞬间地图,shun'jian'di'tu
瞬时极,shun'shi'ji
瞬时视场,shun'shi'shi'chang
顺序量表,shun'xu'liang'biao
似大地水准面,si'da'di'shui'zhun'mian
似大地水准面至,si'da'di'shui'zhun'mian'zhi
撕膜片,si'mo'pian
四色印刷,si'se'yin'shua
斯托克斯公式,si'tuo'ke'si'gong'shi
斯托克斯理论,si'tuo'ke'si'li'lun
丝网印刷,si'wang'yin'shua
搜索区,sou'suo'qu
碎部测量,sui'bu'ce'liang
碎部点,sui'bu'dian
岁差,sui'cha
隧道测量,sui'dao'ce'liang
穗帽变换,sui'mao'bian'huan
缩放仪,suo'fang'yi
索佳,suo'jia
缩微地图,suo'wei'di'tu
缩微摄影,suo'wei'she'ying
缩小仪,suo'xiao'yi
塔尺,ta'chi
塔尔科特测纬度法,ta'er'ke'te'ce'wei'du'fa
台卡定位系统,tai'ka'ding'wei'xi'tong
台卡海图,tai'ka'hai'tu
太空摄影测量,tai'kong'she'ying'ce'liang
台链,tai'lian
泰士,tai'shi
态势地图,tai'shi'di'tu
太阳辐射波谱,tai'yang'fu'she'bo'pu
太阳光压摄动,tai'yang'guang'ya'she'dong
太阳同步卫星,tai'yang'tong'bu'wei'xing
探测者,tan'ce'zhe
特殊水深,te'shu'shui'shen
特殊凿井法施工测量,te'shu'zao'jing'fa'shi'gong'ce'liang
特征编码,te'zheng'bian'ma
特征码,te'zheng'ma
特征码清单,te'zheng'ma'qing'dan
特征提取,te'zheng'ti'qu
特征选择,te'zheng'xuan'ze
特种地图,te'zhong'di'tu
体素,ti'su
梯田坎,ti'tian'kan
天波干扰,tian'bo'gan'rao
天波修正,tian'bo'xiu'zheng
填充地图,tian'chong'di'tu
天吊,tian'diao
天顶距,tian'ding'ju
天球坐标系,tian'qiu'zuo'biao'xi
天文常数和,tian'wen'chang'shu'he
天文大地垂线偏差,tian'wen'da'di'chui'xian'pian'cha
天文大地网,tian'wen'da'di'wang
天文大地网平差,tian'wen'da'di'wang'ping'cha
天文点,tian'wen'dian
天文定位系统,tian'wen'ding'wei'xi'tong
天文方位角,tian'wen'fang'wei'jiao
天文经度,tian'wen'jing'du
天文经纬仪,tian'wen'jing'wei'yi
天文年历,tian'wen'nian'li
天文水准,tian'wen'shui'zhun
天文纬度,tian'wen'wei'du
天文重力水准,tian'wen'zhong'li'shui'zhun
天文坐标,tian'wen'zuo'biao
天文坐标量测仪,tian'wen'zuo'biao'liang'ce'yi
天线方向性,tian'xian'fang'xiang'xing
天线高度,tian'xian'gao'du
田谐系数,tian'xie'xi'shu
条带,tiao'dai
条带图,tiao'dai'tu
调绘,tiao'hui
条件方程,tiao'jian'fang'cheng
条件平差,tiao'jian'ping'cha
调焦误差,tiao'jiao'wu'cha
调制传递函数,tiao'zhi'chuan'di'han'shu
调制频率,tiao'zhi'pin'lv
调制器,tiao'zhi'qi
跳注,tiao'zhu
铁路工程测量,tie'lu'gong'cheng'ce'liang
同步观测,tong'bu'guan'ce
同步平面,tong'bu'ping'mian
同步验潮,tong'bu'yan'chao
通常是图例中的符号,tong'chang'shi'tu'li'zhong'de'fu'hao
砼房,tong'fang
通过立井导入高程测量,tong'guo'li'jing'dao'ru'gao'cheng'ce'liang
统计地图,tong'ji'di'tu
砼结构,tong'jie'gou
同名光线,tong'ming'guang'xian
同名核线,tong'ming'he'xian
同名像点,tong'ming'xiang'dian
通用横墨卡托投影,tong'yong'heng'mo'ka'tuo'tou'ying
通用极球面投影,tong'yong'ji'qiu'mian'tou'ying
透光率,tou'guang'lv
透明负片,tou'ming'fu'pian
透明正片,tou'ming'zheng'pian
透明注记,tou'ming'zhu'ji
透视截面法,tou'shi'jie'mian'fa
透视投影,tou'shi'tou'ying
透视旋转定律,tou'shi'xuan'zhuan'ding'lv
透写图,tou'xie'tu
投影变换,tou'ying'bian'huan
投影变形,tou'ying'bian'xing
投影差,tou'ying'cha
投影方程,tou'ying'fang'cheng
投影器,tou'ying'qi
投影器主距,tou'ying'qi'zhu'ju
投影晒印,tou'ying'shai'yin
图斑,tu'ban
土地档案,tu'di'dang'an
土地登记,tu'di'deng'ji
土地规划测量,tu'di'gui'hua'ce'liang
土地划分,tu'di'hua'fen
土地利用,tu'di'li'yong
土地利用现状图,tu'di'li'yong'xian'zhuang'tu
土地评价,tu'di'ping'jia
土地统计,tu'di'tong'ji
土地信息系统,tu'di'xin'xi'xi'tong
土地证,tu'di'zheng
土地整理,tu'di'zheng'li
图幅,tu'fu
图幅编号,tu'fu'bian'hao
图幅接边,tu'fu'jie'bian
图幅接合表,tu'fu'jie'he'biao
图根点,tu'gen'dian
图根控制,tu'gen'kong'zhi
图解法,tu'jie'fa
图解纠正,tu'jie'jiu'zheng
图解图根点,tu'jie'tu'gen'dian
图廓,tu'kuo
图例,tu'li
图历簿,tu'li'bu
图面配置,tu'mian'pei'zhi
图示,tu'shi
图属,tu'shu
图属数据,tu'shu'shu'ju
图像变换,tu'xiang'bian'huan
图像编码,tu'xiang'bian'ma
图像处理,tu'xiang'chu'li
图像分割,tu'xiang'fen'ge
图像分析,tu'xiang'fen'xi
图像复合,tu'xiang'fu'he
图像复原,tu'xiang'fu'yuan
图像几何纠正,tu'xiang'ji'he'jiu'zheng
图像几何配准,tu'xiang'ji'he'pei'zhun
图像理解,tu'xiang'li'jie
图像描述,tu'xiang'miao'shu
图像识别,tu'xiang'shi'bie
图像数字化,tu'xiang'shu'zi'hua
图像镶嵌,tu'xiang'xiang'qian
图像增强,tu'xiang'zeng'qiang
图形符号,tu'xing'fu'hao
图形记号,tu'xing'ji'hao
图形权倒数,tu'xing'quan'dao'shu
图形输出设备,tu'xing'shu'chu'she'bei
图形输入设备,tu'xing'shu'ru'she'bei
图形显示,tu'xing'xian'shi
图形元素,tu'xing'yuan'su
推荐航线,tui'jian'hang'xian
拖底扫海,tuo'di'sao'hai
拓科,tuo'ke
陀螺定向测量,tuo'luo'ding'xiang'ce'liang
陀螺定向光电测距导线,tuo'luo'ding'xiang'guang'dian'ce'ju'dao'xian
陀螺定向误差,tuo'luo'ding'xiang'wu'cha
陀螺方位角,tuo'luo'fang'wei'jiao
陀螺方位角排,tuo'luo'fang'wei'jiao'pai
陀螺经纬仪,tuo'luo'jing'wei'yi
陀螺水准仪,tuo'luo'shui'zhun'yi
陀螺仪定向测量,tuo'luo'yi'ding'xiang'ce'liang
陀螺仪子午线,tuo'luo'yi'zi'wu'xian
托帕克斯卫星,tuo'pa'ke'si'wei'xing
拓扑地图,tuo'pu'di'tu
拓扑关系,tuo'pu'guan'xi
拓扑检索,tuo'pu'jian'suo
椭球扁率,tuo'qiu'bian'lv
椭球长半轴,tuo'qiu'chang'ban'zhou
椭球短半轴,tuo'qiu'duan'ban'zhou
椭球面大地测量学,tuo'qiu'mian'da'di'ce'liang'xue
椭球偏心率,tuo'qiu'pian'xin'lv
外部定向,wai'bu'ding'xiang
弯管目镜,wan'guan'mu'jing
网点,wang'dian
网点板法,wang'dian'ban'fa
